S.No.,State Code,State Name,District Code,District Name,Sub-district Code,Sub-district Version,Sub-district Name,Census 2001 Code,Census 2011 Code
3330,10,Bihar,203,Kishanganj,1126,1,Kochadhamin,6,1126
3331,10,Bihar,215,Rohtas,1457,1,Kochas,1,1457
3332,32,Kerala,555,Ernakulam,5660,1,Kochi,4,5660
3333,21,Odisha,371,Sambalpur,2782,6,Kochinda,3,2782
3334,36,Telangana,696,Suryapet,4668,3,Kodad,56,4668
3335,33,Tamil Nadu,572,Dindigul,5766,1,Kodaikanal,6,5766
3336,36,Telangana,694,Nagarkurnool,4600,3,Kodair,52,4600
3337,36,Telangana,689,Jangoan,4702,2,Kodakandla,31,4702
3338,21,Odisha,354,Ganjam,3082,9,Kodala,10,3082
3339,36,Telangana,698,Vikarabad,4549,3,Kodangal,1,4549
3340,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5169,1,Kodavalur,17,5169
3341,20,Jharkhand,334,Koderma,2527,2,Koderma,2,2527
3342,36,Telangana,681,Jagitial,4420,2,Kodimial,27,4420
3343,24,Gujarat,675,Gir Somnath,3837,3,Kodinar,13,3837
3344,21,Odisha,366,Nabarangpur,3194,4,Kodinga,10,3194
3345,33,Tamil Nadu,573,Erode,6637,1,Kodumudi,0,0
3346,28,Andhra Pradesh,511,Kurnool,5269,1,Kodumur,20,5269
3347,32,Kerala,566,Thrissur,5655,1,Kodungallur,4,5655
3348,28,Andhra Pradesh,752,Tirupati,5249,3,Kodur,51,5249
3349,28,Andhra Pradesh,510,Krishna,5039,1,Koduru,50,5039
3350,36,Telangana,692,Siddipet,4443,2,Koheda,50,4443
3351,13,Nagaland,245,Kohima,1849,1,Kohima Sadar,5,1849
3352,36,Telangana,691,Sangareddy,4475,2,Kohir,25,4475
3353,22,Chhattisgarh,637,Narayanpur,7321,7,Kohkameta,0,0
3354,21,Odisha,373,Sundargarh,2826,4,Koida,22,2826
3355,9,Uttar Pradesh,119,Aligarh,755,1,Koil,4,755
3356,28,Andhra Pradesh,755,Nandyal,5296,3,Koilakuntla,47,5296
3357,36,Telangana,512,Mahabubnagar,4569,2,Koilkonda,21,4569
3358,10,Bihar,193,Bhojpur,1424,1,Koilwar,4,1424
3359,21,Odisha,358,Kalahandi,3169,3,Kokasara,1,3169
3360,1,Jammu And Kashmir,1,Anantnag,57,8,Kokernag,3,57
3361,18,Assam,294,Kokrajhar,6403,1,Kokrajhar,0,0
3362,21,Odisha,357,Jharsuguda,2779,2,Kolabira,9,2779
3363,19,West Bengal,317,Purba Medinipur,2471,1,Kolaghat,24,2471
3364,29,Karnataka,542,Kolar,5591,3,Kolar,8,5591
3365,23,Madhya Pradesh,396,Bhopal,7034,3,Kolar,0,0
3366,23,Madhya Pradesh,432,Shivpuri,3411,2,Kolaras,5,3411
3367,29,Karnataka,542,Kolar,7002,16,Kolar Gold Field,0,0
3368,33,Tamil Nadu,568,Chennai,7514,1,Kolathur,0,0
3369,8,Rajasthan,93,Bikaner,476,5,Kolayat,4,476
3370,20,Jharkhand,342,Simdega,2724,1,Kolebira,16,2724
3371,29,Karnataka,530,Vijayapura,7072,2,Kolhar,0,0
3372,28,Andhra Pradesh,755,Nandyal,5301,2,Kolimigundla,52,5301
3373,32,Kerala,559,Kollam,5688,1,Kollam,5,5688
3374,36,Telangana,694,Nagarkurnool,4609,3,Kollapur,61,4609
3375,29,Karnataka,531,Chamarajanagar,5579,4,Kollegal,4,5579
3376,33,Tamil Nadu,580,Namakkal,6625,1,Kolli Hills,0,0
3377,28,Andhra Pradesh,506,Guntur,5077,1,Kollipara,38,5077
3378,28,Andhra Pradesh,750,Bapatla,5088,3,Kolluru,49,5088
3379,21,Odisha,370,Rayagada,7512,3,Kolnara,0,0
3380,12,Arunachal Pradesh,233,Kurung Kumey,6130,2,Koloriang Hq,0,0
3381,22,Chhattisgarh,385,Mahasamund,7322,6,Komakhan,0,0
3382,28,Andhra Pradesh,743,Parvathipuram Manyam,4807,2,Komarada,1,4807
3383,28,Andhra Pradesh,790,Markapuram,5134,2,Komarolu,38,5134
3384,12,Arunachal Pradesh,243,West Siang,6586,4,Kombo Circle,0,0
3385,21,Odisha,368,Nuapada,3155,3,Komna,3,3155
3386,36,Telangana,692,Siddipet,6284,1,Komuravelli,0,0
3387,28,Andhra Pradesh,790,Markapuram,5119,2,Konakanamitla,23,5119
3388,36,Telangana,683,Rajanna Sircilla,4431,3,Konaraopet,38,4431
3389,10,Bihar,196,Gaya,1487,1,Konch,1,1487
3390,9,Uttar Pradesh,151,Jalaun,855,1,Konch,5,855
3391,22,Chhattisgarh,643,Kondagaon,3357,5,Kondagaon,3,3357
3392,36,Telangana,514,Nalgonda,6307,3,Kondamallepally,0,0
3393,36,Telangana,692,Siddipet,4462,3,Kondapak,13,4462
3394,28,Andhra Pradesh,517,Prakasam,5137,1,Kondapi,41,5137
3395,36,Telangana,691,Sangareddy,4491,2,Kondapur,41,4491
3396,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5156,1,Kondapuram,4,5156
3397,28,Andhra Pradesh,504,Y.S.R. Kadapa,5199,1,Kondapuram,1,5199
3398,32,Kerala,562,Malappuram,5941,1,Kondotty,0,0
3399,36,Telangana,518,Ranga Reddy,4558,3,Kondurg,10,4558
3400,36,Telangana,509,Khammam,4761,1,Konijerla,39,4761
3401,32,Kerala,564,Pathanamthitta,5943,1,Konni,0,0
3402,22,Chhattisgarh,642,Sukma,3373,7,Konta,4,3373
3403,33,Tamil Nadu,590,Thiruvarur,6627,2,Koothanallur,0,0
3404,27,Maharashtra,466,Ahilyanagar,4203,1,Kopargaon,3,4203
3405,29,Karnataka,532,Chikkamagaluru,5526,1,Koppa,2,5526
3406,29,Karnataka,543,Koppal,5467,1,Koppal,4,5467
3407,12,Arunachal Pradesh,719,Lower Siang,6574,3,Kora Circle,0,0
3408,9,Uttar Pradesh,120,Prayagraj,895,1,Koraon,8,895
3409,21,Odisha,363,Koraput,3207,8,Koraput,8,3207
3410,29,Karnataka,548,Tumakuru,5536,1,Koratagere,5,5536
3411,22,Chhattisgarh,383,Korba,3275,3,Korba,3,3275
3412,27,Maharashtra,475,Gadchiroli,4055,2,Korchi,4,4055
3413,27,Maharashtra,494,Satara,4261,1,Koregaon,7,4261
3414,10,Bihar,201,Katihar,1143,1,Korha,2,1143
3415,28,Andhra Pradesh,517,Prakasam,5122,3,Korisapadu,26,5122
3416,12,Arunachal Pradesh,235,Lower Dibang Valley,1727,2,Koronu Circle,10,1727
3417,27,Maharashtra,473,Chandrapur,4075,1,Korpana,12,4075
3418,28,Andhra Pradesh,505,East Godavari,4905,1,Korukonda,21,4905
3419,36,Telangana,681,Jagitial,4416,5,Korutla,23,4416
3420,36,Telangana,721,Narayanpet,4551,4,Kosgi,3,4551
3421,28,Andhra Pradesh,511,Kurnool,5251,1,Kosigi,2,5251
3422,6,Haryana,72,Rewari,413,5,Kosli,1,413
3423,5,Uttarakhand,51,Nainital,338,5,Kosya Kutauli,1,338
3424,22,Chhattisgarh,375,Bilaspur,3291,6,Kota,3,3291
3425,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5191,3,Kota,39,5191
3426,28,Andhra Pradesh,519,Srikakulam,4791,1,Kotabommali,23,4791
3427,22,Chhattisgarh,760,Manendragarh-Chirmiri-Bharatpur(M C B),7275,2,Kotadol,0,0
3428,21,Odisha,359,Kandhamal,3123,4,Kotagarh,12,3123
3429,33,Tamil Nadu,587,The Nilgiris,5757,1,Kotagiri,4,5757
3430,36,Telangana,516,Nizamabad,4371,4,Kotagiri,15,4371
3431,28,Andhra Pradesh,746,Kakinada,4889,2,Kotananduru,6,4889
3432,36,Telangana,684,Mancherial,4351,3,Kotapally,47,4351
3433,23,Madhya Pradesh,426,Satna,3467,6,Kotar,0,3467
3434,28,Andhra Pradesh,744,Anakapalli,4874,2,Kotauratla,34,4874
3435,24,Gujarat,457,Rajkot,3805,1,Kotda Sangani,8,3805
3436,5,Uttarakhand,52,Pauri Garhwal,313,1,Kotdwara,6,313
3437,36,Telangana,698,Vikarabad,6312,2,Kotepally,0,0
3438,1,Jammu And Kashmir,12,Rajouri,6851,3,Koteranka,0,0
3439,2,Himachal Pradesh,23,Shimla,6956,7,Kotgarh,0,0
3440,28,Andhra Pradesh,754,Sri Sathya Sai,5346,2,Kothacheruvu,43,5346
3441,36,Telangana,688,Mahabubabad,4710,5,Kothaguda,39,4710
3442,36,Telangana,690,Bhadradri Kothagudem,4738,5,Kothagudem,16,4738
3443,36,Telangana,693,Wanaparthy,4593,3,Kothakota,45,4593
3444,32,Kerala,555,Ernakulam,5663,1,Kothamangalam,7,5663
3445,28,Andhra Pradesh,755,Nandyal,5263,2,Kothapalle,14,5263
3446,36,Telangana,508,Karimnagar,6230,3,Kothapally,0,0
3447,36,Telangana,721,Narayanpet,7537,1,Kothapally (15),0,0
3448,36,Telangana,687,Jayashankar Bhupalapally,7531,1,Kothapallygori,0,0
3449,28,Andhra Pradesh,517,Prakasam,5140,1,Kotha Patnam,44,5140
3450,28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,4927,2,Kothapeta,43,4927
3451,28,Andhra Pradesh,521,Vizianagaram,4834,1,Kothavalasa,28,4834
3452,23,Madhya Pradesh,426,Satna,3461,13,Kothi,1,3461
3453,23,Madhya Pradesh,435,Ujjain,7007,2,Kothi Mahal,0,0
3454,24,Gujarat,669,Mahisagar,7556,7,Kothmba,0,0
3455,36,Telangana,518,Ranga Reddy,4560,3,Kothur,12,4560
3456,28,Andhra Pradesh,519,Srikakulam,4772,1,Kothuru,4,4772
3457,3,Punjab,29,Faridkot,5984,3,Kotkapura,0,0
3458,8,Rajasthan,770,Khairthal-Tijara,495,4,Kotkasim,3,495
3459,2,Himachal Pradesh,23,Shimla,189,4,Kotkhai,13,189
3460,8,Rajasthan,102,Jaipur,6028,8,Kotkhawda,0,0
3461,2,Himachal Pradesh,18,Kangra,6896,10,Kotla,0,0
3462,2,Himachal Pradesh,22,Mandi,128,7,Kotli,6,128
3463,23,Madhya Pradesh,390,Anuppur,3693,3,Kotma,5,3693
3464,21,Odisha,363,Koraput,3199,3,Kotpad,1,3199
3465,8,Rajasthan,782,Kotputli-Behror,538,8,Kotputli,1,538
3466,8,Rajasthan,117,Udaipur,687,1,Kotra,3,687
3467,8,Rajasthan,92,Bhilwara,635,5,Kotri,9,635
3468,32,Kerala,559,Kollam,5687,1,Kottarakkara,4,5687
3469,32,Kerala,560,Kottayam,5670,1,Kottayam,3,5670
3470,29,Karnataka,738,Vijayanagara,7108,6,Kotturu,0,0
3471,19,West Bengal,305,Bankura,2367,1,Kotulpur,12,2367
3472,10,Bihar,213,Purbi Champaran,1049,1,Kotwa,19,1049
3473,36,Telangana,512,Mahabubnagar,7522,1,Koukuntla,0,0
3474,36,Telangana,699,Kumuram Bheem Asifabad,4316,4,Koutala,12,4316
3475,33,Tamil Nadu,594,Thoothukkudi,5862,8,Kovilpatti,1,5862
3476,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5178,1,Kovur,26,5178
3477,28,Andhra Pradesh,505,East Godavari,4958,2,Kovvur,15,4958
3478,36,Telangana,513,Medak,4480,5,Kowdipally,30,4480
3479,28,Andhra Pradesh,511,Kurnool,5252,1,Kowthalam,3,5252
3480,18,Assam,291,Kamrup,2117,5,Koya,2,2117
3481,32,Kerala,561,Kozhikode,5639,2,Koyilandi,2,5639
3482,22,Chhattisgarh,381,Uttar Bastar Kanker,7345,1,Koylibeda,0,0
3483,12,Arunachal Pradesh,719,Lower Siang,1648,6,Koyu Eac,5,1648
3484,28,Andhra Pradesh,748,Eluru,4952,2,Koyyalagudem,9,4952
3485,28,Andhra Pradesh,745,Alluri Sitharama Raju,4851,2,Koyyuru,11,4851
3486,32,Kerala,564,Pathanamthitta,5682,2,Kozhenchery,4,5682
3487,32,Kerala,561,Kozhikode,5640,2,Kozhikode,3,5640
3488,1,Jammu And Kashmir,8,Kupwara,6783,1,Kralpora,0,0
3489,19,West Bengal,314,Jalpaiguri,7119,1,Kranti,0,0
3490,1,Jammu And Kashmir,3,Baramulla,36,14,Kreeri,6,36
3491,2,Himachal Pradesh,25,Solan,163,3,Krishangarh,4,163
3492,36,Telangana,721,Narayanpet,6264,3,Krishna,0,0
3493,19,West Bengal,320,Nadia,2309,1,Krishnaganj,11,2309
3494,19,West Bengal,320,Nadia,2308,1,Krishnagar - I,10,2308
3495,19,West Bengal,320,Nadia,2306,1,Krishnagar - II,8,2306
3496,28,Andhra Pradesh,511,Kurnool,5277,1,Krishnagiri,28,5277
3497,33,Tamil Nadu,577,Krishnagiri,5891,2,Krishnagiri,2,5891
3498,29,Karnataka,545,Mysuru,5571,5,Krishnarajanagara,3,5571
3499,29,Karnataka,544,Mandya,5546,1,Krishnarajpet,1,5546
3500,33,Tamil Nadu,576,Karur,5770,1,Krishnarayapuram,3,5770
3501,10,Bihar,214,Purnia,1133,1,Krityanand Nagar,6,1133
3502,12,Arunachal Pradesh,230,Dibang Valley,1721,2,Kronli (Arzoo Circle),0,1721
3503,28,Andhra Pradesh,751,Palnadu,5051,2,Krosuru,12,5051
3504,21,Odisha,369,Puri,3069,1,Krushna Prasad,11,3069
3505,28,Andhra Pradesh,510,Krishna,5018,1,Kruthivennu,29,5018
3506,22,Chhattisgarh,376,Dakshin Bastar Dantewada,3372,2,Kuakonda,0,3372
3507,36,Telangana,680,Nirmal,4338,2,Kubeer,34,4338
3508,13,Nagaland,246,Mokokchung,1763,1,Kubolong,6,1763
3509,20,Jharkhand,341,Saraikela Kharsawan,2746,1,Kuchai,4,2746
3510,10,Bihar,197,Gopalganj,1219,1,Kuchaikote,5,1219
3511,8,Rajasthan,768,Didwana-Kuchaman,6065,5,Kuchaman City,0,0
3512,28,Andhra Pradesh,502,Ananthapuramu,5323,1,Kudair,20,5323
3513,27,Maharashtra,495,Sindhudurg,4280,1,Kudal,6,4280
3514,33,Tamil Nadu,590,Thiruvarur,5804,2,Kudavasal,2,5804
3515,8,Rajasthan,107,Jodhpur,7219,4,Kudi Bhagtasni,0,0
3516,29,Karnataka,738,Vijayanagara,5502,4,Kudligi,7,5502
3517,10,Bihar,200,Kaimur (Bhabua),1448,1,Kudra,3,1448
3518,21,Odisha,364,Malkangiri,7470,5,Kudumuluguma,0,0
3519,27,Maharashtra,484,Nagpur,4035,1,Kuhi,13,4035
3520,13,Nagaland,764,Niuland,1794,3,Kuhoboto,2,1794
3521,21,Odisha,355,Jagatsinghapur,2936,7,Kujang,2,2936
3522,29,Karnataka,543,Koppal,7093,3,Kukanoor,0,0
3523,24,Gujarat,641,Tapi,6169,1,Kukarmunda,0,0
3524,36,Telangana,700,Medchal Malkajgiri,6327,1,Kukatpally,0,0
3525,22,Chhattisgarh,382,Kabeerdham,7351,1,Kukdur,0,0
3526,22,Chhattisgarh,377,Dhamtari,7314,10,Kukrel,0,0
3527,20,Jharkhand,341,Saraikela Kharsawan,2750,1,Kukru,0,2750
3528,23,Madhya Pradesh,403,Dhar,3536,1,Kukshi,5,3536
3529,21,Odisha,354,Ganjam,7484,5,Kukudakhandi,0,0
3530,28,Andhra Pradesh,748,Eluru,4735,4,Kukunoor,13,4735
3531,36,Telangana,692,Siddipet,7521,1,Kukunoorpally,0,0
3532,6,Haryana,61,Fatehabad,6439,1,Kulan St,0,0
3533,33,Tamil Nadu,582,Pudukkottai,5819,4,Kulathur,2,5819
3534,36,Telangana,513,Medak,4468,1,Kulcharam,18,4468
3535,1,Jammu And Kashmir,622,Kulgam,59,22,Kulgam,4,59
3536,21,Odisha,365,Mayurbhanj,7458,4,Kuliana,0,0
3537,33,Tamil Nadu,576,Karur,5771,1,Kulithalai,4,5771
3538,36,Telangana,698,Vikarabad,4539,3,Kulkacharla,28,4539
3539,2,Himachal Pradesh,20,Kullu,118,5,Kullu,2,118
3540,9,Uttar Pradesh,165,Mahoba,868,1,Kulpahar,1,868
3541,19,West Bengal,304,South 24 Parganas,2428,1,Kulpi,17,2428
3542,19,West Bengal,304,South 24 Parganas,2433,1,Kultali,22,2433
3543,33,Tamil Nadu,580,Namakkal,6634,1,Kumarapalayam,0,0
3544,28,Andhra Pradesh,752,Tirupati,5382,3,Kumara Venkata Bhupala Puram,16,5382
3545,22,Chhattisgarh,388,Rajnandgaon,7350,1,Kumarda,0,0
3546,20,Jharkhand,343,West Singhbhum,2744,1,Kumardungi,22,2744
3547,19,West Bengal,310,Dakshin Dinajpur,2202,1,Kumarganj,3,2202
3548,16,Tripura,655,Unakoti,6694,1,Kumarghat,6,0
3549,19,West Bengal,664,Alipurduar,2172,2,Kumargram,7,2172
3550,10,Bihar,205,Madhepura,1163,1,Kumarkhand,6,1163
3551,2,Himachal Pradesh,23,Shimla,179,9,Kumarsain,3,179
3552,33,Tamil Nadu,586,Thanjavur,5811,1,Kumbakonam,2,5811
3553,8,Rajasthan,112,Rajsamand,642,3,Kumbhalgarh,4,642
3554,23,Madhya Pradesh,406,Guna,3681,1,Kumbhraj,7,3681
3555,8,Rajasthan,767,Deeg,510,8,Kumher,6,510
3556,29,Karnataka,550,Uttara Kannada,5485,1,Kumta,8,5485
3557,28,Andhra Pradesh,791,Polavaram,4731,4,Kunavaram,9,4731
3558,22,Chhattisgarh,382,Kabeerdham,7323,4,Kunda,0,0
3559,20,Jharkhand,323,Chatra,2516,1,Kunda,3,2516
3560,9,Uttar Pradesh,174,Pratapgarh,881,2,Kunda,2,881
3561,33,Tamil Nadu,587,The Nilgiris,5759,1,Kundah,6,5759
3562,8,Rajasthan,97,Dausa,7382,2,Kundal,0,0
3563,23,Madhya Pradesh,411,Jabalpur,3633,2,Kundam,4,3633
3564,29,Karnataka,549,Udupi,5522,4,Kundapura,1,5522
3565,29,Karnataka,536,Dharwad,5477,1,Kundgol,5,5477
3566,20,Jharkhand,333,Jamtara,2681,1,Kundhit,14,2681
3567,33,Tamil Nadu,574,Kancheepuram,7057,6,Kundrathur,0,0
3568,21,Odisha,363,Koraput,3210,3,Kundura,19,3210
3569,28,Andhra Pradesh,502,Ananthapuramu,5333,1,Kundurpi,30,5333
3570,29,Karnataka,548,Tumakuru,5541,1,Kunigal,10,5541
3571,2,Himachal Pradesh,25,Solan,7056,5,Kunihar,0,0
3572,24,Gujarat,439,Amreli,3839,1,Kunkavav Vadia,1,3839
3573,22,Chhattisgarh,380,Jashpur,3259,1,Kunkuri,3,3259
3574,33,Tamil Nadu,581,Perambalur,5976,1,Kunnam,0,0
3575,32,Kerala,566,Thrissur,6598,1,Kunnamkulam,0,0
3576,32,Kerala,555,Ernakulam,5657,1,Kunnathunad,1,5657
3577,32,Kerala,559,Kollam,5685,1,Kunnathur,2,5685
3578,36,Telangana,680,Nirmal,4337,3,Kuntala,33,4337
3579,8,Rajasthan,112,Rajsamand,6928,6,Kunwariya,0,0
3580,1,Jammu And Kashmir,3,Baramulla,6830,9,Kunzer,0,0
3581,28,Andhra Pradesh,503,Chittoor,5427,1,Kuppam,61,5427
3582,2,Himachal Pradesh,23,Shimla,6962,2,Kupvi,0,0
3583,1,Jammu And Kashmir,8,Kupwara,1,19,Kupwara,1,1
3584,28,Andhra Pradesh,753,Annamayya,5389,2,Kurabalakota,23,5389
3585,8,Rajasthan,117,Udaipur,7156,5,Kurabar,0,0
3586,23,Madhya Pradesh,428,Seoni,3666,1,Kurai,6,3666
3587,36,Telangana,688,Mahabubabad,4721,3,Kuravi,50,4721
3588,9,Uttar Pradesh,166,Mainpuri,6874,7,Kurawali,0,0
3589,20,Jharkhand,342,Simdega,2720,1,Kurdeg,13,2720
3590,10,Bihar,208,Muzaffarpur,1213,1,Kurhani,15,1213
3591,28,Andhra Pradesh,517,Prakasam,5103,1,Kurichedu,7,5103
3592,33,Tamil Nadu,570,Cuddalore,5790,1,Kurinjipadi,0,5790
3593,27,Maharashtra,475,Gadchiroli,4054,2,Kurkheda,3,4054
3594,27,Maharashtra,483,Mumbai Suburban,7180,1,Kurla,0,0
3595,28,Andhra Pradesh,511,Kurnool,5259,4,Kurnool Rural,10,5259
3596,28,Andhra Pradesh,511,Kurnool,7183,1,Kurnool Urban,0,0
3597,10,Bihar,188,Araria,1117,1,Kursakatta,6,1117
3598,10,Bihar,201,Katihar,1155,1,Kursela,14,1155
3599,19,West Bengal,309,Darjeeling,2161,1,Kurseong,8,2161
3600,10,Bihar,611,Arwal,1546,1,Kurtha,5,1546
3601,20,Jharkhand,336,Lohardaga,2599,1,Kuru,2,2599
3602,22,Chhattisgarh,377,Dhamtari,3344,3,Kurud,1,3344
3603,29,Karnataka,528,Ballari,7109,2,Kurugodu,0,0
3604,28,Andhra Pradesh,743,Parvathipuram Manyam,4809,2,Kurupam,3,4809
3605,23,Madhya Pradesh,437,Vidisha,3572,4,Kurwai,3,3572
3606,8,Rajasthan,88,Banswara,654,2,Kushalgarh,5,654
3607,29,Karnataka,541,Kodagu,7124,5,Kushalnagar,0,0
3608,10,Bihar,195,Darbhanga,1197,1,Kusheshwar Asthan,17,1197
3609,10,Bihar,195,Darbhanga,1198,1,Kusheshwar Asthan Purbi,18,1198
3610,19,West Bengal,310,Dakshin Dinajpur,2200,1,Kushmundi,1,2200
3611,29,Karnataka,543,Koppal,5465,1,Kushtagi,2,5465
3612,23,Madhya Pradesh,433,Sidhi,3702,2,Kusmi,8,3702
3613,22,Chhattisgarh,649,Balrampur-Ramanujganj,3240,8,Kusmi(Samri),4,3240
3614,36,Telangana,509,Khammam,4755,1,Kusumanchi,33,4755
3615,21,Odisha,365,Mayurbhanj,7478,3,Kusumi,0,0
3616,33,Tamil Nadu,735,Mayiladuthurai,5797,2,Kuthalam,0,5797
3617,24,Gujarat,456,Porbandar,3824,1,Kutiyana,3,3824
3618,21,Odisha,373,Sundargarh,2813,4,Kutra,9,2813
3619,22,Chhattisgarh,636,Bijapur,7260,4,Kutru,0,0
3620,32,Kerala,554,Alappuzha,5675,1,Kuttanad,3,5675
3621,10,Bihar,189,Aurangabad,1484,2,Kutumba,9,1484
3622,33,Tamil Nadu,595,Vellore,7052,2,K V Kuppam,0,0
3623,19,West Bengal,307,Birbhum,2262,1,Labpur,14,2262
3624,8,Rajasthan,114,Sikar,552,10,Lachhmangarh,2,552
3625,8,Rajasthan,87,Alwar,503,7,Lachhmangarh,11,503
3626,12,Arunachal Pradesh,787,Bichom,6098,4,Lada Circle,0,0
3627,10,Bihar,206,Madhubani,1084,1,Ladania,5,1084
3628,2,Himachal Pradesh,22,Mandi,125,7,Lad Bharol,3,125
3629,8,Rajasthan,768,Didwana-Kuchaman,557,3,Ladnu,1,557
3630,8,Rajasthan,109,Kota,667,4,Ladpura,3,667
3631,6,Haryana,68,Kurukshetra,6410,3,Ladwa,0,0
3632,2,Himachal Pradesh,18,Kangra,6902,6,Lagru,0,0
3633,23,Madhya Pradesh,395,Bhind,3398,2,Lahar,7,3398
3634,18,Assam,296,Marigaon,2028,2,Laharighat,3,2028
3635,9,Uttar Pradesh,183,Sitapur,805,21,Laharpur,3,805
3636,10,Bihar,218,Saran,1253,1,Lahladpur,6,1253
3637,2,Himachal Pradesh,21,Lahaul And Spiti,115,1,Lahul,2,115
3638,21,Odisha,373,Sundargarh,2827,7,Lahunipara,23,2827
3639,21,Odisha,357,Jharsuguda,2778,3,Laikera,8,2778
3640,22,Chhattisgarh,386,Raigarh,3264,2,Lailunga,2,3264
3641,12,Arunachal Pradesh,239,Tirap,1694,9,Laju Sdo,8,1694
3642,27,Maharashtra,471,Bhandara,4043,1,Lakhandur,7,4043
3643,27,Maharashtra,471,Bhandara,4041,1,Lakhani,5,4041
3644,24,Gujarat,789,Vav-Tharad,6168,4,Lakhani,0,0
3645,6,Haryana,73,Rohtak,6468,1,Lakhan Majra St,0,0
3646,21,Odisha,357,Jharsuguda,2771,4,Lakhanpur,2,2771
3647,22,Chhattisgarh,389,Surguja,3248,2,Lakhanpur,0,3248
3648,9,Uttar Pradesh,159,Kheri,801,23,Lakhimpur,4,801
3649,18,Assam,287,Goalpara,2013,1,Lakhipur,1,2013
3650,18,Assam,282,Cachar,2100,1,Lakhipur,5,2100
3651,10,Bihar,204,Lakhisarai,1368,1,Lakhisarai,4,1368
3652,23,Madhya Pradesh,428,Seoni,3659,1,Lakhnadon,1,3659
3653,10,Bihar,206,Madhubani,1099,1,Lakhnaur,20,1099
3654,24,Gujarat,449,Kachchh,3722,1,Lakhpat,1,3722
3655,24,Gujarat,460,Surendranagar,3791,1,Lakhtar,4,3791
3656,28,Andhra Pradesh,521,Vizianagaram,4833,1,Lakkavarapukota,27,4833
3657,28,Andhra Pradesh,753,Annamayya,5240,3,Lakkireddipalli,42,5240
3658,10,Bihar,222,Siwan,1233,1,Lakri Nabiganj,5,1233
3659,5,Uttarakhand,50,Haridwar,355,1,Laksar,3,355
3660,21,Odisha,363,Koraput,3203,5,Lakshmipur,5,3203
3661,10,Bihar,198,Jamui,1529,1,Lakshmipur,5,1529
3662,18,Assam,289,Hailakandi,2108,1,Lala,3,2108
3663,22,Chhattisgarh,388,Rajnandgaon,7301,7,Lal Bahadur Nagar,0,0
3664,23,Madhya Pradesh,392,Balaghat,3671,1,Lalbarra,0,3671
3665,5,Uttarakhand,50,Haridwar,6351,1,Laldhang,0,0
3666,9,Uttar Pradesh,170,Mirzapur,1001,1,Lalganj,2,1001
3667,9,Uttar Pradesh,123,Azamgarh,969,10,Lalganj,4,969
3668,9,Uttar Pradesh,174,Pratapgarh,880,1,Lalganj,4,880
3669,10,Bihar,224,Vaishali,1270,1,Lalganj,3,1270
3670,9,Uttar Pradesh,175,Rae Bareli,826,1,Lalganj,4,826
3671,19,West Bengal,319,Murshidabad,2229,1,Lalgola,7,2229
3672,33,Tamil Nadu,591,Tiruchirappalli,5777,1,Lalgudi,5,5777
3673,9,Uttar Pradesh,161,Lalitpur,862,5,Lalitpur,2,862
3674,5,Uttarakhand,51,Nainital,345,1,Lalkuan,0,345
3675,1,Jammu And Kashmir,8,Kupwara,6792,1,Lalpora,0,0
3676,24,Gujarat,447,Jamnagar,3818,1,Lalpur,7,3818
3677,22,Chhattisgarh,647,Mungeli,7258,3,Lalpur Thana,0,0
3678,8,Rajasthan,97,Dausa,537,8,Lalsot,5,537
3679,9,Uttar Pradesh,185,Sultanpur,917,1,Lambhua,5,917
3680,2,Himachal Pradesh,17,Hamirpur,7285,3,Lambloo,0,0
3681,5,Uttarakhand,45,Almora,6368,8,Lamgada,0,0
3682,14,Manipur,256,Imphal West,1881,1,Lamphelpat,3,1881
3683,14,Manipur,256,Imphal West,1879,2,Lamsang,1,1879
3684,23,Madhya Pradesh,392,Balaghat,7399,1,Lamta,0,0
3685,1,Jammu And Kashmir,8,Kupwara,6789,5,Langate,0,0
3686,27,Maharashtra,492,Ratnagiri,4273,1,Lanja,8,4273
3687,23,Madhya Pradesh,392,Balaghat,3676,1,Lanji,6,3676
3688,21,Odisha,358,Kalahandi,3162,9,Lanjigarh,8,3162
3689,18,Assam,709,Hojai,2040,7,Lanka,9,2040
3690,5,Uttarakhand,52,Pauri Garhwal,310,22,Lansdowne,0,310
3691,20,Jharkhand,339,Ranchi,2697,1,Lapung,12,2697
3692,1,Jammu And Kashmir,626,Ganderbal,45,6,Lar,3,45
3693,1,Jammu And Kashmir,1,Anantnag,6820,3,Larnoo,0,0
3694,1,Jammu And Kashmir,12,Rajouri,6774,1,Laroka,0,0
3695,8,Rajasthan,777,Salumbar,691,2,Lasadiya,0,691
3696,17,Meghalaya,275,West Jaintia Hills,1997,1,Laskein,2,1997
3697,20,Jharkhand,335,Latehar,2639,1,Latehar,17,2639
3698,23,Madhya Pradesh,437,Vidisha,3570,2,Lateri,1,3570
3699,12,Arunachal Pradesh,678,Namsai,1733,5,Lathao Circle,0,1733
