S.No.,State Code,State Name,District Code,District Name,Sub-district Code,Sub-district Version,Sub-district Name,Census 2001 Code,Census 2011 Code
1074,28,Andhra Pradesh,502,Ananthapuramu,5307,1,Bommanahal,4,5307
1075,36,Telangana,509,Khammam,4765,1,Bonakal,43,4765
1076,28,Andhra Pradesh,521,Vizianagaram,4829,2,Bondapalli,23,4829
1077,6,Haryana,701,Charkhi Dadri,6433,1,Bondkalan St,0,0
1078,18,Assam,281,Bongaigaon,2110,7,Bongaigaon (Pt),1,2110
1079,19,West Bengal,303,North 24 Parganas,2317,1,Bongaon,2,2317
1080,12,Arunachal Pradesh,238,Tawang,6557,1,Bongkhar Circle,0,0
1081,1,Jammu And Kashmir,3,Baramulla,38,14,Boniyar,7,38
1082,8,Rajasthan,113,Sawai Madhopur,529,5,Bonli,4,529
1083,21,Odisha,348,Bhadrak,2911,5,Bonth,2,2911
1084,20,Jharkhand,327,East Singhbum,2605,1,Boram,0,2605
1085,12,Arunachal Pradesh,229,Changlang,1683,7,Bordumsa Adc,11,1683
1086,12,Arunachal Pradesh,239,Tirap,6594,4,Borduria Circle,0,0
1087,22,Chhattisgarh,378,Durg,7330,1,Bori,0,0
1088,21,Odisha,363,Koraput,3200,5,Boriguma,2,3200
1089,20,Jharkhand,340,Sahebganj,2566,1,Borio,3,2566
1090,27,Maharashtra,483,Mumbai Suburban,7181,1,Borivali,0,0
1091,14,Manipur,713,Jiribam,6490,5,Borobekra,0,0
1092,24,Gujarat,440,Anand,3867,1,Borsad,7,3867
1093,12,Arunachal Pradesh,237,Papum Pare,6013,4,Borum,0,0
1094,24,Gujarat,676,Botad,3850,3,Botad,1,3850
1095,24,Gujarat,676,Botad,7435,1,Botad City,0,0
1096,13,Nagaland,245,Kohima,1846,1,Botsa,0,1846
1097,21,Odisha,349,Boudh,3130,10,Boudh,4,3130
1098,36,Telangana,697,Yadadri Bhuvanagiri,4630,3,B Pochampally,18,4630
1099,21,Odisha,369,Puri,3067,2,Brahmagiri,10,3067
1100,28,Andhra Pradesh,504,Y.S.R. Kadapa,5205,1,Brahmamgarimattam,7,5205
1101,27,Maharashtra,473,Chandrapur,4067,1,Brahmapuri,4,4067
1102,28,Andhra Pradesh,502,Ananthapuramu,5320,1,Brahmasamudram,17,5320
1103,29,Karnataka,549,Udupi,7068,7,Brahmavara,0,0
1104,28,Andhra Pradesh,752,Tirupati,5380,2,Buchinaidu Kandriga,14,5380
1105,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5170,1,Buchireddipalem,18,5170
1106,33,Tamil Nadu,586,Thanjavur,5966,1,Budalur,0,0
1107,9,Uttar Pradesh,133,Budaun,782,2,Budaun,5,782
1108,1,Jammu And Kashmir,2,Budgam,7,4,Budgam,2,7
1109,19,West Bengal,304,South 24 Parganas,2413,1,Budge Budge - I,2,2413
1110,19,West Bengal,304,South 24 Parganas,2414,1,Budge Budge - II,3,2414
1111,9,Uttar Pradesh,172,Muzaffarnagar,709,6,Budhana,4,709
1112,3,Punjab,37,Mansa,248,2,Budhlada,2,248
1113,23,Madhya Pradesh,427,Sehore,3588,1,Budni,5,3588
1114,36,Telangana,681,Jagitial,6213,3,Buggaram,0,0
1115,21,Odisha,354,Ganjam,3072,3,Buguda,2,3072
1116,8,Rajasthan,106,Jhunjhunu,489,1,Buhana,3,489
1117,28,Andhra Pradesh,754,Sri Sathya Sai,5345,2,Bukkapatnam,42,5345
1118,28,Andhra Pradesh,502,Ananthapuramu,5329,1,Bukkaraya Samudram,26,5329
1119,9,Uttar Pradesh,134,Bulandshahr,746,2,Bulandshahr,2,746
1120,27,Maharashtra,472,Buldhana,3984,1,Buldana,10,3984
1121,8,Rajasthan,94,Bundi,626,9,Bundi,5,626
1122,20,Jharkhand,339,Ranchi,2698,1,Bundu,18,2698
1123,19,West Bengal,321,Purulia,2397,1,Bundwan,20,2397
1124,15,Mizoram,265,Lunglei,1912,3,Bunghmun,0,1912
1125,14,Manipur,712,Kangpokpi,6488,3,Bungte Chiru,0,0
1126,15,Mizoram,264,Lawngtlai,1918,5,Bungtlang South,0,1918
1127,1,Jammu And Kashmir,620,Kishtwar,6770,2,Bunjwah,0,0
1128,12,Arunachal Pradesh,242,West Kameng,6847,1,Buragaon Eac,0,0
1129,7,Delhi,80,North,7569,4,Burari,0,0
1130,19,West Bengal,306,Purba Bardhaman,2289,1,Burdwan - I,22,2289
1131,19,West Bengal,306,Purba Bardhaman,2290,1,Burdwan - II,23,2290
1132,36,Telangana,690,Bhadradri Kothagudem,4736,2,Burgampahad,14,4736
1133,9,Uttar Pradesh,123,Azamgarh,964,4,Burhanpur,1,964
1134,23,Madhya Pradesh,397,Burhanpur,3719,6,Burhanpur,4,3719
1135,23,Madhya Pradesh,397,Burhanpur,6972,3,Burhanpur Nagar,0,0
1136,23,Madhya Pradesh,429,Shahdol,6988,5,Burhar,0,0
1137,28,Andhra Pradesh,519,Srikakulam,4794,1,Burja,26,4794
1138,20,Jharkhand,339,Ranchi,2682,1,Burmu,1,2682
1139,19,West Bengal,319,Murshidabad,2248,1,Burwan,26,2248
1140,28,Andhra Pradesh,744,Anakapalli,4873,2,Butchayyapeta,33,4873
1141,28,Andhra Pradesh,748,Eluru,4948,2,Buttayagudem,5,4948
1142,10,Bihar,194,Buxar,1441,1,Buxar,7,1441
1143,23,Madhya Pradesh,398,Chhatarpur,3434,1,Buxwaha,0,3434
1144,29,Karnataka,540,Haveri,5493,1,Byadgi,5,5493
1145,9,Uttar Pradesh,148,Gorakhpur,948,1,Campierganj,1,948
1146,30,Goa,793,Kushavati,5619,2,Canacona,5,5619
1147,19,West Bengal,304,South 24 Parganas,2420,1,Canning - I,9,2420
1148,19,West Bengal,304,South 24 Parganas,2421,1,Canning - II,10,2421
1149,35,Andaman And Nicobar Islands,603,Nicobars,5916,1,Car Nicobar,0,5916
1150,28,Andhra Pradesh,511,Kurnool,5256,1,C.Belagal,7,5256
1151,18,Assam,286,Dibrugarh,2065,1,Chabua,3,2065
1152,23,Madhya Pradesh,406,Guna,3683,1,Chachaura,9,3683
1153,2,Himachal Pradesh,18,Kangra,7560,1,Chachian,0,0
1154,2,Himachal Pradesh,22,Mandi,137,8,Chachyot,14,137
1155,29,Karnataka,530,Vijayapura,7070,4,Chadchan,0,0
1156,2,Himachal Pradesh,18,Kangra,6897,9,Chadiyar,0,0
1157,1,Jammu And Kashmir,2,Budgam,8,5,Chadoora,3,8
1158,28,Andhra Pradesh,755,Nandyal,5303,2,Chagalamarri,54,5303
1159,28,Andhra Pradesh,505,East Godavari,4959,2,Chagallu,16,4959
1160,12,Arunachal Pradesh,628,Anjaw,1739,3,Chaglagam Circle,6,1739
1161,20,Jharkhand,343,West Singhbhum,2739,3,Chaibasa,17,2739
1162,9,Uttar Pradesh,158,Kaushambi,887,1,Chail,3,887
1163,20,Jharkhand,331,Gumla,2713,1,Chainpur,13,2713
1164,10,Bihar,200,Kaimur (Bhabua),1452,1,Chainpur,7,1452
1165,20,Jharkhand,338,Palamu,2634,2,Chainpur,13,2634
1166,10,Bihar,198,Jamui,1534,1,Chakai,10,1534
1167,21,Odisha,359,Kandhamal,3116,7,Chakapada,5,3116
1168,9,Uttar Pradesh,139,Etawah,840,1,Chakarnagar,5,840
1169,19,West Bengal,320,Nadia,2314,3,Chakdah,16,2314
1170,9,Uttar Pradesh,135,Chandauli,994,9,Chakia,3,994
1171,10,Bihar,213,Purbi Champaran,1051,1,Chakia(Pipra),21,1051
1172,5,Uttarakhand,52,Pauri Garhwal,6036,5,Chakisain,0,0
1173,10,Bihar,194,Buxar,1436,1,Chakki,2,1436
1174,14,Manipur,253,Chandel,1895,4,Chakpikarong,4,1895
1175,20,Jharkhand,343,West Singhbhum,2731,1,Chakradharpur,3,2731
1176,5,Uttarakhand,49,Dehradun,300,2,Chakrata,1,300
1177,28,Andhra Pradesh,504,Y.S.R. Kadapa,5234,1,Chakrayapet,36,5234
1178,8,Rajasthan,102,Jaipur,550,9,Chaksu,13,550
1179,20,Jharkhand,327,East Singhbum,2613,1,Chakulia,8,2613
1180,27,Maharashtra,481,Latur,4230,1,Chakur,5,4230
1181,32,Kerala,566,Thrissur,5939,1,Chalakkudy,0,0
1182,22,Chhattisgarh,649,Balrampur-Ramanujganj,7340,2,Chalgali,0,0
1183,27,Maharashtra,478,Jalgaon,3972,1,Chalisgaon,13,3972
1184,20,Jharkhand,332,Hazaribagh,2651,1,Chalkusa,0,2651
1185,29,Karnataka,533,Chitradurga,5504,1,Challakere,2,5504
1186,28,Andhra Pradesh,510,Krishna,5035,2,Challapalli,46,5035
1187,29,Karnataka,531,Chamarajanagar,5577,1,Chamarajanagar,2,5577
1188,18,Assam,291,Kamrup,2122,1,Chamaria,6,2122
1189,2,Himachal Pradesh,16,Chamba,90,12,Chamba,8,90
1190,12,Arunachal Pradesh,677,Kra Daadi,1709,6,Chambang Circle,9,1709
1191,3,Punjab,42,Rupnagar,265,4,Chamkaur Sahib,0,265
1192,5,Uttarakhand,47,Chamoli,285,5,Chamoli,2,285
1193,27,Maharashtra,475,Gadchiroli,4058,1,Chamorshi,7,4058
1194,22,Chhattisgarh,379,Janjgir-Champa,3281,3,Champa,3,3281
1195,5,Uttarakhand,48,Champawat,334,7,Champawat,1,334
1196,14,Manipur,712,Kangpokpi,6489,2,Champhai,0,0
1197,15,Mizoram,262,Champhai,1908,2,Champhai,0,1908
1198,21,Odisha,361,Keonjhar,2839,6,Champua,6,2839
1199,8,Rajasthan,107,Jodhpur,7374,3,Chamu,0,0
1200,10,Bihar,190,Banka,1353,1,Chanan,9,1353
1201,10,Bihar,204,Lakhisarai,1369,1,Chanan*,9,1369
1202,24,Gujarat,455,Patan,3750,1,Chanasma,8,3750
1203,19,West Bengal,316,Malda,2210,1,Chanchal - I,3,2210
1204,19,West Bengal,316,Malda,2211,1,Chanchal - II,4,2211
1205,23,Madhya Pradesh,399,Chhindwara,6996,6,Chand,0,0
1206,10,Bihar,200,Kaimur (Bhabua),1451,2,Chand,6,1451
1207,21,Odisha,366,Nabarangpur,3190,1,Chandahandi,3,3190
1208,36,Telangana,514,Nalgonda,4652,3,Chandampeta,40,4652
1209,20,Jharkhand,322,Bokaro,2596,1,Chandankiyari,8,2596
1210,28,Andhra Pradesh,749,Ntr,5008,2,Chandarlapadu,19,5008
1211,9,Uttar Pradesh,135,Chandauli,993,12,Chandauli,2,993
1212,9,Uttar Pradesh,659,Sambhal,722,10,Chandausi,5,722
1213,21,Odisha,348,Bhadrak,2919,7,Chandbali,8,2919
1214,14,Manipur,253,Chandel,1894,3,Chandel,3,1894
1215,23,Madhya Pradesh,391,Ashoknagar,3685,4,Chanderi,2,3685
1216,27,Maharashtra,480,Kolhapur,4294,1,Chandgad,12,4294
1217,10,Bihar,209,Nalanda,1381,1,Chandi,4,1381
1218,23,Madhya Pradesh,436,Umaria,3483,2,Chandia,0,3483
1219,4,Chandigarh,44,Chandigarh,277,1,Chandigarh,1,277
1220,20,Jharkhand,341,Saraikela Kharsawan,2748,1,Chandil,6,2748
1221,19,West Bengal,317,Purba Medinipur,2481,1,Chandipur,40,2481
1222,19,West Bengal,312,Hooghly,2351,1,Chanditala - I,14,2351
1223,19,West Bengal,312,Hooghly,2352,1,Chanditala - II,15,2352
1224,23,Madhya Pradesh,398,Chhatarpur,3426,3,Chandla,0,3426
1225,7,Delhi,795,Old Delhi,7574,1,Chandni Chowk,0,0
1226,22,Chhattisgarh,649,Balrampur-Ramanujganj,7254,1,Chando,0,0
1227,9,Uttar Pradesh,132,Bijnor,716,1,Chandpur,5,716
1228,28,Andhra Pradesh,752,Tirupati,5384,2,Chandragiri,18,5384
1229,19,West Bengal,318,Paschim Medinipur,2446,1,Chandrakona - I,6,2446
1230,19,West Bengal,318,Paschim Medinipur,2447,1,Chandrakona - II,7,2447
1231,21,Odisha,370,Rayagada,3174,5,Chandrapur,2,3174
1232,27,Maharashtra,473,Chandrapur,4071,1,Chandrapur,8,4071
1233,18,Assam,618,Kamrup Metro,2131,3,Chandrapur,14,2131
1234,22,Chhattisgarh,762,Sakti,7354,1,Chandrapur,0,0
1235,20,Jharkhand,322,Bokaro,2589,1,Chandrapura,0,2589
1236,28,Andhra Pradesh,790,Markapuram,5145,2,Chandra Sekhara Puram,49,5145
1237,23,Madhya Pradesh,639,Alirajpur,3711,2,Chandra Shekhar Azad Nagar,5,3711
1238,36,Telangana,690,Bhadradri Kothagudem,4747,3,Chandrugonda,25,4747
1239,36,Telangana,516,Nizamabad,6669,1,Chandur,0,0
1240,36,Telangana,514,Nalgonda,4655,2,Chandur,43,4655
1241,27,Maharashtra,468,Amravati,4005,2,Chandurbazar,5,4005
1242,27,Maharashtra,468,Amravati,4013,1,Chandur Railway,13,4013
1243,36,Telangana,683,Rajanna Sircilla,4419,3,Chandurthi,26,4419
1244,27,Maharashtra,487,Nashik,4148,1,Chandvad,7,4148
1245,20,Jharkhand,335,Latehar,2643,1,Chandwa,19,2643
1246,20,Jharkhand,334,Koderma,2530,1,Chandwara,0,2530
1247,32,Kerala,560,Kottayam,5671,1,Changanassery,4,5671
1248,12,Arunachal Pradesh,229,Changlang,1671,8,Changlang Hq,2,1671
1249,13,Nagaland,250,Wokha,1780,1,Changpang,1,1780
1250,13,Nagaland,246,Mokokchung,1761,1,Changtongya,4,1761
1251,20,Jharkhand,339,Ranchi,2694,1,Chanho,10,2694
1252,29,Karnataka,535,Davanagere,5514,1,Channagiri,6,5514
1253,29,Karnataka,631,Bengaluru South,5607,1,Channapatna,7,5607
1254,1,Jammu And Kashmir,13,Srinagar,6802,3,Channapora/Natipora,0,0
1255,29,Karnataka,539,Hassan,5560,1,Channarayapatna,8,5560
1256,10,Bihar,211,Pashchim Champaran,1025,1,Chanpatia,13,1025
1257,28,Andhra Pradesh,504,Y.S.R. Kadapa,5213,1,Chapad,15,5213
1258,18,Assam,285,Dhubri,6019,3,Chapar Pt,0,2010
1259,19,West Bengal,320,Nadia,2305,1,Chapra,7,2305
1260,10,Bihar,218,Saran,1258,1,Chapra,11,1258
1261,36,Telangana,694,Nagarkurnool,6293,1,Charakonda,0,0
1262,22,Chhattisgarh,381,Uttar Bastar Kanker,3348,1,Charama,1,3348
1263,1,Jammu And Kashmir,2,Budgam,9,4,Charar- E- Shrief,3,9
1264,10,Bihar,221,Sitamarhi,1076,1,Charaut,14,1076
1265,13,Nagaland,249,Tuensang,1815,1,Chare,5,1815
1266,18,Assam,301,Sonitpur,2042,9,Chariduar,2,2042
1267,9,Uttar Pradesh,165,Mahoba,869,1,Charkhari,2,869
1268,36,Telangana,507,Hyderabad,4510,1,Charminar,15,4510
1269,10,Bihar,193,Bhojpur,1430,1,Charpokhari,10,1430
1270,20,Jharkhand,322,Bokaro,2595,1,Chas,7,2595
1271,1,Jammu And Kashmir,627,Reasi,6738,2,Chassana,0,0
1272,20,Jharkhand,323,Chatra,2518,1,Chatra,5,2518
1273,28,Andhra Pradesh,748,Eluru,5001,2,Chatrai,12,5001
1274,5,Uttarakhand,52,Pauri Garhwal,312,4,Chaubatta Khal,0,312
1275,10,Bihar,194,Buxar,1438,1,Chaugain,4,1438
1276,5,Uttarakhand,45,Almora,326,3,Chaukhutiya,0,326
1277,2,Himachal Pradesh,23,Shimla,185,1,Chaupal,9,185
1278,20,Jharkhand,332,Hazaribagh,2644,1,Chauparan,1,2644
1279,23,Madhya Pradesh,399,Chhindwara,3650,8,Chaurai,3,3650
1280,9,Uttar Pradesh,148,Gorakhpur,951,4,Chauri Chaura,4,951
1281,10,Bihar,194,Buxar,1442,1,Chausa,13,1442
1282,10,Bihar,205,Madhepura,1170,1,Chausa,13,1170
1283,10,Bihar,202,Khagaria,1325,1,Chautham,4,1325
1284,8,Rajasthan,113,Sawai Madhopur,530,1,Chauth Ka Barwara,5,530
1285,32,Kerala,566,Thrissur,5653,1,Chavakkad,2,5653
1286,15,Mizoram,264,Lawngtlai,1916,1,Chawngte,1,1916
1287,12,Arunachal Pradesh,231,East Kameng,1590,2,Chayangtajo Adc,9,1590
1288,28,Andhra Pradesh,506,Guntur,5079,1,Chebrolu,40,5079
1289,8,Rajasthan,109,Kota,7375,6,Chechat,0,0
1290,28,Andhra Pradesh,744,Anakapalli,4858,2,Cheedikada,18,4858
1291,28,Andhra Pradesh,521,Vizianagaram,4827,2,Cheepurupalli,21,4827
1292,36,Telangana,513,Medak,4466,3,Chegunta,16,4466
1293,10,Bihar,224,Vaishali,1273,1,Chehra Kalan,6,1273
1294,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5172,1,Chejerla,20,5172
1295,29,Karnataka,630,Chikkaballapura,7407,4,Chelur,0,0
1296,13,Nagaland,247,Mon,1753,1,Chen,10,1753
1297,1,Jammu And Kashmir,14,Udhampur,73,3,Chenani,4,73
1298,10,Bihar,215,Rohtas,1468,1,Chenari,12,1468
1299,18,Assam,280,Barpeta,2021,1,Chenga,3,2021
1300,33,Tamil Nadu,730,Chengalpattu,5706,8,Chengalpattu,3,5706
1301,33,Tamil Nadu,593,Tiruvannamalai,5725,1,Chengam,5,5725
1302,32,Kerala,554,Alappuzha,5677,1,Chengannur,5,5677
1303,36,Telangana,522,Warangal,4712,1,Chennaraopet,41,4712
1304,28,Andhra Pradesh,754,Sri Sathya Sai,5347,3,Chennekothapalli,44,5347
1305,36,Telangana,684,Mancherial,4356,2,Chennur,52,4356
1306,28,Andhra Pradesh,504,Y.S.R. Kadapa,5226,1,Chennur,28,5226
1307,33,Tamil Nadu,592,Tirunelveli,6648,1,Cheranmahadevi,0,0
1308,10,Bihar,191,Begusarai,1307,1,Cheria Bariarpur,4,1307
1309,36,Telangana,692,Siddipet,4672,3,Cherial,1,4672
1310,36,Telangana,690,Bhadradri Kothagudem,4726,2,Cherla,4,4726
1311,32,Kerala,554,Alappuzha,5673,1,Cherthala,1,5673
1312,28,Andhra Pradesh,750,Bapatla,5090,3,Cherukupalli,51,5090
1313,13,Nagaland,765,Shamator,1827,2,Chessore,12,1827
1314,12,Arunachal Pradesh,241,Upper Subansiri,1614,4,Chetam Peer Yapu Circle,0,1614
1315,13,Nagaland,248,Phek,1807,1,Chetheba,6,1807
1316,31,Lakshadweep,553,Lakshadweep District,5622,1,Chetlat,1,5622
1317,33,Tamil Nadu,593,Tiruvannamalai,6617,1,Chetpet,0,0
1318,36,Telangana,518,Ranga Reddy,4529,1,Chevella,18,4529
1319,10,Bihar,219,Sheikhpura,1376,1,Chewara,5,1376
1320,33,Tamil Nadu,593,Tiruvannamalai,5722,3,Cheyyar,2,5722
1321,33,Tamil Nadu,730,Chengalpattu,5711,2,Cheyyur,8,5711
1322,8,Rajasthan,89,Baran,676,1,Chhabra,7,676
1323,6,Haryana,76,Yamunanagar,363,5,Chhachhrauli,2,363
1324,23,Madhya Pradesh,405,Khandwa (East Nimar),7424,2,Chhaigaon Makhan,0,0
1325,22,Chhattisgarh,386,Raigarh,7240,1,Chhal,0,0
1326,23,Madhya Pradesh,428,Seoni,3660,1,Chhapara,0,3660
1327,9,Uttar Pradesh,167,Mathura,761,4,Chhata,1,761
1328,10,Bihar,223,Supaul,1103,2,Chhatapur,3,1103
1329,8,Rajasthan,93,Bikaner,479,6,Chhatargarh,7,479
1330,7,Delhi,83,South,7587,6,Chhatarpur,0,0
1331,23,Madhya Pradesh,398,Chhatarpur,3429,6,Chhatarpur,4,3429
1332,20,Jharkhand,338,Palamu,2620,1,Chhatarpur,3,2620
1333,23,Madhya Pradesh,398,Chhatarpur,7006,5,Chhatarpur Nagar,0,0
1334,19,West Bengal,305,Bankura,2359,1,Chhatna,4,2359
1335,27,Maharashtra,469,Chhatrapati Sambhajinagar,4137,3,Chhatrapati Sambhajinagar,5,4137
1336,21,Odisha,354,Ganjam,3085,6,Chhatrapur,13,3085
1337,2,Himachal Pradesh,22,Mandi,6950,3,Chhatri,0,0
1338,1,Jammu And Kashmir,620,Kishtwar,70,4,Chhatroo,4,70
1339,18,Assam,291,Kamrup,2120,1,Chhaygaon,5,2120
1340,21,Odisha,344,Angul,3014,6,Chhendipada,16,3014
1341,9,Uttar Pradesh,155,Kannauj,833,3,Chhibramau,1,833
1342,22,Chhattisgarh,642,Sukma,3374,4,Chhindgarh,4,3374
1343,23,Madhya Pradesh,399,Chhindwara,3654,3,Chhindwara,6,3654
1344,23,Madhya Pradesh,399,Chhindwara,7020,1,Chhindwara Nagar,0,0
1345,8,Rajasthan,89,Baran,677,1,Chhipabarod,8,677
1346,10,Bihar,191,Begusarai,1305,1,Chhorahi,2,1305
1347,24,Gujarat,668,Chhotaudepur,3901,2,Chhota Udaipur,5,3901
1348,22,Chhattisgarh,637,Narayanpur,7318,4,Chhotedongar,0,0
1349,8,Rajasthan,768,Didwana-Kuchaman,7364,2,Chhoti Khatoo,0,0
1350,8,Rajasthan,629,Pratapgarh,698,1,Chhoti Sadri,10,698
1351,8,Rajasthan,88,Banswara,6042,4,Chhoti Sarwan,0,0
1352,22,Chhattisgarh,759,Khairagarh-Chhuikhadan-Gandai,3302,4,Chhuikhadan,1,3302
1353,22,Chhattisgarh,645,Gariyaband,3336,2,Chhura,0,3336
1354,22,Chhattisgarh,388,Rajnandgaon,3306,2,Chhuriya,0,3306
1355,23,Madhya Pradesh,394,Betul,3601,2,Chicholi,0,3601
1356,33,Tamil Nadu,570,Cuddalore,5791,2,Chidambaram,3,5791
1357,13,Nagaland,245,Kohima,1845,1,Chiephobozou,2,1845
1358,36,Telangana,508,Karimnagar,4442,1,Chigurumamidi,49,4442
1359,24,Gujarat,452,Narmada,7545,5,Chikada,0,0
1360,27,Maharashtra,468,Amravati,4002,1,Chikhaldara,2,4002
1361,8,Rajasthan,99,Dungarpur,6059,4,Chikhali,0,0
1362,27,Maharashtra,472,Buldhana,3983,1,Chikhli,9,3983
1363,24,Gujarat,453,Navsari,3925,2,Chikhli,4,3925
1364,21,Odisha,354,Ganjam,7487,4,Chikiti,0,0
1365,29,Karnataka,630,Chikkaballapura,5596,1,Chikkaballapura,0,5596
1366,29,Karnataka,532,Chikkamagaluru,5530,2,Chikkamagaluru,6,5530
1367,29,Karnataka,548,Tumakuru,5532,1,Chiknayakanhalli,1,5532
1368,29,Karnataka,527,Belagavi,5433,4,Chikodi,1,5433
1369,28,Andhra Pradesh,751,Palnadu,5070,2,Chilakaluripet H/O.Purushotha Patnam,31,5070
1370,28,Andhra Pradesh,754,Sri Sathya Sai,5366,2,Chilamathur,63,5366
1371,21,Odisha,362,Khordha,7497,4,Chilika,0,0
1372,14,Manipur,257,Senapati,6483,1,Chilivai Phaibung,0,0
1373,36,Telangana,696,Suryapet,4667,2,Chilkur,55,4667
1374,28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,5190,3,Chillakur,38,5190
1375,1,Jammu And Kashmir,4,Doda,6754,3,Chilly Pingal,0,0
1376,36,Telangana,513,Medak,6274,4,Chilpched,0,0
1377,36,Telangana,689,Jangoan,6259,1,Chilpur,0,0
1378,28,Andhra Pradesh,517,Prakasam,5128,2,Chimakurthy,32,5128
1379,27,Maharashtra,473,Chandrapur,4065,1,Chimur,2,4065
1380,28,Andhra Pradesh,750,Bapatla,5125,2,Chinaganjam,29,5125
1381,29,Karnataka,538,Kalaburagi,5583,3,Chincholi,4,5583
1382,14,Manipur,260,Ukhrul,1887,2,Chingai,1,1887
1383,13,Nagaland,249,Tuensang,1822,1,Chingmei,0,1822
1384,20,Jharkhand,328,Garhwa,2507,1,Chinia,9,2507
1385,36,Telangana,512,Mahabubnagar,4587,2,Chinnachintakunta,39,4587
1386,28,Andhra Pradesh,752,Tirupati,5385,2,Chinnagottigallu,19,5385
1387,36,Telangana,688,Mahabubabad,6254,2,Chinnagudur,0,0
1388,36,Telangana,692,Siddipet,4460,3,Chinnakodur,11,4460
1389,28,Andhra Pradesh,753,Annamayya,5236,2,Chinnamandem,38,5236
1390,36,Telangana,693,Wanaparthy,6287,2,Chinnambavi,0,0
1391,33,Tamil Nadu,729,Kallakurichi,5977,3,Chinnasalem,0,0
1392,23,Madhya Pradesh,407,Gwalior,3402,6,Chinour,0,3402
1393,19,West Bengal,312,Hooghly,2346,2,Chinsurah - Magra,9,2346
1394,36,Telangana,699,Kumuram Bheem Asifabad,6314,1,Chintalamanepally,0,0
1395,28,Andhra Pradesh,748,Eluru,4944,2,Chintalapudi,1,4944
1396,29,Karnataka,630,Chikkaballapura,5600,4,Chintamani,6,5600
1397,36,Telangana,509,Khammam,4760,1,Chinthakani,38,4760
1398,28,Andhra Pradesh,504,Y.S.R. Kadapa,5231,1,Chinthakommadinne,33,5231
1399,36,Telangana,696,Suryapet,6303,1,Chinthalapalem,0,0
1400,28,Andhra Pradesh,745,Alluri Sitharama Raju,4849,3,Chinthapalli,9,4849
1401,36,Telangana,514,Nalgonda,4650,2,Chinthapally,38,4650
1402,28,Andhra Pradesh,791,Polavaram,4732,5,Chinturu,10,4732
1403,5,Uttarakhand,57,Uttarkashi,282,1,Chinyali Saur,0,282
1404,27,Maharashtra,492,Ratnagiri,4269,1,Chiplun,4,4269
1405,28,Andhra Pradesh,511,Kurnool,5291,1,Chippagiri,42,5291
1406,10,Bihar,213,Purbi Champaran,1040,1,Chiraia,10,1040
1407,28,Andhra Pradesh,750,Bapatla,5123,2,Chirala,27,5123
1408,1,Jammu And Kashmir,4,Doda,6758,1,Chiralla,0,0
1409,8,Rajasthan,106,Jhunjhunu,488,2,Chirawa,2,488
1410,32,Kerala,565,Thiruvananthapuram,5689,2,Chirayinkeezhu,1,5689
1411,2,Himachal Pradesh,23,Shimla,192,7,Chirgaon,16,192
1412,22,Chhattisgarh,760,Manendragarh-Chirmiri-Bharatpur(M C B),7268,5,Chirmiri,0,0
1413,29,Karnataka,529,Bidar,7084,2,Chitaguppa,0,0
1414,8,Rajasthan,104,Jalore,6046,5,Chitalwana,0,0
1415,20,Jharkhand,607,Ramgarh,2664,1,Chitarpur,0,2664
1416,29,Karnataka,533,Chitradurga,5505,1,Chitradurga,3,5505
1417,1,Jammu And Kashmir,625,Shopian,6799,1,Chitragam,0,0
1418,21,Odisha,364,Malkangiri,3223,8,Chitrakonda,4,3223
1419,23,Madhya Pradesh,638,Singrauli,3703,5,Chitrangi,5,3703
1420,28,Andhra Pradesh,752,Tirupati,5193,2,Chittamur,41,5193
1421,29,Karnataka,538,Kalaburagi,5585,10,Chittapur,6,5585
1422,28,Andhra Pradesh,503,Chittoor,5421,5,Chittoor Rural,55,5421
1423,28,Andhra Pradesh,503,Chittoor,7427,4,Chittoor Urban,0,0
1424,8,Rajasthan,95,Chittorgarh,659,4,Chittorgarh,5,659
1425,32,Kerala,563,Palakkad,5650,1,Chittur,4,5650
1426,28,Andhra Pradesh,752,Tirupati,5245,3,Chitvel,47,5245
1427,36,Telangana,687,Jayashankar Bhupalapally,4681,3,Chityal,10,4681
1428,36,Telangana,514,Nalgonda,4633,2,Chityal,21,4633
1429,36,Telangana,696,Suryapet,4639,3,Chivemla,27,4639
1430,13,Nagaland,248,Phek,1812,1,Chizami,10,1812
1431,28,Andhra Pradesh,744,Anakapalli,4872,2,Chodavaram,32,4872
1432,8,Rajasthan,90,Barmer,584,9,Chohtan,8,584
1433,17,Meghalaya,277,South Garo Hills,1975,3,Chokpot,1,1975
1434,8,Rajasthan,102,Jaipur,541,3,Chomu,4,541
1435,12,Arunachal Pradesh,678,Namsai,1731,6,Chongkham Eac,11,1731
1436,27,Maharashtra,478,Jalgaon,3960,1,Chopda,1,3960
1437,36,Telangana,508,Karimnagar,4424,1,Choppadandi,31,4424
1438,19,West Bengal,311,Uttar Dinajpur,2191,1,Chopra,1,2191
1439,24,Gujarat,459,Surat,3938,1,Chorasi,10,3938
1440,24,Gujarat,460,Surendranagar,3794,2,Chotila,7,3794
