entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_party_short_raw,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_party_short_raw,runnerup_votes,margin_votes,margin_pct,source_id
IN-PC-1976-gujarat-15,gujarat,2001,SABARKANTHA,1157492,561994,48.55,MISTRY MADHUSUDAN DEVRAM,parties.IN.INC,INC,265209,47.19,UPENDRA TRIVEDI,parties.IN.BJP,BJP,244400,20809,3.7,src-31c65dbec869
IN-PC-1976-rajasthan-13,rajasthan,2001,TONK(SC),1150178,543966,47.29,KAILASH MEGHWAL,parties.IN.BJP,BJP,287818,52.91,BANWARI LAL BAIRWA,parties.IN.INC,INC,225916,61902,11.38,src-31c65dbec869
IN-PC-1976-tamil-nadu-27,tamil-nadu,2001,THIRUCHIRAPALLI,1224893,710747,58.03,ELUMALAI +AEA- DALIT EZHIMALAI R.,parties.IN.AIADMK,AIDMK,343874,48.38,SUKUMAR M. N.,parties.IN.BJP,BJP,326461,17413,2.45,src-31c65dbec869
IN-PC-1976-uttar-pradesh-14,uttar-pradesh,2001,SHAHJAHANPUR,1140302,491993,43.15,RAMMURTI SINGH VERMA,parties.IN.SP,SP,152971,31.09,KANTA PRASAD,parties.IN.INC,INC,129010,23961,4.87,src-31c65dbec869
IN-PC-1976-west-bengal-32,west-bengal,2001,MIDNAPORE,1137443,877034,77.11,PROBODH PANDA,parties.IN.CPI,CPI,448237,51.11,DUTTA MANORANJAN,parties.IN.AITC,AITC,330044,118193,13.48,src-31c65dbec869
