entity_id,time,product,value,source_id
chandigarh,2016,lpg,52.2,src-cba8334fedc5
chandigarh,2016,others,1.899,src-cba8334fedc5
chandigarh,2016,petrol,96.89,src-cba8334fedc5
chandigarh,2016,petroleum-coke,88.266,src-cba8334fedc5
chandigarh,2017,diesel-hsd,130.13,src-cba8334fedc5
chandigarh,2017,kerosene,0.17,src-cba8334fedc5
chandigarh,2017,lpg,55.07,src-cba8334fedc5
chandigarh,2017,others,1.846,src-cba8334fedc5
chandigarh,2017,petrol,104.57,src-cba8334fedc5
chandigarh,2017,petroleum-coke,94.337,src-cba8334fedc5
chandigarh,2018,diesel-hsd,192.417,src-cba8334fedc5
chandigarh,2018,kerosene,0.211,src-cba8334fedc5
chandigarh,2018,lpg,55.702,src-cba8334fedc5
chandigarh,2018,others,0.381,src-cba8334fedc5
chandigarh,2018,petrol,122.648,src-cba8334fedc5
chandigarh,2018,petroleum-coke,28.414,src-cba8334fedc5
chandigarh,2019,diesel-hsd,197.686,src-cba8334fedc5
chandigarh,2019,kerosene,0.055,src-cba8334fedc5
chandigarh,2019,lpg,56.384,src-cba8334fedc5
chandigarh,2019,others,0.07854,src-cba8334fedc5
chandigarh,2019,petrol,126.79703653437278,src-cba8334fedc5
chandigarh,2019,petroleum-coke,21.753337000000002,src-cba8334fedc5
