entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-tripura-1601,tripura,2018,AMARPUR,40466,38187,94.37,RANJIT DAS,parties.IN.BJP,18970,49.68,PARIMAL DEBNATH,,17954,1016,2.66,src-1b7bc1c9d39a
IN-AC-2008-tripura-1602,tripura,2018,AMBASSA,45644,41692,91.34,PARIMAL DEBBARMA,parties.IN.BJP,20842,49.99,BHARAT REANG,,17257,3585,8.6,src-1b7bc1c9d39a
IN-AC-2008-tripura-1603,tripura,2018,AMPINAGAR,37520,34083,90.84,SINDHU CHANDRA JAMATIA,parties.IN.IPFT,18202,53.4,DANIEL JAMATIA,,13255,4947,14.51,src-1b7bc1c9d39a
IN-AC-2008-tripura-1604,tripura,2018,ASHARAMBARI,36369,33396,91.83,MEVAR KR JAMATIA,parties.IN.IPFT,19188,57.46,AGHORE DEB BARMA,,12201,6987,20.93,src-1b7bc1c9d39a
IN-AC-2008-tripura-1605,tripura,2018,BAGBASSA,42738,37182,87,BIJITA NATH,,18001,48.41,PRADIP KUMAR NATH,parties.IN.BJP,17731,270,0.72,src-1b7bc1c9d39a
IN-AC-2008-tripura-1606,tripura,2018,CHANDIPUR,42889,38737,90.32,TAPAN CHAKRABORTI,,18545,47.87,KABERI SINGHA,parties.IN.BJP,18143,402,1.03,src-1b7bc1c9d39a
IN-AC-2008-tripura-1607,tripura,2018,CHHAWMANU,39319,34958,88.91,SAMBHU LAL CHAKMA,parties.IN.BJP,18290,52.32,NIRAJOY TRIPURA,,14535,3755,10.74,src-1b7bc1c9d39a
IN-AC-2008-tripura-1608,tripura,2018,DHARMANAGAR,41492,36698,88.45,BISWABANDHU SEN,parties.IN.BJP,21357,58.2,ABHIJIT DE,,14070,7287,19.86,src-1b7bc1c9d39a
IN-AC-2008-tripura-1609,tripura,2018,FATIKROY,41847,37637,89.94,SUDHANGSHU DAS,parties.IN.BJP,19512,51.84,TUNUBALA MALAKAR,,16683,2829,7.51,src-1b7bc1c9d39a
IN-AC-2008-tripura-1610,tripura,2018,HRISHYAMUKH,43131,40341,93.53,BADAL CHOUDHURY,,22673,56.2,ASHESH BAIDYA,parties.IN.BJP,16343,6330,15.69,src-1b7bc1c9d39a
IN-AC-2008-tripura-1611,tripura,2018,JOLAIBARI,44797,42345,94.53,JASHABIR TRIPURA,,21160,49.97,ANKYA MOG CHOUDHURI,parties.IN.BJP,19592,1568,3.7,src-1b7bc1c9d39a
IN-AC-2008-tripura-1612,tripura,2018,JUBARAJNAGAR,40858,37110,90.83,RAMENDRA CHANDRA DEBNATH,,18147,48.9,JADAB LAL DEBNATH,parties.IN.BJP,17498,649,1.75,src-1b7bc1c9d39a
IN-AC-2008-tripura-1613,tripura,2018,KADAMTALA - KURTI,41394,36554,88.31,ISLAM UDDIN,,20721,56.69,TINKU ROY,parties.IN.BJP,13839,6882,18.83,src-1b7bc1c9d39a
IN-AC-2008-tripura-1614,tripura,2018,KAILASAHAR,46054,39787,86.39,MOBOSHAR ALI,,18093,45.47,NITISH DE,parties.IN.BJP,13259,4834,12.15,src-1b7bc1c9d39a
IN-AC-2008-tripura-1615,tripura,2018,KALYANPUR-PRAMODENAGAR,41973,38633,92.04,PINAKI DAS CHOWDHURY,parties.IN.BJP,20293,52.53,MANINDRA CHANDRA DAS,,17152,3141,8.13,src-1b7bc1c9d39a
