state,event,constituency_no,constituency_name,n_oracles_present,n_oracles_agreeing_party,n_oracles_agreeing_candidate,yen_gov_winner_party_id,yen_gov_winner_candidate_name,yen_gov_winner_votes,other_sources,party_id_alliance,verdict_party,verdict_candidate,verdict,curator_note,curator_source_id
maharashtra,AcGenNov2024,1,AKKALKUWA,1,1,1,parties.IN.SHS,AMSHYA FULJI PADVI,72629,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,2,SHAHADA,1,1,1,parties.IN.BJP,RAJESH UDESING PADVI,146839,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,3,NANDURBAR,1,1,1,parties.IN.BJP,DR.VIJAYKUMAR KRUSHANRAO GAVIT,155190,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,4,NAWAPUR,1,1,1,parties.IN.INC,SHIRISHKUMAR SURUPSING NAIK,87166,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,5,SAKRI,1,1,1,parties.IN.SHS,MANJULA TULSHIRAM GAVIT,104649,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,6,DHULE RURAL,1,1,1,parties.IN.BJP,RAGHAVENDRA (RAMDADA) MANOHAR PATIL,170398,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,7,DHULE CITY,1,1,1,parties.IN.BJP,AGRAWAL ANUPBHAIYYA OMPRAKASH,116538,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,8,SINDKHEDA,1,1,1,parties.IN.BJP,JAYKUMAR JITENDRASINH RAWAL,151492,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,9,SHIRPUR,1,1,1,parties.IN.BJP,KASHIRAM VECHAN PAWARA,178073,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,10,CHOPDA,1,1,1,parties.IN.SHS,CHANDRAKANT BALIRAM SONAWANE,122826,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,11,RAVER,1,1,1,parties.IN.BJP,AMOL HARIBHAU JAWALE,113676,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,12,BHUSAWAL,1,1,1,parties.IN.BJP,SAVKARE SANJAY WAMAN,107259,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,13,JALGAON CITY,1,1,1,parties.IN.BJP,SURESH DAMU BHOLE (RAJU MAMA),151536,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,14,JALGAON RURAL,1,1,1,parties.IN.SHS,GULABRAO RAGHUNATH PATIL,143408,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,15,AMALNER,1,1,1,parties.IN.NCP,ANIL BHAIDAS PATIL,109445,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,16,ERANDOL,1,1,1,parties.IN.SHS,AMOL CHIMANRAO PATIL,101088,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,17,CHALISGAON,1,1,1,parties.IN.BJP,MANGESH RAMESH CHAVAN,157101,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,18,PACHORA,1,1,1,parties.IN.SHS,KISHOR APPA PATIL,97366,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,19,JAMNER,1,1,1,parties.IN.BJP,GIRISH DATTATRAY MAHAJAN,128667,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,20,MUKTAINAGAR,1,1,1,parties.IN.SHS,CHANDRAKANT NIMBA PATIL,112318,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,21,MALKAPUR,1,1,1,parties.IN.BJP,CHAINSUKH MADANLAL SANCHETI,109921,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,22,BULDHANA,1,1,1,parties.IN.SHS,GAIKWAD SANJAY RAMBHAU,91660,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,23,CHIKHLI,1,1,1,parties.IN.BJP,SHWETA VIDYADHAR MAHALE,109212,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,24,SINDKHED RAJA,1,1,1,parties.IN.NCP,KAYANDE MANOJ DEVANAND,73413,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,25,MEHKAR,1,1,1,parties.IN.SS_UBT,KHARAT SIDDHARTH RAMBHAU,104242,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,26,KHAMGAON,1,1,1,parties.IN.BJP,AKASH PANDURANG FUNDKAR,110599,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,27,JALGAON (JAMOD),1,1,1,parties.IN.BJP,KUTE SANJAY SHRIRAM,107318,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,28,AKOT,1,1,1,parties.IN.BJP,PRAKASH GUNWANT BHARSAKLE,93338,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,29,BALAPUR,1,1,1,parties.IN.SS_UBT,NITIN BHIKANRAO DESHMUKH,82088,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,30,AKOLA WEST,1,1,1,parties.IN.INC,SAJID KHAN PATHAN,88718,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,31,AKOLA EAST,1,1,1,parties.IN.BJP,RANDHIR PRALHADRAO SAWARKAR,108619,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,32,MURTIZAPUR,1,1,1,parties.IN.BJP,HARISH MAROTIAPPA PIMPLE,91820,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,33,RISOD,1,1,1,parties.IN.INC,AMEET SUBHASHRAO ZANAK,76809,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,34,WASHIM,1,1,1,parties.IN.BJP,SHYAM RAMCHARAN KHODE,122914,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,35,KARANJA,1,1,1,parties.IN.BJP,SAI PRAKASH DAHAKE,85005,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,36,DHAMANGAON RAILWAY,1,1,1,parties.IN.BJP,ADSAD PRATAP ARUNBHAU,110641,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,37,BADNERA,1,1,1,parties.IN.UNK,RAVI GANGADHAR RANA,127800,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,38,AMRAVATI,1,1,1,parties.IN.NCP,SULBHA SANJAY KHODKE,60087,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,39,TEOSA,1,1,1,parties.IN.BJP,RAJESH SHRIRAMJI WANKHADE,99664,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,40,DARYAPUR,1,1,1,parties.IN.SS_UBT,GAJANAN MOTIRAM LAWATE,87749,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,41,MELGHAT,1,1,1,parties.IN.BJP,KEWALRAM TULSIRAM KALE,145978,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,42,ACHALPUR,1,1,1,parties.IN.BJP,PRAVIN VASANTRAO TAYADE,78201,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,43,MORSHI,1,1,1,parties.IN.BJP,UMESH ALIAS CHANDU ATMARAMJI YAWALKAR,99683,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,44,ARVI,1,1,1,parties.IN.BJP,SUMIT WANKHEDE,101397,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,45,DEOLI,1,1,1,parties.IN.BJP,RAJESH BHAURAO BAKANE,90319,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,46,HINGANGHAT,1,1,1,parties.IN.BJP,SAMIR TRYAMBAKRAO KUNAWAR,114578,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,47,WARDHA,1,1,1,parties.IN.BJP,DR. PANKAJ RAJESH BHOYAR,92067,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,48,KATOL,1,1,1,parties.IN.BJP,CHARANSING BABULALJI THAKUR,104338,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,49,SAVNER,1,1,1,parties.IN.BJP,DR ASHISHRAO DESHMUKH,119725,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,50,HINGNA,1,1,1,parties.IN.BJP,SAMEER DATTATRAYA MEGHE,160206,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,51,UMRED,1,1,1,parties.IN.INC,SANJAY NARAYANRAO MESHRAM,85372,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,52,NAGPUR SOUTH WEST,1,1,1,parties.IN.BJP,DEVENDRA GANGADHAR FADNAVIS,129401,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,53,NAGPUR SOUTH,1,1,1,parties.IN.BJP,MOHAN GOPALRAO MATE,117526,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,54,NAGPUR EAST,1,1,1,parties.IN.BJP,KHOPDE KRISHNA PANCHAM,163390,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,55,NAGPUR CENTRAL,1,1,1,parties.IN.BJP,DATKE PRAVIN PRABHAKARRAO,90560,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,56,NAGPUR WEST,1,1,1,parties.IN.INC,VIKAS PANDURANG THAKRE,104144,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,57,NAGPUR NORTH,1,1,1,parties.IN.INC,DR NITIN KASHINATH RAUT,127877,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,58,KAMTHI,1,1,1,parties.IN.BJP,CHANDRASHEKHAR KRUSHNARAO BAWANKULE,174979,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,59,RAMTEK,1,1,1,parties.IN.SHS,ASHISH NANDKISHORE JAISWAL(VAKIL),107967,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,60,TUMSAR,1,1,1,parties.IN.NCP,KAREMORE RAJU MANIKRAO,135813,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,61,BHANDARA,1,1,1,parties.IN.SHS,BHONDEKAR NARENDRA BHOJRAJ,127884,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,62,SAKOLI,1,1,1,parties.IN.INC,NANABHAU FALGUNRAO PATOLE,96795,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,63,ARJUNI MORGAON,1,1,1,parties.IN.NCP,BADOLE RAJKUMAR SUDAM,82506,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,64,TIRORA,1,1,1,parties.IN.BJP,VIJAY BHARATLAL RAHANGDALE,102984,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,65,GONDIYA,1,1,1,parties.IN.BJP,AGRAWAL VINOD,143012,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,66,AMGAON,1,1,1,parties.IN.BJP,SANJAY PURAM,110123,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,67,ARMORI,1,1,1,parties.IN.INC,RAMDAS MALUJI MASRAM,98509,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,68,GADCHIROLI,1,1,1,parties.IN.BJP,DR. MILIND RAMJI NAROTE,116540,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,69,AHERI,1,1,1,parties.IN.NCP,ATRAM DHARAMRAOBABA BHAGWANTRAO,54206,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,70,RAJURA,1,1,1,parties.IN.BJP,DEORAO VITHOBA BHONGLE,72882,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,71,CHANDRAPUR,1,1,1,parties.IN.BJP,JORGEWAR KISHOR GAJANAN,106841,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,72,BALLARPUR,1,1,1,parties.IN.BJP,MUNGANTIWAR SUDHIR SACCHIDANAND,105969,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,73,BRAHMAPURI,1,1,1,parties.IN.INC,VIJAY NAMDEORAO WADETTIWAR,114196,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,74,CHIMUR,1,1,1,parties.IN.BJP,BANTI BHANGDIYA,116495,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,75,WARORA,1,1,1,parties.IN.BJP,KARAN SANJAY DEOTALE,65170,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,76,WANI,1,1,1,parties.IN.SS_UBT,DERKAR SANJAY NILKANTHRAO,94618,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,77,RALEGAON,1,1,1,parties.IN.BJP,PROF. DR. ASHOK RAMAJI WOOIKE,101398,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,78,YAVATMAL,1,1,1,parties.IN.INC,ANIL ALIAS BALASAHEB SHANKARRAO MANGULKAR,117504,,MVA,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,79,DIGRAS,1,1,1,parties.IN.SHS,RATHOD SANJAY DULICHAND,143115,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,80,ARNI,1,1,1,parties.IN.BJP,RAJU NARAYAN TODSAM,127203,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,81,PUSAD,1,1,1,parties.IN.NCP,INDRANIL MANOHAR NAIK,127964,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
maharashtra,AcGenNov2024,82,UMARKHED,1,1,1,parties.IN.BJP,KISAN MAROTI WANKHEDE,108682,,Mahayuti,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
