state,event,constituency_no,constituency_name,n_oracles_present,n_oracles_agreeing_party,n_oracles_agreeing_candidate,yen_gov_winner_party_id,yen_gov_winner_candidate_name,yen_gov_winner_votes,other_sources,party_id_alliance,verdict_party,verdict_candidate,verdict,curator_note,curator_source_id
karnataka,AcGenMay2023,52,AURAD,2,2,2,parties.IN.BJP,PRABHU B CHAVAN,81382,thecont1-state:parties.IN.BJP:PRABHU B CHAVAN:81382,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,53,RAICHUR RURAL,2,2,2,parties.IN.INC,Basanagouda Daddal,89140,thecont1-state:parties.IN.INC:Basanagouda Daddal:89140,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,54,RAICHUR,2,2,2,parties.IN.BJP,Dr. Shivaraj Patil,69655,thecont1-state:parties.IN.BJP:Dr. Shivaraj Patil:69655,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,55,MANVI,2,2,2,parties.IN.INC,G Hampayya Nayak,66922,thecont1-state:parties.IN.INC:G Hampayya Nayak:66922,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,56,DEVADURGA,2,2,2,parties.IN.JDS,Karemma,99544,thecont1-state:parties.IN.JDS:Karemma:30820,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,57,LINGSUGUR,2,2,2,parties.IN.BJP,MANAPPA D VAJJAL,58769,thecont1-state:parties.IN.BJP:MANAPPA D VAJJAL:58769,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,58,SINDHANUR,2,2,2,parties.IN.INC,HAMPANAGOUDA BADARLI,73645,thecont1-state:parties.IN.INC:HAMPANAGOUDA BADARLI:73645,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,59,MASKI,2,2,2,parties.IN.INC,BASAN GOUDA TURVIHAL,79566,thecont1-state:parties.IN.INC:BASAN GOUDA TURVIHAL:79566,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,60,KUSHTAGI,2,2,2,parties.IN.BJP,DODDANAGOUDA HANAMAGOUDA PATIL,92915,thecont1-state:parties.IN.BJP:DODDANAGOUDA HANAMAGOUDA PATIL:92915,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,61,KANAKAGIRI,2,2,2,parties.IN.INC,TANGADAGI SHIVARAJ SANGAPPA,106164,thecont1-state:parties.IN.INC:TANGADAGI SHIVARAJ SANGAPPA:106164,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,62,GANGAWATI,2,2,2,parties.IN.UNK,G JANARDHAN REDDY,66213,thecont1-state:parties.IN.UNK:G JANARDHAN REDDY:66213,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,63,YELBURGA,2,2,2,parties.IN.INC,BASAVARAJ RAYAREDDI,94330,thecont1-state:parties.IN.INC:BASAVARAJ RAYAREDDI:94330,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,64,KOPPAL,2,2,2,parties.IN.INC,K. RAGHAVENDRA BASAVARAJ HITNAL,90430,thecont1-state:parties.IN.INC:K. RAGHAVENDRA BASAVARAJ HITNAL:90430,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,65,SHIRAHATTI,2,2,2,parties.IN.BJP,DR.CHANDRU LAMANI,74489,thecont1-state:parties.IN.BJP:DR.CHANDRU LAMANI:74489,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,66,GADAG,2,2,2,parties.IN.INC,H. K. PATIL,89958,thecont1-state:parties.IN.INC:H. K. PATIL:89958,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,67,RON,2,2,2,parties.IN.INC,GURUPADAGOUDA SANGANAGOUDA PATIL,94865,thecont1-state:parties.IN.INC:GURUPADAGOUDA SANGANAGOUDA PATIL:94865,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,68,NARGUND,2,2,2,parties.IN.BJP,C. C. PATIl,72835,thecont1-state:parties.IN.BJP:C. C. PATIl:72835,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,69,NAVALGUND,2,2,2,parties.IN.INC,NINGARADDI HANAMARADDI KONARADDI,86081,thecont1-state:parties.IN.INC:NINGARADDI HANAMARADDI KONARADDI:86081,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,70,KUNDGOL,2,2,2,parties.IN.BJP,M R PATIL,76105,thecont1-state:parties.IN.BJP:M R PATIL:76105,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,71,DHARWAD,2,2,2,parties.IN.INC,VINAY KULKARNI,89333,thecont1-state:parties.IN.INC:VINAY KULKARNI:89333,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,72,HUBLI-DHARWAD-EAST,2,2,2,parties.IN.INC,ABBAYYA PRASAD,85426,thecont1-state:parties.IN.INC:ABBAYYA PRASAD:85426,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,73,HUBLI-DHARWAD-CENTRAL,2,2,2,parties.IN.BJP,MAHESH TENGINAKAI,95064,thecont1-state:parties.IN.BJP:MAHESH TENGINAKAI:95064,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,74,HUBLI-DHARWAD- WEST,2,2,2,parties.IN.BJP,ARVIND BELLAD,101410,thecont1-state:parties.IN.BJP:ARVIND BELLAD:101410,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,75,KALGHATGI,2,2,2,parties.IN.INC,SANTOSH.S.LAD,85761,thecont1-state:parties.IN.INC:SANTOSH.S.LAD:85761,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,76,HALIYAL,2,2,2,parties.IN.INC,DESHPANDE RAGHUNATH,57240,thecont1-state:parties.IN.INC:DESHPANDE RAGHUNATH:57240,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,77,KARWAR,2,2,2,parties.IN.INC,SATISH KRISHNA SAIL,77445,thecont1-state:parties.IN.INC:SATISH KRISHNA SAIL:77445,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,78,KUMTA,2,2,2,parties.IN.BJP,DINAKAR KESHAV SHETTY,59965,thecont1-state:parties.IN.BJP:DINAKAR KESHAV SHETTY:59965,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,79,BHATKAL,2,2,2,parties.IN.INC,MANKAL VAIDYA,100442,thecont1-state:parties.IN.INC:MANKAL VAIDYA:100442,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,80,SIRSI,2,2,2,parties.IN.INC,BHIMANNA T. NAIK,76887,thecont1-state:parties.IN.INC:BHIMANNA T. NAIK:76887,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,81,YELLAPUR,2,2,2,parties.IN.BJP,ARABAIL HEBBAR SHIVARAM,74699,thecont1-state:parties.IN.BJP:ARABAIL HEBBAR SHIVARAM:74699,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,82,HANGAL,2,2,2,parties.IN.INC,MANE SRINIVAS,94590,thecont1-state:parties.IN.INC:MANE SRINIVAS:94590,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,83,SHIGGAON,2,2,2,parties.IN.BJP,BASAVARAJ BOMMAI,100016,thecont1-state:parties.IN.BJP:BASAVARAJ BOMMAI:100016,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,84,HAVERI,2,2,2,parties.IN.INC,RUDRAPPA MANAPPA LAMANI,93827,thecont1-state:parties.IN.INC:RUDRAPPA MANAPPA LAMANI:93827,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,85,BYADGI,2,2,2,parties.IN.INC,Basavaraj Neelappa Shivannanavar,97740,thecont1-state:parties.IN.INC:Basavaraj Neelappa Shivannanavar:97740,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,86,HIREKERUR,2,2,2,parties.IN.INC,Ujaneshwar Basavannappa Banakar,85378,thecont1-state:parties.IN.INC:Ujaneshwar Basavannappa Banakar:85378,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,87,RANIBENNUR,2,2,2,parties.IN.INC,PRAKASH KOLIWAD,71830,thecont1-state:parties.IN.INC:PRAKASH KOLIWAD:71830,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,88,HADAGALLI,2,2,2,parties.IN.BJP,KRISHNA NAYAKA.,73200,thecont1-state:parties.IN.BJP:KRISHNA NAYAKA.:73200,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,89,HAGARIBOMMANAHALLI,2,2,2,parties.IN.JDS,Nemarajanaik.K,84023,thecont1-state:parties.IN.JDS:Nemarajanaik.K:84023,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,90,VIJAYANAGARA,2,2,2,parties.IN.INC,H.R.GAVIYAPPA,104863,thecont1-state:parties.IN.INC:H.R.GAVIYAPPA:104863,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,91,KAMPLI,2,2,2,parties.IN.INC,J N GANESH,100424,thecont1-state:parties.IN.INC:J N GANESH:100424,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,92,SIRUGUPPA,2,2,2,parties.IN.INC,B. M. NAGARAJA,90862,thecont1-state:parties.IN.INC:B. M. NAGARAJA:90862,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,93,BELLARY,2,2,2,parties.IN.INC,B Nagendra,103836,thecont1-state:parties.IN.INC:B Nagendra:103836,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,94,BELLARY CITY,2,2,2,parties.IN.INC,NARA BHARATH REDDY,86440,thecont1-state:parties.IN.INC:NARA BHARATH REDDY:86440,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,95,SANDUR,2,2,2,parties.IN.INC,E. TUKARAM,85223,thecont1-state:parties.IN.INC:E. TUKARAM:85223,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,96,KUDLIGI,2,2,2,parties.IN.INC,SRINIVAS N T,104753,thecont1-state:parties.IN.INC:SRINIVAS N T:104753,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,97,MOLAKALMURU,2,2,2,parties.IN.INC,N.Y.GOPALAKRISHNA,109459,thecont1-state:parties.IN.INC:N.Y.GOPALAKRISHNA:109459,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,98,CHALLAKERE,2,2,2,parties.IN.INC,T. RAGHUMURTHY,67952,thecont1-state:parties.IN.INC:T. RAGHUMURTHY:67952,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,99,CHITRADURGA,2,2,2,parties.IN.INC,K.C.VEERENDRA PUPPY,122021,thecont1-state:parties.IN.INC:K.C.VEERENDRA PUPPY:122021,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,100,HIRIYUR,2,2,2,parties.IN.INC,D.SUDHAKAR,92050,thecont1-state:parties.IN.INC:D.SUDHAKAR:92050,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,101,HOSADURGA,2,2,2,parties.IN.INC,B. G. GOVINDAPPA,81050,thecont1-state:parties.IN.INC:B. G. GOVINDAPPA:81050,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,102,HOLALKERE,2,2,2,parties.IN.BJP,M.CHANDRAPPA,88732,thecont1-state:parties.IN.BJP:M.CHANDRAPPA:88732,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,103,JAGALUR,2,2,2,parties.IN.INC,B.DEVENDRAPPA,50765,thecont1-state:parties.IN.INC:B.DEVENDRAPPA:50765,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,104,HARAPANAHALLI,2,2,2,parties.IN.IND,LATHA MALLIKARJUN,70194,thecont1-state:parties.IN.IND:LATHA MALLIKARJUN:70194,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,105,HARIHAR,2,2,2,parties.IN.BJP,B P HARISH,63924,thecont1-state:parties.IN.BJP:B P HARISH:63924,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,106,DAVANAGERE NORTH,2,2,2,parties.IN.INC,S.S.MALLIKARJUN.,94019,thecont1-state:parties.IN.INC:S.S.MALLIKARJUN.:94019,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,107,DAVANAGERE SOUTH,2,2,2,parties.IN.INC,SHAMANUR SHIVASHANKARAPPA,84298,thecont1-state:parties.IN.INC:SHAMANUR SHIVASHANKARAPPA:84298,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,108,MAYAKONDA,2,2,2,parties.IN.INC,K. S. BASAVANTHAPPA,70916,thecont1-state:parties.IN.INC:K. S. BASAVANTHAPPA:70916,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,109,CHANNAGIRI,2,2,2,parties.IN.INC,BASAVARAJU V SHIVAGANGA,78263,thecont1-state:parties.IN.INC:BASAVARAJU V SHIVAGANGA:78263,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,110,HONNALI,2,2,2,parties.IN.INC,SHANTHANA GOWDA.D.G.,92392,thecont1-state:parties.IN.INC:SHANTHANA GOWDA.D.G.:92392,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,111,SHIMOGA RURAL,2,2,2,parties.IN.JDS,SHARADA PURYANAIK,86340,thecont1-state:parties.IN.JDS:SHARADA PURYANAIK:86340,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,112,BHADRAVATI,2,2,2,parties.IN.INC,B.K. SANAGAMESHWARA,66208,thecont1-state:parties.IN.INC:B.K. SANAGAMESHWARA:66208,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,113,SHIMOGA,2,2,2,parties.IN.BJP,CHANNABASAPPA (CHENNI),96490,thecont1-state:parties.IN.BJP:CHANNABASAPPA (CHENNI):96490,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,114,TIRTHAHALLI,2,2,2,parties.IN.BJP,ARAGA JNANENDRA,84563,thecont1-state:parties.IN.BJP:ARAGA JNANENDRA:84563,,VERIFIED,VERIFIED,VERIFIED,,
karnataka,AcGenMay2023,115,SHIKARIPURA,2,2,2,parties.IN.BJP,VIJAYENDRA YEDIYURAPPA,81810,thecont1-state:parties.IN.BJP:VIJAYENDRA YEDIYURAPPA:81810,,VERIFIED,VERIFIED,VERIFIED,,
