election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenMay2023,S10,AC,1,Nippani,226662,187412,82.68,1,Jolle Shashikala Annasaheb,BJP,,73348,39.14,1,0,F,53,GEN
AcGenMay2023,S10,AC,1,Nippani,226662,187412,82.68,2,Uttam Raosaheb Patil,NCP,,66056,35.25,0,0,M,45,GEN
AcGenMay2023,S10,AC,1,Nippani,226662,187412,82.68,3,Kakasaheb P. Patil,INC,,44107,23.53,0,0,M,68,GEN
AcGenMay2023,S10,AC,1,Nippani,226662,187412,82.68,4,Shakuntala Ashok Teli,KRPP,,646,0.34,0,0,F,56,GEN
AcGenMay2023,S10,AC,1,Nippani,226662,187412,82.68,5,Rajaram Urf Raju Powar,JD(S),,611,0.33,0,0,M,50,GEN
AcGenMay2023,S10,AC,1,Nippani,226662,187412,82.68,6,NOTA,NOTA,,919,0.49,0,1,,,
AcGenMay2023,S10,AC,2,Chikkodi-Sadalga,224693,183835,81.82,1,Ganesh Prakash Hukkeri,INC,,128349,69.82,1,0,M,45,GEN
AcGenMay2023,S10,AC,2,Chikkodi-Sadalga,224693,183835,81.82,2,Katti Ramesh Vishwanath,BJP,,49840,27.11,0,0,M,58,GEN
AcGenMay2023,S10,AC,2,Chikkodi-Sadalga,224693,183835,81.82,3,Arjun Bandu Mane,BSP,,1284,0.7,0,0,M,54,SC
AcGenMay2023,S10,AC,2,Chikkodi-Sadalga,224693,183835,81.82,4,Suhas Sadashivappa Walke,JD(S),,702,0.38,0,0,M,38,GEN
AcGenMay2023,S10,AC,2,Chikkodi-Sadalga,224693,183835,81.82,5,Dr. Milan Vithal Kamble,IND,,690,0.38,0,0,M,29,SC
AcGenMay2023,S10,AC,2,Chikkodi-Sadalga,224693,183835,81.82,6,NOTA,NOTA,,957,0.52,0,1,,,
AcGenMay2023,S10,AC,3,Athani,229195,192279,83.89,1,Laxman. Sangappa. Savadi,INC,,131404,68.34,1,0,M,64,GEN
AcGenMay2023,S10,AC,3,Athani,229195,192279,83.89,2,Mahesh. Irangouda. Kumathalli.,BJP,,55282,28.75,0,0,M,61,GEN
AcGenMay2023,S10,AC,3,Athani,229195,192279,83.89,3,Shashikant Padasalagi,JD(S),,1265,0.66,0,0,M,36,GEN
AcGenMay2023,S10,AC,3,Athani,229195,192279,83.89,4,Rajesh. Babu. Shinge,IND,,1053,0.55,0,0,M,35,SC
AcGenMay2023,S10,AC,3,Athani,229195,192279,83.89,5,Basavaraj. Bhimappa. Bisanakoppa,KRPP,,935,0.49,0,0,M,38,GEN
AcGenMay2023,S10,AC,3,Athani,229195,192279,83.89,6,NOTA,NOTA,,1037,0.54,0,1,,,
AcGenMay2023,S10,AC,4,Kagwad,195985,162078,82.7,1,Bharamgouda Alagouda Kage,INC,,83387,51.45,1,0,M,65,GEN
AcGenMay2023,S10,AC,4,Kagwad,195985,162078,82.7,2,Shrimant Balasaheb Patil,BJP,,74560,46.0,0,0,M,68,GEN
AcGenMay2023,S10,AC,4,Kagwad,195985,162078,82.7,3,Mallikarjun Shrishail Gunjiganvi,JD(S),,887,0.55,0,0,M,31,GEN
AcGenMay2023,S10,AC,4,Kagwad,195985,162078,82.7,4,Sanjay Shankar Kambale,BSP,,632,0.39,0,0,M,42,SC
AcGenMay2023,S10,AC,4,Kagwad,195985,162078,82.7,5,Chidanand Krishna Chavan,IND,,350,0.22,0,0,M,42,SC
AcGenMay2023,S10,AC,4,Kagwad,195985,162078,82.7,6,NOTA,NOTA,,985,0.61,0,1,,,
AcGenMay2023,S10,AC,5,Kudachi (SC),193564,150040,77.51,1,Mahendra. Kallappa. Tammannavar,INC,,85321,56.87,1,0,M,45,SC
AcGenMay2023,S10,AC,5,Kudachi (SC),193564,150040,77.51,2,P. Rajeev,BJP,,60078,40.04,0,0,M,45,SC
AcGenMay2023,S10,AC,5,Kudachi (SC),193564,150040,77.51,3,Anand. V. Malagi,JD(S),,1566,1.04,0,0,M,26,SC
AcGenMay2023,S10,AC,5,Kudachi (SC),193564,150040,77.51,4,Shreeshail. H. Bhajantri,KRPP,,1240,0.83,0,0,M,40,SC
AcGenMay2023,S10,AC,5,Kudachi (SC),193564,150040,77.51,5,C M Krishna,DrAPP,,609,0.41,0,0,M,40,SC
AcGenMay2023,S10,AC,5,Kudachi (SC),193564,150040,77.51,6,NOTA,NOTA,,643,0.43,0,1,,,
AcGenMay2023,S10,AC,6,Raybag (SC),211461,165288,78.16,1,Aihole Duryodhan Mahalingappa,BJP,,57500,34.79,1,0,M,65,SC
AcGenMay2023,S10,AC,6,Raybag (SC),211461,165288,78.16,2,Shambhu Kallolikar,IND,,54930,33.23,0,0,M,59,SC
AcGenMay2023,S10,AC,6,Raybag (SC),211461,165288,78.16,3,Pradeepkumar R Malagi,JD(S),,25393,15.36,0,0,M,53,SC
AcGenMay2023,S10,AC,6,Raybag (SC),211461,165288,78.16,4,Mahaveer Laxman Mohite,INC,,22685,13.72,0,0,M,56,SC
AcGenMay2023,S10,AC,6,Raybag (SC),211461,165288,78.16,5,Shankar Subrav Khatedar,AAAP,,1057,0.64,0,0,M,61,SC
AcGenMay2023,S10,AC,6,Raybag (SC),211461,165288,78.16,6,NOTA,NOTA,,1860,1.13,0,1,,,
AcGenMay2023,S10,AC,7,Hukkeri,208204,167903,80.64,1,Katti Nikhil Umesh,BJP,,103574,61.69,1,0,M,40,GEN
