entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-gujarat-2696,gujarat,2019,AMRAIWADI,279082,96847,34.7,JAGDISH ISHWARBHAI PATEL,,48657,50.24,PATEL DHARMENDRA SHANTILAL (DHAMBHAI),,43129,5528,5.71,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2722,gujarat,2019,THARAD,217849,150268,68.98,RAJPUT GULABSINH PIRABHAI,,72959,48.55,PATEL JIVRAJBHAI JAGTABHAI,,66587,6372,4.24,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2770,gujarat,2019,JAMNAGAR RURAL,231588,151651,65.48,PATEL RAGHAVJIBHAI HANSRAJBHAI,,88254,58.2,JAYANTIBHAI SABHAYA,,55232,33022,21.78,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2798,gujarat,2019,UNJHA,219576,148125,67.46,Dr. Ashaben Dwarkadas Patel,,77459,52.29,Patel Kantibhai Muljidas (kamu),,54387,23072,15.57,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2811,gujarat,2019,LUNAWADA,269117,137489,51.09,Jigneshkumar Sevak,,67391,49.02,Gulabsinh Chauhan,,55439,11952,8.7,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2817,gujarat,2019,KHERALU,209640,96952,46.25,Ajmalji Valaji Thakor,,60875,62.79,Thakor Babuji Ujamji,,31784,29091,30.01,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2819,gujarat,2019,RADHANPUR,269842,170062,63.02,Desai Raghubhai Merajbhai,,77410,45.52,Alpesh Khodaji Thakor,,73603,3807,2.24,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2827,gujarat,2019,MANAVADAR,240221,151795,63.19,CHAVDA JAWAHARBHAI PETHALJIBHAI,,78491,51.71,ARVINDBHAI JINABHAI LADANI,,68732,9759,6.43,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2836,gujarat,2019,BAYAD,231181,141191,61.07,PATEL JASHUBHAI SHIVABHAI,,65597,46.46,DHAVALSINH NARENDRASINH ZALA,,64854,743,0.53,src-1b7bc1c9d39a
IN-AC-2008-gujarat-2853,gujarat,2019,DHRANGADHRA,285923,176103,61.59,PARSOTAM UKABHAI SABARIYA,,99252,56.36,DINESHBHAI JIVRAJBHAI PATEL,,64972,34280,19.47,src-1b7bc1c9d39a
