election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenApr2021,S22,AC,1,Gummidipoondi,281688,222069,78.84,1,GOVINDARAJAN T.J,DMK,,126452,56.94,1,0,M,60,GEN
AcGenApr2021,S22,AC,1,Gummidipoondi,281688,222069,78.84,2,PRAKASH M,PMK,,75514,34.0,0,0,M,50,GEN
AcGenApr2021,S22,AC,1,Gummidipoondi,281688,222069,78.84,3,USHA,NTK,,11701,5.27,0,0,F,31,SC
AcGenApr2021,S22,AC,1,Gummidipoondi,281688,222069,78.84,4,DILLIY K.M,DMDK,,2576,1.16,0,0,M,45,GEN
AcGenApr2021,S22,AC,1,Gummidipoondi,281688,222069,78.84,5,NAGARAJ S,BSP,,1038,0.47,0,0,M,28,SC
AcGenApr2021,S22,AC,1,Gummidipoondi,281688,222069,78.84,6,NOTA,NOTA,,1783,0.8,0,1,,,
AcGenApr2021,S22,AC,2,Ponneri,267368,210354,78.68,1,DURAI. CHANDRASEKAR,INC,,94528,44.94,1,0,M,48,SC
AcGenApr2021,S22,AC,2,Ponneri,267368,210354,78.68,2,BALARAMAN. P,ADMK,,84839,40.33,0,0,M,59,SC
AcGenApr2021,S22,AC,2,Ponneri,267368,210354,78.68,3,MAHESWARI. A,NTK,,19027,9.05,0,0,F,35,SC
AcGenApr2021,S22,AC,2,Ponneri,267368,210354,78.68,4,DESINGURAJAN. D,MNM,,5394,2.56,0,0,M,52,SC
AcGenApr2021,S22,AC,2,Ponneri,267368,210354,78.68,5,PON. RAJA,AMMKMNKZ,,2832,1.35,0,0,M,45,SC
AcGenApr2021,S22,AC,2,Ponneri,267368,210354,78.68,6,NOTA,NOTA,,1554,0.74,0,1,,,
AcGenApr2021,S22,AC,3,Tiruttani,291336,232624,79.85,1,S.Chandran,DMK,,120314,51.72,1,0,M,57,GEN
AcGenApr2021,S22,AC,3,Tiruttani,291336,232624,79.85,2,G.Hari,ADMK,,91061,39.15,0,0,M,60,GEN
AcGenApr2021,S22,AC,3,Tiruttani,291336,232624,79.85,3,L.AKILA,NTK,,12007,5.16,0,0,F,31,GEN
AcGenApr2021,S22,AC,3,Tiruttani,291336,232624,79.85,4,D.Krishnamoorthi,DMDK,,3928,1.69,0,0,M,58,GEN
AcGenApr2021,S22,AC,3,Tiruttani,291336,232624,79.85,5,D.PAULRAJ,IND,,892,0.38,0,0,M,33,SC
AcGenApr2021,S22,AC,3,Tiruttani,291336,232624,79.85,6,NOTA,NOTA,,1665,0.72,0,1,,,
AcGenApr2021,S22,AC,4,Thiruvallur,274982,214243,77.91,1,"RAAJENDRAN, V.G.",DMK,,107709,50.27,1,0,M,53,GEN
AcGenApr2021,S22,AC,4,Thiruvallur,274982,214243,77.91,2,"RAMANAH, BE VEE",ADMK,,85008,39.68,0,0,M,53,GEN
AcGenApr2021,S22,AC,4,Thiruvallur,274982,214243,77.91,3,"PASUPATHY, P.",NTK,,15028,7.01,0,0,M,50,GEN
AcGenApr2021,S22,AC,4,Thiruvallur,274982,214243,77.91,4,"DOSS, D.",BSP,,2329,1.09,0,0,M,50,SC
AcGenApr2021,S22,AC,4,Thiruvallur,274982,214243,77.91,5,"GURU, N.",AMMKMNKZ,,1077,0.5,0,0,M,42,GEN
AcGenApr2021,S22,AC,4,Thiruvallur,274982,214243,77.91,6,NOTA,NOTA,,1872,0.87,0,1,,,
AcGenApr2021,S22,AC,5,Poonamallee,358218,263736,73.62,1,Krishnaswamy A,DMK,,149578,56.72,1,0,M,55,SC
AcGenApr2021,S22,AC,5,Poonamallee,358218,263736,73.62,2,Rajamannar S X,PMK,,55468,21.03,0,0,M,63,SC
AcGenApr2021,S22,AC,5,Poonamallee,358218,263736,73.62,3,Manimekalai A,NTK,,29871,11.33,0,0,F,30,SC
