constituency_slug,constituency_name,district,category,candidate_slug,candidate_name,party_slug,party_abbreviation,votes,vote_share_pct,position,won
hindoli,hindoli,BUNDI,GEN,c-ac-425779,UDAY LAL GURJAR,ind,IND,719,0.3237,6,0
jahazpur,jahajpur,BHILWARA,GEN,c-ac-425781,GOPICHAND MEENA,bjp,BJP,96933,48.9702,1,1
jahazpur,jahajpur,BHILWARA,GEN,c-ac-425782,DHIRAJ GURJAR,inc,INC,96353,48.6771,2,0
jahazpur,jahajpur,BHILWARA,GEN,c-ac-425783,BHARATI THAKUR,bsp-2,BSP,1567,0.7916,3,0
jahazpur,jahajpur,BHILWARA,GEN,c-ac-425787,DINESH KUMAR PRAJAPATI,ind,IND,1426,0.7204,4,0
jahazpur,jahajpur,BHILWARA,GEN,c-ac-425784,BHERU LAL REGAR,aspkr,ASPKR,678,0.3425,5,0
jahazpur,jahajpur,BHILWARA,GEN,c-ac-425786,GORDHAN,ind,IND,532,0.2688,6,0
jahazpur,jahajpur,BHILWARA,GEN,c-ac-425785,MAHAVEER PRASAD KUMAWAT,rtorp,RTORP,454,0.2294,7,0
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425788,CHHOTUSINGH,bjp,BJP,104636,53.0509,1,1
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425790,RUPARAM,inc,INC,85949,43.5765,2,0
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425789,RAGHUVEER SINGH,rlp-3,RLP,2262,1.1468,3,0
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425795,SHAHBAZ ALI,ind,IND,1623,0.8229,4,0
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425791,BEENJARAM,btc,BTC,1240,0.6287,5,0
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425794,YUDISHTHIR,ind,IND,466,0.2363,6,0
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425796,SIKANDER KHAN,ind,IND,437,0.2216,7,0
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425792,POONAM SINGH,ind,IND,423,0.2145,8,0
jaisalmer,jaisalmer,JAISALMER,GEN,c-ac-425793,MANOHAR LAL HINGDA,ind,IND,201,0.1019,9,0
jaitaran,jaitaaran,PALI,GEN,c-ac-425797,AVINASH GEHLOT,bjp,BJP,66277,31.4994,1,1
jaitaran,jaitaaran,PALI,GEN,c-ac-425799,SURENDRA GOYAL,inc,INC,52751,25.0709,2,0
jaitaran,jaitaaran,PALI,GEN,c-ac-425805,YOGI LAXMAN NATH,ind,IND,40539,19.2669,3,0
jaitaran,jaitaaran,PALI,GEN,c-ac-425801,DILIP CHOUDHARY,aspkr,ASPKR,28067,13.3394,4,0
jaitaran,jaitaaran,PALI,GEN,c-ac-425804,MUKUT SINGH,ind,IND,19108,9.0814,5,0
jaitaran,jaitaaran,PALI,GEN,c-ac-425798,SAROJ MEGHWAL,bsp-2,BSP,1357,0.6449,6,0
jaitaran,jaitaaran,PALI,GEN,c-ac-425800,GOPALSINGH,arp-2,ARP,998,0.4743,7,0
jaitaran,jaitaaran,PALI,GEN,c-ac-425802,NATHUSINGH NARUKA,alp,ALP,716,0.3403,8,0
jaitaran,jaitaaran,PALI,GEN,c-ac-425803,BHAGWANSINGH,party-unknown-1931,,594,0.2823,9,0
jalore,jalaur,JALORE,SC,c-ac-425807,JOGESHWAR GARG,bjp,BJP,84519,47.2387,1,1
jalore,jalaur,JALORE,SC,c-ac-425808,RAMILA MEGHWAL,inc,INC,64983,36.3198,2,0
jalore,jalaur,JALORE,SC,c-ac-425809,PAVANI DEVI,ind,IND,19957,11.1542,3,0
jalore,jalaur,JALORE,SC,c-ac-425811,RAMLAL MEGHWAL,ind,IND,4154,2.3217,4,0
jalore,jalaur,JALORE,SC,c-ac-425806,OM PRAKASH CHOUHAN,bsp-2,BSP,3459,1.9333,5,0
jalore,jalaur,JALORE,SC,c-ac-425810,BHAGWANARAM,ind,IND,1847,1.0323,6,0
jamwa-ramgarh,jamawaramgarh,JAIPUR,ST,c-ac-425813,MAHENDRA PAL MEENA,bjp,BJP,100041,56.1174,1,1
jamwa-ramgarh,jamawaramgarh,JAIPUR,ST,c-ac-425812,GOPAL LAL MEENA,inc,INC,61614,34.562,2,0
jamwa-ramgarh,jamawaramgarh,JAIPUR,ST,c-ac-425819,SUMAN MEENA,ind,IND,13284,7.4516,3,0
jamwa-ramgarh,jamawaramgarh,JAIPUR,ST,c-ac-425814,RAMESH SOLANKI,rlp-3,RLP,1201,0.6737,4,0
jamwa-ramgarh,jamawaramgarh,JAIPUR,ST,c-ac-425817,ADVOCATE MAN SINGH MEENA,ind,IND,1135,0.6367,5,0
jamwa-ramgarh,jamawaramgarh,JAIPUR,ST,c-ac-425815,KALU RAM MEENA,ind,IND,412,0.2311,6,0
jamwa-ramgarh,jamawaramgarh,JAIPUR,ST,c-ac-425818,MEERA DEVI,ind,IND,386,0.2165,7,0
jamwa-ramgarh,jamawaramgarh,JAIPUR,ST,c-ac-425816,GIRRAJ PRASAD MEENA,ind,IND,198,0.1111,8,0
jayal,jaayal,NAGAUR,SC,c-ac-425822,Dr. Manju Baghmar,bjp,BJP,70468,39.6817,1,1
jayal,jaayal,NAGAUR,SC,c-ac-425821,Dr. Manju Devi,inc,INC,68903,38.8004,2,0
jayal,jaayal,NAGAUR,SC,c-ac-425820,Bhanwarlal Bhati,rlp-3,RLP,32799,18.4697,3,0
jayal,jaayal,NAGAUR,SC,c-ac-425823,Ramudi Devi,bsp-2,BSP,1466,0.8255,4,0
jayal,jaayal,NAGAUR,SC,c-ac-425828,Sohan,ind,IND,1243,0.7,5,0
jayal,jaayal,NAGAUR,SC,c-ac-425827,Likhamaram Gunsaiwal,ind,IND,982,0.553,6,0
jayal,jaayal,NAGAUR,SC,c-ac-425824,Sanjay Nayak,arp-2,ARP,887,0.4995,7,0
jayal,jaayal,NAGAUR,SC,c-ac-425826,Premraj,ind,IND,501,0.2821,8,0
jayal,jaayal,NAGAUR,SC,c-ac-425825,Jaikaran Meghwal,ind,IND,334,0.1881,9,0
jhadol,jhaadol,UDAIPUR,ST,c-ac-425831,Babulal Kharadi,bjp,BJP,76537,36.0585,1,1
jhadol,jhaadol,UDAIPUR,ST,c-ac-425832,Heeralal Darangi,inc,INC,70049,33.0018,2,0
jhadol,jhaadol,UDAIPUR,ST,c-ac-425833,Dinesh Pandor,bharat-adivasi-party,BHRTADVSIP,44503,20.9665,3,0
jhadol,jhaadol,UDAIPUR,ST,c-ac-425830,Prem Chand Pargi,cpi-m,CPI(M),4539,2.1384,4,0
jhadol,jhaadol,UDAIPUR,ST,c-ac-425834,Dr. Dev Vijay,btp,BTP,4204,1.9806,5,0
jhadol,jhaadol,UDAIPUR,ST,c-ac-425829,Nima Lal,bsp-2,BSP,4126,1.9439,6,0
jhadol,jhaadol,UDAIPUR,ST,c-ac-425837,Shanti Lal,ind,IND,3758,1.7705,7,0
jhadol,jhaadol,UDAIPUR,ST,c-ac-425836,Laduram,ind,IND,2425,1.1425,8,0
jhadol,jhaadol,UDAIPUR,ST,c-ac-425835,Prachi Meena,ind,IND,2117,0.9974,9,0
jhalrapatan,jhalarapatan,JHALAWAR,GEN,c-ac-425840,Vasundhara Raje,bjp,BJP,138831,60.3411,1,1
jhalrapatan,jhalarapatan,JHALAWAR,GEN,c-ac-425839,Ramlal,inc,INC,85638,37.2215,2,0
jhalrapatan,jhalarapatan,JHALAWAR,GEN,c-ac-425838,Makasud,bsp-2,BSP,3431,1.4912,3,0
jhalrapatan,jhalarapatan,JHALAWAR,GEN,c-ac-425841,Pawan Kumar Mehar,ipgp,IPGP,2177,0.9462,4,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425845,COL. RAJYAVARDHAN RATHORE,bjp,BJP,147913,47.9178,1,1
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425842,ABHISHEK CHOUDHARY,inc,INC,97746,31.6657,2,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425853,ASHU SINGH SURPURA,ind,IND,55159,17.8693,3,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425844,JEEWANRAM JAT,rlp-3,RLP,1256,0.4069,4,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425857,RAJESH KUMAR YADAV,ind,IND,1206,0.3907,5,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425858,SURGYAN SINGH GHOSLYA,ind,IND,841,0.2724,6,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425843,DR ASHOK KUMAR SHARMA,bsp-2,BSP,740,0.2397,7,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425846,ADITYA PRAKASH SHARMA,rtorp,RTORP,668,0.2164,8,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425852,ANAND KUMAR SAINI,ind,IND,656,0.2125,9,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425855,PRASANNA MAHESHWARI,ind,IND,490,0.1587,10,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425854,PRAVEEN KUMAR SHARMA,ind,IND,477,0.1545,11,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425847,YOGI JEETENDRA NATH,ipgp,IPGP,477,0.1545,12,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425856,C.A. BHUVNESH KUMAR GOYAL,ind,IND,259,0.0839,13,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425851,ARJUN LAL KUMAWAT,ind,IND,245,0.0794,14,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425859,HARI KISHAN TIWARI,ind,IND,161,0.0522,15,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425848,DEEN DAYAL JAKHAR,jjp-3,JJP,158,0.0512,16,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425850,BENI PRASAD KAUSHIK,rsd-2,RSD,124,0.0402,17,0
jhotwara,jhotwada,JAIPUR,GEN,c-ac-425849,NAVEEN KUMAR SHARMA,rshtrjnts,RSHTRJNTS,105,0.034,18,0
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425861,Brijendra Singh Ola,inc,INC,86798,44.7973,1,1
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425860,Nisheet Kumar,bjp,BJP,57935,29.9009,2,0
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425867,Rajendra Singh Bhamboo,ind,IND,42407,21.8867,3,0
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425864,Pankaj Dhankhar,aspkr,ASPKR,3095,1.5974,4,0
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425862,Mahendra Singh,bsp-2,BSP,1193,0.6157,5,0
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425868,Lokpal,ind,IND,1177,0.6075,6,0
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425866,Abhimanyu Singh,ind,IND,457,0.2359,7,0
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425865,Suman,bmup,BMUP,405,0.209,8,0
jhunjhunu,jhunjhunu,JHUNJHUNU,GEN,c-ac-425863,Rashid Khan,aap,AAP,290,0.1497,9,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425870,ATUL BHANSALI,bjp,BJP,71192,54.2763,1,1
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425871,MANISHA PANWAR,inc,INC,57667,43.9649,2,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425869,DR. AJAY TRIVEDI,rlp-3,RLP,911,0.6945,3,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425872,ROHIT KUMAR JOSHI,aap,AAP,490,0.3736,4,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425875,RITA PATWA,cpi,CPI,323,0.2463,5,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425877,ANIRUDDH SINGH,ind,IND,213,0.1624,6,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425874,MOHAMMAD ATEEK BELIM,wpoi,WPOI,140,0.1067,7,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425873,SUNITA CHOUDHARY,bsp-2,BSP,90,0.0686,8,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425878,MAHABUB,ind,IND,71,0.0541,9,0
jodhpur,jodhpur,JODHPUR,GEN,c-ac-425876,VARSHA,plbp,PLBP,69,0.0526,10,0
kaman,kama,BHARATPUR,GEN,c-ac-425880,NAUKSHAM,bjp,BJP,78646,38.0105,1,1
kaman,kama,BHARATPUR,GEN,c-ac-425889,MUKHTYAR AHMAD,ind,IND,64740,31.2896,2,0
kaman,kama,BHARATPUR,GEN,c-ac-425879,ZAHIDA KHAN,inc,INC,58130,28.0949,3,0
kaman,kama,BHARATPUR,GEN,c-ac-425881,MOHD SHAKEEL KHAN,bsp-2,BSP,1847,0.8927,4,0
kaman,kama,BHARATPUR,GEN,c-ac-425890,HAPIJ,ind,IND,1260,0.609,5,0
kaman,kama,BHARATPUR,GEN,c-ac-425888,BHAGVANTA SINGH,ind,IND,1006,0.4862,6,0
kaman,kama,BHARATPUR,GEN,c-ac-425884,BALRAM,aspkr,ASPKR,287,0.1387,7,0
kaman,kama,BHARATPUR,GEN,c-ac-425886,SADDIQ,lok-janshakti-party-ram-vilas,LJP (RV),277,0.1339,8,0
kaman,kama,BHARATPUR,GEN,c-ac-425887,JUNAID,ind,IND,222,0.1073,9,0
kaman,kama,BHARATPUR,GEN,c-ac-425885,SAMSUL HASAN,jjp-3,JJP,212,0.1025,10,0
kaman,kama,BHARATPUR,GEN,c-ac-425882,IMRAN,party-unknown-1920,,174,0.0841,11,0
kaman,kama,BHARATPUR,GEN,c-ac-425883,PRADEEP SINGH,ipgp,IPGP,105,0.0507,12,0
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425891,ARJUN LAL JINGAR,bjp,BJP,84778,42.6206,1,1
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425894,SHANKAR LAL BERWA,inc,INC,63434,31.8903,2,0
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425892,ANANDI RAM,rlp-3,RLP,29425,14.7929,3,0
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425898,DINESH CHANDRA BUNKAR,ind,IND,15527,7.8059,4,0
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425899,BANSHILAL MEGHWAL,ind,IND,1486,0.7471,5,0
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425897,ANAND KUMAR BAIRWA,ind,IND,1358,0.6827,6,0
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425895,JITENDRA KUMAR BANJARA,rtorp,RTORP,1267,0.637,7,0
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425893,BALU NAYAK MOKHAMPURA,bsp-2,BSP,1110,0.558,8,0
kapasan,kapaasana,CHITTORGARH,SC,c-ac-425896,MANGI LAL SOLANKI,bmup,BMUP,528,0.2654,9,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426965,RUPINDER SINGH KOONER,inc,INC,94950,48.8044,1,1
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426966,SURENDERPAL SINGH,bjp,BJP,83667,43.005,2,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426964,PRITHIPAL SINGH,aap,AAP,11940,6.1372,3,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426972,TITAR SINGH,ind,IND,1223,0.6286,4,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426973,SUKHRAM,ind,IND,569,0.2925,5,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426967,KRISHAN KUMAR,njmp,NJMP,518,0.2663,6,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426963,ASHOK KUMAR,bsp-2,BSP,514,0.2642,7,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426971,CHHINDERPAL SINGH,ind,IND,309,0.1588,8,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426974,SURENDER NAGPAL,ind,IND,302,0.1552,9,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426970,CHUKI DEVI,ind,IND,218,0.1121,10,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426968,BALKARAN SINGH,sad-a,SAD(A),213,0.1095,11,0
karanpur,karanpur,GANGANAGAR,GEN,c-ac-426969,KALA SINGH,ind,IND,129,0.0663,12,0
karauli,karauli,KARAULI,GEN,c-ac-425900,DARSHAN SINGH,bjp,BJP,89666,46.2771,1,1
karauli,karauli,KARAULI,GEN,c-ac-425902,LAKHAN SINGH,inc,INC,87483,45.1504,2,0
karauli,karauli,KARAULI,GEN,c-ac-425901,RAVINDRA,bsp-2,BSP,13182,6.8033,3,0
karauli,karauli,KARAULI,GEN,c-ac-425909,MADANLAL,ind,IND,724,0.3737,4,0
karauli,karauli,KARAULI,GEN,c-ac-425903,HEENA,aap,AAP,691,0.3566,5,0
karauli,karauli,KARAULI,GEN,c-ac-425904,PAPPU,aspkr,ASPKR,595,0.3071,6,0
karauli,karauli,KARAULI,GEN,c-ac-425910,MUKESH,ind,IND,391,0.2018,7,0
karauli,karauli,KARAULI,GEN,c-ac-425908,BHOOPSINGH,ind,IND,377,0.1946,8,0
karauli,karauli,KARAULI,GEN,c-ac-425907,NANDLAL MALI,ind,IND,315,0.1626,9,0
karauli,karauli,KARAULI,GEN,c-ac-425906,DHAN SINGH,ind,IND,184,0.095,10,0
karauli,karauli,KARAULI,GEN,c-ac-425905,RAMESH,bmup,BMUP,151,0.0779,11,0
kathumar,kathu mar,ALWAR,SC,c-ac-425912,RAMESH KHINCHI,bjp,BJP,79756,48.7354,1,1
kathumar,kathu mar,ALWAR,SC,c-ac-425913,SANJNA,inc,INC,79347,48.4855,2,0
kathumar,kathu mar,ALWAR,SC,c-ac-425918,MANGALRAM,ind,IND,1432,0.875,3,0
kathumar,kathu mar,ALWAR,SC,c-ac-425911,DINESH,bsp-2,BSP,828,0.506,4,0
kathumar,kathu mar,ALWAR,SC,c-ac-425914,SUNIL BAIRWA,aap,AAP,688,0.4204,5,0
kathumar,kathu mar,ALWAR,SC,c-ac-425916,JAL SINGH,ind,IND,622,0.3801,6,0
kathumar,kathu mar,ALWAR,SC,c-ac-425919,MOTI LAL,ind,IND,389,0.2377,7,0
kathumar,kathu mar,ALWAR,SC,c-ac-425917,THAKUR SINGH PANWAR,ind,IND,362,0.2212,8,0
kathumar,kathu mar,ALWAR,SC,c-ac-425915,KARAN CHAND,ind,IND,227,0.1387,9,0
kekri,ke kadi,AJMER,GEN,c-ac-425922,SHATRUGHAN GAUTAM,bjp,BJP,99671,50.1343,1,1
kekri,ke kadi,AJMER,GEN,c-ac-425921,DR. RAGHU SHARMA,inc,INC,92129,46.3407,2,0
kekri,ke kadi,AJMER,GEN,c-ac-425923,JITENDRA BOYAT,aspkr,ASPKR,2098,1.0553,3,0
kekri,ke kadi,AJMER,GEN,c-ac-425920,TULSI DEVI,bsp-2,BSP,1549,0.7791,4,0
kekri,ke kadi,AJMER,GEN,c-ac-425926,SURENDRA SINGH,ind,IND,1403,0.7057,5,0
kekri,ke kadi,AJMER,GEN,c-ac-425927,HEMRAJ GURJAR,ind,IND,1094,0.5503,6,0
kekri,ke kadi,AJMER,GEN,c-ac-425925,BADRILAL,ind,IND,539,0.2711,7,0
kekri,ke kadi,AJMER,GEN,c-ac-425924,JAGDISH JAT,ind,IND,325,0.1635,8,0
keshoraipatan,ke shoraipatan,BUNDI,SC,c-ac-425929,CHUNNILAL C.L. PREMI BAIRWA,inc,INC,101541,50.001,1,1
keshoraipatan,ke shoraipatan,BUNDI,SC,c-ac-425928,CHANDRAKANTA MEGHWAL,bjp,BJP,84454,41.587,2,0
keshoraipatan,ke shoraipatan,BUNDI,SC,c-ac-425933,RAKESH BOYAT,ind,IND,11733,5.7776,3,0
keshoraipatan,ke shoraipatan,BUNDI,SC,c-ac-425935,SORAJ SHING,ind,IND,1479,0.7283,4,0
keshoraipatan,ke shoraipatan,BUNDI,SC,c-ac-425930,RAMSWAROOP,bsp-2,BSP,1443,0.7106,5,0
keshoraipatan,ke shoraipatan,BUNDI,SC,c-ac-425931,KELASH VERMA,aspkr,ASPKR,1185,0.5835,6,0
keshoraipatan,ke shoraipatan,BUNDI,SC,c-ac-425934,RAJESH KUMAR,ind,IND,724,0.3565,7,0
keshoraipatan,ke shoraipatan,BUNDI,SC,c-ac-425932,MANMOHAN BAIRWA,ind,IND,519,0.2556,8,0
khajuwala,khajuwala,BIKANER,SC,c-ac-425939,DR VISHWANATH MEGHWAL,bjp,BJP,91276,52.0717,1,1
khajuwala,khajuwala,BIKANER,SC,c-ac-425936,GOVINDRAM MEGHWAL,inc,INC,73902,42.1601,2,0
khajuwala,khajuwala,BIKANER,SC,c-ac-425942,SITARAM,jjp-3,JJP,3953,2.2551,3,0
khajuwala,khajuwala,BIKANER,SC,c-ac-425937,JAIPRAKASH,rlp-3,RLP,2421,1.3811,4,0
khajuwala,khajuwala,BIKANER,SC,c-ac-425940,GHANSHYAM,party-unknown-2003,,1269,0.7239,5,0
khajuwala,khajuwala,BIKANER,SC,c-ac-425938,MAYAWATI,bsp-2,BSP,1207,0.6886,6,0
khajuwala,khajuwala,BIKANER,SC,c-ac-425941,MANGILAL,aasp,AASP,775,0.4421,7,0
khajuwala,khajuwala,BIKANER,SC,c-ac-425943,PAPURAM,ind,IND,486,0.2773,8,0
khandar,khandar,SAWAI MADHOPUR,SC,c-ac-425946,JITENDRA KUMAR GOTHWAL,bjp,BJP,92059,51.6614,1,1
khandar,khandar,SAWAI MADHOPUR,SC,c-ac-425945,ASHOK,inc,INC,78044,43.7965,2,0
khandar,khandar,SAWAI MADHOPUR,SC,c-ac-425944,ANKITA VERMA,rlp-3,RLP,2394,1.3435,3,0
khandar,khandar,SAWAI MADHOPUR,SC,c-ac-425947,MANPHOOL BAIRWA,aap,AAP,1992,1.1179,4,0
khandar,khandar,SAWAI MADHOPUR,SC,c-ac-425948,MOHAN,bsp-2,BSP,1165,0.6538,5,0
khandar,khandar,SAWAI MADHOPUR,SC,c-ac-425950,MOLARAM BAIRWA,ind,IND,1003,0.5629,6,0
khandar,khandar,SAWAI MADHOPUR,SC,c-ac-425951,VIRENDRA SINGH,ind,IND,945,0.5303,7,0
khandar,khandar,SAWAI MADHOPUR,SC,c-ac-425949,ASHOK KUMAR BAIRWA,ind,IND,595,0.3339,8,0
khandela,khandela,SIKAR,GEN,c-ac-425955,SUBHASH MEEL,bjp,BJP,114236,56.3967,1,1
khandela,khandela,SIKAR,GEN,c-ac-425952,MAHADEV SINGH,inc,INC,71597,35.3464,2,0
khandela,khandela,SIKAR,GEN,c-ac-425958,BANSHIDHAR KHANDELA,ind,IND,11808,5.8294,3,0
khandela,khandela,SIKAR,GEN,c-ac-425960,MEENA SAINI,ind,IND,1670,0.8245,4,0
khandela,khandela,SIKAR,GEN,c-ac-425956,SARDAR SINGH ARYA,jjp-3,JJP,852,0.4206,5,0
khandela,khandela,SIKAR,GEN,c-ac-425959,BHANWAR SINGH GHOSALYA,ind,IND,837,0.4132,6,0
khandela,khandela,SIKAR,GEN,c-ac-425953,RAJESH,aap,AAP,620,0.3061,7,0
khandela,khandela,SIKAR,GEN,c-ac-425954,SANWARMAL,bsp-2,BSP,525,0.2592,8,0
khandela,khandela,SIKAR,GEN,c-ac-425961,VIKARAM SINGH,ind,IND,234,0.1155,9,0
khandela,khandela,SIKAR,GEN,c-ac-425957,PHOOL CHAND,ind,IND,179,0.0884,10,0
khanpur,khanpur,JHALAWAR,GEN,c-ac-425965,SURESH GURJAR,inc,INC,101045,50.2817,1,1
khanpur,khanpur,JHALAWAR,GEN,c-ac-425963,NARENDRA NAGAR,bjp,BJP,92620,46.0892,2,0
khanpur,khanpur,JHALAWAR,GEN,c-ac-425962,DEEPESH KUMAR,aap,AAP,2634,1.3107,3,0
khanpur,khanpur,JHALAWAR,GEN,c-ac-425964,SANJU,bsp-2,BSP,1778,0.8848,4,0
khanpur,khanpur,JHALAWAR,GEN,c-ac-425966,AJAY KUMAR,ind,IND,1665,0.8285,5,0
khanpur,khanpur,JHALAWAR,GEN,c-ac-425967,KANHAIYALAL,ind,IND,1216,0.6051,6,0
kherwara,kherwada,UDAIPUR,ST,c-ac-425969,Dr. Dayaram Parmar,inc,INC,77342,35.8209,1,1
kherwara,kherwada,UDAIPUR,ST,c-ac-425970,Nana Lal Ahari,bjp,BJP,60098,27.8344,2,0
kherwara,kherwada,UDAIPUR,ST,c-ac-425973,Praveen Kumar Parmar,btp,BTP,53290,24.6812,3,0
kherwara,kherwada,UDAIPUR,ST,c-ac-425975,Vinod Kumar Meena,bharat-adivasi-party,BHRTADVSIP,16189,7.4979,4,0
kherwara,kherwada,UDAIPUR,ST,c-ac-425968,Gautam Parmar,aap,AAP,2816,1.3042,5,0
kherwara,kherwada,UDAIPUR,ST,c-ac-425974,Rajendra Kumar Meena,ipgp,IPGP,1838,0.8513,6,0
kherwara,kherwada,UDAIPUR,ST,c-ac-425976,Dr.Savita,ind,IND,1748,0.8096,7,0
kherwara,kherwada,UDAIPUR,ST,c-ac-425971,Nimalal Bhil,bsp-2,BSP,1466,0.679,8,0
kherwara,kherwada,UDAIPUR,ST,c-ac-425972,Durgesh Kumar Meena,umedpi,UMEDPI,1126,0.5215,9,0
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425977,DHARMPAL,bjp,BJP,70597,42.0691,1,1
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425979,MANOJ GHUMARIA,bsp-2,BSP,61483,36.638,2,0
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425978,MANISHA,inc,INC,27981,16.674,3,0
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425982,POORANMAL SAINI,ind,IND,4964,2.9581,4,0
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425980,KAPIL JANGIR,ind,IND,1085,0.6466,5,0
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425984,RAHUL GHUMRIYA,ind,IND,792,0.472,6,0
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425985,SATYANARAYAN,ind,IND,351,0.2092,7,0
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425983,PRAKASH,ind,IND,283,0.1686,8,0
khetri,khetadi,JHUNJHUNU,GEN,c-ac-425981,DHARMSINGH,ind,IND,276,0.1645,9,0
khinwsar,khinvsar,NAGAUR,GEN,c-ac-425989,HANUMAN BENIWAL,rlp-3,RLP,79492,38.3591,1,1
khinwsar,khinvsar,NAGAUR,GEN,c-ac-425988,REWANT RAM DANGA,bjp,BJP,77433,37.3655,2,0
khinwsar,khinvsar,NAGAUR,GEN,c-ac-425986,TEJPAL MIRDHA,inc,INC,27763,13.3971,3,0
khinwsar,khinvsar,NAGAUR,GEN,c-ac-425992,DURG SINGH,ind,IND,15872,7.6591,4,0
khinwsar,khinvsar,NAGAUR,GEN,c-ac-425990,DR. ASHOK CHOUDHARY,arp-2,ARP,4357,2.1025,5,0
khinwsar,khinvsar,NAGAUR,GEN,c-ac-425991,NIMBA RAM,bmap,BMAP,1159,0.5593,6,0
khinwsar,khinvsar,NAGAUR,GEN,c-ac-425987,NEMA RAM,bsp-2,BSP,1155,0.5573,7,0
kishanganj,kishanganj,BARAN,ST,c-ac-426003,LALIT MEENA,bjp,BJP,101857,54.0889,1,1
kishanganj,kishanganj,BARAN,ST,c-ac-426001,NIRMALA,inc,INC,79576,42.2571,2,0
kishanganj,kishanganj,BARAN,ST,c-ac-426002,RAMDAYAL MEENA,bsp-2,BSP,1488,0.7902,3,0
