constituency_slug,constituency_name,district,category,candidate_slug,candidate_name,party_slug,party_abbreviation,votes,vote_share_pct,position,won
bassi,bassi,JAIPUR,ST,c-ac-425312,MAGAN CHAND MEENA,bsp-2,BSP,670,0.3632,6,0
bassi,bassi,JAIPUR,ST,c-ac-425313,RAMESHWAR,aap,AAP,644,0.3491,7,0
bassi,bassi,JAIPUR,ST,c-ac-425321,RAMESH CHAND DHANKA,ind,IND,503,0.2727,8,0
bassi,bassi,JAIPUR,ST,c-ac-425323,SONU KUMAR DHANKA,ind,IND,383,0.2076,9,0
bassi,bassi,JAIPUR,ST,c-ac-425322,RAM CHANDAR MEENA,ind,IND,293,0.1588,10,0
bassi,bassi,JAIPUR,ST,c-ac-425320,MOHAN LAL,ind,IND,276,0.1496,11,0
bassi,bassi,JAIPUR,ST,c-ac-425319,MALIRAM NAYAK,ind,IND,222,0.1204,12,0
bassi,bassi,JAIPUR,ST,c-ac-425318,DHANSINGH MEENA,ind,IND,206,0.1117,13,0
bayana,bayana,BHARATPUR,SC,c-ac-425331,Dr. RITU BANAWAT,ind,IND,105749,55.2237,1,1
bayana,bayana,BHARATPUR,SC,c-ac-425324,AMAR SINGH,inc,INC,65107,33.9999,2,0
bayana,bayana,BHARATPUR,SC,c-ac-425326,BACHCHUSINGH BANSHIWAL,bjp,BJP,14398,7.5189,3,0
bayana,bayana,BHARATPUR,SC,c-ac-425327,MADAN MOHAN,bsp-2,BSP,1620,0.846,4,0
bayana,bayana,BHARATPUR,SC,c-ac-425334,SUDESH KUMARI,ind,IND,1167,0.6094,5,0
bayana,bayana,BHARATPUR,SC,c-ac-425332,PURUSHOTTAM  BABA,ind,IND,689,0.3598,6,0
bayana,bayana,BHARATPUR,SC,c-ac-425328,MUKESH TIGER,aap,AAP,642,0.3353,7,0
bayana,bayana,BHARATPUR,SC,c-ac-425330,AJAY SINGH,ind,IND,634,0.3311,8,0
bayana,bayana,BHARATPUR,SC,c-ac-425333,VIJAY SINGH,ind,IND,528,0.2757,9,0
bayana,bayana,BHARATPUR,SC,c-ac-425325,NITU SEJWAL,rlp-3,RLP,527,0.2752,10,0
bayana,bayana,BHARATPUR,SC,c-ac-425329,MUNNIRAM,byjep,BYJEP,431,0.2251,11,0
baytoo,bitu,BARMER,GEN,c-ac-425337,HARISH CHAUDHARY,inc,INC,76821,36.3741,1,1
baytoo,bitu,BARMER,GEN,c-ac-425335,UMMEDA RAM BENIWAL,rlp-3,RLP,75911,35.9432,2,0
baytoo,bitu,BARMER,GEN,c-ac-425336,BALARAM MOONDH,bjp,BJP,51720,24.489,3,0
baytoo,bitu,BARMER,GEN,c-ac-425342,HANIF,ind,IND,2277,1.0781,4,0
baytoo,bitu,BARMER,GEN,c-ac-425343,HARISH CHOUDHARY,ind,IND,1389,0.6577,5,0
baytoo,bitu,BARMER,GEN,c-ac-425338,NATHU RAM PRAJAPAT,bsspa,BSSPA,1388,0.6572,6,0
baytoo,bitu,BARMER,GEN,c-ac-425341,SHIVA RAM,ind,IND,861,0.4077,7,0
baytoo,bitu,BARMER,GEN,c-ac-425339,MOHAMMAD KHAN,party-unknown-1920,,507,0.2401,8,0
baytoo,bitu,BARMER,GEN,c-ac-425340,JOGA RAM,ind,IND,323,0.1529,9,0
beawar,beawar,AJMER,GEN,c-ac-425345,SHANKERSINGH RAWAT,bjp,BJP,67623,37.5769,1,1
beawar,beawar,AJMER,GEN,c-ac-425344,PARASMAL JAIN (PANCH),inc,INC,58745,32.6435,2,0
beawar,beawar,AJMER,GEN,c-ac-425349,INDER SINGH BAGAWAS,ind,IND,28343,15.7497,3,0
beawar,beawar,AJMER,GEN,c-ac-425352,MAHENDRA SINGH RAWAT,ind,IND,11599,6.4454,4,0
beawar,beawar,AJMER,GEN,c-ac-425351,MANOJ CHOUHAN,ind,IND,7940,4.4121,5,0
beawar,beawar,AJMER,GEN,c-ac-425348,SATYANARAYAN PALDIYA,rashtriya-vyapari-party,RASHTRIYAVYA,2708,1.5048,6,0
beawar,beawar,AJMER,GEN,c-ac-425346,SHIVANI MEGHWAL,bsp-2,BSP,893,0.4962,7,0
beawar,beawar,AJMER,GEN,c-ac-425350,PURUSHOTAM BHATI,ind,IND,648,0.3601,8,0
beawar,beawar,AJMER,GEN,c-ac-425354,SURAJ KUMAR SUYAL,ind,IND,620,0.3445,9,0
beawar,beawar,AJMER,GEN,c-ac-425353,RAJENDRA PRASAD,ind,IND,528,0.2934,10,0
beawar,beawar,AJMER,GEN,c-ac-425347,RASUL KATHAT,ipgp,IPGP,312,0.1734,11,0
begun,begun,CHITTORGARH,GEN,c-ac-425359,DR. SURESH DHAKAR,bjp,BJP,136714,58.5278,1,1
begun,begun,CHITTORGARH,GEN,c-ac-425356,GURJAR RAJENDER SINGH BIDHURI,inc,INC,86053,36.8396,2,0
begun,begun,CHITTORGARH,GEN,c-ac-425357,NARESH KUMAR GURJAR,rlp-3,RLP,4299,1.8404,3,0
begun,begun,CHITTORGARH,GEN,c-ac-425355,ONKAR,bsp-2,BSP,2297,0.9834,4,0
begun,begun,CHITTORGARH,GEN,c-ac-425362,SURESHKUMAR DHAKER,ind,IND,1498,0.6413,5,0
begun,begun,CHITTORGARH,GEN,c-ac-425360,ISHWAR CHOUDHARY,rtorp,RTORP,1133,0.485,6,0
begun,begun,CHITTORGARH,GEN,c-ac-425358,RAMESH RAGHAV,aap,AAP,998,0.4272,7,0
begun,begun,CHITTORGARH,GEN,c-ac-425361,JAI PRAKASH AMETA,ind,IND,596,0.2552,8,0
behror,bahrod,ALWAR,GEN,c-ac-425363,Dr. Jaswant Singh Yadav,bjp,BJP,70400,40.2804,1,1
behror,bahrod,ALWAR,GEN,c-ac-425367,Baljeet Yadav,rshtrjnts,RSHTRJNTS,53177,30.426,2,0
behror,bahrod,ALWAR,GEN,c-ac-425364,Sanjay Yadav,inc,INC,46668,26.7018,3,0
behror,bahrod,ALWAR,GEN,c-ac-425365,Hardan Singh Gurjar,aap,AAP,2612,1.4945,4,0
behror,bahrod,ALWAR,GEN,c-ac-425368,Hemant Sharma Advocate,ipgp,IPGP,692,0.3959,5,0
behror,bahrod,ALWAR,GEN,c-ac-425366,Natthuram,bmup,BMUP,685,0.3919,6,0
behror,bahrod,ALWAR,GEN,c-ac-425369,Mahender Kumar,ind,IND,541,0.3095,7,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425374,SANJEEV KUMAR,bjp,BJP,102748,44.8997,1,1
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425371,BALWAN POONIA,cpi-m,CPI(M),101616,44.405,2,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425379,RAJENDER PRASAD JALANDHRA,ind,IND,8257,3.6082,3,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425377,BAJRANG SAHARAN,ind,IND,4882,2.1334,4,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425370,AJEET SINGH BENIWAL,inc,INC,3771,1.6479,5,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425373,ROOPNATH,aap,AAP,2252,0.9841,6,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425372,RAMNATH SHARMA,bsp-2,BSP,1546,0.6756,7,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425376,MUKESH KUMAR,aspkr,ASPKR,1501,0.6559,8,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425375,KARTIKEY DUDI,jjp-3,JJP,1231,0.5379,9,0
bhadra,bhaadaraa,HANUMANGARH,GEN,c-ac-425378,BALWAN SINGH,ind,IND,1035,0.4523,10,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425384,DR. SUBHASH GARG,rld,RLD,81878,43.5973,1,1
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425381,VIJAY BANSAL (PAPPU BANDA),bjp,BJP,76491,40.7289,2,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425380,GIRISH CHAUDHARY,bsp-2,BSP,25231,13.4347,3,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425382,DR. MOHAN SINGH CHAUDHARY,jjp-3,JJP,742,0.3951,4,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425385,SOHANSINGH,lok-janshakti-party-ram-vilas,LJP (RV),690,0.3674,5,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425390,VISHNU KUMAR SAINI,ind,IND,552,0.2939,6,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425386,TAPAN SHARMA,ind,IND,539,0.287,7,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425383,SANJAY KASHMIRIYA (JAIN),alp,ALP,499,0.2657,8,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425389,RAMVIR JATOLIYA,ind,IND,471,0.2508,9,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425387,DUSHYANT SINGH,ind,IND,437,0.2327,10,0
bharatpur,bharatpur,BHARATPUR,GEN,c-ac-425388,POORANSINGH SINSINWAR(AWAR),ind,IND,275,0.1464,11,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425397,Ashok Kumar Kothari,ind,IND,70095,36.9251,1,1
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425391,Om Prakash Naraniwal,inc,INC,59317,31.2474,2,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425393,Vitthal Shankar Awasthi,bjp,BJP,55625,29.3025,3,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425394,Abdul Rajjak Ansari,sdpi,SDPI,2309,1.2164,4,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425392,Kalpana Renu Channal,bsp-2,BSP,558,0.2939,5,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425398,Kamlesh Mandowara,ind,IND,412,0.217,6,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425396,Anurag Arot,ind,IND,381,0.2007,7,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425401,Dev Kumar Pal,ind,IND,293,0.1543,8,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425400,Dinesh Kumar Lohar,ind,IND,261,0.1375,9,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425402,Vivek Sukhwal,ind,IND,215,0.1133,10,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425395,Pavana Kumar,rtorp,RTORP,193,0.1017,11,0
bhilwara,bhilwara,BHILWARA,GEN,c-ac-425399,Jamna Nath,ind,IND,171,0.0901,12,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425405,Harisingh Rawat S/o Panna Singh,bjp,BJP,93905,58.009,1,1
bhim,bhim,RAJSAMAND,GEN,c-ac-425404,Sudarshan Singh Rawat S/o Lakshman Singh,inc,INC,62137,38.3846,2,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425406,Hukmaram Salvi,bsp-2,BSP,1334,0.8241,3,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425403,Manohar Singh Rawat,aap,AAP,1288,0.7957,4,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425411,Hari Singh Rawat S/o Nathu Singh,ind,IND,984,0.6079,5,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425412,Hari Singh Rawat S/o Panna Singh,ind,IND,928,0.5733,6,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425410,Sudarshan Singh Rawat S/o Pushpendra Singh Chouhan,ind,IND,458,0.2829,7,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425409,Rawat Dilip Singh Sisodiya,ind,IND,364,0.2249,8,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425407,Govindsingh,lok-janshakti-party-ram-vilas,LJP (RV),242,0.1495,9,0
bhim,bhim,RAJSAMAND,GEN,c-ac-425408,Ghanshyam Singh,ind,IND,240,0.1483,10,0
bhinmal,bhinmaal,JALORE,GEN,c-ac-425414,SAMARJIT SINGH,inc,INC,97157,48.7648,1,1
bhinmal,bhinmaal,JALORE,GEN,c-ac-425413,POORA RAM,bjp,BJP,96130,48.2493,2,0
bhinmal,bhinmaal,JALORE,GEN,c-ac-425418,RAMESH KUMAR BHANDARI,ind,IND,2234,1.1213,3,0
bhinmal,bhinmaal,JALORE,GEN,c-ac-425415,KRISHNA KUMAR RAJPUROHIT,arp-2,ARP,2100,1.054,4,0
bhinmal,bhinmaal,JALORE,GEN,c-ac-425416,TIKMA RAM BHATI,ind,IND,856,0.4296,5,0
bhinmal,bhinmaal,JALORE,GEN,c-ac-425417,RAMESH KUMAR,ind,IND,759,0.381,6,0
bhopalgarh,bhopalgarh,JODHPUR,SC,c-ac-425420,GEETA BARWAR,inc,INC,86224,42.9229,1,1
bhopalgarh,bhopalgarh,JODHPUR,SC,c-ac-425421,PUKHRAJ GARG,rlp-3,RLP,61926,30.8272,2,0
bhopalgarh,bhopalgarh,JODHPUR,SC,c-ac-425419,KAMSA MEGHWAL,bjp,BJP,49540,24.6614,3,0
bhopalgarh,bhopalgarh,JODHPUR,SC,c-ac-425423,RAMPARSAD BAWARI RATKURIA,arp-2,ARP,1211,0.6028,4,0
bhopalgarh,bhopalgarh,JODHPUR,SC,c-ac-425422,RANJEET CHOUHAN,bsp-2,BSP,1090,0.5426,5,0
bhopalgarh,bhopalgarh,JODHPUR,SC,c-ac-425424,SUBHASH,ipgp,IPGP,890,0.443,6,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425428,Siddhi Kumari,bjp,BJP,89917,53.6187,1,1
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425427,Yashpal Gehlot,inc,INC,70614,42.1081,2,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425426,Manoj Bishnoi,rlp-3,RLP,3696,2.204,3,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425425,Gomati Meghwal,bsp-2,BSP,962,0.5737,4,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425436,Mohar Singh Yadav,ind,IND,689,0.4109,5,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425429,Bhagawan Singh,party-unknown-2003,,579,0.3453,6,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425437,Lalchand Meghwal,ind,IND,389,0.232,7,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425435,Meena,ind,IND,256,0.1527,8,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425434,Nirmala Kelania,ind,IND,155,0.0924,9,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425430,Hardwari Lal Mehra,arp-2,ARP,140,0.0835,10,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425433,Tolaram Upadhyay,ind,IND,114,0.068,11,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425431,Kedar Nath Khatri,ind,IND,94,0.0561,12,0
bikaner-east,bikaner purv,BIKANER,GEN,c-ac-425432,Tirathram,ind,IND,92,0.0549,13,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425438,JETHANAND VYAS,bjp,BJP,98648,54.988,1,1
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425439,BULAKI DAS KALLA,inc,INC,78454,43.7316,2,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425448,SHABNAM BANO ALIAS MAJDOOR NETA,ind,IND,743,0.4142,3,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425440,MANISH SHARMA,aap,AAP,622,0.3467,4,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425441,RAVINDRA KUMAR,bsp-2,BSP,245,0.1366,5,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425447,MOHAMMAD HUSSAIN DAR,ind,IND,172,0.0959,6,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425445,DILIP KUMAR JOSHI,ind,IND,157,0.0875,7,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425446,BAJRANG LAL KUMAWAT,ind,IND,123,0.0686,8,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425442,SURESH CHANDRA SONI,party-unknown-1967,,101,0.0563,9,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425444,JAI SINGH YADAV,ind,IND,68,0.0379,10,0
bikaner-west,bikaner pashchim,BIKANER,GEN,c-ac-425443,KISHAN,ind,IND,66,0.0368,11,0
bilara,bilada,JODHPUR,SC,c-ac-425449,ARJUN LAL,bjp,BJP,90766,46.6894,1,1
bilara,bilada,JODHPUR,SC,c-ac-425451,MOHANLAL KATARIYA,inc,INC,80342,41.3273,2,0
bilara,bilada,JODHPUR,SC,c-ac-425450,JAGDISH KADELA,rlp-3,RLP,20478,10.5337,3,0
bilara,bilada,JODHPUR,SC,c-ac-425452,SHYAM LAL,bsp-2,BSP,1271,0.6538,4,0
bilara,bilada,JODHPUR,SC,c-ac-425453,PUKHARAJ SONEL,ind,IND,878,0.4516,5,0
bilara,bilada,JODHPUR,SC,c-ac-425454,SANTOSH JAIPAL,ind,IND,669,0.3441,6,0
chaksu,chaksu,JAIPUR,SC,c-ac-425468,RAMAVTAR BAIRWA,bjp,BJP,104064,59.3262,1,1
chaksu,chaksu,JAIPUR,SC,c-ac-425470,VED PRAKASH SOLANKI,inc,INC,54684,31.175,2,0
chaksu,chaksu,JAIPUR,SC,c-ac-425469,VIKESH KHOLIA,rlp-3,RLP,14068,8.0201,3,0
chaksu,chaksu,JAIPUR,SC,c-ac-425467,ANUJ KUMAR,bsp-2,BSP,1350,0.7696,4,0
chaksu,chaksu,JAIPUR,SC,c-ac-425471,RAM AVATAR BAIRWA,ind,IND,1244,0.7092,5,0
chhabra,chhabada,BARAN,GEN,c-ac-425475,PRATAP SINGH SINGHVI,bjp,BJP,65000,33.2511,1,1
chhabra,chhabada,BARAN,GEN,c-ac-425472,KARANSINGH,inc,INC,59892,30.6381,2,0
chhabra,chhabada,BARAN,GEN,c-ac-425481,NARESH KUMAR MEENA,ind,IND,43921,22.4681,3,0
chhabra,chhabada,BARAN,GEN,c-ac-425478,UPENDRA KUMAR,ind,IND,13386,6.8477,4,0
chhabra,chhabada,BARAN,GEN,c-ac-425479,GOPAL BAJARA,ind,IND,4167,2.1317,5,0
chhabra,chhabada,BARAN,GEN,c-ac-425473,GIRRAJ PRASAD MEENA,aap,AAP,2918,1.4927,6,0
chhabra,chhabada,BARAN,GEN,c-ac-425480,JAYNRAYAN,ind,IND,2115,1.0819,7,0
chhabra,chhabada,BARAN,GEN,c-ac-425477,RUPKANVAR,alp,ALP,1674,0.8563,8,0
chhabra,chhabada,BARAN,GEN,c-ac-425474,CHHITARLAL,bsp-2,BSP,1327,0.6788,9,0
chhabra,chhabada,BARAN,GEN,c-ac-425476,CHINTU LAL AHIR,prvpoi,PRVPOI,1082,0.5535,10,0
chittorgarh,chitaudgarh,CHITTORGARH,GEN,c-ac-425487,Chandrabhan Singh Chouhan,ind,IND,98446,45.6716,1,1
chittorgarh,chitaudgarh,CHITTORGARH,GEN,c-ac-425484,Surendra Singh Jadawat,inc,INC,91623,42.5062,2,0
chittorgarh,chitaudgarh,CHITTORGARH,GEN,c-ac-425482,Narpat Singh Rajvi,bjp,BJP,19913,9.2381,3,0
chittorgarh,chitaudgarh,CHITTORGARH,GEN,c-ac-425485,Jogendra Singh Hoda,alp,ALP,1537,0.7131,4,0
chittorgarh,chitaudgarh,CHITTORGARH,GEN,c-ac-425486,Mohammad Wahid Khan,phcpp,PHCPP,1426,0.6616,5,0
chittorgarh,chitaudgarh,CHITTORGARH,GEN,c-ac-425488,Dilkhush,ind,IND,1068,0.4955,6,0
chittorgarh,chitaudgarh,CHITTORGARH,GEN,c-ac-425483,Rameshwar Lal Bairwa,bsp-2,BSP,987,0.4579,7,0
chittorgarh,chitaudgarh,CHITTORGARH,GEN,c-ac-425489,Narayan Lal,ind,IND,552,0.2561,8,0
chohtan,chauhaton,BARMER,SC,c-ac-425490,ADU RAM MEGHWAL,bjp,BJP,103205,44.1897,1,1
chohtan,chauhaton,BARMER,SC,c-ac-425492,PADMARAM,inc,INC,101777,43.5782,2,0
chohtan,chauhaton,BARMER,SC,c-ac-425491,TARUN RAI KAGA,rlp-3,RLP,22149,9.4836,3,0
chohtan,chauhaton,BARMER,SC,c-ac-425493,BHARTHARAM,bsp-2,BSP,4572,1.9576,4,0
chohtan,chauhaton,BARMER,SC,c-ac-425494,SHRAVAN KUMAR,ind,IND,1847,0.7908,5,0
chomu,choumun,JAIPUR,GEN,c-ac-425498,DR. SHIKHA MEEL BARALA,inc,INC,85746,40.3366,1,1
chomu,choumun,JAIPUR,GEN,c-ac-425497,RAM LAL SHARMA,bjp,BJP,80051,37.6576,2,0
chomu,choumun,JAIPUR,GEN,c-ac-425496,CHHUTTAN LAL YADAV,rlp-3,RLP,42369,19.9312,3,0
chomu,choumun,JAIPUR,GEN,c-ac-425495,KAILASH RAJ SAINI,bsp-2,BSP,1399,0.6581,4,0
chomu,choumun,JAIPUR,GEN,c-ac-425499,HEMANT KUMAR KUMAWAT,aap,AAP,1051,0.4944,5,0
chomu,choumun,JAIPUR,GEN,c-ac-425502,VINOD KUMAR GODAVARA,ind,IND,608,0.286,6,0
chomu,choumun,JAIPUR,GEN,c-ac-425503,SUNIL KUMAR YADAV,ind,IND,603,0.2837,7,0
chomu,choumun,JAIPUR,GEN,c-ac-425501,LALA RAM CHOUDHARY,ind,IND,485,0.2282,8,0
chomu,choumun,JAIPUR,GEN,c-ac-425500,ASHOK CHOUDHARY,ind,IND,264,0.1242,9,0
chorasi,churaasi,DUNGARPUR,ST,c-ac-425509,Rajkumar Roat,bharat-adivasi-party,BHRTADVSIP,111150,54.9309,1,1
chorasi,churaasi,DUNGARPUR,ST,c-ac-425507,Sushil Katara,bjp,BJP,41984,20.7487,2,0
chorasi,churaasi,DUNGARPUR,ST,c-ac-425504,Tarachand Bhagora,inc,INC,28120,13.8971,3,0
chorasi,churaasi,DUNGARPUR,ST,c-ac-425512,Mahendra Barjod,ind,IND,11314,5.5914,4,0
chorasi,churaasi,DUNGARPUR,ST,c-ac-425508,Ranchhodlal Tabiyad,btp,BTP,3318,1.6398,5,0
chorasi,churaasi,DUNGARPUR,ST,c-ac-425510,Shankarlal Bamaniya,ipgp,IPGP,1969,0.9731,6,0
chorasi,churaasi,DUNGARPUR,ST,c-ac-425506,Shankarlal,aap,AAP,1914,0.9459,7,0
chorasi,churaasi,DUNGARPUR,ST,c-ac-425505,VIJAYPAL,bsp-2,BSP,1362,0.6731,8,0
chorasi,churaasi,DUNGARPUR,ST,c-ac-425511,Uday Kumar,ind,IND,1214,0.6,9,0
churu,churu,CHURU,GEN,c-ac-425517,HARLAL SAHARAN,bjp,BJP,99432,50.3377,1,1
churu,churu,CHURU,GEN,c-ac-425515,RAFIQUE MANDELIA,inc,INC,92558,46.8577,2,0
churu,churu,CHURU,GEN,c-ac-425516,SANJAY KHAN,aap,AAP,1418,0.7179,3,0
churu,churu,CHURU,GEN,c-ac-425514,DINESH KUMAR,rlp-3,RLP,849,0.4298,4,0
churu,churu,CHURU,GEN,c-ac-425513,ASHARAM,bsp-2,BSP,764,0.3868,5,0
churu,churu,CHURU,GEN,c-ac-425518,MOHAMMED HUSAIN,njmp,NJMP,760,0.3848,6,0
churu,churu,CHURU,GEN,c-ac-425521,RAMSINGH,ind,IND,651,0.3296,7,0
churu,churu,CHURU,GEN,c-ac-425519,RAM CHANDRA,arp-2,ARP,608,0.3078,8,0
churu,churu,CHURU,GEN,c-ac-425522,SAMPAT SINGH,ind,IND,253,0.1281,9,0
churu,churu,CHURU,GEN,c-ac-425520,ATMA RAM,ind,IND,237,0.12,10,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425524,GOPAL SHARMA,bjp,BJP,98661,57.2828,1,1
civil-lines,civil line,JAIPUR,GEN,c-ac-425526,PRATAP SINGH KHACHARIYAVAS,inc,INC,70332,40.8349,2,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425523,ARCHIT GUPTA,aap,AAP,1385,0.8041,3,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425527,GAJENDRA SINGH,rdf,RDF,598,0.3472,4,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425525,NARAYAN SINGH,rlp-3,RLP,389,0.2259,5,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425530,KAILASH PALAWAT,ind,IND,255,0.1481,6,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425532,SAFIK MOHAMMAD,ind,IND,209,0.1213,7,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425529,KIRTI RATHORE,ind,IND,173,0.1004,8,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425528,NAJAMIN BEGAM,ipgp,IPGP,127,0.0737,9,0
civil-lines,civil line,JAIPUR,GEN,c-ac-425531,LAKSHMI KANWAR SHEKHAWAT,ind,IND,106,0.0615,10,0
dag,dag,JHALAWAR,SC,c-ac-425534,KALURAM,bjp,BJP,99251,47.2757,1,1
dag,dag,JHALAWAR,SC,c-ac-425535,CHETRAJ,inc,INC,76990,36.6722,2,0
dag,dag,JHALAWAR,SC,c-ac-425538,RAMCHANDRA SUNARIWAL,ind,IND,23701,11.2894,3,0
dag,dag,JHALAWAR,SC,c-ac-425537,BADRILAL,aspkr,ASPKR,4241,2.0201,4,0
dag,dag,JHALAWAR,SC,c-ac-425533,ANIL,aap,AAP,3539,1.6857,5,0
dag,dag,JHALAWAR,SC,c-ac-425536,DALURAM,bsp-2,BSP,2219,1.057,6,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425542,VIRENDRA SINGH,inc,INC,99413,45.3198,1,1
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425540,GAJANAND KUMAWAT,bjp,BJP,91416,41.6742,2,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425539,AMRARAM,cpi-m,CPI(M),20891,9.5237,3,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425545,RITA SINGH CHAUDHARY,jjp-3,JJP,1567,0.7144,4,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425544,DHIRENDRA KUMAR,umedpi,UMEDPI,1542,0.703,5,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425541,BUDHRAM,aap,AAP,955,0.4354,6,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425543,SUBHASH BALAI,bsp-2,BSP,856,0.3902,7,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425550,SANTOSH KANWAR,ind,IND,797,0.3633,8,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425549,VIKRAM SINGH,ind,IND,704,0.3209,9,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425548,BANSHI LAL KATARIA,ind,IND,620,0.2826,10,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425546,ASHOK KUMAR VERMA,ind,IND,334,0.1523,11,0
danta-ramgarh,Danta - Ramgarh,,GEN,c-ac-425547,KAMAL KISHOR RAR,ind,IND,264,0.1204,12,0
dausa,dausa,DAUSA,GEN,c-ac-425551,MURARI LAL MEENA,inc,INC,98238,54.2152,1,1
dausa,dausa,DAUSA,GEN,c-ac-425553,SHANKAR LAL SHARMA,bjp,BJP,67034,36.9945,2,0
dausa,dausa,DAUSA,GEN,c-ac-425557,RADHE SHYAM MEENA,aspkr,ASPKR,11751,6.4851,3,0
dausa,dausa,DAUSA,GEN,c-ac-425552,RAMESHWAR PRASAD GURJAR,bsp-2,BSP,1742,0.9614,4,0
dausa,dausa,DAUSA,GEN,c-ac-425559,MOHAN LAL BHANKRI,ind,IND,656,0.362,5,0
