election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenDec2022,S06,AC,1,Abdasa,253367,163172,64.4,1,Jadeja Pradhyumansinh Mahipatsinh,BJP,,80195,49.15,1,0,M,58,GEN
AcGenDec2022,S06,AC,1,Abdasa,253367,163172,64.4,2,Jat Mamad Jung,INC,,70764,43.37,0,0,M,52,GEN
AcGenDec2022,S06,AC,1,Abdasa,253367,163172,64.4,3,Hakumatsinh Juvansinh Jadeja,IND,,3502,2.15,0,0,M,50,GEN
AcGenDec2022,S06,AC,1,Abdasa,253367,163172,64.4,4,Mamubhai Mandabhai Rabari,IND,,1735,1.06,0,0,M,32,GEN
AcGenDec2022,S06,AC,1,Abdasa,253367,163172,64.4,5,Vasantbhai Valji Khetani,AAAP,,1704,1.04,0,0,M,53,GEN
AcGenDec2022,S06,AC,1,Abdasa,253367,163172,64.4,6,NOTA,NOTA,,2942,1.8,0,1,,,
AcGenDec2022,S06,AC,2,Mandvi,257598,169426,65.77,1,Aniruddha Bhailal Dave,BJP,,90303,53.3,1,0,M,54,GEN
AcGenDec2022,S06,AC,2,Mandvi,257598,169426,65.77,2,Rajendrasinh A. Jadeja,INC,,42006,24.79,0,0,M,50,GEN
AcGenDec2022,S06,AC,2,Mandvi,257598,169426,65.77,3,Kailasdan K. Gadhvi,AAAP,,22791,13.45,0,0,M,52,GEN
AcGenDec2022,S06,AC,2,Mandvi,257598,169426,65.77,4,Advocate Mahamadiqbal Manjaliya,AIMIM,,8494,5.01,0,0,M,41,GEN
AcGenDec2022,S06,AC,2,Mandvi,257598,169426,65.77,5,Kishorbhai Dheda,BSP,,1846,1.09,0,0,M,40,SC
AcGenDec2022,S06,AC,2,Mandvi,257598,169426,65.77,6,NOTA,NOTA,,2427,1.43,0,1,,,
AcGenDec2022,S06,AC,3,Bhuj,291337,180225,61.86,1,Keshubhai Shivdas Patel,BJP,,96582,53.59,1,0,M,66,GEN
AcGenDec2022,S06,AC,3,Bhuj,291337,180225,61.86,2,Arjan Bhudia,INC,,36768,20.4,0,0,M,60,GEN
AcGenDec2022,S06,AC,3,Bhuj,291337,180225,61.86,3,Sakil Mahamad Sama,AIMIM,,31295,17.36,0,0,M,29,GEN
AcGenDec2022,S06,AC,3,Bhuj,291337,180225,61.86,4,Rajesh Kesara Pindoria,AAAP,,8060,4.47,0,0,M,42,GEN
AcGenDec2022,S06,AC,3,Bhuj,291337,180225,61.86,5,Bhupendra Babulal Joshi,IND,,1116,0.62,0,0,M,36,GEN
AcGenDec2022,S06,AC,3,Bhuj,291337,180225,61.86,6,NOTA,NOTA,,3462,1.92,0,1,,,
AcGenDec2022,S06,AC,4,Anjar,271050,175279,64.67,1,Chhanga Trikam Bijal,BJP,,99076,56.52,1,0,M,60,GEN
AcGenDec2022,S06,AC,4,Anjar,271050,175279,64.67,2,Dangar Rameshbhai Shamjibhai,INC,,61367,35.01,0,0,M,43,GEN
AcGenDec2022,S06,AC,4,Anjar,271050,175279,64.67,3,Arjanbhai Chanabhai Rabari,AAAP,,7335,4.18,0,0,M,37,GEN
AcGenDec2022,S06,AC,4,Anjar,271050,175279,64.67,4,Chavda Sudha Bakul,BSP,,2359,1.35,0,0,F,42,SC
AcGenDec2022,S06,AC,4,Anjar,271050,175279,64.67,5,Ramesh Jakharabhai Kodecha,IND,,1062,0.61,0,0,M,33,SC
AcGenDec2022,S06,AC,4,Anjar,271050,175279,64.67,6,NOTA,NOTA,,2485,1.42,0,1,,,
AcGenDec2022,S06,AC,5,Gandhidham (SC),315306,151665,48.1,1,Malti Kishor Maheshwari,BJP,,83760,55.23,1,0,F,34,SC
AcGenDec2022,S06,AC,5,Gandhidham (SC),315306,151665,48.1,2,Bharatbhai Veljibhai Solanki,INC,,45929,30.28,0,0,M,42,SC
AcGenDec2022,S06,AC,5,Gandhidham (SC),315306,151665,48.1,3,Budhabhai Thavar Maheshwari,AAAP,,14827,9.78,0,0,M,63,SC
AcGenDec2022,S06,AC,5,Gandhidham (SC),315306,151665,48.1,4,Maurya K. D.,BSP,,1010,0.67,0,0,M,47,SC
AcGenDec2022,S06,AC,5,Gandhidham (SC),315306,151665,48.1,5,Laljibhai Karabhai Baliya,SP,,968,0.64,0,0,M,48,SC
AcGenDec2022,S06,AC,5,Gandhidham (SC),315306,151665,48.1,6,NOTA,NOTA,,3105,2.05,0,1,,,
AcGenDec2022,S06,AC,6,Rapar,247657,145034,58.56,1,Virendrasinh Bahadursinh Jadeja,BJP,,66961,46.17,1,0,M,55,GEN
AcGenDec2022,S06,AC,6,Rapar,247657,145034,58.56,2,Bhachubhai Dharamshi Aarethiya,INC,,66384,45.77,0,0,M,55,GEN
AcGenDec2022,S06,AC,6,Rapar,247657,145034,58.56,3,Amba Paravant Patel,AAAP,,2434,1.68,0,0,M,62,GEN
AcGenDec2022,S06,AC,6,Rapar,247657,145034,58.56,4,Saiyad Hasamsha Umarsha,IND,,1732,1.19,0,0,M,39,GEN
AcGenDec2022,S06,AC,6,Rapar,247657,145034,58.56,5,Vaniya Tejabhai Gelabhai,IND,,941,0.65,0,0,M,46,SC
AcGenDec2022,S06,AC,6,Rapar,247657,145034,58.56,6,NOTA,NOTA,,3942,2.72,0,1,,,
AcGenDec2022,S06,AC,7,Vav,302189,226502,74.95,1,Thakor Geniben Nagaji,INC,,102513,45.26,1,0,F,46,GEN
AcGenDec2022,S06,AC,7,Vav,302189,226502,74.95,2,Thakor Swarupji Sardarji,BJP,,86912,38.37,0,0,M,43,GEN
