entity_id,year,period_label,period_seq,indicator_id,value_numeric,value_text,source_id,derivation
IN-S27-AC-1976-1,2005,AcGenFeb2005,2,ac-candidates-total,24.0,,src-ac56637e266e,count
IN-S27-AC-1976-10,2005,AcGenFeb2005,2,ac-candidates-total,15.0,,src-ac56637e266e,count
IN-S27-AC-1976-11,2005,AcGenFeb2005,2,ac-candidates-total,11.0,,src-ac56637e266e,count
IN-S27-AC-1976-12,2005,AcGenFeb2005,2,ac-candidates-total,28.0,,src-ac56637e266e,count
IN-S27-AC-1976-13,2005,AcGenFeb2005,2,ac-candidates-total,16.0,,src-ac56637e266e,count
IN-S27-AC-1976-14,2005,AcGenFeb2005,2,ac-candidates-total,15.0,,src-ac56637e266e,count
IN-S27-AC-1976-15,2005,AcGenFeb2005,2,ac-candidates-total,14.0,,src-ac56637e266e,count
IN-S27-AC-1976-16,2005,AcGenFeb2005,2,ac-candidates-total,13.0,,src-ac56637e266e,count
IN-S27-AC-1976-17,2005,AcGenFeb2005,2,ac-candidates-total,33.0,,src-ac56637e266e,count
IN-S27-AC-1976-18,2005,AcGenFeb2005,2,ac-candidates-total,21.0,,src-ac56637e266e,count
IN-S27-AC-1976-19,2005,AcGenFeb2005,2,ac-candidates-total,16.0,,src-ac56637e266e,count
IN-S27-AC-1976-2,2005,AcGenFeb2005,2,ac-candidates-total,15.0,,src-ac56637e266e,count
IN-S27-AC-1976-20,2005,AcGenFeb2005,2,ac-candidates-total,11.0,,src-ac56637e266e,count
IN-S27-AC-1976-21,2005,AcGenFeb2005,2,ac-candidates-total,12.0,,src-ac56637e266e,count
IN-S27-AC-1976-22,2005,AcGenFeb2005,2,ac-candidates-total,22.0,,src-ac56637e266e,count
IN-S27-AC-1976-23,2005,AcGenFeb2005,2,ac-candidates-total,18.0,,src-ac56637e266e,count
IN-S27-AC-1976-24,2005,AcGenFeb2005,2,ac-candidates-total,17.0,,src-ac56637e266e,count
IN-S27-AC-1976-25,2005,AcGenFeb2005,2,ac-candidates-total,35.0,,src-ac56637e266e,count
IN-S27-AC-1976-26,2005,AcGenFeb2005,2,ac-candidates-total,14.0,,src-ac56637e266e,count
IN-S27-AC-1976-27,2005,AcGenFeb2005,2,ac-candidates-total,12.0,,src-ac56637e266e,count
IN-S27-AC-1976-28,2005,AcGenFeb2005,2,ac-candidates-total,13.0,,src-ac56637e266e,count
IN-S27-AC-1976-29,2005,AcGenFeb2005,2,ac-candidates-total,10.0,,src-ac56637e266e,count
