entity_id,year,period_label,period_seq,indicator_id,value_numeric,value_text,source_id,derivation
IN-S06-AC-1976-1,1962,AcGenFeb1962,2,ac-candidates-total,3.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-1,1967,AcGenFeb1967,2,ac-candidates-total,2.0,,src-b34454befb7d,count
IN-S06-AC-1976-1,1972,AcGenMar1972,3,ac-candidates-total,6.0,,src-059813a80709,count
IN-S06-AC-1976-1,1975,AcGenJun1975,6,ac-candidates-total,6.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-1,1980,AcGenMay1980,5,ac-candidates-total,6.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-1,1985,AcGenMay1985,5,ac-candidates-total,6.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-1,1990,AcGenFeb1990,2,ac-candidates-total,5.0,,src-f02858df5f42,count
IN-S06-AC-1976-1,1995,AcGenFeb1995,2,ac-candidates-total,7.0,,src-d032a31fc06c,count
IN-S06-AC-1976-1,1998,AcGenMar1998,3,ac-candidates-total,5.0,,src-841460ac0eb1,count
IN-S06-AC-1976-1,2002,AcGenDec2002,12,ac-candidates-total,3.0,,src-fd5fcb61c787,count
IN-S06-AC-1976-1,2007,AcGenDec2007,12,ac-candidates-total,6.0,,src-542153f504f1,count
IN-S06-AC-1976-10,1962,AcGenFeb1962,2,ac-candidates-total,3.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-10,1967,AcGenFeb1967,2,ac-candidates-total,5.0,,src-b34454befb7d,count
IN-S06-AC-1976-10,1972,AcGenMar1972,3,ac-candidates-total,7.0,,src-059813a80709,count
IN-S06-AC-1976-10,1975,AcGenJun1975,6,ac-candidates-total,5.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-10,1980,AcGenMay1980,5,ac-candidates-total,5.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-10,1985,AcGenMay1985,5,ac-candidates-total,4.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-10,1990,AcGenFeb1990,2,ac-candidates-total,9.0,,src-f02858df5f42,count
IN-S06-AC-1976-10,1995,AcGenFeb1995,2,ac-candidates-total,13.0,,src-d032a31fc06c,count
IN-S06-AC-1976-10,1998,AcGenMar1998,3,ac-candidates-total,12.0,,src-841460ac0eb1,count
IN-S06-AC-1976-10,2002,AcGenDec2002,12,ac-candidates-total,8.0,,src-fd5fcb61c787,count
IN-S06-AC-1976-10,2007,AcGenDec2007,12,ac-candidates-total,8.0,,src-542153f504f1,count
IN-S06-AC-1976-100,1962,AcGenFeb1962,2,ac-candidates-total,3.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-100,1967,AcGenFeb1967,2,ac-candidates-total,5.0,,src-b34454befb7d,count
IN-S06-AC-1976-100,1972,AcGenMar1972,3,ac-candidates-total,5.0,,src-059813a80709,count
IN-S06-AC-1976-100,1975,AcGenJun1975,6,ac-candidates-total,4.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-100,1980,AcGenMay1980,5,ac-candidates-total,9.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-100,1985,AcGenMay1985,5,ac-candidates-total,9.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-100,1990,AcGenFeb1990,2,ac-candidates-total,19.0,,src-f02858df5f42,count
IN-S06-AC-1976-100,1995,AcGenFeb1995,2,ac-candidates-total,25.0,,src-d032a31fc06c,count
IN-S06-AC-1976-100,1998,AcGenMar1998,3,ac-candidates-total,3.0,,src-841460ac0eb1,count
IN-S06-AC-1976-100,2002,AcGenDec2002,12,ac-candidates-total,6.0,,src-fd5fcb61c787,count
IN-S06-AC-1976-100,2007,AcGenDec2007,12,ac-candidates-total,9.0,,src-542153f504f1,count
IN-S06-AC-1976-101,1962,AcGenFeb1962,2,ac-candidates-total,3.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-101,1967,AcGenFeb1967,2,ac-candidates-total,4.0,,src-b34454befb7d,count
IN-S06-AC-1976-101,1972,AcGenMar1972,3,ac-candidates-total,4.0,,src-059813a80709,count
IN-S06-AC-1976-101,1975,AcGenJun1975,6,ac-candidates-total,4.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-101,1980,AcGenMay1980,5,ac-candidates-total,5.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-101,1985,AcGenMay1985,5,ac-candidates-total,3.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-101,1990,AcGenFeb1990,2,ac-candidates-total,11.0,,src-f02858df5f42,count
IN-S06-AC-1976-101,1995,AcGenFeb1995,2,ac-candidates-total,10.0,,src-d032a31fc06c,count
IN-S06-AC-1976-101,1998,AcGenMar1998,3,ac-candidates-total,7.0,,src-841460ac0eb1,count
IN-S06-AC-1976-101,2002,AcGenDec2002,12,ac-candidates-total,4.0,,src-fd5fcb61c787,count
IN-S06-AC-1976-101,2007,AcGenDec2007,12,ac-candidates-total,5.0,,src-542153f504f1,count
IN-S06-AC-1976-102,1962,AcGenFeb1962,2,ac-candidates-total,3.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-102,1967,AcGenFeb1967,2,ac-candidates-total,3.0,,src-b34454befb7d,count
IN-S06-AC-1976-102,1972,AcGenMar1972,3,ac-candidates-total,4.0,,src-059813a80709,count
IN-S06-AC-1976-102,1975,AcGenJun1975,6,ac-candidates-total,5.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-102,1980,AcGenMay1980,5,ac-candidates-total,2.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-102,1985,AcGenMay1985,5,ac-candidates-total,5.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-102,1990,AcGenFeb1990,2,ac-candidates-total,14.0,,src-f02858df5f42,count
IN-S06-AC-1976-102,1995,AcGenFeb1995,2,ac-candidates-total,13.0,,src-d032a31fc06c,count
IN-S06-AC-1976-102,1998,AcGenMar1998,3,ac-candidates-total,8.0,,src-841460ac0eb1,count
IN-S06-AC-1976-102,2002,AcGenDec2002,12,ac-candidates-total,2.0,,src-fd5fcb61c787,count
IN-S06-AC-1976-102,2007,AcGenDec2007,12,ac-candidates-total,6.0,,src-542153f504f1,count
IN-S06-AC-1976-103,1962,AcGenFeb1962,2,ac-candidates-total,4.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-103,1967,AcGenFeb1967,2,ac-candidates-total,4.0,,src-b34454befb7d,count
IN-S06-AC-1976-103,1972,AcGenMar1972,3,ac-candidates-total,6.0,,src-059813a80709,count
IN-S06-AC-1976-103,1975,AcGenJun1975,6,ac-candidates-total,5.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-103,1980,AcGenMay1980,5,ac-candidates-total,6.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-103,1985,AcGenMay1985,5,ac-candidates-total,9.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-103,1990,AcGenFeb1990,2,ac-candidates-total,3.0,,src-f02858df5f42,count
IN-S06-AC-1976-103,1995,AcGenFeb1995,2,ac-candidates-total,5.0,,src-d032a31fc06c,count
IN-S06-AC-1976-103,1998,AcGenMar1998,3,ac-candidates-total,4.0,,src-841460ac0eb1,count
IN-S06-AC-1976-103,2002,AcGenDec2002,12,ac-candidates-total,2.0,,src-fd5fcb61c787,count
IN-S06-AC-1976-103,2007,AcGenDec2007,12,ac-candidates-total,5.0,,src-542153f504f1,count
IN-S06-AC-1976-104,1962,AcGenFeb1962,2,ac-candidates-total,3.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-104,1967,AcGenFeb1967,2,ac-candidates-total,4.0,,src-b34454befb7d,count
IN-S06-AC-1976-104,1972,AcGenMar1972,3,ac-candidates-total,6.0,,src-059813a80709,count
IN-S06-AC-1976-104,1975,AcGenJun1975,6,ac-candidates-total,4.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-104,1980,AcGenMay1980,5,ac-candidates-total,6.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-104,1985,AcGenMay1985,5,ac-candidates-total,5.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-104,1990,AcGenFeb1990,2,ac-candidates-total,7.0,,src-f02858df5f42,count
IN-S06-AC-1976-104,1995,AcGenFeb1995,2,ac-candidates-total,12.0,,src-d032a31fc06c,count
IN-S06-AC-1976-104,1998,AcGenMar1998,3,ac-candidates-total,5.0,,src-841460ac0eb1,count
IN-S06-AC-1976-104,2002,AcGenDec2002,12,ac-candidates-total,2.0,,src-fd5fcb61c787,count
IN-S06-AC-1976-104,2007,AcGenDec2007,12,ac-candidates-total,3.0,,src-542153f504f1,count
IN-S06-AC-1976-105,1962,AcGenFeb1962,2,ac-candidates-total,3.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-105,1967,AcGenFeb1967,2,ac-candidates-total,3.0,,src-b34454befb7d,count
IN-S06-AC-1976-105,1972,AcGenMar1972,3,ac-candidates-total,2.0,,src-059813a80709,count
IN-S06-AC-1976-105,1975,AcGenJun1975,6,ac-candidates-total,6.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-105,1980,AcGenMay1980,5,ac-candidates-total,6.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-105,1985,AcGenMay1985,5,ac-candidates-total,9.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-105,1990,AcGenFeb1990,2,ac-candidates-total,8.0,,src-f02858df5f42,count
IN-S06-AC-1976-105,1995,AcGenFeb1995,2,ac-candidates-total,15.0,,src-d032a31fc06c,count
IN-S06-AC-1976-105,1998,AcGenMar1998,3,ac-candidates-total,4.0,,src-841460ac0eb1,count
IN-S06-AC-1976-105,2002,AcGenDec2002,12,ac-candidates-total,4.0,,src-fd5fcb61c787,count
IN-S06-AC-1976-105,2007,AcGenDec2007,12,ac-candidates-total,11.0,,src-542153f504f1,count
IN-S06-AC-1976-106,1962,AcGenFeb1962,2,ac-candidates-total,3.0,,src-e3bfe1902b4e,count
IN-S06-AC-1976-106,1967,AcGenFeb1967,2,ac-candidates-total,4.0,,src-b34454befb7d,count
IN-S06-AC-1976-106,1972,AcGenMar1972,3,ac-candidates-total,4.0,,src-059813a80709,count
IN-S06-AC-1976-106,1975,AcGenJun1975,6,ac-candidates-total,6.0,,src-45a3fa08ffcd,count
IN-S06-AC-1976-106,1980,AcGenMay1980,5,ac-candidates-total,9.0,,src-b05f5ec0aecb,count
IN-S06-AC-1976-106,1985,AcGenMay1985,5,ac-candidates-total,16.0,,src-d6182f5de7f8,count
IN-S06-AC-1976-106,1990,AcGenFeb1990,2,ac-candidates-total,10.0,,src-f02858df5f42,count
