entity_id,year,period_label,period_seq,indicator_id,value_numeric,value_text,source_id,derivation
IN-U08-AC-2008-1,2024,AcGenOct2024,10,ac-candidates-total,8.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-10,2024,AcGenOct2024,10,ac-candidates-total,25.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-11,2024,AcGenOct2024,10,ac-candidates-total,13.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-12,2024,AcGenOct2024,10,ac-candidates-total,12.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-13,2024,AcGenOct2024,10,ac-candidates-total,13.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-14,2024,AcGenOct2024,10,ac-candidates-total,18.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-15,2024,AcGenOct2024,10,ac-candidates-total,19.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-16,2024,AcGenOct2024,10,ac-candidates-total,5.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-17,2024,AcGenOct2024,10,ac-candidates-total,6.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-18,2024,AcGenOct2024,10,ac-candidates-total,15.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-19,2024,AcGenOct2024,10,ac-candidates-total,13.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-2,2024,AcGenOct2024,10,ac-candidates-total,10.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-20,2024,AcGenOct2024,10,ac-candidates-total,10.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-21,2024,AcGenOct2024,10,ac-candidates-total,16.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-22,2024,AcGenOct2024,10,ac-candidates-total,10.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-23,2024,AcGenOct2024,10,ac-candidates-total,8.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-24,2024,AcGenOct2024,10,ac-candidates-total,10.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-25,2024,AcGenOct2024,10,ac-candidates-total,13.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-26,2024,AcGenOct2024,10,ac-candidates-total,13.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-27,2024,AcGenOct2024,10,ac-candidates-total,8.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-28,2024,AcGenOct2024,10,ac-candidates-total,12.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-29,2024,AcGenOct2024,10,ac-candidates-total,10.0,,src-be294aed1bd6,sum
IN-U08-AC-2008-3,2024,AcGenOct2024,10,ac-candidates-total,8.0,,src-be294aed1bd6,sum
