entity_id,year,period_label,period_seq,indicator_id,value_numeric,value_text,source_id,derivation
IN-PC-1976-U02-1-LsGenMay2004-C01,2004,LsGenMay2004,2,candidate-rank,1.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C02,2004,LsGenMay2004,2,candidate-rank,2.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C03,2004,LsGenMay2004,2,candidate-rank,3.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C04,2004,LsGenMay2004,2,candidate-rank,4.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C05,2004,LsGenMay2004,2,candidate-rank,5.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C06,2004,LsGenMay2004,2,candidate-rank,6.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C07,2004,LsGenMay2004,2,candidate-rank,7.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C08,2004,LsGenMay2004,2,candidate-rank,8.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C09,2004,LsGenMay2004,2,candidate-rank,9.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C10,2004,LsGenMay2004,2,candidate-rank,10.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C11,2004,LsGenMay2004,2,candidate-rank,11.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C12,2004,LsGenMay2004,2,candidate-rank,12.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C13,2004,LsGenMay2004,2,candidate-rank,13.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C14,2004,LsGenMay2004,2,candidate-rank,14.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C15,2004,LsGenMay2004,2,candidate-rank,15.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C16,2004,LsGenMay2004,2,candidate-rank,16.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenMay2004-C17,2004,LsGenMay2004,2,candidate-rank,17.0,,src-f8813ce137a0,raw
IN-PC-1976-U02-1-LsGenOct1999-C01,1999,LsGenOct1999,1,candidate-rank,1.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C02,1999,LsGenOct1999,1,candidate-rank,2.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C03,1999,LsGenOct1999,1,candidate-rank,3.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C04,1999,LsGenOct1999,1,candidate-rank,4.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C05,1999,LsGenOct1999,1,candidate-rank,5.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C06,1999,LsGenOct1999,1,candidate-rank,6.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C07,1999,LsGenOct1999,1,candidate-rank,7.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C08,1999,LsGenOct1999,1,candidate-rank,8.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C09,1999,LsGenOct1999,1,candidate-rank,9.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C10,1999,LsGenOct1999,1,candidate-rank,10.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C11,1999,LsGenOct1999,1,candidate-rank,11.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C12,1999,LsGenOct1999,1,candidate-rank,12.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C13,1999,LsGenOct1999,1,candidate-rank,13.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C14,1999,LsGenOct1999,1,candidate-rank,14.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C15,1999,LsGenOct1999,1,candidate-rank,15.0,,src-c3e2fd43efa5,raw
IN-PC-1976-U02-1-LsGenOct1999-C16,1999,LsGenOct1999,1,candidate-rank,16.0,,src-c3e2fd43efa5,raw
