entity_id,year,period_label,period_seq,indicator_id,value_numeric,value_text,source_id,derivation
IN-S05-AC-1976-1,1989,AcGenNov1989,11,ac-candidates-total,7.0,,src-7ea6a6c915d1,count
IN-S05-AC-1976-1,1994,AcGenNov1994,11,ac-candidates-total,7.0,,src-308d70821d95,count
IN-S05-AC-1976-1,1999,AcGenJun1999,6,ac-candidates-total,8.0,,src-5a55ef1114cd,count
IN-S05-AC-1976-1,2002,AcGenMay2002,6,ac-candidates-total,7.0,,src-fe07acd6d598,count
IN-S05-AC-1976-1,2007,AcGenJun2007,6,ac-candidates-total,7.0,,src-893fdee64357,count
IN-S05-AC-1976-10,1989,AcGenNov1989,11,ac-candidates-total,7.0,,src-7ea6a6c915d1,count
IN-S05-AC-1976-10,1994,AcGenNov1994,11,ac-candidates-total,12.0,,src-308d70821d95,count
IN-S05-AC-1976-10,1999,AcGenJun1999,6,ac-candidates-total,7.0,,src-5a55ef1114cd,count
IN-S05-AC-1976-10,2002,AcGenMay2002,6,ac-candidates-total,4.0,,src-fe07acd6d598,count
IN-S05-AC-1976-10,2007,AcGenJun2007,6,ac-candidates-total,2.0,,src-893fdee64357,count
IN-S05-AC-1976-11,1989,AcGenNov1989,11,ac-candidates-total,9.0,,src-7ea6a6c915d1,count
IN-S05-AC-1976-11,1994,AcGenNov1994,11,ac-candidates-total,5.0,,src-308d70821d95,count
IN-S05-AC-1976-11,1999,AcGenJun1999,6,ac-candidates-total,4.0,,src-5a55ef1114cd,count
IN-S05-AC-1976-11,2002,AcGenMay2002,6,ac-candidates-total,6.0,,src-fe07acd6d598,count
IN-S05-AC-1976-11,2007,AcGenJun2007,6,ac-candidates-total,6.0,,src-893fdee64357,count
IN-S05-AC-1976-12,1989,AcGenNov1989,11,ac-candidates-total,5.0,,src-7ea6a6c915d1,count
IN-S05-AC-1976-12,1994,AcGenNov1994,11,ac-candidates-total,8.0,,src-308d70821d95,count
IN-S05-AC-1976-12,1999,AcGenJun1999,6,ac-candidates-total,5.0,,src-5a55ef1114cd,count
IN-S05-AC-1976-12,2002,AcGenMay2002,6,ac-candidates-total,11.0,,src-fe07acd6d598,count
IN-S05-AC-1976-12,2007,AcGenJun2007,6,ac-candidates-total,9.0,,src-893fdee64357,count
IN-S05-AC-1976-13,1989,AcGenNov1989,11,ac-candidates-total,8.0,,src-7ea6a6c915d1,count
IN-S05-AC-1976-13,1994,AcGenNov1994,11,ac-candidates-total,12.0,,src-308d70821d95,count
