entity_id,year,period_label,period_seq,indicator_id,value_numeric,value_text,source_id,derivation
IN-S17-AC-1976-1,1977,AcGenNov1977,11,ac-candidates-total,6.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-1,1982,AcGenNov1982,11,ac-candidates-total,4.0,,src-6733e3732548,count
IN-S17-AC-1976-1,1987,AcGenNov1987,11,ac-candidates-total,4.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-1,1989,AcGenJan1989,11,ac-candidates-total,3.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-1,1993,AcGenFeb1993,2,ac-candidates-total,5.0,,src-9ba519679009,count
IN-S17-AC-1976-1,1998,AcGenFeb1998,2,ac-candidates-total,1.0,,src-b51245a2bd86,count
IN-S17-AC-1976-1,2003,AcGenFeb2003,3,ac-candidates-total,5.0,,src-2904a41e5835,count
IN-S17-AC-1976-10,1977,AcGenNov1977,11,ac-candidates-total,3.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-10,1982,AcGenNov1982,11,ac-candidates-total,6.0,,src-6733e3732548,count
IN-S17-AC-1976-10,1987,AcGenNov1987,11,ac-candidates-total,3.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-10,1989,AcGenJan1989,11,ac-candidates-total,2.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-10,1993,AcGenFeb1993,2,ac-candidates-total,1.0,,src-9ba519679009,count
IN-S17-AC-1976-10,1998,AcGenFeb1998,2,ac-candidates-total,1.0,,src-b51245a2bd86,count
IN-S17-AC-1976-10,2003,AcGenFeb2003,3,ac-candidates-total,2.0,,src-2904a41e5835,count
IN-S17-AC-1976-11,1977,AcGenNov1977,11,ac-candidates-total,4.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-11,1982,AcGenNov1982,11,ac-candidates-total,5.0,,src-6733e3732548,count
IN-S17-AC-1976-11,1987,AcGenNov1987,11,ac-candidates-total,5.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-11,1989,AcGenJan1989,11,ac-candidates-total,2.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-11,1993,AcGenFeb1993,2,ac-candidates-total,3.0,,src-9ba519679009,count
IN-S17-AC-1976-11,1998,AcGenFeb1998,2,ac-candidates-total,1.0,,src-b51245a2bd86,count
IN-S17-AC-1976-11,2003,AcGenFeb2003,3,ac-candidates-total,4.0,,src-2904a41e5835,count
IN-S17-AC-1976-12,1977,AcGenNov1977,11,ac-candidates-total,2.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-12,1982,AcGenNov1982,11,ac-candidates-total,4.0,,src-6733e3732548,count
IN-S17-AC-1976-12,1987,AcGenNov1987,11,ac-candidates-total,3.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-12,1989,AcGenJan1989,11,ac-candidates-total,2.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-12,1993,AcGenFeb1993,2,ac-candidates-total,2.0,,src-9ba519679009,count
IN-S17-AC-1976-12,1998,AcGenFeb1998,2,ac-candidates-total,1.0,,src-b51245a2bd86,count
IN-S17-AC-1976-12,2003,AcGenFeb2003,3,ac-candidates-total,5.0,,src-2904a41e5835,count
IN-S17-AC-1976-13,1977,AcGenNov1977,11,ac-candidates-total,2.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-13,1982,AcGenNov1982,11,ac-candidates-total,3.0,,src-6733e3732548,count
IN-S17-AC-1976-13,1987,AcGenNov1987,11,ac-candidates-total,3.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-13,1989,AcGenJan1989,11,ac-candidates-total,3.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-13,1993,AcGenFeb1993,2,ac-candidates-total,3.0,,src-9ba519679009,count
IN-S17-AC-1976-13,1998,AcGenFeb1998,2,ac-candidates-total,1.0,,src-b51245a2bd86,count
IN-S17-AC-1976-13,2003,AcGenFeb2003,3,ac-candidates-total,4.0,,src-2904a41e5835,count
IN-S17-AC-1976-14,1977,AcGenNov1977,11,ac-candidates-total,4.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-14,1982,AcGenNov1982,11,ac-candidates-total,3.0,,src-6733e3732548,count
IN-S17-AC-1976-14,1987,AcGenNov1987,11,ac-candidates-total,4.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-14,1989,AcGenJan1989,11,ac-candidates-total,2.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-14,1993,AcGenFeb1993,2,ac-candidates-total,3.0,,src-9ba519679009,count
IN-S17-AC-1976-14,1998,AcGenFeb1998,2,ac-candidates-total,2.0,,src-b51245a2bd86,count
IN-S17-AC-1976-14,2003,AcGenFeb2003,3,ac-candidates-total,4.0,,src-2904a41e5835,count
IN-S17-AC-1976-15,1977,AcGenNov1977,11,ac-candidates-total,1.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-15,1982,AcGenNov1982,11,ac-candidates-total,5.0,,src-6733e3732548,count
IN-S17-AC-1976-15,1987,AcGenNov1987,11,ac-candidates-total,4.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-15,1989,AcGenJan1989,11,ac-candidates-total,2.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-15,1993,AcGenFeb1993,2,ac-candidates-total,3.0,,src-9ba519679009,count
IN-S17-AC-1976-15,1998,AcGenFeb1998,2,ac-candidates-total,1.0,,src-b51245a2bd86,count
IN-S17-AC-1976-15,2003,AcGenFeb2003,3,ac-candidates-total,2.0,,src-2904a41e5835,count
IN-S17-AC-1976-16,1977,AcGenNov1977,11,ac-candidates-total,4.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-16,1982,AcGenNov1982,11,ac-candidates-total,3.0,,src-6733e3732548,count
IN-S17-AC-1976-16,1987,AcGenNov1987,11,ac-candidates-total,2.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-16,1989,AcGenJan1989,11,ac-candidates-total,2.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-16,1993,AcGenFeb1993,2,ac-candidates-total,2.0,,src-9ba519679009,count
IN-S17-AC-1976-16,1998,AcGenFeb1998,2,ac-candidates-total,1.0,,src-b51245a2bd86,count
IN-S17-AC-1976-16,2003,AcGenFeb2003,3,ac-candidates-total,3.0,,src-2904a41e5835,count
IN-S17-AC-1976-17,1977,AcGenNov1977,11,ac-candidates-total,4.0,,src-7c6b30f97b01,count
IN-S17-AC-1976-17,1982,AcGenNov1982,11,ac-candidates-total,7.0,,src-6733e3732548,count
IN-S17-AC-1976-17,1987,AcGenNov1987,11,ac-candidates-total,3.0,,src-a024b7a7a8d0,count
IN-S17-AC-1976-17,1989,AcGenJan1989,11,ac-candidates-total,3.0,,src-e1ba8e60ae55,count
IN-S17-AC-1976-17,1993,AcGenFeb1993,2,ac-candidates-total,3.0,,src-9ba519679009,count
IN-S17-AC-1976-17,1998,AcGenFeb1998,2,ac-candidates-total,1.0,,src-b51245a2bd86,count
IN-S17-AC-1976-17,2003,AcGenFeb2003,3,ac-candidates-total,4.0,,src-2904a41e5835,count
