entity_id,year,period_label,period_seq,indicator_id,value_numeric,value_text,source_id,derivation
IN-S10-AC-1976-1,1978,AcGenFeb1978,2,ac-candidates-total,5.0,,src-5ea8e5f3b5d7,count
IN-S10-AC-1976-1,1983,AcGenMay1983,5,ac-candidates-total,7.0,,src-88c6bccce8b6,count
IN-S10-AC-1976-1,1985,AcGenMay1985,5,ac-candidates-total,8.0,,src-a1fd482c2f5b,count
IN-S10-AC-1976-1,1989,AcGenNov1989,11,ac-candidates-total,8.0,,src-a7d1336ded8d,count
IN-S10-AC-1976-1,1994,AcGenDec1994,11,ac-candidates-total,8.0,,src-955b91b8705e,count
IN-S10-AC-1976-1,1999,AcGenSep1999,10,ac-candidates-total,10.0,,src-1a69f6c8f902,count
IN-S10-AC-1976-1,2004,AcGenApr2004,5,ac-candidates-total,8.0,,src-cbafd828698c,count
IN-S10-AC-1976-10,1978,AcGenFeb1978,2,ac-candidates-total,10.0,,src-5ea8e5f3b5d7,count
IN-S10-AC-1976-10,1983,AcGenMay1983,5,ac-candidates-total,13.0,,src-88c6bccce8b6,count
IN-S10-AC-1976-10,1985,AcGenMay1985,5,ac-candidates-total,14.0,,src-a1fd482c2f5b,count
IN-S10-AC-1976-10,1989,AcGenNov1989,11,ac-candidates-total,13.0,,src-a7d1336ded8d,count
IN-S10-AC-1976-10,1994,AcGenDec1994,11,ac-candidates-total,18.0,,src-955b91b8705e,count
IN-S10-AC-1976-10,1999,AcGenSep1999,10,ac-candidates-total,5.0,,src-1a69f6c8f902,count
IN-S10-AC-1976-10,2004,AcGenApr2004,5,ac-candidates-total,15.0,,src-cbafd828698c,count
IN-S10-AC-1976-100,1978,AcGenFeb1978,2,ac-candidates-total,5.0,,src-5ea8e5f3b5d7,count
IN-S10-AC-1976-100,1983,AcGenMay1983,5,ac-candidates-total,6.0,,src-88c6bccce8b6,count
IN-S10-AC-1976-100,1985,AcGenMay1985,5,ac-candidates-total,3.0,,src-a1fd482c2f5b,count
