election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenMar2022,S14,AC,1,Khundrakpam,27777,24911,89.68,1,Thokchom Lokeshwar Singh,INC,,12211,49.02,1,0,M,55,GEN
AcGenMar2022,S14,AC,1,Khundrakpam,27777,24911,89.68,2,Thangjam Mohendro Singh,BJP,,11996,48.16,0,0,M,64,GEN
AcGenMar2022,S14,AC,1,Khundrakpam,27777,24911,89.68,3,Elangbam Sovid Singh,RPPRINAT,,497,2.0,0,0,M,45,GEN
AcGenMar2022,S14,AC,1,Khundrakpam,27777,24911,89.68,4,Thangjam Shyam Singh,SHS,,40,0.16,0,0,M,60,GEN
AcGenMar2022,S14,AC,1,Khundrakpam,27777,24911,89.68,5,NOTA,NOTA,,167,0.67,0,1,,,
AcGenMar2022,S14,AC,2,Heingang,34177,31596,92.45,1,NONGTHOMBAM BIREN SINGH,BJP,,24814,78.54,1,0,M,61,GEN
AcGenMar2022,S14,AC,2,Heingang,34177,31596,92.45,2,PANGEIJAM SARATCHANDRA SINGH,INC,,6543,20.71,0,0,M,57,GEN
AcGenMar2022,S14,AC,2,Heingang,34177,31596,92.45,3,NOTA,NOTA,,239,0.76,0,1,,,
AcGenMar2022,S14,AC,3,Khurai,35747,33110,92.62,1,LEISHANGTHEM SUSINDRO MEITEI,BJP,,11131,33.62,1,0,M,38,GEN
AcGenMar2022,S14,AC,3,Khurai,35747,33110,92.62,2,LAITONJAM JAYANANDA SINGH,NPEP,,8894,26.86,0,0,M,31,GEN
AcGenMar2022,S14,AC,3,Khurai,35747,33110,92.62,3,KHAGOKPAM KHAMBA SINGH,RPPRINAT,,6792,20.51,0,0,M,64,GEN
AcGenMar2022,S14,AC,3,Khurai,35747,33110,92.62,4,TOIJAM LOKENDRO SINGH,JD(U),,2922,8.83,0,0,M,33,GEN
AcGenMar2022,S14,AC,3,Khurai,35747,33110,92.62,5,KHURAIJAM RATANKUMAR SINGH,NCP,,2461,7.43,0,0,M,67,GEN
