election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenFeb2023,S15,AC,1,Nartiang (ST),44478,40827,91.79,1,Sniawbhalang Dhar,NPEP,,16969,41.56,1,0,M,41,ST
AcGenFeb2023,S15,AC,1,Nartiang (ST),44478,40827,91.79,2,Emlang Laloo,INC,,14846,36.36,0,0,M,58,ST
AcGenFeb2023,S15,AC,1,Nartiang (ST),44478,40827,91.79,3,Generous Paslein,IND,,7404,18.14,0,0,M,26,ST
AcGenFeb2023,S15,AC,1,Nartiang (ST),44478,40827,91.79,4,Dawan Lyngdoh,UDP,,893,2.19,0,0,M,29,ST
AcGenFeb2023,S15,AC,1,Nartiang (ST),44478,40827,91.79,5,Rimiki Sari,BJP,,282,0.69,0,0,M,32,ST
AcGenFeb2023,S15,AC,1,Nartiang (ST),44478,40827,91.79,6,NOTA,NOTA,,433,1.06,0,1,,,
AcGenFeb2023,S15,AC,2,Jowai (ST),40581,36716,90.48,1,Wailadmiki Shylla,NPEP,,14079,38.35,1,0,M,31,ST
AcGenFeb2023,S15,AC,2,Jowai (ST),40581,36716,90.48,2,Awhai Andrew Shullai,AITC,,11412,31.08,0,0,M,40,ST
AcGenFeb2023,S15,AC,2,Jowai (ST),40581,36716,90.48,3,Moonlight Pariat,UDP,,10260,27.94,0,0,M,60,ST
AcGenFeb2023,S15,AC,2,Jowai (ST),40581,36716,90.48,4,Allan Keith Suchiang,BJP,,326,0.89,0,0,M,56,ST
AcGenFeb2023,S15,AC,2,Jowai (ST),40581,36716,90.48,5,Daniel Dann,INC,,216,0.59,0,0,M,59,ST
AcGenFeb2023,S15,AC,2,Jowai (ST),40581,36716,90.48,6,NOTA,NOTA,,423,1.15,0,1,,,
AcGenFeb2023,S15,AC,3,Raliang (ST),39074,35461,90.75,1,Coming One Ymbon,NPEP,,13626,38.43,1,0,M,51,ST
AcGenFeb2023,S15,AC,3,Raliang (ST),39074,35461,90.75,2,Lakhon Biam,BJP,,8289,23.37,0,0,M,47,ST
AcGenFeb2023,S15,AC,3,Raliang (ST),39074,35461,90.75,3,J Treilang Suchiang,UDP,,5250,14.8,0,0,M,38,ST
AcGenFeb2023,S15,AC,3,Raliang (ST),39074,35461,90.75,4,Richard Singh Lyngdoh,INC,,4154,11.71,0,0,M,59,ST
AcGenFeb2023,S15,AC,3,Raliang (ST),39074,35461,90.75,5,Shemhok Garod,PDF,,2513,7.09,0,0,M,48,ST
AcGenFeb2023,S15,AC,3,Raliang (ST),39074,35461,90.75,6,NOTA,NOTA,,360,1.02,0,1,,,
AcGenFeb2023,S15,AC,4,Mowkaiaw (ST),38967,36747,94.3,1,Nujorki Sungoh,UDP,,14508,39.48,1,0,M,34,ST
AcGenFeb2023,S15,AC,4,Mowkaiaw (ST),38967,36747,94.3,2,Habahun Dkhar,NPEP,,10607,28.86,0,0,M,36,ST
AcGenFeb2023,S15,AC,4,Mowkaiaw (ST),38967,36747,94.3,3,Nehemayah Tyngkan,INC,,10290,28.0,0,0,M,38,ST
AcGenFeb2023,S15,AC,4,Mowkaiaw (ST),38967,36747,94.3,4,Lasting Suchiang,AITC,,872,2.37,0,0,M,44,ST
