state_code,constituency_no,constituency_name,n_oracles_present,n_oracles_agreeing,oracles_agreeing,oracles_disagreeing,winner_party_id_consensus,winner_party_id_per_oracle,winner_candidate_per_oracle,verdict,curator_note,curator_source_id
bihar,180,PURNIA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.IND,bhukyavenkatamahesh-pc=parties.IN.IND|yen-gov-canonical-pc=parties.IN.IND,bhukyavenkatamahesh-pc=RAJESH RANJAN ALIAS PAPPU YADAV|yen-gov-canonical-pc=RAJESH RANJAN ALIAS PAPPU YADAV,VERIFIED,,
bihar,181,PURVI CHAMPARAN,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RADHA MOHAN SINGH|yen-gov-canonical-pc=RADHA MOHAN SINGH,VERIFIED,,
bihar,182,SAMASTIPUR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.LJPRV,bhukyavenkatamahesh-pc=parties.IN.LJPRV|yen-gov-canonical-pc=parties.IN.LJPRV,bhukyavenkatamahesh-pc=SHAMBHAVI|yen-gov-canonical-pc=SHAMBHAVI,VERIFIED,,
bihar,183,SARAN,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RAJIV PRATAP RUDY|yen-gov-canonical-pc=RAJIV PRATAP RUDY,VERIFIED,,
bihar,184,SASARAM,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=MANOJ KUMAR|yen-gov-canonical-pc=MANOJ KUMAR,VERIFIED,,
bihar,185,SHEOHAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.JDU,bhukyavenkatamahesh-pc=parties.IN.JDU|yen-gov-canonical-pc=parties.IN.JDU,bhukyavenkatamahesh-pc=LOVELY ANAND|yen-gov-canonical-pc=LOVELY ANAND,VERIFIED,,
bihar,186,SITAMARHI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.JDU,bhukyavenkatamahesh-pc=parties.IN.JDU|yen-gov-canonical-pc=parties.IN.JDU,bhukyavenkatamahesh-pc=DEVESH CHANDRA THAKUR|yen-gov-canonical-pc=DEVESH CHANDRA THAKUR,VERIFIED,,
bihar,187,SIWAN,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.JDU,bhukyavenkatamahesh-pc=parties.IN.JDU|yen-gov-canonical-pc=parties.IN.JDU,bhukyavenkatamahesh-pc=VIJAYLAKSHMI DEVI|yen-gov-canonical-pc=VIJAYLAKSHMI DEVI,VERIFIED,,
bihar,188,SUPAUL,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.JDU,bhukyavenkatamahesh-pc=parties.IN.JDU|yen-gov-canonical-pc=parties.IN.JDU,bhukyavenkatamahesh-pc=DILESHWAR KAMAIT|yen-gov-canonical-pc=DILESHWAR KAMAIT,VERIFIED,,
bihar,189,UJIARPUR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=NITYANAND RAI|yen-gov-canonical-pc=NITYANAND RAI,VERIFIED,,
bihar,190,VAISHALI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.LJPRV,bhukyavenkatamahesh-pc=parties.IN.LJPRV|yen-gov-canonical-pc=parties.IN.LJPRV,bhukyavenkatamahesh-pc=VEENA DEVI|yen-gov-canonical-pc=VEENA DEVI,VERIFIED,,
bihar,191,VALMIKI NAGAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.JDU,bhukyavenkatamahesh-pc=parties.IN.JDU|yen-gov-canonical-pc=parties.IN.JDU,bhukyavenkatamahesh-pc=SUNIL KUMAR|yen-gov-canonical-pc=SUNIL KUMAR,VERIFIED,,
chandigarh,eci1,CHANDIGARH,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=MANISH TEWARI|yen-gov-canonical-pc=MANISH TEWARI,VERIFIED,,
chhattisgarh,294,BASTAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=MAHESH KASHYAP|yen-gov-canonical-pc=MAHESH KASHYAP,VERIFIED,,
chhattisgarh,295,BILASPUR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=TOKHAN SAHU|yen-gov-canonical-pc=TOKHAN SAHU,VERIFIED,,
chhattisgarh,296,DURG,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=VIJAY BAGHEL|yen-gov-canonical-pc=VIJAY BAGHEL,VERIFIED,,
chhattisgarh,297,JANJGIR-CHAMPA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=KAMLESH JANGDE|yen-gov-canonical-pc=KAMLESH JANGDE,VERIFIED,,
chhattisgarh,298,KANKER,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=BHOJRAJ NAG|yen-gov-canonical-pc=BHOJRAJ NAG,VERIFIED,,
chhattisgarh,299,KORBA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=JYOTSNA CHARANDAS MAHANT|yen-gov-canonical-pc=JYOTSNA CHARANDAS MAHANT,VERIFIED,,
chhattisgarh,300,MAHASAMUND,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=ROOP KUMARI CHOUDHARY|yen-gov-canonical-pc=ROOP KUMARI CHOUDHARY,VERIFIED,,
chhattisgarh,301,RAIGARH,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RADHESHYAM RATHIYA|yen-gov-canonical-pc=RADHESHYAM RATHIYA,VERIFIED,,
chhattisgarh,302,RAIPUR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=BRIJMOHAN AGRAWAL|yen-gov-canonical-pc=BRIJMOHAN AGRAWAL,VERIFIED,,
chhattisgarh,303,RAJNANDGAON,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=SANTOSH PANDEY|yen-gov-canonical-pc=SANTOSH PANDEY,VERIFIED,,
chhattisgarh,304,SURGUJA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=CHINTAMANI MAHARAJ|yen-gov-canonical-pc=CHINTAMANI MAHARAJ,VERIFIED,,
dadra-and-nagar-haveli-and-daman-and-diu,360,DAMAN & DIU,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.IND,bhukyavenkatamahesh-pc=parties.IN.IND|yen-gov-canonical-pc=parties.IN.IND,bhukyavenkatamahesh-pc=PATEL UMESHBHAI BABUBHAI|yen-gov-canonical-pc=PATEL UMESHBHAI BABUBHAI,VERIFIED,,
dadra-and-nagar-haveli-and-daman-and-diu,eci2,DADAR & NAGAR HAVELI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DELKAR KALABEN MOHANBHAI|yen-gov-canonical-pc=DELKAR KALABEN MOHANBHAI,VERIFIED,,
delhi,eci1,CHANDNI CHOWK,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=PRAVEEN KHANDELWAL|yen-gov-canonical-pc=PRAVEEN KHANDELWAL,VERIFIED,,
delhi,eci2,NORTH-EAST DELHI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=MANOJ TIWARI|yen-gov-canonical-pc=MANOJ TIWARI,VERIFIED,,
delhi,eci3,EAST DELHI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=HARSH MALHOTRA|yen-gov-canonical-pc=HARSH MALHOTRA,VERIFIED,,
delhi,eci4,NEW DELHI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=BANSURI SWARAJ|yen-gov-canonical-pc=BANSURI SWARAJ,VERIFIED,,
delhi,eci5,NORTH-WEST DELHI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=YOGENDER CHANDOLIYA|yen-gov-canonical-pc=YOGENDER CHANDOLIYA,VERIFIED,,
delhi,eci6,WEST DELHI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=KAMALJEET SEHRAWAT|yen-gov-canonical-pc=KAMALJEET SEHRAWAT,VERIFIED,,
delhi,eci7,SOUTH DELHI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RAMVIR SINGH BIDHURI|yen-gov-canonical-pc=RAMVIR SINGH BIDHURI,VERIFIED,,
goa,480,NORTH GOA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=SHRIPAD YESSO NAIK|yen-gov-canonical-pc=SHRIPAD YESSO NAIK,VERIFIED,,
goa,481,SOUTH GOA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=CAPTAIN  VIRIATO FERNANDES|yen-gov-canonical-pc=CAPTAIN VIRIATO FERNANDES,VERIFIED,,
gujarat,334,AHMEDABAD EAST,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=HASMUKHBHAI PATEL (H.S.PATEL)|yen-gov-canonical-pc=HASMUKHBHAI PATEL (H.S.PATEL),VERIFIED,,
gujarat,335,AHMEDABAD WEST,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DINESHBHAI MAKWANA (ADVOCATE)|yen-gov-canonical-pc=DINESHBHAI MAKWANA (ADVOCATE),VERIFIED,,
gujarat,336,AMRELI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=BHARATBHAI MANUBHAI SUTARIYA|yen-gov-canonical-pc=BHARATBHAI MANUBHAI SUTARIYA,VERIFIED,,
gujarat,337,ANAND,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=MITESH PATEL (BAKABHAI)|yen-gov-canonical-pc=MITESH PATEL (BAKABHAI),VERIFIED,,
gujarat,338,BANASKANTHA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=GENIBEN NAGAJI THAKOR|yen-gov-canonical-pc=GENIBEN NAGAJI THAKOR,VERIFIED,,
gujarat,339,BARDOLI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=PARBHUBHAI NAGARBHAI VASAVA|yen-gov-canonical-pc=PARBHUBHAI NAGARBHAI VASAVA,VERIFIED,,
gujarat,340,BHARUCH,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=MANSUKHBHAI DHANJIBHAI VASAVA|yen-gov-canonical-pc=MANSUKHBHAI DHANJIBHAI VASAVA,VERIFIED,,
gujarat,341,BHAVNAGAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA)|yen-gov-canonical-pc=NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),VERIFIED,,
gujarat,342,CHHOTA UDAIPUR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=JASHUBHAI BHILUBHAI RATHVA|yen-gov-canonical-pc=JASHUBHAI BHILUBHAI RATHVA,VERIFIED,,
gujarat,343,DAHOD,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=JASWANTSINH SUMANBHAI BHABHOR|yen-gov-canonical-pc=JASWANTSINH SUMANBHAI BHABHOR,VERIFIED,,
gujarat,344,GANDHINAGAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=AMIT SHAH|yen-gov-canonical-pc=AMIT SHAH,VERIFIED,,
gujarat,345,JAMNAGAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=POONAMBEN HEMATBHAI MAADAM|yen-gov-canonical-pc=POONAMBEN HEMATBHAI MAADAM,VERIFIED,,
gujarat,346,JUNAGADH,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=CHUDASAMA RAJESHBHAI NARANBHAI|yen-gov-canonical-pc=CHUDASAMA RAJESHBHAI NARANBHAI,VERIFIED,,
gujarat,347,KACHCHH,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=CHAVDA VINOD LAKHAMSHI|yen-gov-canonical-pc=CHAVDA VINOD LAKHAMSHI,VERIFIED,,
gujarat,348,KHEDA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DEVUSINH CHAUHAN|yen-gov-canonical-pc=DEVUSINH CHAUHAN,VERIFIED,,
gujarat,349,MAHESANA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=HARIBHAI PATEL|yen-gov-canonical-pc=HARIBHAI PATEL,VERIFIED,,
gujarat,350,NAVSARI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=C R PATIL|yen-gov-canonical-pc=C R PATIL,VERIFIED,,
gujarat,351,PANCHMAHAL,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RAJPALSINH MAHENDRASINH JADAV|yen-gov-canonical-pc=RAJPALSINH MAHENDRASINH JADAV,VERIFIED,,
gujarat,352,PATAN,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DABHI  BHARATSINHJI  SHANKARJI|yen-gov-canonical-pc=DABHI BHARATSINHJI SHANKARJI,VERIFIED,,
gujarat,353,PORBANDAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DR. MANSUKH MANDAVIYA|yen-gov-canonical-pc=DR. MANSUKH MANDAVIYA,VERIFIED,,
gujarat,354,RAJKOT,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=PARSHOTTAMBHAI RUPALA|yen-gov-canonical-pc=PARSHOTTAMBHAI RUPALA,VERIFIED,,
gujarat,355,SABARKANTHA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=SHOBHANABEN MAHENDRASINH BARAIYA|yen-gov-canonical-pc=SHOBHANABEN MAHENDRASINH BARAIYA,VERIFIED,,
gujarat,357,SURENDRANAGAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=CHANDUBHAI CHHAGANBHAI SHIHORA|yen-gov-canonical-pc=CHANDUBHAI CHHAGANBHAI SHIHORA,VERIFIED,,
gujarat,358,VADODARA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DR. HEMANG JOSHI|yen-gov-canonical-pc=DR. HEMANG JOSHI,VERIFIED,,
gujarat,359,VALSAD,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DHAVAL LAXMANBHAI  PATEL|yen-gov-canonical-pc=DHAVAL LAXMANBHAI PATEL,VERIFIED,,
gujarat,?,SURAT,1,1,bhukyavenkatamahesh-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=MUKESHKUMAR CHANDRAKAANT DALAL,UNVERIFIED,,
haryana,30,AMBALA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=VARUN CHAUDHRY|yen-gov-canonical-pc=VARUN CHAUDHRY,VERIFIED,,
haryana,31,BHIWANI-MAHENDRAGARH,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DHARAMBIR SINGH|yen-gov-canonical-pc=DHARAMBIR SINGH,VERIFIED,,
haryana,32,FARIDABAD,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=KRISHAN PAL|yen-gov-canonical-pc=KRISHAN PAL,VERIFIED,,
haryana,33,GURGAON,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RAO INDERJIT SINGH|yen-gov-canonical-pc=RAO INDERJIT SINGH,VERIFIED,,
haryana,34,HISAR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=JAI PARKASH (J P) S/O HARIKESH|yen-gov-canonical-pc=JAI PARKASH (J P) S/O HARIKESH,VERIFIED,,
haryana,35,KARNAL,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=MANOHAR LAL|yen-gov-canonical-pc=MANOHAR LAL,VERIFIED,,
haryana,36,KURUKSHETRA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=NAVEEN JINDAL|yen-gov-canonical-pc=NAVEEN JINDAL,VERIFIED,,
haryana,37,ROHTAK,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=DEEPENDER SINGH HOODA|yen-gov-canonical-pc=DEEPENDER SINGH HOODA,VERIFIED,,
haryana,38,SIRSA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=SELJA|yen-gov-canonical-pc=SELJA,VERIFIED,,
haryana,39,SONIPAT,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=SATPAL BRAHAMCHARI|yen-gov-canonical-pc=SATPAL BRAHAMCHARI,VERIFIED,,
himachal-pradesh,7,HAMIRPUR,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=ANURAG SINGH THAKUR|yen-gov-canonical-pc=ANURAG SINGH THAKUR,VERIFIED,,
himachal-pradesh,8,KANGRA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DR RAJEEV BHARDWAJ|yen-gov-canonical-pc=DR RAJEEV BHARDWAJ,VERIFIED,,
himachal-pradesh,9,MANDI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=KANGNA RANAUT|yen-gov-canonical-pc=KANGNA RANAUT,VERIFIED,,
himachal-pradesh,10,SHIMLA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=Suresh Kumar Kashyap|yen-gov-canonical-pc=Suresh Kumar Kashyap,VERIFIED,,
jammu-and-kashmir,1,ANANTNAG-RAJOURI,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.JKNC,bhukyavenkatamahesh-pc=parties.IN.JKNC|yen-gov-canonical-pc=parties.IN.JKNC,bhukyavenkatamahesh-pc=MIAN ALTAF AHMAD|yen-gov-canonical-pc=MIAN ALTAF AHMAD,VERIFIED,,
jammu-and-kashmir,2,BARAMULLA,2,2,bhukyavenkatamahesh-pc|yen-gov-canonical-pc,,parties.IN.IND,bhukyavenkatamahesh-pc=parties.IN.IND|yen-gov-canonical-pc=parties.IN.IND,bhukyavenkatamahesh-pc=ABDUL RASHID SHEIKH|yen-gov-canonical-pc=ABDUL RASHID SHEIKH,VERIFIED,,
