state,year,total_votes,n_parties_inside_threshold,cumsum_pct,n_outside_threshold,outside_vote_pct,unk_outside_threshold,outside_labels
karnataka,1996,19485780,5,97.5,16,2.5,0,AIIC(T) | BNJP | BSP | CPI | CPM | JP | KCVP | KP | KRRS | PHK | PSSS | RPI | SHS | SP | SUP | UIDC
karnataka,1997,309408,4,99.9,1,0.1,0,SAP
karnataka,1998,21993206,4,96.2,22,3.8,0,ABHM | AJBP | BMSM | BSP | CPI | CPI(ML)(L) | CPM | IND | JP | KCVP | KRRS | KTVP | KVP | MP | MUL | PDP | PSSS | RJD | RJDP | RPI | SAP | SP
karnataka,1999,44579173,5,98.0,18,2.0,0,ABHM | ABHS | ABJS | ADMK | AJBP | BRPP | BSP | CPI | CPI(ML)(L) | CPM | KCVP | KRRS | NCP | PPOI | RJD | RPI | SP | SYP
kerala,1962,5528983,5,95.5,3,4.5,0,JS | RSP | SWA
kerala,1965,6330337,6,96.2,1,3.8,0,ML
kerala,1967,12552419,7,97.4,3,2.6,0,BJS | PSP | SWA
kerala,1970,7946210,11,96.1,8,3.9,0,ASP | BJS | DMK | KSP | NCN | PSP | SUC | SWA
kerala,1971,6528863,8,95.6,5,4.4,0,BJS | ISP | NCO | SSP | SWA
kerala,1972,57699,2,100.0,0,0.0,0,
kerala,1977,17628714,9,96.3,3,3.7,0,ADK | RSP | SUC
kerala,1978,67716,3,100.0,0,0.0,0,
kerala,1979,270691,9,99.9,1,0.1,0,KCP
kerala,1980,17713968,10,96.8,6,3.2,0,ADK | ILP | JNP(S) | KCP | KEC(J) | SUC
kerala,1982,9562844,11,95.2,3,4.8,0,BJP | IC(S) | NDP
kerala,1984,11137519,10,96.6,2,3.4,0,BJP | LKD
kerala,1985,227140,6,100.0,0,0.0,0,
kerala,1986,70066,3,100.0,0,0.0,0,
kerala,1987,12744894,9,97.3,2,2.7,0,LKD | RSP
kerala,1989,14912541,9,97.3,6,2.7,0,BSP | DKP | JD | JNP (JP) | KEC | SUC
kerala,1991,28429079,10,96.5,13,3.5,0,BSP | CPM(K) | DDP | DKP | DPI | JP | LKD | MMK(M) | NDP | RPI | RSP | SAP | UCPI
kerala,1992,159215,4,99.2,2,0.8,0,IND | JP
kerala,1993,676390,3,98.2,2,1.8,0,BSP | IND
kerala,1994,74373,3,100.0,0,0.0,0,
kerala,1995,102635,4,100.0,0,0.0,0,
kerala,1996,28664362,11,97.1,16,2.9,0,AIIC(T) | BLP | BSP | CMPKSC | FBL | ILC | INL | JP | JPSS | KEC(B) | KEC(J) | PDP | SAP | SHS | SLAP | SWJP
kerala,1997,539227,2,95.2,1,4.8,0,PDP
kerala,1998,15286475,9,96.9,9,3.1,0,BSP | INL | JP | KEC | NPP | PDP | SAP | SHS | THPI
kerala,1999,15377976,8,96.1,7,3.9,0,AJBP | BSP | JD(S) | JD(U) | RJD | SHS | SRP
lakshadweep,1967,11807,1,100.0,0,0.0,0,
lakshadweep,1977,16386,2,100.0,0,0.0,0,
lakshadweep,1980,17772,2,96.1,1,3.9,0,INC(I)
lakshadweep,1984,19023,2,100.0,0,0.0,0,
lakshadweep,1989,25490,2,100.0,0,0.0,0,
lakshadweep,1991,25321,2,100.0,0,0.0,0,
lakshadweep,1996,30188,2,100.0,0,0.0,0,
lakshadweep,1998,31064,2,100.0,0,0.0,0,
lakshadweep,1999,29860,2,97.2,2,2.8,0,IND | JD(S)
madhya-pradesh,1962,13261567,7,95.6,4,4.4,0,CPI | FB | REP | SWA
madhya-pradesh,1963,195543,3,96.1,1,3.9,0,PSP
madhya-pradesh,1964,183215,4,100.0,0,0.0,0,
madhya-pradesh,1965,44229,3,98.8,1,1.2,0,SSP
madhya-pradesh,1967,18307613,6,95.8,4,4.2,0,CPI | CPM | JAC | RPI
madhya-pradesh,1968,23284,2,97.8,1,2.2,0,IND
madhya-pradesh,1970,467754,5,96.7,4,3.3,0,BKD | CPI | HMS | PSP
madhya-pradesh,1971,8831757,4,95.4,9,4.6,0,BKD | CPI | CPM | FBL | HMS | PSP | RSP | SSP | SWA
madhya-pradesh,1972,11026112,4,97.5,9,2.5,0,BKD | CPI | CPM | FBL | HMS | NCO | RPI | RPK | SWA
madhya-pradesh,1977,23520431,4,98.3,5,1.7,0,CPI | CPM | HMS | RPK | RRP
madhya-pradesh,1979,610130,3,95.4,2,4.6,0,INC | RPI
madhya-pradesh,1980,24701975,6,95.1,8,4.9,0,CPI | CPM | INC(U) | JNP(JP) | JNP(SR) | RPK | RRP | SUC
madhya-pradesh,1981,319113,3,96.1,4,3.9,0,CPI | IND | LKD | RPI
madhya-pradesh,1982,275110,3,100.0,0,0.0,0,
madhya-pradesh,1984,15653786,3,95.3,4,4.7,0,CPI | ICS | JNP | LKD
madhya-pradesh,1985,14190603,4,96.1,4,3.9,0,CPI | CPM | ICS | LKD
madhya-pradesh,1986,241092,2,95.9,2,4.1,0,IND | RPK
madhya-pradesh,1988,172014,2,96.1,2,3.9,0,ICS(SCS) | IND
madhya-pradesh,1989,19781699,5,97.5,12,2.5,0,CPI | CPM | DDP | FBL | JNP (JP) | LKD | LKD (B) | MUL | RPI | RPK | RSP | SOP(L)
madhya-pradesh,1990,19876841,5,96.1,28,3.9,0,BJS | BKUS | BRP | CMM | CPI | CPM | DDP | DMM | FBL | GNP | HMS | ICS(SCS) | IML | INP | IPF | JNP(JP) | KSM | LKD(B) | MSD | MUL | PVP | RPI | RPK | RRP | RSP | SHS | SOP | SOP(L)
madhya-pradesh,1991,16780366,5,98.4,17,1.6,0,BJS | BKUS | CPI | CPM | DDP | DPI | FBL | GNP | HMS | ICS(SCS) | JKP | JP | LKD | MSD | PVP | RPK | RSP
madhya-pradesh,1992,125759,2,100.0,0,0.0,0,
madhya-pradesh,1993,23671840,5,96.3,28,3.7,0,BKD | BKUS | BRP | BVD | CMM | CPI | CPM | CRP | DDP | FBL | GGP | HMS | ICS | IPF | IUML | JMM | KMGR | KSM | LKD | MSD | RPI | RPI(D) | RPI(K) | RRP | SHS | SHS(R) | SJSM | SP
madhya-pradesh,1994,572520,2,100.0,0,0.0,0,
madhya-pradesh,1995,134731,2,100.0,0,0.0,0,
madhya-pradesh,1996,23718294,6,96.0,31,4.0,0,ABHM | BKD | BKUS | BMRD | CMM | CPI | CPI(ML)(L) | CPM | GGP | ICS | JD | JP | KSM | LD | LSP | LSWP | LTSP | MKVP | PSSS | RMEP | RPI | RPI(A) | RPI(D) | RPI(KH) | RSPP | SAP | SDP(MP) | SHS | SLP(L) | SP | SVSP
madhya-pradesh,1997,922243,2,96.3,6,3.7,0,GGP | IND | JD | JP | RPI | SDP
madhya-pradesh,1998,53476859,5,95.4,41,4.6,0,ABHM | ABJS | ABLTC | ABMSD | AD | AIRKC | AJBP | BAJP | BKD(J) | BKKGP | BKUS | BMRD | CKMSP | CMM | CPI | CPI(ML)(L) | CPM | CSP | GGP | ICS | INLD | JP | LD | LS | LSWP | MPLP | PSSS | RDNBP | RJD | RPI | RPI(KH) | SAP | SDP(MP) | SHS | SHSP | SJP(R) | SP | SSJP | SSP | SVSP | SWJP
madhya-pradesh,1999,25593121,3,95.7,28,4.3,0,ABHM | AD | AJBP | BKD(J) | BMSM | CMM | CPI | CPI(ML)(L) | CPM | CSP | GGP | IND | JD(S) | JD(U) | JP | LSWP | NCP | PSJP | RDNBP | RJD | RMEP | RPI | SHS | SHSP | SJP(R) | SP | SSJP | SVSP
maharashtra,1962,22114894,7,98.9,4,1.1,0,HMS | RRP | SOC | SWA
maharashtra,1963,57363,2,100.0,0,0.0,0,
maharashtra,1964,272719,3,96.4,1,3.6,0,RPI
maharashtra,1965,300326,4,100.0,0,0.0,0,
maharashtra,1967,26885985,7,95.1,3,4.9,0,CPM | PSP | SWA
maharashtra,1968,56120,2,95.7,1,4.3,0,IND
maharashtra,1970,335448,4,100.0,0,0.0,0,
maharashtra,1971,13913105,10,95.8,5,4.2,0,BKD | CPM | PBI | RPG | SHS
maharashtra,1972,15506884,9,95.9,7,4.1,0,BKD | CPM | HMS | MUL | NCO | RPK | SWA
maharashtra,1977,16891349,6,98.5,2,1.5,0,CPI | RPI
maharashtra,1978,20367221,8,96.3,5,3.7,0,FBL | HMS | MUL | RPI | RPK
maharashtra,1980,36090471,8,95.5,10,4.5,0,BSP | CPI | CPM | FBL | JNP(S) | JNP(SC) | JNP(SR) | MUL | RPI | SHS
maharashtra,1981,373177,4,95.7,2,4.3,0,FBL | IND
maharashtra,1982,462055,4,97.1,1,2.9,0,JNP
maharashtra,1984,21876559,6,96.4,5,3.6,0,CPI | CPM | LKD | RPI | RPK
maharashtra,1985,22271825,6,96.6,6,3.4,0,CPI | CPM | FBL | LKD | RPI | RPK
maharashtra,1986,211579,4,98.0,3,2.0,0,BJP | FBL | JOR
maharashtra,1987,637616,4,97.1,2,2.9,0,BJP | PWP
maharashtra,1989,27549090,8,95.8,16,4.2,0,BSP | CPM | DDP | DMM | GPI | HJP | HPI | ICS(SCS) | JNP (JP) | LKD (B) | NRP | RPI | RPK | RPP | SHP | VBP
maharashtra,1990,29693838,8,95.7,28,4.3,0,AHF(R) | BKUS | BPI | BRSS | BSP | CPI | CPI(ML) | CPM | DDP | DMM | FBL | HJP | HMS | IPF | JNP(JP) | LKD(B) | LMD | MIM | MMS | MUL | PBI | RPI | RPI(B) | RPK | RPPI | SRS | SYP | VBP
maharashtra,1991,23567218,7,95.5,26,4.5,0,AHF | BKUS | BSP | CPI | DDP | DMM | DPP | GNP | HJP | HMS | ICS(SCS) | JNP | JP | LKD | MSD | NP | PWP | RPI | RPI(KM) | RPK | RPPI | RSD | SRS | SSD | VBP | VPP
maharashtra,1995,38524263,8,96.2,29,3.8,0,ABJS | BMSM | CPI | CPM | DDP | DPI | FBL | HJP | ICS | INL | IUML | JP | MRC | MUL | MVC | NRP | NVAS | NVPP | PDP | PSSS | RPI | RPI(K) | RSSD | SAP | SJP(M) | SJP(R) | SP | SSP | VPP
maharashtra,1996,29265059,9,96.1,29,3.9,0,ABBNS | ABJS | AIIC(T) | AIMF | BKS | BMSM | BPI | BRC | BSP | COP | CPI | CPM | HJP | ICS | IUML | JP | MPKP | NRP | NVAS | PDLI | PHK | PPNMS | RPI(KH) | RPPI | SAP | SBHP | SHSP | SJP(M) | SMP
maharashtra,1997,206360,2,98.2,2,1.8,0,IND | JD
maharashtra,1998,32429920,7,96.7,26,3.3,0,ABBNS | ABHM | ABHS | ABMSD | ABRSSD | AD | AIRJP | BRC | BSP | CPI | CPM | GGP | HJP | ICS | IUML | JP | MRC | NLP | NPAP | NRP | PSSS | PWPI | RJD | RPPI | SJP(R) | THPI
maharashtra,1999,65888295,7,95.1,38,4.9,0,ABHM | ABHS | ABMSD | ABS | ADMK | AIMIM | AJBP | BMSM | BRAP | BRC | BSP | CPI | CPM | FBL | GGP | GRC | HJP | IUML | JD(U) | JP | MPKP | MRC | MVC | NLP | NMP | NVAS | NVPP | PWPI | RJD | RPI | RPI(KH) | SBP | SJP(M) | SP | SPSP | STBP | SWJP | THPI
manipur,1962,264627,4,95.9,1,4.1,0,PSP
manipur,1967,627177,4,99.3,2,0.7,0,CPM | PSP
manipur,1971,259761,6,100.0,0,0.0,0,
manipur,1972,451948,5,96.7,3,3.3,0,BJS | CPM | NCO
manipur,1974,596421,6,95.0,3,5.0,0,CPM | KNA | NCO
manipur,1977,465341,5,100.0,0,0.0,0,
manipur,1978,236874,4,99.5,1,0.5,0,INC
manipur,1980,1446447,7,96.8,4,3.2,0,CPM | JNP(JP) | JNP(S) | KNA
manipur,1981,10011,2,100.0,0,0.0,0,
manipur,1984,1705719,6,95.5,4,4.5,0,CPM | JNP | KNA | LKD
manipur,1988,14019,2,100.0,0,0.0,0,
manipur,1989,861125,6,96.2,3,3.8,0,BJP | JD | MPC
manipur,1990,989987,7,96.5,3,3.5,0,BJP | MHPC | NPP
manipur,1991,876410,5,95.1,5,4.9,0,CPI | IND | JP | MPP | NPP
manipur,1995,1145965,9,95.9,6,4.1,0,CPM | JP | KNA | MHPC | NPP | SJP(R)
manipur,1996,958980,7,95.7,3,4.3,0,ICS | JD | SAP
manipur,1998,820299,6,96.7,7,3.3,0,CPM | FPM | IND | JD | KNA | LS | SAP
manipur,1999,893648,8,97.1,3,2.9,0,AJBP | BJP | RJD
meghalaya,1972,260423,3,99.5,1,0.5,0,CPI
meghalaya,1977,254046,2,100.0,0,0.0,0,
meghalaya,1978,378646,4,97.9,2,2.1,0,CPI | INC(I)
meghalaya,1980,110760,4,100.0,0,0.0,0,
meghalaya,1983,473050,5,99.5,2,0.5,0,CPI | JNP
meghalaya,1984,399364,2,96.3,1,3.7,0,CPI
meghalaya,1988,754207,5,97.1,2,2.9,0,CPI | PDC
meghalaya,1989,477124,2,95.2,1,4.8,0,CPI
meghalaya,1990,8694,3,100.0,0,0.0,0,
meghalaya,1991,511536,3,98.4,2,1.6,0,CPI | HPU
meghalaya,1993,814899,7,97.3,4,2.7,0,CPI | JD(B) | JP | PDI
meghalaya,1996,668871,3,98.2,2,1.8,0,CPI | HPU
meghalaya,1997,12854,3,100.0,0,0.0,0,
meghalaya,1998,1676487,7,96.2,6,3.8,0,CPI | GNC | HSP | JD | RJD | SP
meghalaya,1999,654330,6,97.8,4,2.2,0,AJBP | CPI | GNC | IND
mizoram,1972,222345,2,97.5,1,2.5,0,SOP
mizoram,1977,100725,2,100.0,0,0.0,0,
mizoram,1978,140470,2,100.0,0,0.0,0,
mizoram,1979,163798,4,100.0,0,0.0,0,
mizoram,1980,128321,2,100.0,0,0.0,0,
mizoram,1982,15610,3,100.0,0,0.0,0,
mizoram,1984,185889,3,100.0,0,0.0,0,
mizoram,1987,230366,3,98.6,1,1.4,0,MNF
mizoram,1989,494636,5,100.0,0,0.0,0,
mizoram,1991,240595,3,95.6,1,4.4,0,IND
mizoram,1993,321234,3,96.9,1,3.1,0,BJP
mizoram,1996,296886,3,100.0,0,0.0,0,
mizoram,1998,643514,5,95.4,6,4.6,0,BJP | JD | LS | MDF | RJD | SAP
mizoram,1999,291786,1,95.6,4,4.4,0,EU | LS | MDF | RJD
nagaland,1964,62175,1,100.0,0,0.0,0,
nagaland,1966,4336,2,100.0,0,0.0,0,
nagaland,1969,138399,3,100.0,0,0.0,0,
nagaland,1971,159974,2,97.7,1,2.3,0,IND
nagaland,1974,289899,3,100.0,0,0.0,0,
nagaland,1977,566148,4,100.0,0,0.0,0,
nagaland,1980,293004,2,98.8,1,1.2,0,INC(I)
nagaland,1982,437705,3,100.0,0,0.0,0,
nagaland,1984,397159,3,100.0,0,0.0,0,
nagaland,1987,485443,4,99.8,1,0.2,0,BJP
nagaland,1989,1095491,2,96.9,2,3.1,0,IND | NPP
nagaland,1991,622831,2,97.0,1,3.0,0,BJP
nagaland,1993,729729,3,99.1,2,0.9,0,BJP | DLP
nagaland,1994,7405,2,100.0,0,0.0,0,
nagaland,1995,12858,2,100.0,0,0.0,0,
nagaland,1996,757626,2,100.0,0,0.0,0,
nagaland,1997,-1,1,100.0,0,-0.0,0,
nagaland,1998,600439,3,100.0,0,0.0,0,
nagaland,1999,737280,3,99.2,1,0.8,0,LS
odisha,1961,2932279,5,99.1,1,0.9,0,JP
odisha,1962,1968965,5,96.2,2,3.8,0,IND | SWA
odisha,1967,8058327,6,95.8,3,4.2,0,BJS | CPM | SSP
odisha,1971,8905803,8,95.2,8,4.8,0,BJS | CPM | FBL | JKP | PHJ | SOP | SSP | SUC
odisha,1972,328080,4,100.0,0,0.0,0,
odisha,1974,5749825,6,95.7,9,4.3,0,BJS | CPM | FBL | JAC | JKD | JKP | NCO | RCI | SUC
odisha,1977,10534343,5,97.6,4,2.4,0,CPM | JKD | JKP | SUC
odisha,1980,12517334,8,96.4,7,3.6,0,BJP | CPM | FBL | JKD | JNP(SR) | RSP | SUC
odisha,1981,280474,3,100.0,0,0.0,0,
odisha,1984,8166907,4,96.1,4,3.9,0,BJP | CPI | JKD | LKD
odisha,1985,8372598,4,95.8,8,4.2,0,BJP | CPM | ICJ | ICS | JKD | JMM | LKD | SUC
odisha,1989,11190772,5,96.6,8,3.4,0,BJP | BSP | DDP | DLP | JKD | JNP (JP) | KGP | OPF
odisha,1990,10960587,5,97.4,18,2.6,0,BDLP | BKUS | BOP | BSP | CPM | DDP | FBL | IPF | JKD | JKP | JMM | JNP(JP) | KGP | KRP | NBP | OPF | PBI | UCPI
odisha,1991,10697057,6,96.5,11,3.5,0,BKUS | BSP | CPM | DDP | HJP | JKP | JMM | JNP | LKD | OVP | PBI
odisha,1992,54265,2,100.0,0,0.0,0,
odisha,1993,81602,2,100.0,0,0.0,0,
odisha,1994,291957,2,100.0,0,0.0,0,
odisha,1995,15834004,6,96.6,19,3.4,0,BKUS | BSP | CPI(ML)(L) | CPM | DDP | FBL | JKP | JMM(S) | JP | JPP | KP | OCG | OCP | PSS | PSSS | SAP | SJP(R) | SSP | SVP
odisha,1996,13384620,5,95.8,12,4.2,0,AIIC(T) | CPI | CPI(ML)(L) | HJKP | JKP | JKP(N) | JMM | JP | JTKM | PSSS | SAP | SHS
odisha,1997,714509,4,100.0,0,0.0,0,
odisha,1998,13928867,5,96.4,15,3.6,0,AJBP | BSP | CPI | CPI(ML)(L) | CPM | IND | JKP | LS | OCG | PSSS | RJD | SAP | SHS | SJP(R) | SP
odisha,1999,13267721,4,96.3,13,3.7,0,AJBP | BOP | BRPP | BSP | CPI | CPI(ML)(L) | CPM | IND | JD(U) | JKP | JP | NCP | SHS
puducherry,1964,167751,3,100.0,1,0.0,0,INC
puducherry,1967,158872,3,100.0,0,0.0,0,
puducherry,1969,183134,4,100.0,0,0.0,0,
puducherry,1971,170088,3,100.0,0,0.0,0,
puducherry,1974,218498,6,98.7,1,1.3,0,CPM
puducherry,1977,441942,6,97.2,1,2.8,0,CPI
puducherry,1980,492996,6,95.2,3,4.8,0,CPI | CPM | INC(U)
puducherry,1984,270781,3,99.3,1,0.7,0,ICS
puducherry,1985,301724,6,97.2,6,2.8,0,BJP | CPM | ICS | LKD | MUL | TDP
puducherry,1989,377588,3,98.7,3,1.3,0,IND | LKD (B) | TMM
puducherry,1990,420171,7,95.8,8,4.2,0,AMI | BJP | BSP | CPM | ICS(SCS) | JNP(JP) | LKD(B) | TMM
puducherry,1991,782712,7,95.4,8,4.6,0,BJP | BKUS | CPM | DDP | ICS(SCS) | JP | PMM | TMM
puducherry,1996,920615,9,95.7,8,4.3,0,AIIC(T) | BSP | CPI(ML)(L) | CPM | ICS | JD | JP | MGRK
puducherry,1998,423223,3,96.6,6,3.4,0,AJBP | BSP | ICS | IND | RJD | TMC(M)
puducherry,1999,444162,4,100.0,4,0.0,0,ADMK | DMK | JD(S) | RJD
punjab,1962,13524860,7,95.7,6,4.3,0,HF | HLS | HMS | PSP | RRP | SOC
punjab,1964,183380,2,98.5,1,1.5,0,AD
punjab,1965,42116,2,100.0,0,0.0,0,
punjab,1967,8544135,8,97.0,3,3.0,0,PSP | RPI | SSP
punjab,1969,5236697,7,95.7,8,4.3,0,ILP | JMD | PBI | PJP | PSP | RPA | SSP | SWA
punjab,1970,431433,4,98.4,1,1.6,0,RPI
punjab,1971,4077469,6,96.6,5,3.4,0,BKD | CPM | PSP | RPK | SSP
punjab,1972,5222506,6,97.7,8,2.3,0,ILP | JMD | NCO | RPI | RPK | SAG | SOP | SWA
punjab,1977,11266664,6,95.5,5,4.5,0,CPI | ILP | JMD | RPI | RPK
punjab,1980,12223002,7,95.3,8,4.7,0,BSP | ILP | INC(U) | JNP(JP) | JNP(S) | JNP(SC) | JNP(SR) | RPI
punjab,1982,114691,6,97.2,2,2.8,0,CPI | JNP
punjab,1985,13853708,5,95.9,3,4.1,0,CPM | ICS | JNP
punjab,1989,7942827,8,95.9,14,4.1,0,BJMD | CPI | CPI(ML) | DDP | ICS(SCS) | IGC | ILP | JNP (JP) | LKD (B) | PKD | PNF | PPP | RPI | SAD
punjab,1992,6021480,7,96.1,10,3.9,0,BKUS | CPI(ML) | DPP | IPF | JD | JP | LKD | SAD(M) | SBJ(MD) | UCPI
punjab,1993,576616,5,96.4,2,3.6,0,BSP(A) | IND
punjab,1994,153240,2,100.0,0,0.0,0,
punjab,1995,98693,2,100.0,0,0.0,0,
punjab,1996,8827945,8,96.4,13,3.6,0,ABMSD | AIIC(T) | BKUS | BSP(A) | CPI | CPI(ML)(L) | FBL | ICS | JP | LHP | PVP(P) | RPI | SHS
punjab,1997,11111355,7,97.1,23,2.9,0,ABLRP | ABRC(D) | ABSR | AIRKC | BAMP | BLLP | BSP(A) | CPI(ML)(L) | CPM | FBL | INDP | JD | JP | LVP | MCPI(S) | NCY | PJM | RPI | SAP | SHS | SJP(R) | SP | UCPI
punjab,1998,8967289,7,95.6,13,4.4,0,ABJS | ABRC(D) | AIGC | AJBP | BKKP | BSP(A) | CPI(ML)(L) | CPM | ICS | LS | PPVP | RJD | SAD(M)
punjab,1999,8805709,9,97.0,12,3.0,0,AIGC | AJBP | BKD(J) | BMP(AI) | BSP(A) | CPM | FBL | JD(S) | JD(U) | NCP | RJD | RPI
rajasthan,1962,10325915,6,96.1,3,3.9,0,HMS | PSP | RRP
rajasthan,1964,200117,4,100.0,0,0.0,0,
rajasthan,1965,101765,2,100.0,0,0.0,0,
rajasthan,1967,13569607,5,96.6,5,3.4,0,CPI | CPM | JTP | PSP | RPI
rajasthan,1968,186215,2,100.0,0,0.0,0,
rajasthan,1970,74816,3,100.0,0,0.0,0,
rajasthan,1971,6924879,6,96.1,5,3.9,0,CPI | CPM | NCO | SOC | VHP
rajasthan,1972,7775914,5,95.5,5,4.5,0,CPI | CPM | NCO | RPI | VHP
rajasthan,1977,16660445,4,98.3,5,1.7,0,CPI | CPM | MUL | RRP | VHP
rajasthan,1978,77071,4,100.0,0,0.0,0,
rajasthan,1980,18755918,8,98.1,7,1.9,0,BSP | CPI | CPM | JNP(SR) | MUL | RPI | RRP
rajasthan,1982,610675,4,97.2,2,2.8,0,CPM | JNP
rajasthan,1984,11240312,5,98.3,4,1.7,0,CPI | CPM | ICJ | ICS
rajasthan,1985,11926534,5,97.5,4,2.5,0,CPI | CPM | ICJ | ICS
rajasthan,1988,523264,3,95.8,1,4.2,0,IND
rajasthan,1989,14293693,4,95.8,10,4.2,0,BJS | BSP | CPI | CPM | DDP | IML | JNP (JP) | LKD (B) | MUL | SRP
rajasthan,1990,14828623,4,95.3,22,4.7,0,BJS | BKUS | BSP | CPI | CPM | DDP | DMM | FBL | HMS | ICJ(TG) | ICS(SCS) | IDP | IP | JNP(JP) | LKD(B) | MCPI | MUL | SAD(M) | SHS | SMD | SOP | SOP(L)
rajasthan,1991,12581995,5,98.0,16,2.0,0,AHF | BSP | CPI | CPM | DDP | FBL | HMS | IDP | JKMP | LKD | MSD | MUB | MUL | SAD(M) | SOP(L) | SP
rajasthan,1993,16835069,4,96.7,23,3.3,0,BJS | BRP | BSP | CPI | CPM | DDP | FBL | IPF | IUML | JD(P) | LKD | MB | MCPI | MCPI(S) | MSD | RVMM | SD | SHS | SOP(L) | SOP(P) | SP | SSP | SVP
rajasthan,1994,70524,2,100.0,0,0.0,0,
rajasthan,1995,204248,2,100.0,0,0.0,0,
rajasthan,1996,13192634,5,96.2,19,3.8,0,ABHM | ABJS | ABMSKP | ABRAHP | BKD | BKUS | BLP | BSP | CPI | CPI(ML)(L) | CPM | KP | PSSS | SAP | SHS | SHSP | SLP(L) | SP | SWD
rajasthan,1997,711024,4,97.6,1,2.4,0,BSP
rajasthan,1998,36485439,5,95.6,33,4.4,0,ABHM | ABJS | ABMSKP | ABRAHP | ABRC(D) | AIIC(S) | AIRJP | AITC | AJBP | BKD(J) | BKKGP | BKMP | CPI | CPI(ML)(L) | CPM | GIP | INLD | IUML | LD | LS | MCPI(S) | NPAP | PRISM | PSSS | RJD | RJVP | RPI | RVS | SAP | SHS | SJP(R) | SLP(L) | SP
rajasthan,1999,16570177,3,95.1,17,4.9,0,ABHM | ABJS | AJBP | CPI | CPI(ML)(L) | CPM | IND | JD(S) | JD(U) | JP | LS | MKSD | NCP | RJD | RJVP | SHS | SP
sikkim,1979,72339,5,97.5,3,2.5,0,CPM | INC | SCL
sikkim,1980,53818,4,98.2,1,1.8,0,INC(U)
sikkim,1984,82646,2,98.2,2,1.8,0,CPI | JNP
sikkim,1985,97057,3,98.2,4,1.8,0,CPI | CPM | JNP | SPC
sikkim,1989,267318,3,98.4,2,1.6,0,DPC | IND
sikkim,1991,115373,2,97.1,1,2.9,0,CPM
sikkim,1994,173457,4,98.0,3,2.0,0,BJP | CPM | RSP
sikkim,1996,172174,2,96.6,1,3.4,0,IND
sikkim,1998,155871,2,98.8,1,1.2,0,IND
sikkim,1999,410060,3,98.7,2,1.3,0,CPM | IND
tamil-nadu,1967,381779,2,98.7,1,1.3,0,IND
tamil-nadu,1969,370673,2,100.0,0,0.0,0,
tamil-nadu,1971,31382922,6,96.0,6,4.0,0,BJS | CPM | FBL | MUL | PSP | SOP
tamil-nadu,1977,34968053,7,97.7,4,2.3,0,CPM | FBL | HMS | RPI
tamil-nadu,1980,37292640,7,96.9,8,3.1,0,BJP | FBL | GKC | INC(U) | JNP(JP) | JNP(S) | JNP(SR) | RPI
tamil-nadu,1981,78056,4,100.0,0,0.0,0,
tamil-nadu,1982,503651,4,96.8,1,3.2,0,CPI
tamil-nadu,1984,43315351,6,95.1,6,4.9,0,AKD | BJP | CPM | GKC | ICJ | TNC
tamil-nadu,1985,464842,5,100.0,0,0.0,0,
tamil-nadu,1986,184413,2,98.4,2,1.6,0,IND | JNP
tamil-nadu,1989,50511198,8,95.9,24,4.1,0,BJP | BMC | CPI | DNC | FBL | HPI | ICJ(BG) | ICS(SCS) | IFT | IJP | IPF | JD | JNP | JNP (JP) | KDC | LKD | LKD (B) | MPP | MUL | PWA | SLL | TMM | TNC(K) | TRM
tamil-nadu,1991,49302380,7,95.0,28,5.0,0,AJP | AMI | BSP | CPI | DDP | FBL | GMK | ICS(SCS) | IFTP | IJP | IML | IND | IPF | JP | LKD | MGMK | MHA | MPP | MUL | PMM | RPI | SLL | TDI | TLK | TMK | TMM | TMUL | UMSK
tamil-nadu,1993,658145,3,97.8,4,2.2,0,GMK | IND | TLJ | TNHVK
tamil-nadu,1994,75777,2,100.0,0,0.0,0,
tamil-nadu,1996,54338241,10,96.4,32,3.6,0,AIDPF | AIIC(T) | AIVMK | APMK | ATMK | BMC | BSP | CPI(ML)(L) | FBL | HRPI | ICS | JD | JP | KMK | MELPHC | MGRK | MGRM | MMS | PDP | PHK | PJP | RPI | RPI(S) | SAP | SHS | THMM | TLJ | TNHVYK | TNKMI | TNMC | TZP | UCPI
tamil-nadu,1997,140371,5,96.7,1,3.3,0,INC
tamil-nadu,1998,25800840,9,95.0,14,5.0,0,AJBP | ATMK | BSP | CPI(ML)(L) | CPM | JP | MADMK | PT | RJD | SAP | SHSP | SP | TLJ | UCPI
tamil-nadu,1999,27443045,10,95.3,22,4.7,0,AJBP | BMC | CMK | CPI(ML)(L) | DTMK | FBL | IND | INGP | JD(S) | JP | LJSPI | MADMK | NCP | NOC | RJD | RPI(A) | SHS | SPSP | TDK | THMM | TNPWP | TRC
tripura,1962,319085,3,98.0,1,2.0,0,PSP
tripura,1967,872450,3,95.9,3,4.1,0,BJS | CPI | SSP
tripura,1971,412561,4,99.5,1,0.5,0,BJS
tripura,1972,501473,4,97.6,3,2.4,0,BJS | FBL | TUS
tripura,1977,1338461,7,96.9,4,3.1,0,CPI | FBL | PBI | RSP
tripura,1980,830595,4,98.5,2,1.5,0,INC(U) | JNP
tripura,1981,42065,3,97.5,1,2.5,0,IND
tripura,1983,927006,4,96.6,6,3.4,0,BJP | CPI | FBL | ICS | JNP | RSP
