body,state_slug,year,event_id,publisher_label,n_rows,tcpd_party_id,tcpd_party_name,tcpd_party_type,tcpd_start_year,tcpd_last_year,tcpd_state_name,skip_reason,next_lookup_source
parliament,assam,1998,1998,UTNLF,1,13043,United Tribal Nationalists Liberation Front,Local Party,1996,1999,All_States,tcpd-state-year-collision,eci-statreport-1998
parliament,assam,1999,1999,UTNLF,1,13043,United Tribal Nationalists Liberation Front,Local Party,1996,1999,All_States,tcpd-state-year-collision,eci-statreport-1999
parliament,bihar,1971,1971,PHJ,6,2081,Bihar Prant Hul Jharkhand,Local Party,1969,1977,All_States,tcpd-state-year-collision,wikipedia-and-press
parliament,bihar,1977,1977,PHJ,3,2081,Bihar Prant Hul Jharkhand,Local Party,1969,1977,All_States,tcpd-state-year-collision,eci-statreport-1977
parliament,bihar,1989,1989,PHJ,1,2081,Bihar Prant Hul Jharkhand,Local Party,1969,1977,All_States,tcpd-state-year-collision,eci-statreport-1989
parliament,bihar,1991,1991,LAJM,1,11408,Akhil Bharatiya Lok Tantrik Alp-Sankhyak Jan Morcha,Local Party,1991,2004,Jharkhand,,eci-statreport-1991
parliament,bihar,1998,1998,BJC,14,1411,Bharatiya Jan Congress,Local Party,1993,2000,Bihar,,eci-statreport-1998
parliament,bihar,2018,2018,RJSP,1,,,,,,,tcpd-placeholder-only,eci-statreport-2018
parliament,bihar,2019,2019,YUVA KRANTIKARI PARTY,1,,,,,,,not-in-tcpd-catalogue,eci-statreport-2019
parliament,chandigarh,1996,1996,SMP,1,12700,Samdarshi Party,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1996
parliament,chhattisgarh,2007,2007,CHVP,1,,,,,,,tcpd-placeholder-only,eci-statreport-2007
parliament,chhattisgarh,2007,2007,RPKP,1,,,,,,,tcpd-placeholder-only,eci-statreport-2007
parliament,delhi,1991,1991,DBP,5,10139,Desh Bhakt Party,Local Party,1991,2009,All_States,tcpd-state-year-collision,eci-statreport-1991
parliament,delhi,1991,1991,MUB,3,11674,Mukt Bharat,Local Party,1991,1996,All_States,,eci-statreport-1991
parliament,delhi,1991,1991,SMP,2,12700,Samdarshi Party,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1991
parliament,delhi,1992,1992,ABBDP,1,,,,,,,tcpd-placeholder-only,eci-statreport-1992
parliament,delhi,1992,1992,ABDND,1,,,,,,,tcpd-placeholder-only,eci-statreport-1992
parliament,delhi,1992,1992,RJMP,1,,,,,,,tcpd-placeholder-only,eci-statreport-1992
parliament,delhi,1992,1992,SP(RP),1,,,,,,,tcpd-placeholder-only,eci-statreport-1992
parliament,delhi,1996,1996,DBP,3,10139,Desh Bhakt Party,Local Party,1991,2009,All_States,tcpd-state-year-collision,eci-statreport-1996
parliament,delhi,1996,1996,SMP,4,12700,Samdarshi Party,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1996
parliament,delhi,1997,1997,QP,1,,,,,,,tcpd-placeholder-only,eci-statreport-1997
parliament,delhi,1998,1998,JSMP,1,4144,Jan Samanta Party,Local Party,1998,2014,All_States,tcpd-state-year-collision,eci-statreport-1998
parliament,delhi,1999,1999,DBP,1,10139,Desh Bhakt Party,Local Party,1991,2009,All_States,tcpd-state-year-collision,eci-statreport-1999
parliament,delhi,2004,2004,DBP,3,10139,Desh Bhakt Party,Local Party,1991,2009,All_States,tcpd-state-year-collision,eci-statreport-2004
parliament,delhi,2009,2009,DBP,2,10139,Desh Bhakt Party,Local Party,1991,2009,All_States,tcpd-state-year-collision,eci-statreport-2009
parliament,delhi,2014,2014,BVLP,1,18229,Bharat Vishal Party,,2015,2015,Delhi,tcpd-state-year-collision,eci-statreport-2014
parliament,delhi,2014,2014,JSMP,1,4144,Jan Samanta Party,Local Party,1998,2014,All_States,tcpd-state-year-collision,eci-statreport-2014
parliament,gujarat,1991,1991,SMP,1,12700,Samdarshi Party,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1991
parliament,gujarat,1996,1996,RJP (G),1,,,,,,,tcpd-placeholder-only,eci-statreport-1996
parliament,gujarat,1996,1996,SMP,1,12700,Samdarshi Party,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1996
parliament,haryana,1991,1991,SJJP,1,12651,Sarv Jati Janata Parishad,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1991
parliament,haryana,2011,2011,BSMP,1,,,,,,,tcpd-placeholder-only,eci-statreport-2011
parliament,himachal-pradesh,2008,2008,BS,1,,,,,,,tcpd-placeholder-only,eci-statreport-2008
parliament,jammu-and-kashmir,1967,1967,DNC,1,2920,DEMOCRATIC NATIONAL CONFERENCE,Local Party,1962,1967,All_States,tcpd-state-year-collision,wikipedia-and-press
parliament,jharkhand,2007,2007,LJNP,1,,,,,,,tcpd-placeholder-only,eci-statreport-2007
parliament,karnataka,1996,1996,KCP,11,4833,KERALA CONGRESS (PILLAI GROUP),Local Party,1977,1980,Kerala,tcpd-state-year-collision,eci-statreport-1996
parliament,karnataka,2018,2018,HAND,1,,,,,,,not-in-tcpd-catalogue,eci-statreport-2018
parliament,karnataka,2018,2018,LOTUS,1,,,,,,,not-in-tcpd-catalogue,eci-statreport-2018
parliament,kerala,1962,1962,ML,3,11621,MUSLIM LEAGE,State-based Party,1962,2002,Uttar_Pradesh,,wikipedia-and-press
parliament,kerala,1970,1970,NCJ,1,,,,,,,tcpd-placeholder-only,wikipedia-and-press
parliament,kerala,1977,1977,KCP,3,4833,KERALA CONGRESS (PILLAI GROUP),Local Party,1977,1980,Kerala,tcpd-state-year-collision,eci-statreport-1977
parliament,madhya-pradesh,1970,1970,NCJ,1,,,,,,,tcpd-placeholder-only,wikipedia-and-press
parliament,maharashtra,1970,1970,NCJ,1,,,,,,,tcpd-placeholder-only,wikipedia-and-press
parliament,maharashtra,1996,1996,SMP,12,12700,Samdarshi Party,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1996
parliament,maharashtra,2018,2018,MLPI(RED FLAG),1,,,,,,,not-in-tcpd-catalogue,eci-statreport-2018
parliament,punjab,1970,1970,NCJ,1,,,,,,,tcpd-placeholder-only,wikipedia-and-press
parliament,punjab,1989,1989,IGC,3,10443,All India Gareeb Congress,Local Party,1989,1999,All_States,,eci-statreport-1989
parliament,rajasthan,1991,1991,MUB,1,11674,Mukt Bharat,Local Party,1991,1996,All_States,,eci-statreport-1991
parliament,tamil-nadu,1989,1989,DNC,1,2920,DEMOCRATIC NATIONAL CONFERENCE,Local Party,1962,1967,All_States,tcpd-state-year-collision,eci-statreport-1989
parliament,tripura,1962,1962,EIT,2,10231,EASTERN INDIAN TRIBAL UNION,Local Party,1962,1962,All_States,,wikipedia-and-press
parliament,uttar-pradesh,1970,1970,NCJ,2,,,,,,,tcpd-placeholder-only,wikipedia-and-press
parliament,uttar-pradesh,1989,1989,KSP,1,4881,Kosal Party,,1995,2004,Odisha,,eci-statreport-1989
parliament,uttar-pradesh,1996,1996,SMP,10,12700,Samdarshi Party,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1996
parliament,uttar-pradesh,2004,2004,SB,1,,,,,,,tcpd-placeholder-only,eci-statreport-2004
parliament,uttar-pradesh,2018,2018,BAHUJAN MUKT PARTY,1,,,,,,,not-in-tcpd-catalogue,eci-statreport-2018
parliament,uttar-pradesh,2018,2018,NDAPF,1,,,,,,,not-in-tcpd-catalogue,eci-statreport-2018
parliament,uttar-pradesh,2018,2018,PSSP,1,,,,,,,not-in-tcpd-catalogue,eci-statreport-2018
parliament,uttarakhand,2007,2007,GDF,1,,,,,,,tcpd-placeholder-only,eci-statreport-2007
parliament,uttarakhand,2007,2007,SBJP,1,,,,,,,tcpd-placeholder-only,eci-statreport-2007
parliament,west-bengal,1962,1962,GL,1,654,All India Gorkha League,Local Party,1962,1978,Assam,tcpd-state-year-collision,wikipedia-and-press
parliament,west-bengal,1970,1970,NCJ,1,,,,,,,tcpd-placeholder-only,wikipedia-and-press
parliament,west-bengal,1996,1996,SMP,2,12700,Samdarshi Party,Local Party,1991,1991,All_States,tcpd-state-year-collision,eci-statreport-1996
parliament,west-bengal,2013,2013,RJSP,1,,,,,,,tcpd-placeholder-only,eci-statreport-2013
