entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-mizoram-1562,mizoram,2008,AIZAWL EAST - I,16962,13519,79.7,R.LALRINAWMA,,5084,37.61,F.MALSAWMA,,3995,1089,8.06,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1568,mizoram,2008,AIZAWL SOUTH-III,16064,14001,87.16,K.S.THANGA,,5284,37.74,TAWNLUIA,,4934,350,2.5,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1569,mizoram,2008,AIZAWL WEST I,17844,14637,82.03,LALDUHAWMA,,5705,38.98,R.TLANGHMINGTHANGA,,4963,742,5.07,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1572,mizoram,2008,CHALFILH,16091,13198,82.02,CHAWNGTINTHANGA,,4924,37.31,LALVENHIMA HMAR,,4381,543,4.12,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1573,mizoram,2008,CHAMPHAI NORTH,15488,12734,82.22,T.T.ZOTHANSANGA,,5699,44.75,ZORAMTHANGA,,4443,1256,9.86,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1574,mizoram,2008,CHAMPHAI SOUTH,14822,11888,80.21,J.H.ROTHUAMA,,5345,44.96,ZORAMTHANGA,,4287,1058,8.9,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1575,mizoram,2008,DAMPA,13981,12169,87.04,LALROBIAKA,,5004,41.12,LALRINTLUANGA SAILO,,4324,680,5.59,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1576,mizoram,2008,EAST TUIPUI,12947,10643,82.2,B.LALTHLENGLIANA,,3787,35.58,H.THANGCHUANGA,,3320,467,4.39,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1577,mizoram,2008,HACHHEK,16029,13453,83.93,LALRINMAWIA RALTE,,6990,51.96,H.LALENVELA,,4373,2617,19.45,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1578,mizoram,2008,HRANGTURZO,13872,11721,84.49,LALTHANSANGA,,4431,37.8,RONALD SAPA TLAU,,3979,452,3.85,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1579,mizoram,2008,KOLASIB,16011,13465,84.1,P.C. ZORAM SANGLIANA,,5510,40.92,K. LALRINLIANA,,4462,1048,7.78,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1580,mizoram,2008,LAWNGTLAI EAST,19412,15189,78.25,H. ZOTHANGLIANA,,6294,41.44,H. RAMMAWI,,5383,911,6,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1581,mizoram,2008,LAWNGTLAI WEST,19952,16918,84.79,C. RAMHLUNA,,6086,35.97,LH. CHHUANAWMA,,5286,800,4.73,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1582,mizoram,2008,LENGTENG,14727,12272,83.33,H.ROHLUNA,,4776,38.92,L.THANGMAWIA,,3990,786,6.41,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1583,mizoram,2008,LUNGLEI EAST,12358,9795,79.26,JOSEPH LALHIMPUIA,,3898,39.8,SAMSON ZORAMTHANGA,,3475,423,4.32,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1584,mizoram,2008,LUNGLEI NORTH,13981,12117,86.67,PC LALTHANLIANA,,4914,40.55,C. LALRINSANGA,,4209,705,5.81,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1585,mizoram,2008,LUNGLEI SOUTH,14392,11846,82.31,S. LALDINGLIANA,,5276,44.54,Z.H ROPUIA,,4235,1041,8.79,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1586,mizoram,2008,LUNGLEI WEST,12334,10177,82.51,DR. R. LALTHANGLIANA,,4156,40.84,J. LAWMZUALA,,3433,723,7.11,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1587,mizoram,2008,MAMIT,16266,13824,84.99,JOHN ROTLUANGLIANA,,4421,31.98,LALTHLENGLIANA,,2274,2147,15.53,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1588,mizoram,2008,PALAK,15271,12603,82.53,P.P. THAWLA,,4206,33.37,T.T. VAKHU,,4122,84,0.66,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1589,mizoram,2008,SAIHA,16394,12917,78.79,S. HIATO,,4772,36.94,H.C. LALMALSAWMA ZASAI,,4669,103,0.79,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1590,mizoram,2008,SERCHHIP,13663,11956,87.51,LAL THANHAWLA,,4744,39.68,C. LALRAMZAUVA,,3792,952,7.96,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1591,mizoram,2008,SERLUI,14637,12144,82.97,K. LALRINTHANGA,,4536,37.35,D. THANGLIANA,,3612,924,7.61,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1592,mizoram,2008,SOUTH TUIPUI,12789,10639,83.19,LALTHANHAWLA,,3772,35.45,J. LALCHHUANA,,3676,96,0.9,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1593,mizoram,2008,TAWI,13174,11407,86.59,R.LALZIRLIANA,,4710,41.29,LALCHHANDAMA RALTE,,3499,1211,10.62,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1594,mizoram,2008,THORANG,11021,9592,87.03,ZODINTLUANGA,,4442,46.31,LALNUNTLUANGA SAILO,,2613,1829,19.07,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1595,mizoram,2008,TUICHANG,13888,11349,81.72,LALRINLIANA SAILO,,4428,39.02,RUALKHUMA HMAR,,3547,881,7.77,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1596,mizoram,2008,TUICHAWNG,22089,18463,83.58,NIRUPAM CHAKMA,,10421,56.44,RASIK MOHAN CHAKMA,,7309,3112,16.85,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1597,mizoram,2008,TUIKUM,13265,11587,87.35,K. LIANZUALA,,4265,36.81,VANLALHLANA,,3863,402,3.47,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1598,mizoram,2008,TUIRIAL,14538,11917,81.97,HMINGDAILOVA KHIANGTE,,4717,39.58,SAILOTHANGA SAILO,,3695,1022,8.57,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1599,mizoram,2008,TUIVAWL,14281,11653,81.6,R.L.PIANMAWIA,,4276,36.69,GOGO LALREMTLUANGA,,3803,473,4.05,src-1b7bc1c9d39a
IN-AC-2008-mizoram-1600,mizoram,2008,WEST TUIPUI,10418,8906,85.49,NIHAR KANTI,,5052,56.73,ALAK BIKASH CHAKMA,,3512,1540,17.3,src-1b7bc1c9d39a
