election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenDec2017,S06,AC,1,Abdasa,223787,151240,67.58,1,JADEJA PRADHYUMANSINH MAHIPATSINH,INC,,73312,48.47,1,0,M,53,GEN
AcGenDec2017,S06,AC,1,Abdasa,223787,151240,67.58,2,CHHABILBHAI NARANBHAI PATEL,BJP,,63566,42.03,0,0,M,56,GEN
AcGenDec2017,S06,AC,1,Abdasa,223787,151240,67.58,3,RAJESH SHAMJI MAHESHWARI,BMUP,,4122,2.73,0,0,M,33,GEN
AcGenDec2017,S06,AC,1,Abdasa,223787,151240,67.58,4,SONI KAUSHIKBHAI BABULAL,IND,,1851,1.22,0,0,M,49,GEN
AcGenDec2017,S06,AC,1,Abdasa,223787,151240,67.58,5,VAGHELA LAXMANBHAI KANJI,BSP,,1400,0.93,0,0,M,50,SC
AcGenDec2017,S06,AC,1,Abdasa,223787,151240,67.58,6,NOTA,NOTA,,3251,2.15,0,1,,,
AcGenDec2017,S06,AC,2,Mandvi,225037,161094,71.59,1,JADEJA VIRENDRASINH BAHADURSINH,BJP,,79469,49.33,1,0,M,51,GEN
AcGenDec2017,S06,AC,2,Mandvi,225037,161094,71.59,2,GOHIL SHAKTISINHJI HARICHANDRASINHJI,INC,,70423,43.72,0,0,M,57,GEN
AcGenDec2017,S06,AC,2,Mandvi,225037,161094,71.59,3,RANGANI MAHESHBHAI KARSHANBHAI,IND,,1282,0.8,0,0,M,36,GEN
AcGenDec2017,S06,AC,2,Mandvi,225037,161094,71.59,4,KENEEYA BHANJIBHAI KHIMJIBHAI,BSP,,1154,0.72,0,0,M,55,SC
AcGenDec2017,S06,AC,2,Mandvi,225037,161094,71.59,5,RANGANI VARSHABEN MAHESHBHAI,IND,,1110,0.69,0,0,F,33,GEN
AcGenDec2017,S06,AC,2,Mandvi,225037,161094,71.59,6,NOTA,NOTA,,1685,1.05,0,1,,,
AcGenDec2017,S06,AC,3,Bhuj,255860,171978,67.22,1,ACHARYA DR.NIMABEN BHAVESHBHAI,BJP,,86532,50.32,1,0,F,69,GEN
AcGenDec2017,S06,AC,3,Bhuj,255860,171978,67.22,2,CHAKI ADAMBHAI BUDHABHAI,INC,,72510,42.16,0,0,M,58,GEN
AcGenDec2017,S06,AC,3,Bhuj,255860,171978,67.22,3,SINDHAL PRAKASH HARILAL,IND,,1977,1.15,0,0,M,48,GEN
AcGenDec2017,S06,AC,3,Bhuj,255860,171978,67.22,4,NODE KASAM MAHAMAD,BSP,,1148,0.67,0,0,M,60,GEN
AcGenDec2017,S06,AC,3,Bhuj,255860,171978,67.22,5,MALSHI RANA,IND,,840,0.49,0,0,M,44,SC
AcGenDec2017,S06,AC,3,Bhuj,255860,171978,67.22,6,NOTA,NOTA,,4581,2.66,0,1,,,
AcGenDec2017,S06,AC,4,Anjar,229528,156769,68.3,1,AHIR VASANBHAI GOPALBHAI,BJP,,75331,48.05,1,0,M,59,GEN
AcGenDec2017,S06,AC,4,Anjar,229528,156769,68.3,2,V. K. HUMBAL,INC,,64018,40.84,0,0,M,61,GEN
AcGenDec2017,S06,AC,4,Anjar,229528,156769,68.3,3,VEERA HARIBHAI SAMANTBHAI,IND,,4677,2.98,0,0,M,32,GEN
AcGenDec2017,S06,AC,4,Anjar,229528,156769,68.3,4,HADIYA PRAKASHBHAI HIRJIBHAI (AHIR),IND,,2410,1.54,0,0,M,44,GEN
AcGenDec2017,S06,AC,4,Anjar,229528,156769,68.3,5,MANGALBHAI KARAMSHIBHAI RABARI,BMUP,,1534,0.98,0,0,M,57,GEN
AcGenDec2017,S06,AC,4,Anjar,229528,156769,68.3,6,NOTA,NOTA,,3601,2.3,0,1,,,
AcGenDec2017,S06,AC,5,Gandhidham,277717,152397,54.87,1,MAHESHWARI MALTI KISHOR,BJP,,79713,52.31,1,0,F,28,SC
AcGenDec2017,S06,AC,5,Gandhidham,277717,152397,54.87,2,KISHOR GANGJIBHAI PINGOL,INC,,59443,39.01,0,0,M,37,SC
AcGenDec2017,S06,AC,5,Gandhidham,277717,152397,54.87,3,BHANJIBHAI MYAJARBHAI DUNGARIYA,BMUP,,1965,1.29,0,0,M,47,SC
AcGenDec2017,S06,AC,5,Gandhidham,277717,152397,54.87,4,BHARYA JUMABHAI SAVALI,BSP,,1233,0.81,0,0,M,60,SC
AcGenDec2017,S06,AC,5,Gandhidham,277717,152397,54.87,5,DANICHA GOVINDBHAI PUNAMCHAND,AAAP,,1101,0.72,0,0,M,49,SC
AcGenDec2017,S06,AC,5,Gandhidham,277717,152397,54.87,6,NOTA,NOTA,,3578,2.35,0,1,,,
