party_id,body,period_label,state,year,seats,vote_share_pct,contested,party_votes,total_votes,source_ids,derivation
parties.IN.AJBP,assembly,AcGenFeb2000,bihar,2000,0,0.375126,88,138980,37048920,src-3c76417b04b0,computed_from_canonical_electoral_rows
parties.IN.AJBP,assembly,AcGenFeb2000,haryana,2000,0,0.006089,3,466,7652560,src-755a37da21a2,computed_from_canonical_electoral_rows
parties.IN.AJBP,assembly,AcGenFeb2000,odisha,2000,0,0.003958,1,559,14124469,src-c03df2072e66,computed_from_canonical_electoral_rows
parties.IN.AJBP,assembly,AcGenMar1998,gujarat,1998,0,0.001228,1,200,16292114,src-841460ac0eb1,computed_from_canonical_electoral_rows
parties.IN.AJBP,assembly,AcGenNov1998,madhya-pradesh,1998,1,0.5546,78,147265,26553385,src-9e1d103bc77f,computed_from_canonical_electoral_rows
parties.IN.AJBP,assembly,AcGenOct1999,arunachal-pradesh,1999,0,0.103273,1,425,411532,src-b51ea4c83cb8,computed_from_canonical_electoral_rows
parties.IN.AJBP,assembly,AcGenOct1999,maharashtra,1999,0,0.001604,1,527,32856693,src-4f1bf04ee531,computed_from_canonical_electoral_rows
parties.IN.AJBP,assembly,AcGenSep1999,karnataka,1999,0,0.003707,3,824,22225499,src-1a69f6c8f902,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,andhra-pradesh,1998,0,0.008035,4,2563,31898911,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,bihar,1998,0,0.056686,8,21186,37374416,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,chandigarh,1998,0,0.339163,1,959,282755,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,delhi,1998,0,0.01418,2,598,4217082,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,gujarat,1998,0,0.066656,3,10859,16291161,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,haryana,1998,0,0.022098,2,1669,7552804,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,karnataka,1998,0,0.014709,1,3104,21102670,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,madhya-pradesh,1998,0,0.283331,33,76301,26930007,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,odisha,1998,0,0.121944,7,16275,13346272,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,puducherry,1998,0,0.179987,1,736,408918,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,punjab,1998,0,0.02398,2,2186,9115939,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,rajasthan,1998,0,0.009167,2,1618,17650528,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,tamil-nadu,1998,0,0.011944,2,3058,25603798,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,uttar-pradesh,1998,0,0.028488,19,15905,55829673,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenFeb1998,west-bengal,1998,0,0.002292,1,837,36522326,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenMay2009,andhra-pradesh,2009,0,0.02787,2,7028,25217251,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenMay2009,telangana,2009,0,0.003203,1,539,16830206,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,andhra-pradesh,1999,0,0.33942,20,113249,33365484,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,arunachal-pradesh,1999,0,2.38757,1,10163,425663,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,assam,1999,0,0.103536,5,10263,9912467,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,bihar,1999,0,0.329271,31,117393,35652429,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,chandigarh,1999,0,0.166893,1,472,282816,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,gujarat,1999,0,0.006184,1,842,13615022,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,haryana,1999,0,0.031607,1,2204,6973039,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,karnataka,1999,0,0.024027,2,5371,22353674,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,kerala,1999,0,0.016686,1,2566,15377976,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,madhya-pradesh,1999,0,0.284041,33,72024,25356859,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,manipur,1999,0,0.172327,2,1540,893648,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,meghalaya,1999,0,0.089557,1,586,654330,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,odisha,1999,0,0.213156,8,28281,13267721,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,punjab,1999,0,0.051379,2,4498,8754525,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,rajasthan,1999,0,0.03764,4,6237,16570177,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,tamil-nadu,1999,0,0.021589,5,5879,27231279,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,tripura,1999,0,0.032127,1,387,1204594,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJBP,parliament,LsGenOct1999,uttar-pradesh,1999,0,0.088907,44,48320,54348992,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.AJD,parliament,LsGenJun2024,bihar,2024,0,0.004179,1,1817,43480859,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJKP,assembly,AcGenDec2012,gujarat,2012,0,0.021315,3,5844,27417045,src-419098a2fee9,computed_from_canonical_electoral_rows
parties.IN.AJM,parliament,LsGenJun2024,assam,2024,0,0.049184,3,9895,20118166,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJP,assembly,AcGenFeb1991,tamil-nadu,1991,0,0.001335,1,329,24643696,src-80f8486f3490,computed_from_canonical_electoral_rows
parties.IN.AJP,assembly,AcGenJun1991,assam,1991,0,0.041208,6,3447,8364832,src-165b4ac67603,computed_from_canonical_electoral_rows
parties.IN.AJP,assembly,AcGenNov2013,chhattisgarh,2013,0,0.004781,2,625,13073833,src-f5fa33ba82de,computed_from_canonical_electoral_rows
parties.IN.AJP,parliament,LsGenJun1991,assam,1991,0,0.095141,1,8047,8457986,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.AJP,parliament,LsGenJun2024,chhattisgarh,2024,0,0.029364,2,4429,15083307,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJPI,parliament,LsGenJun2024,madhya-pradesh,2024,0,0.006241,1,2370,37972368,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJPI,parliament,LsGenJun2024,maharashtra,2024,0,0.002975,1,1703,57248402,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJPI,parliament,LsGenJun2024,punjab,2024,0,0.019774,2,2678,13542849,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJPI,parliament,LsGenJun2024,uttar-pradesh,2024,0,0.009066,2,7978,87997543,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJPK,parliament,LsGenJun2024,tamil-nadu,2024,0,0.005127,2,2244,43769106,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJPR,parliament,LsGenJun2024,bihar,2024,0,0.022447,2,9760,43480859,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJPTY,parliament,LsGenJun2024,delhi,2024,0,0.016526,1,1478,8943585,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJSU,parliament,LsGenJun2024,jharkhand,2024,1,2.61088,1,451139,17279192,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJSU,parliament,LsGenJun2024,odisha,2024,0,0.029896,2,7538,25214359,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AJUP,assembly,AcGenMay2026,west-bengal,2026,2,0.650257,29,414559,63753070,src-fa1aba648c1e,computed_from_canonical_electoral_rows
parties.IN.AKBHAD,parliament,LsGenJun2024,uttar-pradesh,2024,0,0.009862,1,8678,87997543,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRP,assembly,AcGenMay2013,karnataka,2013,0,0.001078,2,338,31352454,src-4d8c80f8c8fe,computed_from_canonical_electoral_rows
parties.IN.AKBRP,assembly,AcGenOct2014,maharashtra,2014,0,0.000198,1,105,52901326,src-02161604057c,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,bihar,2024,0,0.043371,5,18858,43480859,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,chandigarh,2024,0,0.237659,1,1068,449383,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,chhattisgarh,2024,0,0.026625,1,4016,15083307,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,delhi,2024,0,0.015855,2,1418,8943585,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,goa,2024,0,0.156247,1,1419,908178,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,himachal-pradesh,2024,0,0.184192,4,7517,4081076,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,jharkhand,2024,0,0.03679,2,6357,17279192,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,madhya-pradesh,2024,0,0.067399,3,25593,37972368,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,maharashtra,2024,0,0.034712,8,19872,57248402,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,odisha,2024,0,0.006191,1,1561,25214359,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,punjab,2024,0,0.02961,2,4010,13542849,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,uttar-pradesh,2024,0,0.013913,4,12243,87997543,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKBRPRVP,parliament,LsGenJun2024,uttarakhand,2024,0,0.129107,2,6280,4864181,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKD,assembly,AcGenDec1984,tamil-nadu,1984,1,0.217703,1,47212,21686473,src-6591ed259187,computed_from_canonical_electoral_rows
parties.IN.AKD,assembly,AcGenFeb2002,uttar-pradesh,2002,0,0.000535,1,287,53650610,src-183b4a86ce1d,computed_from_canonical_electoral_rows
parties.IN.AKD,assembly,AcGenSep1996,uttar-pradesh,1996,0,0.03512,5,19470,55438666,src-acb75d0ef1ff,computed_from_canonical_electoral_rows
parties.IN.AKD,parliament,LsGenMay1996,uttar-pradesh,1996,0,0.001449,2,667,46016667,src-8edc505f253c,computed_from_canonical_electoral_rows
parties.IN.AKHILA_INDIA_JANANAYAKA_MAKKAL_KATCHI_DR_I,assembly,AcGenApr2021,tamil-nadu,2021,0,0.000363,1,168,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.AKHIL_BHARAT_HINDU_MAHASABHA,assembly,AcGenApr2021,tamil-nadu,2021,0,0.004174,4,1930,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.AKHIL_BHARAT_HINDU_MAHASABHA,assembly,AcGenApr2021,west-bengal,2021,0,0.001358,2,819,60322833,src-8444a948b2a8,computed_from_canonical_electoral_rows
parties.IN.AKHP,assembly,AcGenDec2017,gujarat,2017,0,0.004957,2,1488,30018086,src-953e9d223ef8,computed_from_canonical_electoral_rows
parties.IN.AKHP,parliament,LsGenMay2019,maharashtra,2019,0,0.007228,1,3907,54054245,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.AKILA_INDIA_VALLALAR_PERAVAI,assembly,AcGenApr2021,tamil-nadu,2021,0,0.00082,1,379,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.AKLVJYP,parliament,LsGenJun2024,gujarat,2024,0,0.013312,1,3882,29161987,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKNDBHRJNP,parliament,LsGenJun2024,bihar,2024,0,0.003947,1,1716,43480859,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AKNDBRTSMR,parliament,LsGenJun2024,madhya-pradesh,2024,0,0.01035,1,3930,37972368,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ALHP,parliament,LsGenJun2024,bihar,2024,0,0.042722,1,18576,43480859,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ALHP,parliament,LsGenJun2024,uttar-pradesh,2024,0,0.004241,3,3732,87997543,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ALL_INDIA_JANANAYAKA_MAKKAL_KAZHAGAM,assembly,AcGenApr2021,tamil-nadu,2021,0,0.005054,9,2337,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ALL_INDIA_MGR_MAKKAL_MUNNETRA_KAZHAGAM,assembly,AcGenApr2021,tamil-nadu,2021,0,0.001345,4,622,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ALL_INDIA_PATTALI_MUNNETRA_KATCHI,assembly,AcGenApr2021,tamil-nadu,2021,0,0.000759,2,351,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ALL_INDIA_UZHAVARGAL_UZHAIPPALARGAL_KATCHI,assembly,AcGenApr2021,tamil-nadu,2021,0,0.003447,2,1594,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ALL_INDIA_UZHAVARGAL_UZHAIPPALARGAL_KATCHI,parliament,LsGenJun2024,tamil-nadu,2024,0,0.00217,1,950,43769106,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ALL_INDIA_YOUTH_DEVELOPMENT_PARTY,assembly,AcGenApr2021,tamil-nadu,2021,0,0.000606,2,280,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ALL_PENSIONER_S_PARTY,assembly,AcGenApr2021,tamil-nadu,2021,0,0.001042,2,482,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ALPP,parliament,LsGenJun2024,andhra-pradesh,2024,0,0.004415,3,1495,33858957,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ALPU,parliament,LsGenJun2024,punjab,2024,0,0.005132,1,695,13542849,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AMB,parliament,LsGenJun2024,jharkhand,2024,0,0.028502,1,4925,17279192,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AMBEDKARITE_PARTY_OF_INDIA,assembly,AcGenApr2021,tamil-nadu,2021,0,0.002602,8,1203,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.AMBEDKARITE_PARTY_OF_INDIA,assembly,AcGenApr2021,west-bengal,2021,0,0.010177,4,6139,60322833,src-8444a948b2a8,computed_from_canonical_electoral_rows
parties.IN.AMBEDKAR_POLITICAL_PARTY,assembly,AcGenApr2021,tamil-nadu,2021,0,0.000383,1,177,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.AMGRDMK,parliament,LsGenJun2024,tamil-nadu,2024,0,0.010576,4,4629,43769106,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AMI,assembly,AcGenFeb1990,puducherry,1990,0,0.021182,2,89,420171,src-3da08e761d1a,computed_from_canonical_electoral_rows
parties.IN.AMI,assembly,AcGenFeb1991,tamil-nadu,1991,0,0.062519,26,15407,24643696,src-80f8486f3490,computed_from_canonical_electoral_rows
parties.IN.AMI,parliament,LsGenJun1991,tamil-nadu,1991,0,0.033419,3,8252,24692334,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.AMIP,parliament,LsGenJun2024,bihar,2024,0,0.067961,3,29550,43480859,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AMJNMTP,parliament,LsGenJun2024,gujarat,2024,0,0.01099,1,3205,29161987,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AMM,parliament,LsGenJun2024,tamil-nadu,2024,0,0.005723,1,2505,43769106,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.AMMK,assembly,AcGenApr2021,puducherry,2021,0,0.350602,7,2933,836562,src-a52f0799d8fe,computed_from_canonical_electoral_rows
parties.IN.AMMK,assembly,AcGenApr2021,tamil-nadu,2021,0,2.34861,165,1085915,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.AMMK,assembly,AcGenMay2016,tamil-nadu,2016,0,0.001616,4,698,43205158,src-980ece2fb2f9,computed_from_canonical_electoral_rows
parties.IN.AMMK,assembly,AcGenMay2026,tamil-nadu,2026,1,0.862347,11,425345,49324125,src-3da941c21223,computed_from_canonical_electoral_rows
parties.IN.AMMK,parliament,LsGenJun2024,tamil-nadu,2024,0,0.898842,2,393415,43769106,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ANAITHINDIA_SAMUDAYA_MUNNETRA_KAZHAGAM,assembly,AcGenApr2021,tamil-nadu,2021,0,0.000242,1,112,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ANAITHU_MAKKAL_ARASIYAL_KATCHI,assembly,AcGenApr2021,tamil-nadu,2021,0,0.00704,22,3255,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ANAITHU_MAKKAL_MUNNETRA_KAZHAGAM,assembly,AcGenApr2021,tamil-nadu,2021,0,0.000502,1,232,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ANAITHU_MAKKAL_PURATCHI_KATCHI,assembly,AcGenApr2021,tamil-nadu,2021,0,0.015226,28,7040,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ANAITHU_ULAGA_TAMILARGAL_MUNNETRA_KALAGAM,assembly,AcGenApr2021,tamil-nadu,2021,0,0.001075,1,497,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ANAP,parliament,LsGenJun2024,delhi,2024,0,0.008733,1,781,8943585,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenApr2004,karnataka,2004,0,0.004596,2,1155,25129066,src-cbafd828698c,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenApr2007,uttar-pradesh,2007,0,0.00509,5,2655,52163417,src-5230abac31bb,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenApr2014,telangana,2014,0,0.044369,7,8629,19448279,src-a2c894c590c3,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenApr2019,odisha,2019,0,0.042303,17,9911,23428552,src-aac3ba0f570d,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenDec2009,jharkhand,2009,0,0.00933,2,959,10279009,src-6d8e0cb444b5,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenDec2013,delhi,2013,0,0.002096,1,165,7873704,src-606ae1d0586b,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenDec2018,telangana,2018,0,0.012215,12,2528,20695458,src-b186201797e9,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenFeb2012,uttar-pradesh,2012,0,0.003512,3,2663,75830976,src-5c0c9c3de1ed,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenMay2008,karnataka,2008,0,0.020133,10,5266,26156305,src-8dcd54ec3033,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenMay2013,karnataka,2013,0,0.017134,10,5372,31352454,src-4d8c80f8c8fe,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenMay2014,andhra-pradesh,2014,0,0.004991,5,1445,28952127,src-254843fef7c2,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenNov2005,bihar,2005,0,0.061122,8,14396,23553000,src-4f2938c732e7,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenNov2010,bihar,2010,0,0.070458,16,20474,29058604,src-e303c6d8e9fb,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenNov2020,bihar,2020,0,0.00252,2,1062,42137619,src-06e18fc9a280,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenOct2009,maharashtra,2009,0,0.012722,13,5761,45284495,src-5b2670ea594e,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenOct2014,maharashtra,2014,0,0.002692,3,1424,52901326,src-02161604057c,computed_from_canonical_electoral_rows
parties.IN.ANC,assembly,AcGenOct2019,maharashtra,2019,0,0.006123,6,3377,55149929,src-558e9e7bac87,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenJun2024,andhra-pradesh,2024,0,0.002032,1,688,33858957,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2004,andhra-pradesh,2004,0,0.002307,1,825,35762670,src-6e952de88bcd,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,andhra-pradesh,2009,0,0.028611,1,7215,25217251,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,bihar,2009,0,0.051604,4,12505,24232597,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,delhi,2009,0,0.005597,1,322,5753047,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,jammu-and-kashmir,2009,0,0.104414,1,2608,2497760,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,karnataka,2009,0,0.026969,2,6627,24572713,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,maharashtra,2009,0,0.019783,4,7318,36991311,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,telangana,2009,0,0.01839,1,3095,16830206,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,uttar-pradesh,2009,0,0.03127,6,17326,55407107,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2009,uttarakhand,2009,0,0.123565,2,3880,3140045,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2014,andhra-pradesh,2014,0,0.008865,1,2565,28934993,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2014,delhi,2014,0,0.011013,2,911,8271766,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2014,karnataka,2014,0,0.015874,2,4927,31038861,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2014,maharashtra,2014,0,0.009705,3,4728,48717419,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2014,uttar-pradesh,2014,0,0.004965,1,4026,81093120,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2014,uttarakhand,2014,0,0.061614,1,2706,4391890,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,andhra-pradesh,2019,0,0.004777,2,1510,31612534,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,bihar,2019,0,0.030463,1,12431,40806661,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,chandigarh,2019,0,0.053661,1,245,456568,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,delhi,2019,0,0.024749,1,2148,8679012,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,gujarat,2019,0,0.009642,2,2804,29081964,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,jharkhand,2019,0,0.027543,1,4121,14961958,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,maharashtra,2019,0,0.01366,4,7384,54054245,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,odisha,2019,0,0.02754,2,6553,23794122,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,punjab,2019,0,0.017435,2,2400,13765432,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANC,parliament,LsGenMay2019,telangana,2019,0,0.051242,5,9553,18642895,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.ANCHDMCP,parliament,LsGenJun2024,arunachal-pradesh,2024,0,0.909125,1,6622,728393,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ANDC,parliament,LsGenJun2024,andaman-and-nicobar,2024,0,4.074098,1,8254,202597,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.ANNA_DRAVIDAR_KAZHAGAM,assembly,AcGenApr2021,tamil-nadu,2021,0,0.009079,18,4198,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ANNA_MGR_DRAVIDA_MAKKAL_KALGAM,assembly,AcGenApr2021,tamil-nadu,2021,0,0.006828,17,3157,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ANNA_MGR_DRAVIDA_MUNNETRA_KAZHAGAM,assembly,AcGenApr2021,tamil-nadu,2021,0,0.000346,1,160,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
parties.IN.ANNA_PURATCHI_THALAIVAR_AMMA_DRAVIDA_MUNNE,assembly,AcGenApr2021,tamil-nadu,2021,0,0.014997,25,6934,46236492,src-4c63b70dbcf5,computed_from_canonical_electoral_rows
