party_id,body,period_label,state,year,seats,vote_share_pct,contested,party_votes,total_votes,source_ids,derivation
parties.IN.IUML,assembly,AcGenOct1999,maharashtra,1999,0,0.004888,3,1606,32856693,src-4f1bf04ee531,computed_from_canonical_electoral_rows
parties.IN.IUML,assembly,AcGenOct2004,maharashtra,2004,0,0.001083,3,453,41829645,src-071f67ad16c1,computed_from_canonical_electoral_rows
parties.IN.IUML,assembly,AcGenOct2009,maharashtra,2009,0,0.021352,9,9669,45284495,src-5b2670ea594e,computed_from_canonical_electoral_rows
parties.IN.IUML,assembly,AcGenOct2014,maharashtra,2014,0,0.008278,6,4379,52901326,src-02161604057c,computed_from_canonical_electoral_rows
parties.IN.IUML,assembly,AcGenOct2019,maharashtra,2019,0,0.011621,14,6409,55149929,src-558e9e7bac87,computed_from_canonical_electoral_rows
parties.IN.IUML,assembly,AcGenSep1996,uttar-pradesh,1996,0,0.004347,4,2410,55438666,src-acb75d0ef1ff,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenFeb1998,karnataka,1998,0,0.004213,1,889,21102670,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenFeb1998,kerala,1998,2,5.013314,2,745070,14861825,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenFeb1998,maharashtra,1998,0,0.009209,1,2900,31492290,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenFeb1998,uttar-pradesh,1998,0,0.006294,2,3514,55829673,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenFeb1998,west-bengal,1998,0,0.142803,3,52155,36522326,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenJun1991,delhi,1991,0,0.048097,2,1401,2912863,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenJun1991,kerala,1991,2,5.017991,2,715222,14253155,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenJun1991,rajasthan,1991,0,0.007482,4,920,12296822,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenJun1991,tamil-nadu,1991,0,0.395507,4,97660,24692334,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenJun1991,west-bengal,1991,0,0.097227,8,30215,31076754,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenJun2024,kerala,2024,1,6.022595,2,1206522,20033258,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenJun2024,tamil-nadu,2024,1,1.164438,1,509664,43769106,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay1996,andhra-pradesh,1996,0,0.000912,1,278,30474862,src-8edc505f253c,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay1996,bihar,1996,0,0.000622,1,213,34221282,src-8edc505f253c,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay1996,delhi,1996,0,0.002388,1,96,4019824,src-8edc505f253c,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay1996,kerala,1996,2,5.080497,2,730809,14384596,src-8edc505f253c,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay1996,maharashtra,1996,0,0.000702,1,199,28361236,src-8edc505f253c,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay1996,west-bengal,1996,0,0.072226,10,26507,36700029,src-8edc505f253c,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2004,andhra-pradesh,2004,0,0.045615,2,16313,35762670,src-6e952de88bcd,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2004,assam,2004,0,0.034063,1,3533,10372089,src-6e952de88bcd,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2004,karnataka,2004,0,0.016994,1,4268,25114659,src-6e952de88bcd,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2004,kerala,2004,1,4.860183,2,733228,15086428,src-6e952de88bcd,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2004,maharashtra,2004,0,0.005608,1,1921,34253278,src-6e952de88bcd,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2004,uttar-pradesh,2004,0,0.02034,3,10835,53269616,src-6e952de88bcd,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2009,assam,2009,0,0.012758,1,1549,12141171,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2009,bihar,2009,0,0.014406,2,3491,24232597,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2009,kerala,2009,2,5.07482,2,813741,16034875,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2009,madhya-pradesh,2009,0,0.007847,1,1529,19484608,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2009,maharashtra,2009,0,0.018023,4,6667,36991311,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2009,telangana,2009,0,0.111229,1,18720,16830206,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2009,uttar-pradesh,2009,0,0.017853,5,9892,55407107,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2009,west-bengal,2009,0,0.068939,6,29458,42730548,src-9be18d311190,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,assam,2014,0,0.009645,1,1455,15085883,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,bihar,2014,0,0.029366,2,10538,35885332,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,jharkhand,2014,0,0.150528,2,19543,12982940,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,kerala,2014,2,4.54067,2,816226,17975895,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,madhya-pradesh,2014,0,0.030543,1,9053,29639807,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,maharashtra,2014,0,0.005881,3,2865,48717419,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,punjab,2014,0,0.016331,1,2261,13845132,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,tamil-nadu,2014,0,0.507044,1,205896,40607149,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,telangana,2014,0,0.011306,2,2197,19432195,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,uttar-pradesh,2014,0,0.000614,1,498,81093120,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2014,west-bengal,2014,0,0.057259,9,29564,51631828,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2019,andhra-pradesh,2019,0,0.007551,3,2387,31612534,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2019,kerala,2019,2,5.453447,2,1111697,20385216,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2019,maharashtra,2019,0,0.015614,3,8440,54054245,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenMay2019,tamil-nadu,2019,1,1.083231,1,469943,43383467,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenNov1989,karnataka,1989,0,0.272523,4,50207,18423013,src-7011f3395a15,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenNov1989,kerala,1989,2,5.232656,2,780322,14912541,src-7011f3395a15,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenNov1989,madhya-pradesh,1989,0,0.001393,1,274,19674413,src-7011f3395a15,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenNov1989,rajasthan,1989,0,0.073011,3,10436,14293693,src-7011f3395a15,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenNov1989,west-bengal,1989,0,0.420094,8,132995,31658427,src-7011f3395a15,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenOct1999,kerala,1999,2,5.268151,2,810135,15377976,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenOct1999,maharashtra,1999,0,0.05284,1,17454,33031602,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenOct1999,uttar-pradesh,1999,0,0.020092,6,10920,54348992,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.IUML,parliament,LsGenOct1999,west-bengal,1999,0,0.044133,5,15576,35292965,src-84efcb6e2cc4,computed_from_canonical_electoral_rows
parties.IN.IVP,assembly,AcGenMay2006,tamil-nadu,2006,0,0.095809,1,31609,32991555,src-7b4f21307492,computed_from_canonical_electoral_rows
parties.IN.IVP,parliament,LsGenMay2014,tamil-nadu,2014,0,0.00098,1,398,40607149,src-85c74b162cce,computed_from_canonical_electoral_rows
parties.IN.JAC,assembly,AcGenFeb1974,odisha,1974,1,1.168192,42,67169,5749825,src-2067d9d88f92,computed_from_canonical_electoral_rows
parties.IN.JAC,assembly,AcGenNov2020,bihar,2020,0,0.00828,3,3489,42137619,src-06e18fc9a280,computed_from_canonical_electoral_rows
parties.IN.JAC,assembly,AcGenOct2019,maharashtra,2019,0,0.000428,1,236,55149929,src-558e9e7bac87,computed_from_canonical_electoral_rows
parties.IN.JAC,parliament,LsGenJun2024,andhra-pradesh,2024,0,0.016022,1,5425,33858957,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JAC,parliament,LsGenJun2024,madhya-pradesh,2024,0,0.009151,1,3475,37972368,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JAC,parliament,LsGenMay2019,jharkhand,2019,0,0.026621,2,3983,14961958,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JAC,parliament,LsGenMay2019,madhya-pradesh,2019,0,0.021371,3,7888,36910610,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JAC,parliament,LsGenMay2019,maharashtra,2019,0,0.002142,1,1158,54054245,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JAC,parliament,LsGenMay2019,uttar-pradesh,2019,0,0.001811,1,1566,86481398,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JAHP,parliament,LsGenJun2024,karnataka,2024,0,0.00291,2,1130,38835377,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JAISMP,parliament,LsGenJun2024,uttar-pradesh,2024,0,0.010151,2,8933,87997543,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JAKAP,parliament,LsGenJun2024,jammu-and-kashmir,2024,0,4.031656,2,208149,5162866,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JAKNPF,parliament,LsGenJun2024,jammu-and-kashmir,2024,0,0.163727,3,8453,5162866,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JALOP,assembly,AcGenOct2019,maharashtra,2019,0,0.005059,5,2790,55149929,src-558e9e7bac87,computed_from_canonical_electoral_rows
parties.IN.JANADIP,assembly,AcGenDec2018,rajasthan,2018,0,0.001922,1,682,35483940,src-05c6e01fee51,computed_from_canonical_electoral_rows
parties.IN.JANADIP,assembly,AcGenNov2018,madhya-pradesh,2018,0,0.074626,33,28461,38138186,src-549efa82d0e1,computed_from_canonical_electoral_rows
parties.IN.JANADIP,assembly,AcGenNov2020,bihar,2020,0,0.023786,6,10023,42137619,src-06e18fc9a280,computed_from_canonical_electoral_rows
parties.IN.JANADIP,assembly,AcGenOct2019,maharashtra,2019,0,0.003068,6,1692,55149929,src-558e9e7bac87,computed_from_canonical_electoral_rows
parties.IN.JANADIP,parliament,LsGenMay2019,bihar,2019,0,0.085207,6,34770,40806661,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JANADIP,parliament,LsGenMay2019,madhya-pradesh,2019,0,0.008431,3,3112,36910610,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JANADIP,parliament,LsGenMay2019,maharashtra,2019,0,0.01305,7,7054,54054245,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JANADIP,parliament,LsGenMay2019,uttar-pradesh,2019,0,0.040516,3,35039,86481398,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JANKRPR,parliament,LsGenJun2024,uttar-pradesh,2024,0,0.020911,4,18401,87997543,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JANSAPP,assembly,AcGenDec2017,gujarat,2017,0,0.004467,2,1341,30018086,src-953e9d223ef8,computed_from_canonical_electoral_rows
parties.IN.JANSAPP,parliament,LsGenMay2019,gujarat,2019,0,0.012537,4,3646,29081964,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JAPL,assembly,AcGenNov2015,bihar,2015,0,1.350339,109,514751,38120124,src-cfea7c9e8ffd,computed_from_canonical_electoral_rows
parties.IN.JAPL,assembly,AcGenNov2020,bihar,2020,0,1.025471,148,432109,42137619,src-06e18fc9a280,computed_from_canonical_electoral_rows
parties.IN.JAPL,parliament,LsGenMay2019,bihar,2019,0,0.239253,1,97631,40806661,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JARAP,parliament,LsGenJun2024,uttar-pradesh,2024,0,0.003836,2,3376,87997543,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JASD,assembly,AcGenFeb2012,uttar-pradesh,2012,0,0.001559,2,1182,75830976,src-5c0c9c3de1ed,computed_from_canonical_electoral_rows
parties.IN.JASD,assembly,AcGenMay2016,tamil-nadu,2016,0,0.000125,1,54,43205158,src-980ece2fb2f9,computed_from_canonical_electoral_rows
parties.IN.JASD,parliament,LsGenJun2024,haryana,2024,0,0.022599,1,2955,13075630,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JASD,parliament,LsGenMay2019,uttar-pradesh,2019,0,0.006658,2,5758,86481398,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JASP,assembly,AcGenApr2014,telangana,2014,0,0.001429,1,278,19448279,src-a2c894c590c3,computed_from_canonical_electoral_rows
parties.IN.JASP,assembly,AcGenDec2017,gujarat,2017,0,0.000903,1,271,30018086,src-953e9d223ef8,computed_from_canonical_electoral_rows
parties.IN.JASP,assembly,AcGenFeb2012,uttar-pradesh,2012,0,0.001912,3,1450,75830976,src-5c0c9c3de1ed,computed_from_canonical_electoral_rows
parties.IN.JASP,assembly,AcGenNov2020,bihar,2020,0,0.002919,1,1230,42137619,src-06e18fc9a280,computed_from_canonical_electoral_rows
parties.IN.JASP,parliament,LsGenJun2024,madhya-pradesh,2024,0,0.009681,1,3676,37972368,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JASP,parliament,LsGenJun2024,west-bengal,2024,0,0.005588,1,3384,60554535,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JASP,parliament,LsGenMay2019,west-bengal,2019,0,0.001245,1,712,57206976,src-8beec592f488,computed_from_canonical_electoral_rows
parties.IN.JASWP,parliament,LsGenJun2024,telangana,2024,0,0.034877,3,7684,22031832,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JBNP,parliament,LsGenJun2024,andhra-pradesh,2024,0,0.059792,9,20245,33858957,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JBNP,parliament,LsGenJun2024,telangana,2024,0,0.010081,4,2221,22031832,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JCC,assembly,AcGenNov2018,chhattisgarh,2018,5,7.610714,57,1086581,14276991,src-7433352a7424,computed_from_canonical_electoral_rows
parties.IN.JCVIVP,parliament,LsGenJun2024,andhra-pradesh,2024,0,0.016445,5,5568,33858957,src-bfb4e7fb9785,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenApr1991,west-bengal,1991,1,0.676098,9,209388,30970045,src-6fd9fd4654a9,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenApr1996,assam,1996,0,0.575785,34,52355,9092801,src-3d6e606da97b,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenApr1996,kerala,1996,4,4.120653,13,587716,14262692,src-6308bd3d63d5,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenApr1996,puducherry,1996,1,4.42327,6,20360,460293,src-276913fe2487,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenDec1994,karnataka,1994,115,33.539705,221,6944464,20705203,src-955b91b8705e,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,bihar,1990,122,25.613752,276,8212666,32063503,src-45e29dbc0a0b,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,gujarat,1990,70,29.364297,147,3725148,12685977,src-f02858df5f42,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,himachal-pradesh,1990,11,11.061912,17,222542,2011786,src-4464feb580a6,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,madhya-pradesh,1990,28,7.706375,115,1531784,19876841,src-8b743f01b7a6,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,maharashtra,1990,24,12.718925,214,3776737,29693838,src-68d6a0109259,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,manipur,1990,11,19.819149,46,196207,989987,src-b2eeb28b5a24,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,odisha,1990,123,53.687298,139,5884443,10960587,src-1c246730d3bf,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,puducherry,1990,4,9.078447,8,38145,420171,src-3da08e761d1a,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1990,rajasthan,1990,55,21.584351,120,3200662,14828623,src-4b69e709f7aa,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1991,tamil-nadu,1991,1,1.687843,15,415947,24643696,src-80f8486f3490,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1992,punjab,1992,1,2.151887,37,64666,3005083,src-9e23e8a9fc98,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1995,gujarat,1995,0,2.817794,115,508561,18048194,src-d032a31fc06c,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1995,manipur,1995,7,11.919561,40,136594,1145965,src-dbe5e5b8729b,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1996,tamil-nadu,1996,1,0.433901,16,117801,27149300,src-401ec179ced9,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1997,punjab,1997,0,0.556696,27,57283,10289814,src-1b31fb6cca29,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1998,himachal-pradesh,1998,0,0.750773,21,19155,2551369,src-17da38ffa757,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1998,meghalaya,1998,0,0.004538,1,38,837383,src-2c82cd8fda65,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb1998,tripura,1998,0,0.240972,3,3294,1366966,src-e9ddf700849d,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenFeb2012,uttar-pradesh,2012,0,0.003388,3,2569,75830976,src-5c0c9c3de1ed,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenJun1991,assam,1991,1,4.765463,95,398623,8364832,src-165b4ac67603,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenJun1991,kerala,1991,3,4.043052,13,573140,14175924,src-4ef9618d1761,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenJun1991,puducherry,1991,1,6.732936,6,26321,390929,src-fbbf5f3f0a1a,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenJun1999,goa,1999,0,0.027888,1,161,577308,src-5a55ef1114cd,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMar1990,arunachal-pradesh,1990,11,33.338203,52,116383,349098,src-583eefc7cbc9,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMar1995,arunachal-pradesh,1995,3,17.241842,34,73248,424827,src-bbb1962ef943,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMar1995,bihar,1995,167,27.978282,264,9669589,34561054,src-b65b6ec9f54a,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMar1995,maharashtra,1995,11,5.863614,182,2258914,38524263,src-b96bca4d5290,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMar1995,odisha,1995,46,35.414795,146,5600853,15815009,src-ef2fd78befd5,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMar1998,gujarat,1998,4,2.634913,91,429283,16292114,src-841460ac0eb1,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMay1991,haryana,1991,3,4.487981,25,277380,6180507,src-57ddd8c183e5,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMay1991,uttar-pradesh,1991,92,18.842173,374,7051639,37424765,src-7bfa105ca7d0,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMay1996,haryana,1996,0,0.84422,47,63939,7573734,src-1d2f2cd20bea,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenMay1996,west-bengal,1996,0,0.287308,5,105697,36788753,src-b03564ebb111,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1989,goa,1989,0,1.397249,6,7045,504205,src-7ea6a6c915d1,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1989,karnataka,1989,24,27.077876,209,4943854,18257909,src-a7d1336ded8d,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1989,uttar-pradesh,1989,208,29.711457,356,11571462,38946128,src-a4526341e90d,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1993,delhi,1993,4,12.646681,70,449115,3551248,src-33d259753407,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1993,madhya-pradesh,1993,4,3.897373,257,922580,23671840,src-a76e2b860fd0,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1993,rajasthan,1993,6,6.934287,146,1167392,16835069,src-ff0e2853d3c7,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1993,uttar-pradesh,1993,27,12.332765,377,6162231,49966339,src-d72503dc3f96,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1994,goa,1994,0,0.24905,3,1434,575789,src-308d70821d95,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1998,delhi,1998,1,1.795384,48,73385,4087426,src-6c33137ae640,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1998,madhya-pradesh,1998,1,1.871517,144,496951,26553385,src-9e1d103bc77f,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1998,mizoram,1998,0,0.280229,10,947,337938,src-382c810a61ba,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenNov1998,rajasthan,1998,3,1.970835,69,371205,18834911,src-ee56712946b8,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenSep1993,himachal-pradesh,1993,0,1.085824,32,25248,2325238,src-221329bd86ac,computed_from_canonical_electoral_rows
parties.IN.JD,assembly,AcGenSep1996,uttar-pradesh,1996,7,2.564145,54,1421528,55438666,src-acb75d0ef1ff,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,andhra-pradesh,1998,1,0.87245,1,278302,31898911,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,arunachal-pradesh,1998,0,1.885547,1,6199,328764,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,assam,1998,0,0.116779,1,9781,8375663,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,bihar,1998,1,8.719176,35,3258741,37374416,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,delhi,1998,0,2.456722,5,103602,4217082,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,gujarat,1998,0,2.938109,15,478652,16291161,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,haryana,1998,0,0.377515,4,28513,7552804,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,himachal-pradesh,1998,0,0.881979,3,20997,2380668,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,jammu-and-kashmir,1998,0,0.501159,1,10818,2158597,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,karnataka,1998,3,21.685616,28,4576244,21102670,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,kerala,1998,0,3.903249,2,580094,14861825,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,lakshadweep,1998,0,48.448365,1,15050,31064,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,madhya-pradesh,1998,0,1.221645,18,328989,26930007,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,maharashtra,1998,0,1.667869,19,525250,31492290,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,odisha,1998,0,4.928642,16,657790,13346272,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,punjab,1998,1,4.177134,1,380785,9115939,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,rajasthan,1998,0,2.312072,17,408093,17650528,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenFeb1998,uttar-pradesh,1998,0,0.469838,23,262309,55829673,src-7e1f7d152977,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenJun1991,andhra-pradesh,1991,0,0.544851,2,138875,25488643,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenJun1991,arunachal-pradesh,1991,0,24.676027,2,64380,260901,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenJun1991,assam,1991,0,5.15728,6,436202,8457986,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenJun1991,bihar,1991,31,34.140216,36,10106137,29601854,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenJun1991,chandigarh,1991,0,2.763711,1,5905,213662,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
parties.IN.JD,parliament,LsGenJun1991,dadra-and-nagar-haveli-and-daman-and-diu,1991,0,1.199407,1,1036,86376,src-b38e5d2db7f2,computed_from_canonical_electoral_rows
