party_id,body,rank,entity_id,constituency_name,state,wins,contested,last_won_year,results,source_ids,derivation
parties.IN.BSP,parliament,8,IN-PC-1976-S24-12,SHAHABAD,uttar-pradesh,1,2,2004,LW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.BSP,parliament,9,IN-PC-1976-S24-13,SITAPUR,uttar-pradesh,1,2,2004,LW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.BSP,parliament,10,IN-PC-1976-S24-14,MISRIKH,uttar-pradesh,1,2,2004,LW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.BTP,assembly,1,IN-S06-AC-2008-149,Dediapada,gujarat,1,3,2017,LWL,src-419098a2fee9|src-953e9d223ef8|src-b954b3907d29,computed_from_canonical_winner_rows
parties.IN.BTP,assembly,2,IN-S06-AC-2008-152,Jhagadia,gujarat,1,3,2017,LWL,src-419098a2fee9|src-953e9d223ef8|src-b954b3907d29,computed_from_canonical_winner_rows
parties.IN.BTP,assembly,3,IN-S20-AC-2008-161,Chorasi,rajasthan,1,3,2018,LLW,src-05c6e01fee51|src-484300621f4c|src-50c93d074c18,computed_from_canonical_winner_rows
parties.IN.BTP,assembly,4,IN-S20-AC-2008-160,Sagwara,rajasthan,1,4,2018,LLWL,src-05c6e01fee51|src-484300621f4c|src-50c93d074c18|src-bdf8cace4996,computed_from_canonical_winner_rows
parties.IN.BVA,assembly,1,IN-S13-AC-2008-131,Boisar,maharashtra,3,4,2019,WWWL,src-02161604057c|src-0c04cb845d7e|src-558e9e7bac87|src-5b2670ea594e,computed_from_canonical_winner_rows
parties.IN.BVA,assembly,2,IN-S13-AC-2008-132,Nalasopara,maharashtra,3,4,2019,WWWL,src-02161604057c|src-0c04cb845d7e|src-558e9e7bac87|src-5b2670ea594e,computed_from_canonical_winner_rows
parties.IN.BVA,assembly,3,IN-S13-AC-2008-133,Vasai,maharashtra,2,4,2019,LWWL,src-02161604057c|src-0c04cb845d7e|src-558e9e7bac87|src-5b2670ea594e,computed_from_canonical_winner_rows
parties.IN.BVA,parliament,1,IN-PC-2008-S13-22,Palghar,maharashtra,1,4,2009,WLLL,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.CMPKSC,assembly,1,IN-S11-AC-2008-117,Chavara,kerala,1,3,2016,WLL,src-8e74145fe7dc|src-920426012b16|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.CMPKSC,assembly,2,IN-S11-AC-2008-134,Thiruvananthapuram,kerala,1,3,2026,LLW,src-920426012b16|src-9a9902894a2d|src-9c3af42cecda,computed_from_canonical_winner_rows
parties.IN.CMPKSC,assembly,3,IN-S11-AC-1976-135,TRIVANDRUM WEST,kerala,1,8,2001,LLLLLLWL,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,1,IN-S04-AC-1976-106,BARAUNI,bihar,8,8,2005,WWWWWWWW,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-4f2938c732e7|src-935cfa064ac8|src-b65b6ec9f54a|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,2,IN-S11-AC-1976-129,KILIMANOOR,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,3,IN-S11-AC-1976-18,NADAPURAM,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,4,IN-S11-AC-1976-57,CHERPU,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,5,IN-S11-AC-1976-67,KODUNGALLUR,kerala,7,7,2006,WWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,6,IN-S25-AC-1976-200,PANSKURA WEST,west-bengal,7,7,2006,WWWWWWW,src-06ef30dd9958|src-4cf8378fae18|src-56fb5ea6721a|src-6fd9fd4654a9|src-8f3fd20e4fce|src-a875edf968c9|src-b03564ebb111,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,7,IN-S04-AC-1976-109,BAKHRI,bihar,7,8,2005,WWWWWLWW,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-4f2938c732e7|src-935cfa064ac8|src-b65b6ec9f54a|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,8,IN-S11-AC-1976-116,CHADAYAMANGALAM,kerala,7,8,2006,WWWWWWLW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,9,IN-S11-AC-1976-4,HOSDRUG,kerala,7,8,2006,WWWLWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPI,assembly,10,IN-S11-AC-1976-96,VAIKOM,kerala,7,8,2006,WWWWLWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,1,IN-PC-1976-S25-14,BASIRHAT,west-bengal,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,2,IN-PC-1976-S25-29,PANSKURA,west-bengal,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,3,IN-PC-1976-S25-32,MIDNAPORE,west-bengal,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,4,IN-PC-2008-S22-18,Tiruppur,tamil-nadu,2,4,2024,LLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,5,IN-PC-2008-S22-29,Nagapattinam,tamil-nadu,2,4,2024,LLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,6,IN-PC-1976-S27-14,HAZARIBAGH,jharkhand,1,1,2004,W,src-6e952de88bcd,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,7,IN-PC-1976-S01-41,NALGONDA,andhra-pradesh,1,2,2004,LW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,8,IN-PC-1976-S11-17,ADOOR,kerala,1,2,2004,LW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,9,IN-PC-1976-S11-20,THIRUVANANTHAPURAM,kerala,1,2,2004,LW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPI,parliament,10,IN-PC-1976-S11-9,TRICHUR,kerala,1,2,2004,LW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,1,IN-S11-AC-1976-12,TELLICHERRY,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,2,IN-S11-AC-1976-130,VAMANAPURAM,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,3,IN-S11-AC-1976-14,KUTHUPARAMBA,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,4,IN-S11-AC-1976-48,MALAMPUZHA,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,5,IN-S11-AC-1976-5,TRIKKARPUR,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,6,IN-S11-AC-1976-52,COYALMANNAM,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,7,IN-S11-AC-1976-7,PAYYANNUR,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,8,IN-S11-AC-1976-8,TALIPARAMBA,kerala,8,8,2006,WWWWWWWW,src-0ebe2677f04a|src-33ba3556a8f4|src-4ef9618d1761|src-6308bd3d63d5|src-99bc11843e59|src-9e26df038e24|src-aeaa90663876|src-b71794c93281,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,9,IN-S23-AC-1976-1,SIMNA,tripura,7,7,2008,WWWWWWW,src-3e2532aae1b4|src-47b48c02cae6|src-4a2b60a351cb|src-508c8fe83f5c|src-9e936fa78de5|src-bbb00e489d24|src-e9ddf700849d,computed_from_canonical_winner_rows
parties.IN.CPIM,assembly,10,IN-S23-AC-1976-11,MANDAIBAZAR,tripura,7,7,2008,WWWWWWW,src-3e2532aae1b4|src-47b48c02cae6|src-4a2b60a351cb|src-508c8fe83f5c|src-9e936fa78de5|src-bbb00e489d24|src-e9ddf700849d,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,1,IN-PC-2008-S11-9,Alathur,kerala,3,4,2024,WWLW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,2,IN-PC-1976-S11-1,KASARAGOD,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,3,IN-PC-1976-S11-13,KOTTAYAM,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,4,IN-PC-1976-S11-18,QUILON,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,5,IN-PC-1976-S11-19,CHIRAYINKIL,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,6,IN-PC-1976-S11-2,CANNANORE,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,7,IN-PC-1976-S11-3,BADAGARA,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,8,IN-PC-1976-S11-7,PALGHAT,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,9,IN-PC-1976-S11-8,OTTAPALAM,kerala,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIM,parliament,10,IN-PC-1976-S22-24,MADURAI,tamil-nadu,2,2,2004,WW,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,1,IN-S04-AC-1976-144,BARSOI,bihar,3,8,2005,LLLLLWWW,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-4f2938c732e7|src-935cfa064ac8|src-b65b6ec9f54a|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,2,IN-S04-AC-1976-30,MAIRWA,bihar,3,8,2005,LLLLWWWL,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-4f2938c732e7|src-935cfa064ac8|src-b65b6ec9f54a|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,3,IN-S04-AC-1976-31,DARAULI,bihar,3,8,2005,LLLLWLWW,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-4f2938c732e7|src-935cfa064ac8|src-b65b6ec9f54a|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,4,IN-S04-AC-2008-107,Darauli,bihar,2,4,2020,LWWL,src-06e18fc9a280|src-a6ff45d1f5fb|src-cfea7c9e8ffd|src-e303c6d8e9fb,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,5,IN-S04-AC-2008-190,Paliganj,bihar,2,4,2025,LLWW,src-06e18fc9a280|src-a6ff45d1f5fb|src-cfea7c9e8ffd|src-e303c6d8e9fb,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,6,IN-S04-AC-2008-196,Tarari,bihar,2,4,2020,LWWL,src-06e18fc9a280|src-a6ff45d1f5fb|src-cfea7c9e8ffd|src-e303c6d8e9fb,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,7,IN-S04-AC-2008-213,Karakat,bihar,2,4,2025,LLWW,src-06e18fc9a280|src-a6ff45d1f5fb|src-cfea7c9e8ffd|src-e303c6d8e9fb,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,8,IN-S04-AC-2008-65,Balrampur,bihar,2,4,2020,LWWL,src-06e18fc9a280|src-a6ff45d1f5fb|src-cfea7c9e8ffd|src-e303c6d8e9fb,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,9,IN-S27-AC-2008-29,Bagodar,jharkhand,2,4,2019,WLWL,src-6d8e0cb444b5|src-7fa3c11bd289|src-b869a5538281|src-da5e656dc5cc,computed_from_canonical_winner_rows
parties.IN.CPIMLL,assembly,10,IN-S04-AC-1976-272,BAGODAR,bihar,2,6,2000,LLLLWW,src-1ff7577f66bf|src-3c76417b04b0|src-45e29dbc0a0b|src-935cfa064ac8|src-b65b6ec9f54a|src-d5163ef3d822,computed_from_canonical_winner_rows
parties.IN.CPIMLL,parliament,1,IN-PC-1976-S03-3,AUTONOMOUS DISTRICT,assam,1,2,1999,WL,src-6e952de88bcd|src-84efcb6e2cc4,computed_from_canonical_winner_rows
parties.IN.CPIMLL,parliament,2,IN-PC-2008-S04-35,Karakat,bihar,1,3,2024,LLW,src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.CPIMLL,parliament,3,IN-PC-2008-S04-32,Arrah,bihar,1,4,2024,LLLW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,1,IN-S22-AC-2008-152,Vriddhachalam,tamil-nadu,2,4,2026,WLLW,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,2,IN-S22-AC-2008-1,Gummidipoondi,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,3,IN-S22-AC-2008-116,Sulur,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,4,IN-S22-AC-2008-142,Thiruverumbur,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,5,IN-S22-AC-2008-151,Tittakudi,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,6,IN-S22-AC-2008-154,Panruti,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,7,IN-S22-AC-2008-16,Egmore,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,8,IN-S22-AC-2008-161,Mayiladuthurai,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,9,IN-S22-AC-2008-177,Peravurani,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMDK,assembly,10,IN-S22-AC-2008-193,Madurai central,tamil-nadu,1,4,2011,WLLL,src-3da941c21223|src-4c63b70dbcf5|src-56c66222c3c2|src-980ece2fb2f9,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,1,IN-S22-AC-1976-2,HARBOUR,tamil-nadu,8,9,2006,LWWWWWWWW,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,2,IN-S22-AC-1976-7,EGMORE,tamil-nadu,8,9,2006,WWLWWWWWW,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,3,IN-S22-AC-1976-8,ANNA NAGAR,tamil-nadu,8,9,2006,WWWWWLWWW,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,4,IN-S22-AC-1976-11,CHEPAUK,tamil-nadu,7,9,2006,LWWWWLWWW,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,5,IN-S22-AC-1976-183,THANJAVUR,tamil-nadu,7,9,2006,WWWLWLWWW,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,6,IN-S22-AC-1976-6,PURASAWALKAM,tamil-nadu,7,9,2006,WWWWWLLWW,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,7,IN-U07-AC-1976-7,NELLITHOPE,puducherry,6,8,2001,LWWWWWWL,src-135c304564fd|src-276913fe2487|src-3da08e761d1a|src-557fb8688652|src-7e80e86be4a1|src-8800ca7de63c|src-f4e05ebbff66|src-fbbf5f3f0a1a,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,8,IN-S22-AC-1976-1,ROYAPURAM,tamil-nadu,6,9,1996,WWWWWLWLL,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,9,IN-S22-AC-1976-12,TRIPLICANE,tamil-nadu,6,9,2001,WWLWWLWWL,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,assembly,10,IN-S22-AC-1976-126,COONOOR,tamil-nadu,6,9,2006,WWWLWLWLW,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,1,IN-PC-2008-S22-10,Dharmapuri,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,2,IN-PC-2008-S22-11,Tiruvannamalai,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,3,IN-PC-2008-S22-14,Kallakurichi,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,4,IN-PC-2008-S22-16,Namakkal,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,5,IN-PC-2008-S22-19,Nilgiris,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,6,IN-PC-2008-S22-2,Chennai North,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,7,IN-PC-2008-S22-25,Perambalur,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,8,IN-PC-2008-S22-30,Thanjavur,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,9,IN-PC-2008-S22-36,Thoothukkudi,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.DMK,parliament,10,IN-PC-2008-S22-4,Chennai Central,tamil-nadu,3,4,2024,WLWW,src-85c74b162cce|src-8beec592f488|src-9be18d311190|src-bfb4e7fb9785,computed_from_canonical_winner_rows
parties.IN.GFP,assembly,1,IN-S05-AC-2008-30,Fatorda,goa,2,3,2022,LWW,src-02d2060701af|src-9e77d6a7b4ab|src-a6ac80b5dbb5,computed_from_canonical_winner_rows
parties.IN.GFP,assembly,2,IN-S05-AC-2008-6,Siolim,goa,1,3,2017,LWL,src-02d2060701af|src-9e77d6a7b4ab|src-a6ac80b5dbb5,computed_from_canonical_winner_rows
parties.IN.GFP,assembly,3,IN-S05-AC-2008-7,Saligao,goa,1,3,2017,LWL,src-02d2060701af|src-9e77d6a7b4ab|src-a6ac80b5dbb5,computed_from_canonical_winner_rows
parties.IN.GGP,assembly,1,IN-S12-AC-1976-109,MAJHOLI,madhya-pradesh,1,7,1998,LLLLLWL,src-111d478574b6|src-6e6cad8b2a5a|src-8b743f01b7a6|src-9e1d103bc77f|src-a0def80f7558|src-a76e2b860fd0|src-ab19651149c6,computed_from_canonical_winner_rows
parties.IN.GGP,assembly,2,IN-S12-AC-1976-120,GHANSOR,madhya-pradesh,1,7,2003,LLLLLLW,src-111d478574b6|src-6e6cad8b2a5a|src-8b743f01b7a6|src-9e1d103bc77f|src-a0def80f7558|src-a76e2b860fd0|src-ab19651149c6,computed_from_canonical_winner_rows
parties.IN.GGP,assembly,3,IN-S12-AC-1976-128,AMARWARA,madhya-pradesh,1,7,2003,LLLLLLW,src-111d478574b6|src-6e6cad8b2a5a|src-8b743f01b7a6|src-9e1d103bc77f|src-a0def80f7558|src-a76e2b860fd0|src-ab19651149c6,computed_from_canonical_winner_rows
parties.IN.GGP,assembly,4,IN-S12-AC-1976-94,PARASWADA,madhya-pradesh,1,7,2003,LLLLLLW,src-111d478574b6|src-6e6cad8b2a5a|src-8b743f01b7a6|src-9e1d103bc77f|src-a0def80f7558|src-a76e2b860fd0|src-ab19651149c6,computed_from_canonical_winner_rows
parties.IN.GGP,assembly,5,IN-S13-AC-1976-153,SIRONCHA,maharashtra,1,10,1999,LLLLLLLLWL,src-071f67ad16c1|src-1ab4290c6901|src-4bea2515fd9d|src-4f1bf04ee531|src-68d6a0109259|src-701a81e72fbb|src-a6ca5a69db75|src-b96bca4d5290|src-ba67b2879885|src-cbd0cce08734,computed_from_canonical_winner_rows
parties.IN.GKC,assembly,1,IN-S22-AC-1976-223,RADHAPURAM,tamil-nadu,2,9,1984,LLWWLLLLL,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.GKC,assembly,2,IN-S22-AC-1976-224,SATTANGULAM,tamil-nadu,2,9,1984,LLWWLLLLL,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
parties.IN.GKC,assembly,3,IN-S22-AC-1976-17,THIRUVOTTIYUR,tamil-nadu,1,9,1980,LLWLLLLLL,src-401ec179ced9|src-6215471dcc6d|src-6591ed259187|src-7b4f21307492|src-80f8486f3490|src-98ee4fb27493|src-be9e304342b6|src-edde438a4885|src-f4d9506c4aec,computed_from_canonical_winner_rows
