entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_party_short_raw,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_party_short_raw,runnerup_votes,margin_votes,margin_pct,source_id,processing_level,processing_note
IN-AC-1976-bihar-1,bihar,2005,DHANAHA,120846,59357,49.12,RAJESH SINGH,parties.IN.RJD,RJD,19164,32.29,RAMADHAR YADAV,parties.IN.SP,SP,17700,1464,2.47,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-143,bihar,2005,KADWA,199514,111833,56.05,ABDUL JALIL,parties.IN.NCP,NCP,46221,41.33,HIMRAJ SINGH,parties.IN.BJP,BJP,33685,12536,11.21,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-144,bihar,2005,BARSOI,215430,119617,55.52,MUNNAF ALAM,parties.IN.CPIMLL,CPI(ML)(L),39872,33.33,DULAL CHANDRA GOSWAMI,parties.IN.BJP,BJP,38035,1837,1.53,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-145,bihar,2005,PRANPUR,180337,101068,56.04,MAHENDRA NARAYAN YADAV,parties.IN.RJD,RJD,38772,38.36,BINOD KUMAR SINGH,parties.IN.BJP,BJP,34386,4386,4.34,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-146,bihar,2005,MANIHARI,157511,84542,53.67,MUBARAK HUSSAIN,parties.IN.INC,INC,27822,32.91,VISHWANATH SINGH,parties.IN.JDU,JD(U),26538,1284,1.52,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-147,bihar,2005,PIRPAINTI,224972,114909,51.08,SHOBHA KANT MANDAL,parties.IN.RJD,RJD,31046,27.02,DILIP KUMAR SINHA,parties.IN.BJP,BJP,29591,1455,1.27,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-148,bihar,2005,COLGONG,245125,122949,50.16,AJAY KUMAR MANDAL,parties.IN.JDU,JD(U),58640,47.69,SADANAND SINGH,parties.IN.INC,INC,45068,13572,11.03,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-149,bihar,2005,NATHNAGAR,247276,114485,46.3,SUDHA SHRIVASTAV,parties.IN.JDU,JD(U),45646,39.87,PRAVEZ KHAN,parties.IN.RJD,RJD,41211,4435,3.87,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-150,bihar,2005,BHAGALPUR,262277,92385,35.22,ASHWINI KUMAR CHOUBEY,parties.IN.BJP,BJP,53698,58.12,PRAWIN SINGH,parties.IN.INC,INC,31921,21777,23.57,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-151,bihar,2005,GOPALPUR,211342,95881,45.37,NARENDRA KR. NIRAJ,parties.IN.JDU,JD(U),48049,50.11,AMIT RANA,parties.IN.RJD,RJD,33037,15012,15.65,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-152,bihar,2005,BIHPUR,180850,80077,44.28,SHAILESH KUMAR ALIAS BULO MANDAL,parties.IN.RJD,RJD,33284,41.56,KUMAR SHAILENDRA,parties.IN.BJP,BJP,32842,442,0.55,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-153,bihar,2005,SULTANGANJ,249110,103249,41.45,SUDHANSHU SHEKHAR BHASKAR,parties.IN.JDU,JD(U),48063,46.55,GANESH PASWAN,parties.IN.RJD,RJD,36367,11696,11.33,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-154,bihar,2005,AMARPUR,217598,88383,40.62,SURENDRA PRASAD SINGH,parties.IN.RJD,RJD,33679,38.11,BEDANAND SINGH,parties.IN.JDU,JD(U),31278,2401,2.72,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-155,bihar,2005,DHURAIYA,211592,102094,48.25,BHUDEO CHOUDHARY,parties.IN.JDU,JD(U),47697,46.72,MUNILAL PASWAN,parties.IN.CPI,CPI,29467,18230,17.86,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-156,bihar,2005,BANKA,200897,94808,47.19,RAM NARAYAN MANDAL,parties.IN.BJP,BJP,44470,46.91,JAWED IQBAL ANSARI,parties.IN.RJD,RJD,35200,9270,9.78,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-157,bihar,2005,BELHAR,184840,81203,43.93,JANARDAN MANJHI,parties.IN.JDU,JD(U),32970,40.6,RAMDEO YADAV,parties.IN.RJD,RJD,27142,5828,7.18,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-158,bihar,2005,KATORIA,212654,106532,50.1,RAJ KISHOR PRASAD URF PAPPU YADAV,parties.IN.RJD,RJD,38724,36.35,MANOJ YADAV,parties.IN.BJP,BJP,38644,80,0.08,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-159,bihar,2005,CHAKAI,213172,93055,43.65,PHALGUNI PRASAD YADAV,parties.IN.BJP,BJP,24975,26.84,ARJUN MANDAL,parties.IN.JDU,JD(U),19292,5683,6.11,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-160,bihar,2005,JHAJHA,188420,84624,44.91,DAMODAR RAWAT,parties.IN.JDU,JD(U),37789,44.66,RASHID AHMAD,parties.IN.RJD,RJD,25445,12344,14.59,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-161,bihar,2005,TARAPUR,185186,79327,42.84,SHAKUNI CHAUDHURY,parties.IN.RJD,RJD,32828,41.38,RAJEEV KUMAR SINGH,parties.IN.JDU,JD(U),32217,611,0.77,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-162,bihar,2005,KHARAGPUR,221971,94116,42.4,ANANT KUMAR SATYARTHI,parties.IN.JDU,JD(U),43945,46.69,SHANTI DEVI,parties.IN.RJD,RJD,31345,12600,13.39,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-163,bihar,2005,PARBATTA,205136,103436,50.42,RAMANAND PRASAD SINGH,parties.IN.JDU,JD(U),45684,44.17,RAJESH KUMAR,parties.IN.IND,IND,41539,4145,4.01,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-164,bihar,2005,CHAUTHAM,204018,98247,48.16,PANNA LAL SINGH 'PATEL',parties.IN.JDU,JD(U),30292,30.83,SUNITA SHARMA,parties.IN.LJP,LJP,29270,1022,1.04,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-165,bihar,2005,KHAGARIA,211335,98054,46.4,POONAM DEVI (YADAV),parties.IN.JDU,JD(U),37899,38.65,GITA YADAV,parties.IN.CPIM,CPM,26845,11054,11.27,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-166,bihar,2005,ALAULI,191426,87423,45.67,PASHUPATI KUMAR PARAS,parties.IN.LJP,LJP,40870,46.75,RAMBRIKSHA SADA,parties.IN.RJD,RJD,32293,8577,9.81,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-167,bihar,2005,MONGHYR,225155,92453,41.06,MONAZIR HASSAN,parties.IN.JDU,JD(U),59381,64.23,DHANRAJ SINGH,parties.IN.INC,INC,21463,37918,41.01,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-168,bihar,2005,JAMALPUR,209145,90656,43.35,SHAILESH KUMAR,parties.IN.JDU,JD(U),52682,58.11,UPENDRA PD. VERMA,parties.IN.RJD,RJD,19976,32706,36.08,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-169,bihar,2005,SURAJGARHA,231469,101876,44.01,PREM RANJAN PATEL,parties.IN.BJP,BJP,39703,38.97,PRAHALAD YADAV,parties.IN.RJD,RJD,37239,2464,2.42,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-170,bihar,2005,JAMUI,242872,105054,43.25,ABHAY SINGH,parties.IN.JDU,JD(U),38968,37.09,VIJAY PRAKASH,parties.IN.RJD,RJD,29878,9090,8.65,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-171,bihar,2005,SIKANDRA,227487,78239,34.39,RAMESHWAR PASWAN,parties.IN.JDU,JD(U),38060,48.65,PRAYAG CHOUDHARY,parties.IN.RJD,RJD,22695,15365,19.64,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-172,bihar,2005,LAKHISARAI,248298,102922,41.45,PHULENA SINGH,parties.IN.RJD,RJD,41448,40.27,VIJAY KUMAR SINHA,parties.IN.BJP,BJP,41368,80,0.08,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-173,bihar,2005,SHEIKHPURA,221152,81912,37.04,SUNILA DEVI,parties.IN.INC,INC,35976,43.92,RINKU DEVI,parties.IN.IND,IND,23528,12448,15.2,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-174,bihar,2005,BARBIGHA,195552,70646,36.13,RAMSUNDAR RAM KANAUJIA,parties.IN.JDU,JD(U),34223,48.44,MAHAVIR CHOUDHARY,parties.IN.INC,INC,24550,9673,13.69,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-175,bihar,2005,ASTHAWAN,196594,72858,37.06,JITENDRA KUMAR,parties.IN.JDU,JD(U),40474,55.55,DR. PUSPANJAY,parties.IN.IND,IND,24988,15486,21.25,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-176,bihar,2005,BIHAR,272463,114302,41.95,DR. SUNIL KUMAR,parties.IN.JDU,JD(U),62634,54.8,SYED NAUSHADUN NAVI,parties.IN.RJD,RJD,39227,23407,20.48,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-177,bihar,2005,RAJGIR,193051,63264,32.77,SATYADEO NARAIN ARYA,parties.IN.BJP,BJP,36344,57.45,ARJUN PASWAN ALIAS AJAY PASWAN,parties.IN.CPI,CPI,10328,26016,41.12,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-178,bihar,2005,NALANDA,189081,80979,42.83,SHRAWON KUMAR,parties.IN.JDU,JD(U),37806,46.69,RAM NARESH SINGH,parties.IN.AIFB,AIFB,33756,4050,5.01,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-179,bihar,2005,ISLAMPUR,218651,90704,41.48,RAMSWAROOP PRASAD,parties.IN.JDU,JD(U),46510,51.28,RAKESH KUMAR ROSHAN,parties.IN.CPI,CPI,27412,19098,21.06,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-180,bihar,2005,HILSA,208624,86717,41.57,RAMCHARITRA PRASAD SINGH,parties.IN.JDU,JD(U),41371,47.71,RAJESH KUMAR SINGH,parties.IN.LJP,LJP,29111,12260,14.14,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-181,bihar,2005,CHANDI,165152,71468,43.27,HARI NARAYAN SINGH,parties.IN.JDU,JD(U),37186,52.03,NARESH KUMAR YADAV ALIAS NARO YADAV,parties.IN.LJP,LJP,12930,24256,33.94,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-182,bihar,2005,HARNAUT,188436,72379,38.41,SUNIL KUMAR,parties.IN.JDU,JD(U),44110,60.94,UDAY SHANKAR PRASAD,parties.IN.RJD,RJD,11517,32593,45.03,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-183,bihar,2005,MOKAMEH,206377,90396,43.8,ANANT KUMAR SINGH,parties.IN.JDU,JD(U),35877,39.69,NALINI RANJAN SHARMA,parties.IN.LJP,LJP,33042,2835,3.14,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-184,bihar,2005,BARH,220302,90467,41.06,GYANENDRA KUMAR SINGH,parties.IN.JDU,JD(U),37667,41.64,ANIL KUMAR SINGH,parties.IN.RJD,RJD,24031,13636,15.08,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-185,bihar,2005,BAKHTIARPUR,216548,88912,41.06,VINODE YADAV,parties.IN.BJP,BJP,35774,40.24,ANIRUDH KUMAR,parties.IN.RJD,RJD,32719,3055,3.44,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-186,bihar,2005,FATWA,210824,88149,41.81,SARYUG PASWAN,parties.IN.JDU,JD(U),35130,39.85,SANJEEV PRASAD TONY,parties.IN.INC,INC,25066,10064,11.41,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-187,bihar,2005,MASAURHI,230836,101942,44.16,PUNAM DEVI,parties.IN.JDU,JD(U),41314,40.53,RAJ KISHORE PRASAD,parties.IN.RJD,RJD,30047,11267,11.06,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-188,bihar,2005,PATNA WEST,512503,170072,33.18,NAVIN KISHORE PD. SINHA,parties.IN.BJP,BJP,117915,69.33,RAJESH KUMAR SINHA,parties.IN.INC,INC,31796,86119,50.63,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-189,bihar,2005,PATNA CENTRAL,361043,129329,35.82,ARUN KUMAR SINHA,parties.IN.BJP,BJP,89614,69.29,AQUIL HAIDER,parties.IN.NCP,NCP,29574,60040,46.42,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-190,bihar,2005,PATNA EAST,270951,112542,41.54,NAND KISHORE YADAV,parties.IN.BJP,BJP,70148,62.33,BHARTI DEVI,parties.IN.RJD,RJD,34178,35970,31.96,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-191,bihar,2005,DINAPUR,247905,96110,38.77,ASHA DEVI,parties.IN.BJP,BJP,49989,52.01,RAMANAND YADAV,parties.IN.RJD,RJD,32827,17162,17.85,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-192,bihar,2005,MANER,215323,94226,43.76,SHRIKANT NIRALA,parties.IN.RJD,RJD,34669,36.79,SACCHIDANAND RAI,parties.IN.JDU,JD(U),30538,4131,4.38,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-193,bihar,2005,PHULWARI,289619,116669,40.28,SHYAM RAJAK,parties.IN.RJD,RJD,44999,38.57,ARUN MANJHI,parties.IN.JDU,JD(U),44420,579,0.5,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-194,bihar,2005,BIKRAM,208286,95330,45.77,ANIL KUMAR,parties.IN.BJP,BJP,41140,43.16,SHYAM DEO SINGH,parties.IN.RJD,RJD,26967,14173,14.87,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-195,bihar,2005,PALIGANJ,225472,99832,44.28,NAND KUMAR NANDA,parties.IN.CPIMLL,CPI(ML)(L),30120,30.17,DR. USHA VIDYARTHI,parties.IN.BJP,BJP,29228,892,0.89,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-196,bihar,2005,SANDESH,207761,103535,49.83,VIJENDRA KUMAR YADAV,parties.IN.RJD,RJD,40387,39.01,SANJAY SINGH,parties.IN.BJP,BJP,28894,11493,11.1,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-197,bihar,2005,BARHARA,222992,100775,45.19,ASHA DEVI,parties.IN.JDU,JD(U),41129,40.81,RAGHVENDRA PRATAP SINGH,parties.IN.RJD,RJD,37945,3184,3.16,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-198,bihar,2005,ARRAH,249988,113345,45.34,AMRENDRA PRATAP SINGH,parties.IN.BJP,BJP,53489,47.19,MD.NWAJ ALAM,parties.IN.RJD,RJD,38337,15152,13.37,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-199,bihar,2005,SHAHPUR,225867,95031,42.07,MUNNI DEVI,parties.IN.BJP,BJP,34121,35.91,SHIVANAND TIWARY,parties.IN.RJD,RJD,31314,2807,2.96,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-200,bihar,2005,BRAHMPUR,219505,92039,41.93,AJEET CHAUDHARI,parties.IN.RJD,RJD,32138,34.92,VIVEK THAKUR,parties.IN.BJP,BJP,25254,6884,7.48,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-201,bihar,2005,BUXAR,207775,102267,49.22,HRIDAY NARAYAN SINGH,parties.IN.BSP,BSP,46192,45.17,PROF. SUKHDA PANDEY,parties.IN.BJP,BJP,45165,1027,1.01,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-202,bihar,2005,RAJPUR,175887,88927,50.56,SHYAM PAYARI DEVI,parties.IN.JDU,JD(U),32137,36.14,SANTOSH KUMAR NIRALA,parties.IN.BSP,BSP,26437,5700,6.41,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-203,bihar,2005,DUMRAON,204959,104189,50.83,DADAN SINGH,parties.IN.AJVD,AJVD,31089,29.84,RAMBIHARI SINGH,parties.IN.JDU,JD(U),22584,8505,8.16,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-204,bihar,2005,JAGDISHPUR,217120,101771,46.87,SRI BHAGWAN SINGH,parties.IN.JDU,JD(U),41992,41.26,DINESH KUMAR SINGH,parties.IN.RJD,RJD,40889,1103,1.08,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-205,bihar,2005,PIRO,205391,105254,51.25,NARENDRA KUMAR PANDEY,parties.IN.JDU,JD(U),46338,44.02,TRIVENI SINGH,parties.IN.RJD,RJD,35963,10375,9.85,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-206,bihar,2005,SAHAR,200574,85654,42.7,RAM NARESH RAM,parties.IN.CPIMLL,CPI(ML)(L),40868,47.71,JYOTI,parties.IN.INC,INC,21717,19151,22.36,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-207,bihar,2005,KARAKAT,215767,104256,48.32,ARUN SINGH,parties.IN.CPIMLL,CPI(ML)(L),36721,35.22,RAJESHWAR RAJ,parties.IN.JDU,JD(U),23175,13546,12.99,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-208,bihar,2005,BIKRAMGANJ,222757,100244,45.0,JAI KUMAR SINGH,parties.IN.JDU,JD(U),41765,41.66,AKHLAQUE AHMAD,parties.IN.RJD,RJD,38024,3741,3.73,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-209,bihar,2005,DINARA,206327,111434,54.01,SITA SUNDARI DEVI,parties.IN.BSP,BSP,41938,37.63,RAMDHANI SINGH,parties.IN.JDU,JD(U),41054,884,0.79,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-210,bihar,2005,RAMGARH,199444,106259,53.28,JAGADANAND SINGH,parties.IN.RJD,RJD,51804,48.75,RAM PRATAP SINGH,parties.IN.BSP,BSP,29987,21817,20.53,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-211,bihar,2005,MOHANIA,220349,114014,51.74,CHHEDI PASWAN,parties.IN.JDU,JD(U),49487,43.4,SURESH PASI,parties.IN.RJD,RJD,35325,14162,12.42,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-212,bihar,2005,BHABHUA,240316,128122,53.31,RAM CHANDRA SINGH YADAV,parties.IN.BSP,BSP,37778,29.49,ANAND BHUSHAN PANDEY,parties.IN.BJP,BJP,31950,5828,4.55,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-213,bihar,2005,CHAINPUR,187731,110832,59.04,MAHABALI SINGH,parties.IN.RJD,RJD,34655,31.27,BRIJ KISHOR BIND,parties.IN.BJP,BJP,32739,1916,1.73,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
