state_slug,pc_name_normalized,tcpd_reservation,eci_2024_derived_reservation,agreement
uttar-pradesh,varanasi,GEN,GEN,AGREE
uttarakhand,almora,SC,SC,AGREE
uttarakhand,garhwal,GEN,GEN,AGREE
uttarakhand,hardwar,GEN,,TCPD_ONLY
uttarakhand,haridwar,,GEN,ECI_ONLY
uttarakhand,nainital udhamsingh nagar,GEN,GEN,AGREE
uttarakhand,tehri garhwal,GEN,GEN,AGREE
west-bengal,alipurduars,ST,ST,AGREE
west-bengal,arambag,,SC,ECI_ONLY
west-bengal,arambagh,SC,,TCPD_ONLY
west-bengal,asansol,GEN,GEN,AGREE
west-bengal,baharampur,GEN,GEN,AGREE
west-bengal,balurghat,GEN,GEN,AGREE
west-bengal,bangaon,SC,SC,AGREE
west-bengal,bankura,GEN,GEN,AGREE
west-bengal,barasat,GEN,GEN,AGREE
west-bengal,bardhaman durgapur,GEN,GEN,AGREE
west-bengal,bardhaman purba,SC,SC,AGREE
west-bengal,barrackpore,GEN,,TCPD_ONLY
west-bengal,barrackpur,,GEN,ECI_ONLY
west-bengal,basirhat,GEN,GEN,AGREE
west-bengal,birbhum,GEN,GEN,AGREE
west-bengal,bishnupur,SC,SC,AGREE
west-bengal,bolpur,SC,SC,AGREE
west-bengal,burdwan durgapur,GEN,,TCPD_ONLY
west-bengal,cooch behar,SC,,TCPD_ONLY
west-bengal,coochbehar,,SC,ECI_ONLY
west-bengal,"coochbehar(sc), district, coochbehar",SC,,TCPD_ONLY
west-bengal,darjeeling,GEN,GEN,AGREE
west-bengal,diamond harbour,GEN,GEN,AGREE
west-bengal,dum dum,GEN,GEN,AGREE
west-bengal,ghatal,GEN,GEN,AGREE
west-bengal,hooghly,GEN,GEN,AGREE
west-bengal,howrah,GEN,GEN,AGREE
west-bengal,jadavpur,GEN,GEN,AGREE
west-bengal,jalpaiguri,SC,SC,AGREE
west-bengal,jangipur,GEN,GEN,AGREE
west-bengal,jaynagar,SC,SC,AGREE
west-bengal,jhargram,ST,ST,AGREE
west-bengal,joynagar,SC,,TCPD_ONLY
west-bengal,kanthi,GEN,GEN,AGREE
west-bengal,kolkata dakshin,GEN,GEN,AGREE
west-bengal,kolkata uttar,GEN,GEN,AGREE
west-bengal,krishnanagar,GEN,GEN,AGREE
west-bengal,maldaha dakshin,GEN,GEN,AGREE
west-bengal,maldaha uttar,GEN,GEN,AGREE
west-bengal,mathurapur,SC,SC,AGREE
west-bengal,medinipur,GEN,GEN,AGREE
west-bengal,murshidabad,GEN,GEN,AGREE
west-bengal,purulia,GEN,GEN,AGREE
west-bengal,raiganj,GEN,GEN,AGREE
west-bengal,ranaghat,SC,SC,AGREE
west-bengal,sreerampur,,GEN,ECI_ONLY
west-bengal,srerampur,GEN,,TCPD_ONLY
west-bengal,tamluk,GEN,GEN,AGREE
west-bengal,"tamluk(gen), district, purba medinipur",GEN,,TCPD_ONLY
west-bengal,uluberia,GEN,GEN,AGREE
