election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenMay2026,S11,AC,1,MANJESHWAR,230144,187801,81.6,1,A K M Ashraf,IUML,772,96948,51.62,1,0,,,
AcGenMay2026,S11,AC,1,MANJESHWAR,230144,187801,81.6,2,K Surendran,BJP,369,67696,36.05,0,0,,,
AcGenMay2026,S11,AC,1,MANJESHWAR,230144,187801,81.6,3,K R Jayananda,CPI(M),547,21212,11.29,0,0,,,
AcGenMay2026,S11,AC,1,MANJESHWAR,230144,187801,81.6,4,Gean Lavina Monteiro,IND,,523,0.28,0,0,,,
AcGenMay2026,S11,AC,1,MANJESHWAR,230144,187801,81.6,5,Kannur Abdulla Master,IND,,285,0.15,0,0,,,
AcGenMay2026,S11,AC,1,MANJESHWAR,230144,187801,81.6,6,NOTA,NOTA,,455,0.24,0,1,,,
AcGenMay2026,S11,AC,2,KASARAGOD,210980,169203,80.2,1,Kallatra Mahin,IUML,772,76396,45.15,1,0,,,
AcGenMay2026,S11,AC,2,KASARAGOD,210980,169203,80.2,2,Ashwini M L,BJP,369,53698,31.74,0,0,,,
AcGenMay2026,S11,AC,2,KASARAGOD,210980,169203,80.2,3,Shanavas Padhoor,IND,,36678,21.68,0,0,,,
AcGenMay2026,S11,AC,2,KASARAGOD,210980,169203,80.2,4,Shanavas A A,IND,,893,0.53,0,0,,,
AcGenMay2026,S11,AC,2,KASARAGOD,210980,169203,80.2,5,Mohammed Ali Fathah B M,IND,,824,0.49,0,0,,,
AcGenMay2026,S11,AC,2,KASARAGOD,210980,169203,80.2,6,NOTA,NOTA,,714,0.42,0,1,,,
AcGenMay2026,S11,AC,3,UDMA,228689,180816,79.07,1,Neelakandan,INC,742,78910,43.64,1,0,,,
AcGenMay2026,S11,AC,3,UDMA,228689,180816,79.07,2,C H Kunhambu,CPI(M),547,74063,40.96,0,0,,,
AcGenMay2026,S11,AC,3,UDMA,228689,180816,79.07,3,Manulal M,BJP,369,26899,14.88,0,0,,,
AcGenMay2026,S11,AC,3,UDMA,228689,180816,79.07,4,Kunhampu P P S/o Raman,IND,,191,0.11,0,0,,,
AcGenMay2026,S11,AC,3,UDMA,228689,180816,79.07,5,Kunhiraman,IND,,138,0.08,0,0,,,
AcGenMay2026,S11,AC,3,UDMA,228689,180816,79.07,6,NOTA,NOTA,,504,0.28,0,1,,,
AcGenMay2026,S11,AC,4,KANHANGAD,224409,175777,78.33,1,Adv. Govindan Pallikappil,CPI,544,79920,45.47,1,0,,,
AcGenMay2026,S11,AC,4,KANHANGAD,224409,175777,78.33,2,Shaiji Ottapalli,KEC,911,64604,36.75,0,0,,,
AcGenMay2026,S11,AC,4,KANHANGAD,224409,175777,78.33,3,M Balraj,BJP,369,27063,15.4,0,0,,,
AcGenMay2026,S11,AC,4,KANHANGAD,224409,175777,78.33,4,Vijayakumar B,BSP,,3132,1.78,0,0,,,
AcGenMay2026,S11,AC,4,KANHANGAD,224409,175777,78.33,5,NOTA,NOTA,,1058,0.6,0,1,,,
AcGenMay2026,S11,AC,5,TRIKARIPUR,210941,170904,81.02,1,Sandeep Varier,INC,742,83109,48.63,1,0,,,
AcGenMay2026,S11,AC,5,TRIKARIPUR,210941,170904,81.02,2,Dr. V P P Mustafa,CPI(M),547,78678,46.04,0,0,,,
AcGenMay2026,S11,AC,5,TRIKARIPUR,210941,170904,81.02,3,Ravi Kulangara,TTPty,,7837,4.59,0,0,,,
AcGenMay2026,S11,AC,5,TRIKARIPUR,210941,170904,81.02,4,Sandeep Elatt,IND,,258,0.15,0,0,,,
AcGenMay2026,S11,AC,5,TRIKARIPUR,210941,170904,81.02,5,Musthafa P P S/o Nafeesa P P,IND,,169,0.1,0,0,,,
AcGenMay2026,S11,AC,5,TRIKARIPUR,210941,170904,81.02,6,NOTA,NOTA,,710,0.42,0,1,,,
AcGenMay2026,S11,AC,6,PAYYANNUR,189889,155970,82.14,1,V. Kunhikrishnan,IND,,76640,49.14,1,0,,,
AcGenMay2026,S11,AC,6,PAYYANNUR,189889,155970,82.14,2,T. I. Madhusoodanan,CPI(M),547,69153,44.34,0,0,,,
AcGenMay2026,S11,AC,6,PAYYANNUR,189889,155970,82.14,3,A. P. Gangadharan,BJP,369,8432,5.41,0,0,,,
AcGenMay2026,S11,AC,6,PAYYANNUR,189889,155970,82.14,4,Sandeep V. K.,IND,,552,0.35,0,0,,,
AcGenMay2026,S11,AC,6,PAYYANNUR,189889,155970,82.14,5,NOTA,NOTA,,1193,0.76,0,1,,,
AcGenMay2026,S11,AC,7,KALLIASSERI,204392,159867,78.22,1,M.vijin,CPI(M),547,81428,50.93,1,0,,,
AcGenMay2026,S11,AC,7,KALLIASSERI,204392,159867,78.22,2,Adv. Rajeevan Kappacheri,INC,742,62995,39.4,0,0,,,
AcGenMay2026,S11,AC,7,KALLIASSERI,204392,159867,78.22,3,Sanil.a.v,BJP,369,13110,8.2,0,0,,,
AcGenMay2026,S11,AC,7,KALLIASSERI,204392,159867,78.22,4,K.k. Abdul Jabbar,SDPI,,1281,0.8,0,0,,,
AcGenMay2026,S11,AC,7,KALLIASSERI,204392,159867,78.22,5,Rajeevan Kannoth S/o Kammaran,IND,,160,0.1,0,0,,,
AcGenMay2026,S11,AC,7,KALLIASSERI,204392,159867,78.22,6,NOTA,NOTA,,893,0.56,0,1,,,
AcGenMay2026,S11,AC,8,TALIPARAMBA,233210,192175,82.4,1,T K Govindan Master S/o Kunhikkannan Nambiar,IND,,91339,47.53,1,0,,,
AcGenMay2026,S11,AC,8,TALIPARAMBA,233210,192175,82.4,2,P K Shyamala Teacher,CPI(M),547,78788,41.0,0,0,,,
AcGenMay2026,S11,AC,8,TALIPARAMBA,233210,192175,82.4,3,N Haridas,BJP,369,16089,8.37,0,0,,,
AcGenMay2026,S11,AC,8,TALIPARAMBA,233210,192175,82.4,4,Koyyam Janardhanan,IND,,1202,0.63,0,0,,,
AcGenMay2026,S11,AC,8,TALIPARAMBA,233210,192175,82.4,5,Anappalli Gopalan,AAAP,,1083,0.56,0,0,,,
AcGenMay2026,S11,AC,8,TALIPARAMBA,233210,192175,82.4,6,NOTA,NOTA,,1798,0.94,0,1,,,
AcGenMay2026,S11,AC,9,IRIKKUR,199980,151645,75.83,1,Adv. Sajeev Joseph,INC,742,90895,59.94,1,0,,,
AcGenMay2026,S11,AC,9,IRIKKUR,199980,151645,75.83,2,Adv. Mathew Kunnappally,KEC(M),,48469,31.96,0,0,,,
AcGenMay2026,S11,AC,9,IRIKKUR,199980,151645,75.83,3,Sreenath Padmanabhan,TTPty,,9617,6.34,0,0,,,
AcGenMay2026,S11,AC,9,IRIKKUR,199980,151645,75.83,4,P V Joseph Parikkappallil,AAAP,,1151,0.76,0,0,,,
AcGenMay2026,S11,AC,9,IRIKKUR,199980,151645,75.83,5,M J Mathew,SDPI,,417,0.27,0,0,,,
AcGenMay2026,S11,AC,9,IRIKKUR,199980,151645,75.83,6,NOTA,NOTA,,797,0.53,0,1,,,
AcGenMay2026,S11,AC,10,AZHIKODE,188507,148412,78.73,1,K. V. Sumesh,CPI(M),547,64951,43.76,1,0,,,
AcGenMay2026,S11,AC,10,AZHIKODE,188507,148412,78.73,2,Adv. Kareem Cheleri,IUML,772,64602,43.53,0,0,,,
AcGenMay2026,S11,AC,10,AZHIKODE,188507,148412,78.73,3,K. K. Vinodkumar,BJP,369,17476,11.78,0,0,,,
AcGenMay2026,S11,AC,10,AZHIKODE,188507,148412,78.73,4,Abdul Kareem. V. V,IND,,235,0.16,0,0,,,
AcGenMay2026,S11,AC,10,AZHIKODE,188507,148412,78.73,5,Reshmi Ravi,SUCI,,227,0.15,0,0,,,
AcGenMay2026,S11,AC,10,AZHIKODE,188507,148412,78.73,6,NOTA,NOTA,,576,0.39,0,1,,,
