entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-delhi-eci1,delhi,2008,NERELA,192649,109489,56.83,JASWANT SINGH,,34662,31.66,SHARAD KUMAR,,33827,835,0.76,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci10,delhi,2008,SULTANPUR MAJRA,132436,82046,61.95,JAI KISHAN,,39542,48.19,NAND RAM BAGRI,,20866,18676,22.76,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci11,delhi,2008,NANGLOI JAT,171798,94762,55.16,BIJENDER SINGH,,48001,50.65,RAJ SINGH,,30436,17565,18.53,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci12,delhi,2008,MANGOL PURI,143112,92690,64.77,RAJ KUMAR CHAUHAN,,50440,54.42,YOGESH AATRAY,,20575,29865,32.22,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci13,delhi,2008,ROHINI,151701,89151,58.77,JAI BHAGWAN AGGARWAL,,55765,62.55,VIJENDER JINDAL,,30009,25756,28.89,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci14,delhi,2008,SHALIMAR BAGH,147744,86675,58.67,RAVINDER NATH BANSAL,,49942,57.62,RAM KAILASH GUPTA,,30037,19905,22.97,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci15,delhi,2008,SHAKUR BASTI,138181,80540,58.29,SHYAM LAL GARG,,40428,50.2,S. C. VATS,,36433,3995,4.96,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci16,delhi,2008,TRI NAGAR,142862,90526,63.37,ANIL BHARDWAJ,,41879,46.26,NAND KISHORE GARG,,39915,1964,2.17,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci17,delhi,2008,WAZIRPUR,156477,88635,56.64,HARI SHANKER GUPTA,,39934,45.05,MANGE RAM GARG,,36812,3122,3.52,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci18,delhi,2008,MODEL TOWN,145552,85185,58.53,KANWAR KARAN SINGH,,39925,46.87,BHOLA NATH VIJ,,36936,2989,3.51,src-1b7bc1c9d39a
IN-AC-2008-delhi-eci19,delhi,2008,SADAR BAZAR,147779,88880,60.14,RAJESH JAIN,,47502,53.45,JAI PRAKASH,,33411,14091,15.86,src-1b7bc1c9d39a
