state,event,constituency_no,constituency_name,n_oracles_present,n_oracles_agreeing_party,n_oracles_agreeing_candidate,yen_gov_winner_party_id,yen_gov_winner_candidate_name,yen_gov_winner_votes,other_sources,party_id_alliance,verdict_party,verdict_candidate,verdict,curator_note,curator_source_id
tamil-nadu,AcGenMay2026,1,GUMMIDIPOONDI,2,2,2,parties.IN.TVK,S.vijayakumar,94320,thecont1-state:parties.IN.TVK:S.VIJAYAKUMAR:94320,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,2,PONNERI (SC),2,2,2,parties.IN.TVK,Dr.ravi.m.s,110439,thecont1-state:parties.IN.TVK:DR.RAVI.M.S:110439,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,3,TIRUTTANI,2,2,2,parties.IN.AIADMK,G.hari,89169,thecont1-state:parties.IN.AIADMK:G.HARI:89169,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,4,THIRUVALLUR,2,2,2,parties.IN.TVK,Dr. T. Arunkumar,92190,thecont1-state:parties.IN.TVK:DR. T. ARUNKUMAR:92190,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,5,POONAMALLEE (SC),2,2,2,parties.IN.TVK,Prakasam.r,161309,thecont1-state:parties.IN.TVK:PRAKASAM.R:161309,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,6,AVADI,2,2,2,parties.IN.TVK,R.ramesh Kumar,180384,thecont1-state:parties.IN.TVK:R.RAMESH KUMAR:180384,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,7,MADURAVOYAL,2,2,2,parties.IN.TVK,Rhevanth Charan,141725,thecont1-state:parties.IN.TVK:RHEVANTH CHARAN:141725,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,8,AMBATTUR,2,2,2,parties.IN.TVK,Balamurugan.g,133339,thecont1-state:parties.IN.TVK:BALAMURUGAN.G:133339,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,9,MADAVARAM,2,2,2,parties.IN.TVK,M.l.vijayprabhu,190462,thecont1-state:parties.IN.TVK:M.L.VIJAYPRABHU:190462,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,10,THIRUVOTTIYUR,2,2,2,parties.IN.TVK,Senthil Kumar. N,110067,thecont1-state:parties.IN.TVK:SENTHIL KUMAR. N:110067,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,11,DR.RADHAKRISHNAN NAGAR,2,2,2,parties.IN.TVK,N. Marie Wilson,97800,thecont1-state:parties.IN.TVK:N. MARIE WILSON:97800,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,12,PERAMBUR,2,2,2,parties.IN.TVK,C. Joseph Vijay,120365,thecont1-state:parties.IN.TVK:C. JOSEPH VIJAY:120365,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,13,KOLATHUR,2,2,2,parties.IN.TVK,V. S. Babu,82997,thecont1-state:parties.IN.TVK:V. S. BABU:82997,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,14,VILLIVAKKAM,2,2,2,parties.IN.TVK,Aadhav Arjuna,66445,thecont1-state:parties.IN.TVK:AADHAV ARJUNA:66445,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,15,THIRU-VI-KA-NAGAR (SC),2,2,2,parties.IN.TVK,M. R. Pallavi,69125,thecont1-state:parties.IN.TVK:M. R. PALLAVI:69125,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,16,EGMORE (SC),2,2,2,parties.IN.TVK,Rajmohan,53901,thecont1-state:parties.IN.TVK:RAJMOHAN:53901,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,17,ROYAPURAM,2,2,2,parties.IN.TVK,K.v. Vijay Damu,59091,thecont1-state:parties.IN.TVK:K.V. VIJAY DAMU:59091,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,18,HARBOUR,2,2,2,parties.IN.DMK,P K Sekarbabu,45254,thecont1-state:parties.IN.DMK:P K SEKARBABU:45254,SPA,VERIFIED,VERIFIED,VERIFIED,,
