state,event,constituency_no,constituency_name,n_oracles_present,n_oracles_agreeing_party,n_oracles_agreeing_candidate,yen_gov_winner_party_id,yen_gov_winner_candidate_name,yen_gov_winner_votes,other_sources,party_id_alliance,verdict_party,verdict_candidate,verdict,curator_note,curator_source_id
tamil-nadu,AcGenMay2026,19,CHEPAUK-THIRUVALLIKENI,2,2,2,parties.IN.DMK,Udhayanidhi Stalin,62992,thecont1-state:parties.IN.DMK:UDHAYANIDHI STALIN:62992,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,20,THOUSAND LIGHTS,2,2,2,parties.IN.TVK,Prabhakar.j.c.d,58965,thecont1-state:parties.IN.TVK:PRABHAKAR.J.C.D:58965,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,21,ANNA NAGAR,2,2,2,parties.IN.TVK,V.k.ramkumar,71375,thecont1-state:parties.IN.TVK:V.K.RAMKUMAR:71375,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,22,VIRUGAMPAKKAM,2,2,2,parties.IN.TVK,Sabarinathan.r,76092,thecont1-state:parties.IN.TVK:SABARINATHAN.R:76092,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,23,SAIDAPET,2,2,2,parties.IN.TVK,Arul Prakasam. M,81205,thecont1-state:parties.IN.TVK:ARUL PRAKASAM. M:81205,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,24,THIYAGARAYANAGAR,2,2,2,parties.IN.TVK,Anand N,51632,thecont1-state:parties.IN.TVK:ANAND N:51632,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,25,MYLAPORE,2,2,2,parties.IN.TVK,Venkataramanan. P,70070,thecont1-state:parties.IN.TVK:VENKATARAMANAN. P:70070,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,26,VELACHERY,2,2,2,parties.IN.TVK,Kumar. R,80430,thecont1-state:parties.IN.TVK:KUMAR. R:80430,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,27,SHOZHINGANALLUR,2,2,2,parties.IN.TVK,Ecr P Saravanan,220382,thecont1-state:parties.IN.TVK:ECR P SARAVANAN:220382,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,28,ALANDUR,2,2,2,parties.IN.TVK,M.harish,112205,thecont1-state:parties.IN.TVK:M.HARISH:112205,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,29,SRIPERUMBUDUR (SC),2,2,2,parties.IN.TVK,Thennarasu.k,147611,thecont1-state:parties.IN.TVK:THENNARASU.K:147611,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,30,PALLAVARAM,2,2,2,parties.IN.TVK,J.kamatchi,133611,thecont1-state:parties.IN.TVK:J.KAMATCHI:133611,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,31,TAMBARAM,2,2,2,parties.IN.TVK,D.sarathkumar,118967,thecont1-state:parties.IN.TVK:D.SARATHKUMAR:118967,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,32,CHENGALPATTU,2,2,2,parties.IN.TVK,S. Thiyagarajan,137136,thecont1-state:parties.IN.TVK:S. THIYAGARAJAN:137136,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,33,THIRUPORUR,2,2,2,parties.IN.TVK,B.vijayaraj,110095,thecont1-state:parties.IN.TVK:B.VIJAYARAJ:110095,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,34,CHEYYUR (SC),2,2,2,parties.IN.AIADMK,Rajasekar. E,63809,thecont1-state:parties.IN.AIADMK:RAJASEKAR. E:63809,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,35,MADURANTAKAM (SC),2,2,2,parties.IN.AIADMK,Maragatham Kumaravel.k,69284,thecont1-state:parties.IN.AIADMK:MARAGATHAM KUMARAVEL.K:69284,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,36,UTHIRAMERUR,2,2,2,parties.IN.TVK,Munirathinam.j,84917,thecont1-state:parties.IN.TVK:MUNIRATHINAM.J:84917,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,37,KANCHEEPURAM,2,2,2,parties.IN.TVK,R.v. Ranjithkumar,91350,thecont1-state:parties.IN.TVK:R.V. RANJITHKUMAR:91350,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,38,ARAKKONAM (SC),2,2,2,parties.IN.TVK,V. Gandhiraj,73776,thecont1-state:parties.IN.TVK:V. GANDHIRAJ:73776,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,39,SHOLINGUR,2,2,2,parties.IN.TVK,G.kapil,84506,thecont1-state:parties.IN.TVK:G.KAPIL:84506,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,40,KATPADI,2,2,2,parties.IN.TVK,Dr M Sudhakar,69868,thecont1-state:parties.IN.TVK:DR M SUDHAKAR:69868,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,41,RANIPET,2,2,2,parties.IN.TVK,Thahira,91149,thecont1-state:parties.IN.TVK:THAHIRA:91149,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,42,ARCOT,2,2,2,parties.IN.AIADMK,S.m.sukumar,105608,thecont1-state:parties.IN.AIADMK:S.M.SUKUMAR:105608,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,43,VELLORE,2,2,2,parties.IN.TVK,M.m.vinoth Kannan,73032,thecont1-state:parties.IN.TVK:M.M.VINOTH KANNAN:73032,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,44,ANAIKATTU,2,2,2,parties.IN.AIADMK,D.velazhagan,76302,thecont1-state:parties.IN.AIADMK:D.VELAZHAGAN:76302,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,45,KILVAITHINANKUPPAM (SC),2,2,2,parties.IN.TVK,Thenral Kumar. E,74305,thecont1-state:parties.IN.TVK:THENRAL KUMAR. E:74305,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,46,GUDIYATTAM (SC),2,2,2,parties.IN.TVK,K.sindu,82858,thecont1-state:parties.IN.TVK:K.SINDU:82858,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,47,VANIYAMBADI,2,2,2,parties.IN.IUML,Syed Farooq Basha Ssb,73181,thecont1-state:parties.IN.IUML:SYED FAROOQ BASHA SSB:73181,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,48,AMBUR,2,2,2,parties.IN.DMK,Vilwanathan. A.c.,74102,thecont1-state:parties.IN.DMK:VILWANATHAN. A.C.:74102,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,49,JOLARPET,2,2,2,parties.IN.AIADMK,Veeramani K.c.,78633,thecont1-state:parties.IN.AIADMK:VEERAMANI K.C.:78633,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,50,TIRUPPATTUR,2,2,2,parties.IN.TVK,Dr.thirupathi. N,105098,thecont1-state:parties.IN.TVK:DR.THIRUPATHI. N:105098,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,51,UTHANGARAI (SC),2,2,2,parties.IN.TVK,N Elaiyaraja,70201,thecont1-state:parties.IN.TVK:N ELAIYARAJA:70201,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,52,BARGUR,2,2,2,parties.IN.AIADMK,E.c. Govindarasan,71240,thecont1-state:parties.IN.AIADMK:E.C. GOVINDARASAN:71240,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,53,KRISHNAGIRI,2,2,2,parties.IN.TVK,Mukundhan.p,89374,thecont1-state:parties.IN.TVK:MUKUNDHAN.P:89374,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,54,VEPPANAHALLI,2,2,2,parties.IN.DMK,Srinivasan.p.s,74691,thecont1-state:parties.IN.DMK:SRINIVASAN.P.S:74691,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,55,HOSUR,2,2,2,parties.IN.AIADMK,Balakrishnareddy. P,109867,thecont1-state:parties.IN.AIADMK:BALAKRISHNAREDDY. P:109867,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,56,THALLI,2,2,2,parties.IN.CPI,Ramachandran. T,78283,thecont1-state:parties.IN.CPI:RAMACHANDRAN. T:78283,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,57,PALACODU,2,2,2,parties.IN.AIADMK,Anbalagan. K.p.,102807,thecont1-state:parties.IN.AIADMK:ANBALAGAN. K.P.:102807,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,58,PENNAGARAM,2,2,2,parties.IN.TVK,Gajendran. S.,81240,thecont1-state:parties.IN.TVK:GAJENDRAN. S.:81240,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,59,DHARMAPURI,2,2,2,parties.IN.PMK,Sowmiya Anbumani,93713,thecont1-state:parties.IN.PMK:SOWMIYA ANBUMANI:93713,NDA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,60,PAPPIREDDIPATTI,2,2,2,parties.IN.AIADMK,Maragatham Vetrivel,101829,thecont1-state:parties.IN.AIADMK:MARAGATHAM VETRIVEL:101829,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,61,HARUR (SC),2,2,2,parties.IN.AIADMK,Sampathkumar. V,75523,thecont1-state:parties.IN.AIADMK:SAMPATHKUMAR. V:75523,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,62,CHENGAM (SC),2,2,2,parties.IN.AIADMK,S.velu,87802,thecont1-state:parties.IN.AIADMK:S.VELU:87802,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,63,TIRUVANNAMALAI,2,2,2,parties.IN.DMK,Velu. E.v,88273,thecont1-state:parties.IN.DMK:VELU. E.V:88273,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,64,KILPENNATHUR,2,2,2,parties.IN.AIADMK,Ramachandran.s,90503,thecont1-state:parties.IN.AIADMK:RAMACHANDRAN.S:90503,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,65,KALASAPAKKAM,2,2,2,parties.IN.AIADMK,Agri Krishnamurthy. S S,89629,thecont1-state:parties.IN.AIADMK:AGRI KRISHNAMURTHY. S S:89629,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,66,POLUR,2,2,2,parties.IN.TVK,Abishek. R,67961,thecont1-state:parties.IN.TVK:ABISHEK. R:67961,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,67,ARANI,2,2,2,parties.IN.AIADMK,Jayasudha. L,76735,thecont1-state:parties.IN.AIADMK:JAYASUDHA. L:76735,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,68,CHEYYAR,2,2,2,parties.IN.AIADMK,Mukkur N. Subramanian,86680,thecont1-state:parties.IN.AIADMK:MUKKUR N. SUBRAMANIAN:86680,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,69,VANDAVASI (SC),2,2,2,parties.IN.DMK,Ambethkumar. S,63805,thecont1-state:parties.IN.DMK:AMBETHKUMAR. S:63805,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,70,GINGEE,2,2,2,parties.IN.PMK,Ganeshkumar A,78201,thecont1-state:parties.IN.PMK:GANESHKUMAR A:78201,NDA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,71,MAILAM,2,2,2,parties.IN.AIADMK,Shanmugam C Ve,82353,thecont1-state:parties.IN.AIADMK:SHANMUGAM C VE:82353,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,72,TINDIVANAM (SC),2,2,2,parties.IN.VCK,Vanni Arasu,63833,thecont1-state:parties.IN.VCK:VANNI ARASU:63833,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,73,VANUR (SC),2,2,2,parties.IN.DMK,Gowtham D,68873,thecont1-state:parties.IN.DMK:GOWTHAM D:68873,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,74,VILUPPURAM,2,2,2,parties.IN.DMK,Lakshmanan R,72982,thecont1-state:parties.IN.DMK:LAKSHMANAN R:72982,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,75,VIKRAVANDI,2,2,2,parties.IN.PMK,Sivakumar C,69727,thecont1-state:parties.IN.PMK:SIVAKUMAR C:69727,NDA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,76,TIRUKKOYILUR,2,2,2,parties.IN.AIADMK,Palanisamy S,73033,thecont1-state:parties.IN.AIADMK:PALANISAMY S:73033,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,77,ULUNDURPETTAI,2,2,2,parties.IN.DMK,Vasanthavel G R,98471,thecont1-state:parties.IN.DMK:VASANTHAVEL G R:98471,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,78,RISHIVANDIYAM,2,2,2,parties.IN.DMK,Karthikeyan K,89711,thecont1-state:parties.IN.DMK:KARTHIKEYAN K:89711,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,79,SANKARAPURAM,2,2,2,parties.IN.AIADMK,Rakesh R,80250,thecont1-state:parties.IN.AIADMK:RAKESH R:80250,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,80,KALLAKURICHI (SC),2,2,2,parties.IN.TVK,Arul Vignesh C,81132,thecont1-state:parties.IN.TVK:ARUL VIGNESH C:81132,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,81,GANGAVALLI (SC),2,2,2,parties.IN.AIADMK,Nallathambi. A,73167,thecont1-state:parties.IN.AIADMK:NALLATHAMBI. A:73167,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,82,ATTUR (SC),2,2,2,parties.IN.AIADMK,Jayasankaran. A.p.,80843,thecont1-state:parties.IN.AIADMK:JAYASANKARAN. A.P.:80843,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,83,YERCAUD (ST),2,2,2,parties.IN.AIADMK,Usharani. P,87772,thecont1-state:parties.IN.AIADMK:USHARANI. P:87772,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,84,OMALUR,2,2,2,parties.IN.AIADMK,Mani. R,112246,thecont1-state:parties.IN.AIADMK:MANI. R:112246,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,85,METTUR,2,2,2,parties.IN.AIADMK,Venkatachalam. G,86498,thecont1-state:parties.IN.AIADMK:VENKATACHALAM. G:86498,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,86,EDAPPADI,2,2,2,parties.IN.AIADMK,Edappadi Palaniswami. K,148933,thecont1-state:parties.IN.AIADMK:EDAPPADI PALANISWAMI. K:148933,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,87,SANKARI,2,2,2,parties.IN.AIADMK,Vetrivel. S,87342,thecont1-state:parties.IN.AIADMK:VETRIVEL. S:87342,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,88,SALEM (WEST),2,2,2,parties.IN.TVK,Lakshmanan.s,120407,thecont1-state:parties.IN.TVK:LAKSHMANAN.S:120407,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,89,SALEM (NORTH),2,2,2,parties.IN.TVK,Sivakumar. K,85710,thecont1-state:parties.IN.TVK:SIVAKUMAR. K:85710,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,90,SALEM (SOUTH),2,2,2,parties.IN.TVK,Vijay Tamilan Parthiban. A,91371,thecont1-state:parties.IN.TVK:VIJAY TAMILAN PARTHIBAN. A:91371,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,91,VEERAPANDI,2,2,2,parties.IN.TVK,Palanivel. M.s,79907,thecont1-state:parties.IN.TVK:PALANIVEL. M.S:79907,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,92,RASIPURAM (SC),2,2,2,parties.IN.TVK,Logesh Tamilselvan D,74808,thecont1-state:parties.IN.TVK:LOGESH TAMILSELVAN D:74808,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,93,SENTHAMANGALAM (ST),2,2,2,parties.IN.TVK,P Chandrasekar,68815,thecont1-state:parties.IN.TVK:P CHANDRASEKAR:68815,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,94,NAMAKKAL,2,2,2,parties.IN.TVK,Dilip C S,79744,thecont1-state:parties.IN.TVK:DILIP C S:79744,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,95,PARAMATHI-VELUR,2,2,2,parties.IN.AIADMK,Sekar S,61349,thecont1-state:parties.IN.AIADMK:SEKAR S:61349,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,96,TIRUCHENGODU,2,2,2,parties.IN.TVK,Arunraj K G,79500,thecont1-state:parties.IN.TVK:ARUNRAJ K G:79500,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,97,KUMARAPALAYAM,2,2,2,parties.IN.TVK,C.vijayalakshmi,81179,thecont1-state:parties.IN.TVK:C.VIJAYALAKSHMI:81179,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,98,ERODE (EAST),2,2,2,parties.IN.TVK,M.vijay Balaji,69747,thecont1-state:parties.IN.TVK:M.VIJAY BALAJI:69747,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,99,ERODE (WEST),2,2,2,parties.IN.TVK,Ananth Moghan K.k.,96836,thecont1-state:parties.IN.TVK:ANANTH MOGHAN K.K.:96836,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,100,MODAKKURICHI,2,2,2,parties.IN.TVK,D.shanmugan,60715,thecont1-state:parties.IN.TVK:D.SHANMUGAN:60715,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,101,DHARAPURAM (SC),2,2,2,parties.IN.AIADMK,Sathyabama.p,81100,thecont1-state:parties.IN.AIADMK:SATHYABAMA.P:81100,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,102,KANGAYAM,2,2,2,parties.IN.AIADMK,Nsn Nataraj,71122,thecont1-state:parties.IN.AIADMK:NSN NATARAJ:71122,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,103,PERUNDURAI,2,2,2,parties.IN.AIADMK,Jayakumar. S,70302,thecont1-state:parties.IN.AIADMK:JAYAKUMAR. S:70302,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,104,BHAVANI,2,2,2,parties.IN.AIADMK,Karuppanan. K.c,75577,thecont1-state:parties.IN.AIADMK:KARUPPANAN. K.C:75577,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,105,ANTHIYUR,2,2,2,parties.IN.AIADMK,Haribaskar.p,60042,thecont1-state:parties.IN.AIADMK:HARIBASKAR.P:60042,AIADMK+,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,106,GOBICHETTIPALAYAM,2,2,2,parties.IN.TVK,Sengottaiyan.k.a,82612,thecont1-state:parties.IN.TVK:SENGOTTAIYAN.K.A:82612,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,107,BHAVANISAGAR (SC),2,2,2,parties.IN.TVK,V.p.tamilselvi,72391,thecont1-state:parties.IN.TVK:V.P.TAMILSELVI:72391,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,108,UDHAGAMANDALAM,2,2,2,parties.IN.BJP,Bhojarajan.m,48488,thecont1-state:parties.IN.BJP:BHOJARAJAN.M:48488,NDA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,109,GUDALUR (SC),2,2,2,parties.IN.DMK,Dhravidamani.m,65590,thecont1-state:parties.IN.DMK:DHRAVIDAMANI.M:65590,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,110,COONOOR,2,2,2,parties.IN.DMK,M. Raju,50470,thecont1-state:parties.IN.DMK:M. RAJU:50470,SPA,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,111,METTUPPALAYAM,2,2,2,parties.IN.TVK,Sunilanand,75664,thecont1-state:parties.IN.TVK:SUNILANAND:75664,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,112,AVANASHI (SC),2,2,2,parties.IN.TVK,Kamali.s,84209,thecont1-state:parties.IN.TVK:KAMALI.S:84209,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,113,TIRUPPUR (NORTH),2,2,2,parties.IN.TVK,V.sathyabama,131401,thecont1-state:parties.IN.TVK:V.SATHYABAMA:131401,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,114,TIRUPPUR (SOUTH),2,2,2,parties.IN.TVK,Balamurugan. S,73793,thecont1-state:parties.IN.TVK:BALAMURUGAN. S:73793,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,115,PALLADAM,2,2,2,parties.IN.TVK,K.ramkumar,121297,thecont1-state:parties.IN.TVK:K.RAMKUMAR:121297,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,116,SULUR,2,2,2,parties.IN.TVK,Nm.sukumar,90531,thecont1-state:parties.IN.TVK:NM.SUKUMAR:90531,,VERIFIED,VERIFIED,VERIFIED,,
tamil-nadu,AcGenMay2026,117,KAVUNDAMPALAYAM,2,2,2,parties.IN.TVK,Kanimozhi Santhosh,146466,thecont1-state:parties.IN.TVK:KANIMOZHI SANTHOSH:146466,,VERIFIED,VERIFIED,VERIFIED,,
