entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-maharashtra-2871,maharashtra,2019,AHMEDNAGAR CITY,289629,170151,58.75,Sangram Arunkaka Jagtap,,81217,47.73,Anil Bhaiyya Ramkisan Rathod,,70078,11139,6.54,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2872,maharashtra,2019,KARJAT JAMKHED,320843,238360,74.29,Rohit Pawar,,135824,56.98,Prof. Ram Shankar Shinde,,92477,43347,18.18,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2873,maharashtra,2019,PARNER,322054,226856,70.44,Nilesh Dnyandev Lanke,,139963,61.7,Auti Vijayrao Bhaskarrao,,80125,59838,26.38,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2874,maharashtra,2019,RAHURI,292663,201116,68.72,PRAJAKT PRASADRAO TANPURE,,109234,54.31,KARDILE SHIVAJI BHANUDAS,,85908,23326,11.59,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2875,maharashtra,2019,SHEVGAON,341873,226258,66.18,Monica Rajeev Rajale,,112509,49.73,Adv. Dhakne Prataprao Babanrao,,98215,14294,6.32,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2876,maharashtra,2019,SHRIGONDA,311992,211311,67.73,Pachpute Babanrao Bhikaji,,103258,48.87,Ghanshyam Prataprao Shelar,,98508,4750,2.25,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2877,maharashtra,2019,AKOLA EAST,344835,193339,56.07,Randhir Pralhadrao Sawarkar,,100475,51.97,Bhade Haridas Pandhari,,75752,24723,12.79,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2878,maharashtra,2019,AKOLA WEST,332220,169456,51.01,Govardhan Mangilal Sharma @ Lalaji,,73262,43.23,Sajid Khan Mannan Khan,,70669,2593,1.53,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2879,maharashtra,2019,AKOT,285150,182915,64.15,Prakash Gunwantrao Bharsakale,,48586,26.56,Adv. Santosh Vasant Rahate,,41326,7260,3.97,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2880,maharashtra,2019,BALAPUR,295885,195443,66.05,Nitinkumar Bhikanrao Tale,,69343,35.48,Dr. Dhairyavardhan Haribhau Pundkar,,50555,18788,9.61,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2881,maharashtra,2019,MURTIJAPUR,321817,175469,54.52,Harish Marotiappa Pimpale,,59527,33.92,Awachar Pratibha Prabhakar,,57617,1910,1.08,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2882,maharashtra,2019,RISOD,308878,205417,66.5,Amit Subhashrao Zanak,,69875,34.02,Anantrao Vitthalrao Deshmukh,,67734,2141,1.05,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2883,maharashtra,2019,ACHALPUR,275255,185161,67.27,Bachchu Babarao Kadu,,81252,43.88,ANIRUDDHA ALIAS BABLUBHAU SUBHANRAO DESHMUKH,,72856,8396,4.53,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2884,maharashtra,2019,AMRAVATI,345746,172723,49.96,Sulbha Sanjay Khodke,,82581,47.81,Dr. Sunil Panjabrao Deshmukh,,64313,18268,10.58,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2885,maharashtra,2019,BADNERA,355888,186665,52.45,Ravi Rana,,90460,48.46,Band Priti Sanjay,,74919,15541,8.32,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2886,maharashtra,2019,DARYAPUR,297583,190346,63.96,Balwant Baswant Wankhade,,95889,50.38,Bundile Ramesh Ganpatrao,,65370,30519,16.04,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2887,maharashtra,2019,MELGHAT,277523,181941,65.56,Rajkumar Dayaram Patel,,84569,46.48,Ramesh Mawaskar,,43207,41362,22.73,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2888,maharashtra,2019,TEOSA,295992,173676,58.68,Adv. Yashomati Chandrakant Thakur,,76218,43.89,Rajesh Shriram Wankhade,,65857,10361,5.97,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2890,maharashtra,2019,AURANGABAD EAST,319209,195347,61.2,ATUL MORESHWAR SAVE,,93966,48.1,Dr. ABDUL GAFFAR QUADRI SYED,,80036,13930,7.13,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2891,maharashtra,2019,AURANGABAD WEST,336024,199527,59.38,Sanjay Pandurang Shirsat,,83792,42,Raju Ramrao Shinde,,43347,40445,20.28,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2892,maharashtra,2019,GANGAPUR,313553,203483,64.9,Bamb Prashant Bansilal,,107193,52.68,Mane Patil Santosh Annasaheb,,72222,34971,17.19,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2893,maharashtra,2019,KANNAD,314679,215750,68.56,UDAYSING SARDARSING RAJPUT,,79225,36.72,JADHAV HARSHAWARDHAN RAIBHANJI,,60535,18690,8.66,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2894,maharashtra,2019,VAIJAPUR,310142,195938,63.18,Bornare Ramesh Nanasaheb,,98183,50.11,Abhay Kailasrao Patil,,39020,59163,30.2,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2895,maharashtra,2019,BARAMATI,342270,235040,68.67,Ajit Aanantrao Pawar,,195641,83.24,Gopichand Kundlik Padalkar,,30376,165265,70.32,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2896,maharashtra,2019,BHOR,361734,228263,63.1,SANGRAM ANANTRAO THOPTE,,108925,47.72,KULDIP SUDAM KONDE,,99719,9206,4.03,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2897,maharashtra,2019,DAUND,309486,214048,69.16,Rahul Subhashrao Kul,,103664,48.43,Ramesh Kisanrao Thorat,,102918,746,0.35,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2898,maharashtra,2019,INDAPUR,305866,233498,76.34,DATTATRAY VITHOBA BHARANE,,114960,49.23,HARSHAVARDHAN SHAHAJIRAO PATIL,,111850,3110,1.33,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2899,maharashtra,2019,KHADAKWASALA,487102,250372,51.4,Bhimrao (Anna) Dhondiba Tapkir,,120518,48.14,Dodke Sachin Shivaji,,117923,2595,1.04,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2900,maharashtra,2019,PURANDAR,362150,238061,65.74,SANJAY CHANDUKAKA JAGTAP,,130710,54.91,VIJAYBAPU SHIVTARE,,99306,31404,13.2,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2901,maharashtra,2019,ASHTI,372321,240838,64.69,Ajabe Balasaheb Bhausaheb,,126756,52.63,Bhimrao Anandrao Dhonde,,100931,25825,10.72,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2902,maharashtra,2019,BEED,335965,221294,65.87,Sandeep Ravindra Kshirsagar,,99934,45.16,Jaydattaji Sonajirao Kshirsagar,,97950,1984,0.9,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2903,maharashtra,2019,GEORAI,352375,261554,74.23,Pawar Laxman Madhavrao,,99625,38.09,Vijaysingh Shivajirao Pandit,,92833,6792,2.6,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2904,maharashtra,2019,KAIJ,362430,229673,63.37,NAMITA AKSHAY MUNDADA,,123433,53.74,PRUTHVIRAJ SHIVAJI SATHE,,90524,32909,14.33,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2905,maharashtra,2019,MAJALGAON,331571,228336,68.86,PRAKASH (DADA) SUNDARRAO SOLANKE,,111566,48.86,RAMESH BABURAO KOKATE (ADASKAR),,98676,12890,5.64,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2906,maharashtra,2019,PARLI,306710,224272,73.12,DHANANJAY PANDITRAO MUNDE,,122114,54.45,PANKAJA GOPINATHRAO MUNDE,,91413,30701,13.69,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2907,maharashtra,2019,ARJUNI-MORGAON,252915,176274,69.7,Chandrikapure Manohar Gowardhan,,72400,41.07,Badole Rajkumar Sudam,,71682,718,0.4,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2908,maharashtra,2019,BHANDARA,371088,234148,63.1,NARENDRA BHOJRAJ BHONDEKAR,,101717,43.44,ARVIND MANOHAR BHALADHARE,,78040,23677,10.11,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2909,maharashtra,2019,GONDIYA,322248,209384,64.98,Vinod Agrawal,,102996,49.19,Agrawal Gopaldas Shankarlal,,75827,27169,12.98,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2910,maharashtra,2019,SAKOLI,318804,228700,71.74,NANABHAU FALGUNRAO PATOLE,,95208,41.63,Dr. PARINAY RAMESH FUKE,,88968,6240,2.73,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2911,maharashtra,2019,TIRORA,257918,169301,65.64,Vijay Bharatlal Rahangdale,,76482,45.18,Bopche Ravikant Alias Guddu Khushal,,50519,25963,15.34,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2912,maharashtra,2019,TUMSAR,303652,215010,70.81,KAREMORE RAJU MANIKRAO,,87190,40.55,CHARAN SOVINDA WAGHMARE,,79490,7700,3.58,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2913,maharashtra,2019,BHIWANDI EAST,269935,129271,47.89,Rais Kasam Shaikh,,45537,35.23,Rupesh Laxman Mhatre,,44223,1314,1.02,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2914,maharashtra,2019,BHIWANDI RURAL,289361,172814,59.72,Shantaram Tukaram More,,83567,48.36,Shubhangi Ramesh Govari,,39058,44509,25.76,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2915,maharashtra,2019,BHIWANDI WEST,275855,138866,50.34,Chaughule Mahesh Prabhakar,,58857,42.38,Khalid (Guddu),,43945,14912,10.73,src-1b7bc1c9d39a
IN-AC-2008-maharashtra-2916,maharashtra,2019,KALYAN WEST,452924,189790,41.9,VISHWANATH ATMARAM BHOIR,,65486,34.5,NARENDRA BABURAO PAWAR,,43209,22277,11.73,src-1b7bc1c9d39a
