entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-odisha-2222,odisha,2014,HINJILI,201517,122044,60.56,NAVEEN PATNAIK,,89267,73.14,SIBARAM PATRA,,12681,76586,62.75,src-1b7bc1c9d39a
IN-AC-2008-odisha-2223,odisha,2014,ASKA,182605,108334,59.33,DEBARAJ MOHANTY,,59412,54.84,SAROJ KUMAR PADHI,,35913,23499,21.69,src-1b7bc1c9d39a
IN-AC-2008-odisha-2224,odisha,2014,KABISURYANGAR,205796,132525,64.4,V.SUGNANA KUMARI DEO,,67161,50.68,HARA PRASAD SAHU,,45661,21500,16.23,src-1b7bc1c9d39a
IN-AC-2008-odisha-2225,odisha,2014,KHALIKOTE,197711,125745,63.6,PURNA CHANDRA SETHY,,78845,62.7,PANDABA JALLI,,21651,57194,45.48,src-1b7bc1c9d39a
IN-AC-2008-odisha-2226,odisha,2014,POLASARA,214044,138794,64.84,SRIKANT SAHU,,66766,48.1,GOKULANANDA MALLIK,,45549,21217,15.28,src-1b7bc1c9d39a
IN-AC-2008-odisha-2227,odisha,2014,SANAKHEMUNDI,197823,131164,66.3,NANDINI DEVI,,61773,47.1,RAMESH CHANDRA JENA,,53551,8222,6.27,src-1b7bc1c9d39a
IN-AC-2008-odisha-2228,odisha,2014,SURADA,209284,137148,65.53,PURNA CHANDRA SWAIN,,67546,49.25,BASANTA KUMAR BISOYI,,51546,16000,11.67,src-1b7bc1c9d39a
IN-AC-2008-odisha-2229,odisha,2014,BADASAHI,168999,135856,80.39,GANESWAR PATRA,,52694,38.79,JAMINIKANTA NAIK,,35860,16834,12.39,src-1b7bc1c9d39a
IN-AC-2008-odisha-2230,odisha,2014,BALASORE,200708,145082,72.29,JIBAN PRADIP DASH,,47615,32.82,MADAN MOHAN DUTTA,,37824,9791,6.75,src-1b7bc1c9d39a
IN-AC-2008-odisha-2231,odisha,2014,BASTA,202766,160922,79.36,NITYANANDA SAHOO,,76737,47.69,JAY NARAYAN MOHANTY,,70304,6433,4,src-1b7bc1c9d39a
IN-AC-2008-odisha-2232,odisha,2014,BHOGRAI,203604,153177,75.23,ANANTA DAS,,76761,50.11,SATYASHIB DAS,,57249,19512,12.74,src-1b7bc1c9d39a
IN-AC-2008-odisha-2233,odisha,2014,JALESWAR,213235,164807,77.29,ASWINI KUMAR PATRA,,86084,52.23,DEBIPRASANNA CHAND,,52224,33860,20.54,src-1b7bc1c9d39a
IN-AC-2008-odisha-2234,odisha,2014,NILGIRI,181081,140456,77.57,SUKANTA KUMAR NAYAK,,50514,35.96,SUSHAMA BISWAL,,36814,13700,9.75,src-1b7bc1c9d39a
IN-AC-2008-odisha-2235,odisha,2014,REMUNA,195825,149022,76.1,GOBINDA CHANDRA DAS,,70973,47.63,SUDARSHAN JENA,,57144,13829,9.28,src-1b7bc1c9d39a
IN-AC-2008-odisha-2236,odisha,2014,ATTABIRA,202506,154943,76.51,SNEHANGINI CHHURIA,,69602,44.92,NIHAR RANJAN MAHANANDA,,44128,25474,16.44,src-1b7bc1c9d39a
IN-AC-2008-odisha-2237,odisha,2014,BARGARH,198672,145919,73.45,DEBESH ACHARYA,,59350,40.67,SADHU NEPAK,,46146,13204,9.05,src-1b7bc1c9d39a
IN-AC-2008-odisha-2238,odisha,2014,BHATLI,206590,168251,81.44,SUSANTA SINGH,,75077,44.62,SUSHANT MISHRA,,37496,37581,22.33,src-1b7bc1c9d39a
IN-AC-2008-odisha-2239,odisha,2014,BIJEPUR,207055,165747,80.05,SUBAL SAHU,,53290,32.15,PRASANNA ACHARYA,,52832,458,0.27,src-1b7bc1c9d39a
IN-AC-2008-odisha-2240,odisha,2014,BRAJARAJNAGAR,190614,145851,76.52,RADHARANI PANDA,,50736,34.79,ANUP KUMAR SAI,,43946,6790,4.66,src-1b7bc1c9d39a
IN-AC-2008-odisha-2241,odisha,2014,JHARSUGUDA,200968,165197,82.2,NABA KISORE DAS,,74499,45.1,KISHORE KUMAR MOHANTY,,62936,11563,7,src-1b7bc1c9d39a
IN-AC-2008-odisha-2242,odisha,2014,PADAMPUR,224312,178332,79.5,PRADIP PUROHIT,,68942,38.66,BIJAYA RANJAN SINGHA BARIHA,,64429,4513,2.53,src-1b7bc1c9d39a
IN-AC-2008-odisha-2243,odisha,2014,BERHAMPUR,183444,114155,62.23,RAMESH CHANDRA CHYAU PATNAIK,,43211,37.85,BIKRAM KUMAR PANDA,,42172,1039,0.91,src-1b7bc1c9d39a
IN-AC-2008-odisha-2244,odisha,2014,CHHATRAPUR,206726,138855,67.17,PRIYANSHU PRADHAN,,53221,38.33,KRUSHNA CHANDRA NAYAK,,31202,22019,15.86,src-1b7bc1c9d39a
IN-AC-2008-odisha-2245,odisha,2014,CHIKITI,187963,127373,67.76,USHA DEVI,,74849,58.76,MANO RANJAN DYANA SAMANTARA,,42701,32148,25.24,src-1b7bc1c9d39a
IN-AC-2008-odisha-2246,odisha,2014,DIGAPAHANDI,188244,128466,68.24,SURJYA NARAYAN PATRO,,78949,61.46,SAKA SUJIT KUMAR,,33052,45897,35.73,src-1b7bc1c9d39a
IN-AC-2008-odisha-2247,odisha,2014,GOPALPUR,179649,117643,65.48,PRADEEP KUMAR PANIGRAHY,,55265,46.98,BIBHUTI BHUSAN JENA,,35153,20112,17.1,src-1b7bc1c9d39a
IN-AC-2008-odisha-2248,odisha,2014,MOHANA,193758,143943,74.29,BASANTI MALLICK,,43006,29.88,DASARATHI GAMANGO,,42891,115,0.08,src-1b7bc1c9d39a
IN-AC-2008-odisha-2249,odisha,2014,PARALAKHEMUNDI,194484,135001,69.41,KENGAM SURYA RAO,,61014,45.2,KODURU NARAYANA RAO,,59595,1419,1.06,src-1b7bc1c9d39a
