election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenMay2026,U07,AC,1,MANNADIPET,,29502,,1,A. NAMASSIVAYAM,BJP,369,15918,53.96,1,0,,,
AcGenMay2026,U07,AC,1,MANNADIPET,,29502,,2,T.P.R. SELVAME,INC,742,9808,33.25,0,0,,,
AcGenMay2026,U07,AC,1,MANNADIPET,,29502,,3,K. BHARATHITHASAN,TVK,3679,3032,10.28,0,0,,,
AcGenMay2026,U07,AC,1,MANNADIPET,,29502,,4,B. VENKATESAN,Naam Tamilar Katchi,,260,0.88,0,0,,,
AcGenMay2026,U07,AC,1,MANNADIPET,,29502,,5,J. YUVARAJ,IND,,147,0.5,0,0,,,
AcGenMay2026,U07,AC,1,MANNADIPET,,29502,,6,NOTA,NOTA,,164,0.56,0,1,,,
AcGenMay2026,U07,AC,2,THIRUBHUVANAI,,30299,,1,AK. SAI J SARAVANAN KUMAR,TVK,3679,9740,32.15,1,0,,,
AcGenMay2026,U07,AC,2,THIRUBHUVANAI,,30299,,2,B. KOBIGA,AINRC,126,9039,29.83,0,0,,,
AcGenMay2026,U07,AC,2,THIRUBHUVANAI,,30299,,3,P. ANGALANE,DMK,582,6630,21.88,0,0,,,
AcGenMay2026,U07,AC,2,THIRUBHUVANAI,,30299,,4,K. VELU,INC,742,3561,11.75,0,0,,,
AcGenMay2026,U07,AC,2,THIRUBHUVANAI,,30299,,5,K. RANJIT,Naam Tamilar Katchi,,335,1.11,0,0,,,
AcGenMay2026,U07,AC,2,THIRUBHUVANAI,,30299,,6,NOTA,NOTA,,203,0.67,0,1,,,
AcGenMay2026,U07,AC,3,OUSSUDU,,31301,,1,P. KARTHIKEYAN,INC,742,15400,49.2,1,0,,,
AcGenMay2026,U07,AC,3,OUSSUDU,,31301,,2,E. THEEPPAINTHAN,BJP,369,11382,36.36,0,0,,,
AcGenMay2026,U07,AC,3,OUSSUDU,,31301,,3,S. SARAGANABAVA,TVK,3679,3698,11.81,0,0,,,
AcGenMay2026,U07,AC,3,OUSSUDU,,31301,,4,GOWRI,Naam Tamilar Katchi,,458,1.46,0,0,,,
AcGenMay2026,U07,AC,3,OUSSUDU,,31301,,5,P. ARIAPOUTRY,Viduthalai Chiruthaigal Katchi,,90,0.29,0,0,,,
AcGenMay2026,U07,AC,3,OUSSUDU,,31301,,6,NOTA,NOTA,,273,0.87,0,1,,,
AcGenMay2026,U07,AC,4,MANGALAM,,35405,,1,N. RANGASAMY,AINRC,126,17917,50.61,1,0,,,
AcGenMay2026,U07,AC,4,MANGALAM,,35405,,2,S.S. RANGAN,DMK,582,10867,30.69,0,0,,,
AcGenMay2026,U07,AC,4,MANGALAM,,35405,,3,M.K. SATHIA MANIKKAVASAGANE,TVK,3679,4202,11.87,0,0,,,
AcGenMay2026,U07,AC,4,MANGALAM,,35405,,4,K. RAGUBADY,INC,742,1414,3.99,0,0,,,
AcGenMay2026,U07,AC,4,MANGALAM,,35405,,5,M. SUBRAMANI,Naam Tamilar Katchi,,447,1.26,0,0,,,
AcGenMay2026,U07,AC,4,MANGALAM,,35405,,6,NOTA,NOTA,,190,0.54,0,1,,,
AcGenMay2026,U07,AC,5,VILLIANUR,,39346,,1,B.RAVICOUMAR,AINRC,126,16970,43.13,1,0,,,
AcGenMay2026,U07,AC,5,VILLIANUR,,39346,,2,R.SIVA,DMK,582,15000,38.12,0,0,,,
AcGenMay2026,U07,AC,5,VILLIANUR,,39346,,3,R.RAMESH,TVK,3679,6248,15.88,0,0,,,
AcGenMay2026,U07,AC,5,VILLIANUR,,39346,,4,D.RAMESH,Naam Tamilar Katchi,,518,1.32,0,0,,,
AcGenMay2026,U07,AC,5,VILLIANUR,,39346,,5,V.KRISHNAMOORTHY,Pattali Makkal Katchi,,82,0.21,0,0,,,
