entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-goa-3677,goa,2012,ALDONA,25112,20289,80.79,TICLO GLENN J V A E SOUZA,,11315,55.77,DAYANAND G. NARVEKAR,,7839,3476,17.13,src-1b7bc1c9d39a
IN-AC-2008-goa-3678,goa,2012,BICHOLIM,23894,20994,87.86,NARESH RAJARAM SAWAL,,8331,39.68,RAJESH T. PATNEKAR,,6532,1799,8.57,src-1b7bc1c9d39a
IN-AC-2008-goa-3679,goa,2012,CALANGUTE,22178,18348,82.73,MICHAEL VINCENT LOBO,,9891,53.91,AGNELO NICHOLAS FERNANDES,,8022,1869,10.19,src-1b7bc1c9d39a
IN-AC-2008-goa-3680,goa,2012,CUMBARJUA,23757,19817,83.42,PANDURANG A. MADKAIKAR,,9556,48.22,NIRMALA P. SAWANT,,7981,1575,7.95,src-1b7bc1c9d39a
IN-AC-2008-goa-3681,goa,2012,MAEM,25080,22411,89.36,ANANT SHET,,12054,53.79,PRAVIN ZANTYE,,6335,5719,25.52,src-1b7bc1c9d39a
IN-AC-2008-goa-3682,goa,2012,MANDREM,29364,25928,88.3,LAXMIKANT PARSEKAR,,11955,46.11,DAYANAND RAGHUNATH SOPTE,,8520,3435,13.25,src-1b7bc1c9d39a
IN-AC-2008-goa-3683,goa,2012,MAPUSA,25659,20209,78.76,FRANCIS D'SOUZA,,14955,74,ASHISH TULSHIDAS SHIRODKAR,,4786,10169,50.32,src-1b7bc1c9d39a
IN-AC-2008-goa-3684,goa,2012,PANAJI,21355,16763,78.5,MANOHAR PARRIKAR,,11086,66.13,YATIN PAREKH,,5018,6068,36.2,src-1b7bc1c9d39a
IN-AC-2008-goa-3685,goa,2012,PERNEM,29515,25890,87.72,RAJENDRA ARLEKAR,,16406,63.37,MANOHAR TRIMBAK AJGAOANKAR,,8053,8353,32.27,src-1b7bc1c9d39a
IN-AC-2008-goa-3686,goa,2012,PORIEM,27820,24997,89.85,PRATAPSINGH RAOJI RANE,,13772,55.09,VISHWAJIT KRISHNARAO RANE,,11225,2547,10.18,src-1b7bc1c9d39a
IN-AC-2008-goa-3687,goa,2012,PORVORIM,21209,16631,78.41,ROHAN KHAUNTE,,7972,47.93,GOVIND PARVATKAR,,7071,901,5.41,src-1b7bc1c9d39a
IN-AC-2008-goa-3688,goa,2012,PRIOL,27595,24668,89.39,PANDURANG ALIAS DEEPAK DHAVALIKAR,,12264,49.72,GOVIND GAUDE,,10164,2100,8.52,src-1b7bc1c9d39a
IN-AC-2008-goa-3689,goa,2012,SALIGAO,23782,19409,81.61,DILIP PARULEKAR,,10084,51.96,D'SOUZA TULIO,,4276,5808,29.93,src-1b7bc1c9d39a
IN-AC-2008-goa-3690,goa,2012,SANQUELIM,24068,21592,89.71,PRAMOD SAWANT,,14255,66.02,PRATAP GAUNS,,7337,6918,32.04,src-1b7bc1c9d39a
IN-AC-2008-goa-3691,goa,2012,SIOLIM,26344,21635,82.12,DAYANAND MANDREKAR,,11430,52.83,UDAY DATTARAM PALIEMKAR,,9259,2171,10.03,src-1b7bc1c9d39a
IN-AC-2008-goa-3692,goa,2012,ST. ANDRE,21338,17209,80.65,VISHNU SURYA NAIK WAGH,,8818,51.24,FRANCISCO SILVEIRA,,7599,1219,7.08,src-1b7bc1c9d39a
IN-AC-2008-goa-3693,goa,2012,ST. CRUZ,25524,21381,83.77,ATANASIO J. MONSERRATE,,8644,40.43,RODOLFO LOUIS FERNANDES,,6308,2336,10.93,src-1b7bc1c9d39a
IN-AC-2008-goa-3694,goa,2012,TALEIGAO,25916,20996,81.02,JENNIFER A. MONSERRATE,,10682,50.88,DATTAPRASAD MADHUKAR NAIK,,9531,1151,5.49,src-1b7bc1c9d39a
IN-AC-2008-goa-3695,goa,2012,TIVIM,23607,20314,86.05,KIRAN MOHAN KANDOLKAR,,10473,51.56,NILKANTH RAMNATH HALARNKAR,,9361,1112,5.48,src-1b7bc1c9d39a
IN-AC-2008-goa-3696,goa,2012,VALPOI,26094,23129,88.64,VISHWAJIT PRATAPSINGH RANE,,12412,53.66,SATYAVIJAY SUBRAI NAIK,,9473,2939,12.7,src-1b7bc1c9d39a
IN-AC-2008-goa-3697,goa,2012,BENAULIM,28176,21097,74.88,CAETANO R. SILVA,,9695,45.95,VALANKA ALEMAO,,7694,2001,9.48,src-1b7bc1c9d39a
IN-AC-2008-goa-3698,goa,2012,CANACONA,31822,26589,83.56,RAMESH BOMBO TAWADKAR,,14328,53.89,ISIDORE ALEIXINHO FERNANDES,,11624,2704,10.17,src-1b7bc1c9d39a
IN-AC-2008-goa-3699,goa,2012,CORTALIM,26652,20422,76.62,MATANHY SALDANHA,,7427,36.37,NELLY RODRIGUES,,5158,2269,11.11,src-1b7bc1c9d39a
IN-AC-2008-goa-3700,goa,2012,CUNCOLIM,26764,20740,77.49,SUBHASH ALIAS RAJAN KASHINATH NAIK,,7738,37.31,ALEMAO JOAQUIM,,6425,1313,6.33,src-1b7bc1c9d39a
IN-AC-2008-goa-3701,goa,2012,CURCHOREM,23581,19806,83.99,NILESH CABRAL,,14299,72.2,SHYAM GOPINATH SATARDEKAR,,5507,8792,44.4,src-1b7bc1c9d39a
IN-AC-2008-goa-3702,goa,2012,CURTORIM,26271,19647,74.79,ALEIXO REGINALDO LOURENCO,,11221,57.11,DOMNIC GAONKAR,,7152,4069,20.71,src-1b7bc1c9d39a
IN-AC-2008-goa-3703,goa,2012,DABOLIM,19801,15274,77.14,MAUVIN HELIODORO GODINHO,,7468,48.89,PREMANAND NANOSKAR,,6524,944,6.18,src-1b7bc1c9d39a
IN-AC-2008-goa-3704,goa,2012,FATORDA,26925,21441,79.63,VIJAI SARDESAI,,10375,48.39,DAMODAR (DAMU) G. NAIK,,8436,1939,9.04,src-1b7bc1c9d39a
IN-AC-2008-goa-3705,goa,2012,MARCAIM,25149,22674,90.16,RAMKRISHNA ALIAS SUDIN DHAVALIKAR,,14952,65.94,RITESH NAIK,,7722,7230,31.88,src-1b7bc1c9d39a
IN-AC-2008-goa-3706,goa,2012,MARGAO,28103,22149,78.81,DIGAMBAR KAMAT,,12041,54.36,MAHATME RUPESH,,7589,4452,20.1,src-1b7bc1c9d39a
IN-AC-2008-goa-3708,goa,2012,NAVELIM,23903,18780,78.57,AVERTANO FURTADO,,10231,54.48,CHURCHILL ALEMAO,,8086,2145,11.42,src-1b7bc1c9d39a
IN-AC-2008-goa-3709,goa,2012,NUVEM,27557,21597,78.37,FRANCISCO XAVIER PACHECO (MICKKY),,12288,56.9,ALEIXO SEQUEIRA,,8092,4196,19.43,src-1b7bc1c9d39a
