ac_entity_id,parent_pc_entity_id,parent_pc_eci_no,match_method,overlap_frac,source_id
IN-AC-2008-maharashtra-eci159,IN-PC-2008-maharashtra-387,27,geometric_overlap,0.9023,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci168,IN-PC-2008-maharashtra-385,29,geometric_overlap,0.8625,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci169,IN-PC-2008-maharashtra-386,28,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci171,IN-PC-2008-maharashtra-386,28,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci176,IN-PC-2008-maharashtra-385,29,geometric_overlap,0.9655,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci178,IN-PC-2008-maharashtra-388,30,geometric_overlap,0.872,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci179,IN-PC-2008-maharashtra-388,30,geometric_overlap,0.9894,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci180,IN-PC-2008-maharashtra-388,30,geometric_overlap,0.9909,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci181,IN-PC-2008-maharashtra-388,30,geometric_overlap,0.9886,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci182,IN-PC-2008-maharashtra-eci31,31,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci183,IN-PC-2008-maharashtra-eci31,31,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci184,IN-PC-2008-maharashtra-eci31,31,geometric_overlap,0.8273,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci185,IN-PC-2008-maharashtra-eci31,31,geometric_overlap,0.9454,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci186,IN-PC-2008-maharashtra-eci31,31,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci187,IN-PC-2008-maharashtra-eci31,31,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci212,IN-PC-2008-maharashtra-397,34,geometric_overlap,0.8896,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci215,IN-PC-2008-maharashtra-397,34,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci249,IN-PC-2008-maharashtra-406,42,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci25,IN-PC-2008-maharashtra-370,5,geometric_overlap,0.9763,src-7cd5269de2e7
IN-AC-2008-maharashtra-eci7,IN-PC-2008-maharashtra-372,2,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-meghalaya-eci16,IN-PC-2008-meghalaya-201,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-meghalaya-eci17,IN-PC-2008-meghalaya-201,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-meghalaya-eci18,IN-PC-2008-meghalaya-201,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-meghalaya-eci19,IN-PC-2008-meghalaya-201,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-mizoram-eci10,IN-PC-2008-mizoram-198,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-mizoram-eci11,IN-PC-2008-mizoram-198,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-mizoram-eci12,IN-PC-2008-mizoram-198,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-mizoram-eci14,IN-PC-2008-mizoram-198,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-mizoram-eci16,IN-PC-2008-mizoram-198,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-mizoram-eci17,IN-PC-2008-mizoram-198,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-mizoram-eci18,IN-PC-2008-mizoram-198,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-mizoram-eci19,IN-PC-2008-mizoram-198,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-nagaland-eci1,IN-PC-2008-nagaland-195,1,geometric_overlap,0.9463,src-7cd5269de2e7
IN-AC-2008-nagaland-eci10,IN-PC-2008-nagaland-195,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-nagaland-eci27,IN-PC-2008-nagaland-195,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-nagaland-eci54,IN-PC-2008-nagaland-195,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-odisha-eci12,IN-PC-2008-odisha-293,2,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-puducherry-eci10,IN-PC-2008-puducherry-542,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-puducherry-eci13,IN-PC-2008-puducherry-542,1,geometric_overlap,0.8885,src-7cd5269de2e7
IN-AC-2008-puducherry-eci14,IN-PC-2008-puducherry-542,1,single_pc_state,1,src-7cd5269de2e7
IN-AC-2008-puducherry-eci15,IN-PC-2008-puducherry-542,1,single_pc_state,1,src-7cd5269de2e7
IN-AC-2008-puducherry-eci7,IN-PC-2008-puducherry-542,1,geometric_overlap,0.9869,src-7cd5269de2e7
IN-AC-2008-puducherry-eci8,IN-PC-2008-puducherry-542,1,single_pc_state,1,src-7cd5269de2e7
IN-AC-2008-punjab-eci46,IN-PC-2008-punjab-12,6,geometric_overlap,0.9532,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci101,IN-PC-2008-rajasthan-47,13,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci127,IN-PC-2008-rajasthan-63,16,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci13,IN-PC-2008-rajasthan-53,2,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci153,IN-PC-2008-rajasthan-71,19,geometric_overlap,0.9983,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci180,IN-PC-2008-rajasthan-52,23,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci189,IN-PC-2008-rajasthan-65,24,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci190,IN-PC-2008-rajasthan-65,24,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci49,IN-PC-2008-rajasthan-58,7,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci50,IN-PC-2008-rajasthan-58,7,geometric_overlap,0.9058,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci51,IN-PC-2008-rajasthan-58,7,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci52,IN-PC-2008-rajasthan-58,7,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci54,IN-PC-2008-rajasthan-58,7,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-rajasthan-eci55,IN-PC-2008-rajasthan-58,7,geometric_overlap,0.9144,src-7cd5269de2e7
IN-AC-2008-sikkim-eci25,IN-PC-2008-sikkim-192,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-sikkim-eci27,IN-PC-2008-sikkim-192,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-sikkim-eci32,IN-PC-2008-sikkim-192,1,single_pc_state,1,src-7cd5269de2e7
IN-AC-2008-tamil-nadu-eci17,IN-PC-2008-tamil-nadu-506,2,geometric_overlap,0.9632,src-7cd5269de2e7
IN-AC-2008-tamil-nadu-eci192,IN-PC-2008-tamil-nadu-519,32,geometric_overlap,0.8413,src-7cd5269de2e7
IN-AC-2008-telangana-eci105,IN-PC-2008-telangana-450,15,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-telangana-eci106,IN-PC-2008-telangana-450,15,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-telangana-eci17,IN-PC-2008-telangana-439,4,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-telangana-eci22,IN-PC-2008-telangana-441,2,geometric_overlap,0.9642,src-7cd5269de2e7
IN-AC-2008-telangana-eci56,IN-PC-2008-telangana-417,10,geometric_overlap,0.9677,src-7cd5269de2e7
IN-AC-2008-telangana-eci65,IN-PC-2008-telangana-422,9,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-telangana-eci66,IN-PC-2008-telangana-422,9,geometric_overlap,0.8604,src-7cd5269de2e7
IN-AC-2008-telangana-eci68,IN-PC-2008-telangana-422,9,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-telangana-eci71,IN-PC-2008-telangana-431,7,geometric_overlap,0.8585,src-7cd5269de2e7
IN-AC-2008-telangana-eci82,IN-PC-2008-telangana-433,12,geometric_overlap,0.9829,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci124,IN-PC-2008-uttar-pradesh-88,25,geometric_overlap,0.9919,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci171,IN-PC-2008-uttar-pradesh-eci35,35,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci172,IN-PC-2008-uttar-pradesh-eci35,35,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci173,IN-PC-2008-uttar-pradesh-eci35,35,geometric_overlap,0.9976,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci174,IN-PC-2008-uttar-pradesh-eci35,35,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci175,IN-PC-2008-uttar-pradesh-eci35,35,geometric_overlap,0.9385,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci211,IN-PC-2008-uttar-pradesh-73,44,geometric_overlap,0.9316,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci212,IN-PC-2008-uttar-pradesh-119,43,geometric_overlap,0.8043,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci214,IN-PC-2008-uttar-pradesh-119,43,geometric_overlap,0.8749,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci215,IN-PC-2008-uttar-pradesh-119,43,geometric_overlap,0.8602,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci262,IN-PC-2008-uttar-pradesh-136,51,geometric_overlap,0.9997,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci263,IN-PC-2008-uttar-pradesh-75,52,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci3,IN-PC-2008-uttar-pradesh-142,1,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci322,IN-PC-2008-uttar-pradesh-109,64,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci355,IN-PC-2008-uttar-pradesh-107,70,geometric_overlap,0.943,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci389,IN-PC-2008-uttar-pradesh-151,77,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci47,IN-PC-2008-uttar-pradesh-129,10,geometric_overlap,0.9811,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci48,IN-PC-2008-uttar-pradesh-129,10,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci55,IN-PC-2008-uttar-pradesh-105,12,geometric_overlap,0.9376,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci56,IN-PC-2008-uttar-pradesh-105,12,geometric_overlap,0.8328,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci76,IN-PC-2008-uttar-pradesh-74,15,geometric_overlap,0.8998,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci87,IN-PC-2008-uttar-pradesh-72,18,geometric_overlap,0.8652,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci88,IN-PC-2008-uttar-pradesh-72,18,geometric_overlap,0.9197,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci89,IN-PC-2008-uttar-pradesh-72,18,geometric_overlap,0.9621,src-7cd5269de2e7
IN-AC-2008-uttar-pradesh-eci93,IN-PC-2008-uttar-pradesh-102,19,geometric_overlap,0.9706,src-7cd5269de2e7
IN-AC-2008-uttarakhand-eci20,IN-PC-2008-uttarakhand-29,1,geometric_overlap,0.9141,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci103,IN-PC-2008-west-bengal-227,15,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci105,IN-PC-2008-west-bengal-227,15,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci108,IN-PC-2008-west-bengal-227,15,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci110,IN-PC-2008-west-bengal-235,16,geometric_overlap,0.9996,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci111,IN-PC-2008-west-bengal-235,16,geometric_overlap,0.9999,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci112,IN-PC-2008-west-bengal-235,16,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci113,IN-PC-2008-west-bengal-235,16,geometric_overlap,0.9707,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci114,IN-PC-2008-west-bengal-235,16,geometric_overlap,0.9608,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci116,IN-PC-2008-west-bengal-224,17,geometric_overlap,0.913,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci117,IN-PC-2008-west-bengal-235,16,geometric_overlap,0.8409,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci149,IN-PC-2008-west-bengal-eci23,23,geometric_overlap,0.9609,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci150,IN-PC-2008-west-bengal-239,22,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci152,IN-PC-2008-west-bengal-239,22,geometric_overlap,0.9272,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci153,IN-PC-2008-west-bengal-eci23,23,geometric_overlap,0.9891,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci154,IN-PC-2008-west-bengal-eci23,23,geometric_overlap,0.9503,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci155,IN-PC-2008-west-bengal-234,21,geometric_overlap,0.9701,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci157,IN-PC-2008-west-bengal-234,21,geometric_overlap,0.8732,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci158,IN-PC-2008-west-bengal-eci23,23,geometric_overlap,0.9829,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci159,IN-PC-2008-west-bengal-eci23,23,geometric_overlap,0.9989,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci160,IN-PC-2008-west-bengal-eci23,23,geometric_overlap,0.9485,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci161,IN-PC-2008-west-bengal-eci23,23,geometric_overlap,0.9019,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci162,IN-PC-2008-west-bengal-eci24,24,geometric_overlap,0.8924,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci163,IN-PC-2008-west-bengal-eci24,24,geometric_overlap,0.9647,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci164,IN-PC-2008-west-bengal-eci24,24,geometric_overlap,0.9623,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci165,IN-PC-2008-west-bengal-eci24,24,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci166,IN-PC-2008-west-bengal-eci24,24,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci167,IN-PC-2008-west-bengal-eci24,24,geometric_overlap,0.9983,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci168,IN-PC-2008-west-bengal-eci24,24,geometric_overlap,0.9788,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci169,IN-PC-2008-west-bengal-238,25,geometric_overlap,0.838,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci170,IN-PC-2008-west-bengal-238,25,geometric_overlap,0.8076,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci171,IN-PC-2008-west-bengal-238,25,soi_composition,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci172,IN-PC-2008-west-bengal-238,25,geometric_overlap,0.9675,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci189,IN-PC-2008-west-bengal-237,28,geometric_overlap,0.9192,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci194,IN-PC-2008-west-bengal-256,27,geometric_overlap,0.985,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci205,IN-PC-2008-west-bengal-236,32,geometric_overlap,0.9857,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci26,IN-PC-2008-west-bengal-233,4,geometric_overlap,0.8709,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci260,IN-PC-2008-west-bengal-225,39,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci277,IN-PC-2008-west-bengal-225,39,geometric_overlap,0.9248,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci281,IN-PC-2008-west-bengal-219,40,geometric_overlap,1,src-7cd5269de2e7
IN-AC-2008-west-bengal-eci282,IN-PC-2008-west-bengal-219,40,geometric_overlap,0.9857,src-7cd5269de2e7
