layer_id,level,entity_state,entity_district,entity_city,partition_path,format,crs,simplification_algorithm,simplification_tolerance_deg,original_feature_count,retained_feature_count,unkeyed_count,unkeyed_keys_json,size_bytes,source_id,notes,delimitation_vintage
boundaries.in.wards.state=in_s06.ulb=802621,ward,S06,,802621,boundaries/in/wards/state=in_s06/ulb=802621/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,40093,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=802622,ward,S06,,802622,boundaries/in/wards/state=in_s06/ulb=802622/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,41956,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=802625,ward,S06,,802625,boundaries/in/wards/state=in_s06/ulb=802625/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,24011,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=802627,ward,S06,,802627,boundaries/in/wards/state=in_s06/ulb=802627/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,10936,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=802628,ward,S06,,802628,boundaries/in/wards/state=in_s06/ulb=802628/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,22801,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=802629,ward,S06,,802629,boundaries/in/wards/state=in_s06/ulb=802629/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,30,30,0,,407967,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=802634,ward,S06,,802634,boundaries/in/wards/state=in_s06/ulb=802634/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,33030,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=802635,ward,S06,,802635,boundaries/in/wards/state=in_s06/ulb=802635/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,15087,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=802636,ward,S06,,802636,boundaries/in/wards/state=in_s06/ulb=802636/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,18901,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=900198,ward,S06,,900198,boundaries/in/wards/state=in_s06/ulb=900198/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,25640,src-a1dd899f902d,,
boundaries.in.wards.state=in_s06.ulb=900605,ward,S06,,900605,boundaries/in/wards/state=in_s06/ulb=900605/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,16186,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800363,ward,S07,,800363,boundaries/in/wards/state=in_s07/ulb=800363/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,20,20,0,,103384,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800364,ward,S07,,800364,boundaries/in/wards/state=in_s07/ulb=800364/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,29643,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800365,ward,S07,,800365,boundaries/in/wards/state=in_s07/ulb=800365/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,20,20,0,,74298,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800366,ward,S07,,800366,boundaries/in/wards/state=in_s07/ulb=800366/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,8,8,0,,13238,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800367,ward,S07,,800367,boundaries/in/wards/state=in_s07/ulb=800367/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,36857,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800369,ward,S07,,800369,boundaries/in/wards/state=in_s07/ulb=800369/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,22,22,0,,105581,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800370,ward,S07,,800370,boundaries/in/wards/state=in_s07/ulb=800370/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,19,19,0,,40751,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800371,ward,S07,,800371,boundaries/in/wards/state=in_s07/ulb=800371/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,46862,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800372,ward,S07,,800372,boundaries/in/wards/state=in_s07/ulb=800372/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,76697,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800373,ward,S07,,800373,boundaries/in/wards/state=in_s07/ulb=800373/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,29730,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800374,ward,S07,,800374,boundaries/in/wards/state=in_s07/ulb=800374/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,54470,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800375,ward,S07,,800375,boundaries/in/wards/state=in_s07/ulb=800375/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,106116,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800376,ward,S07,,800376,boundaries/in/wards/state=in_s07/ulb=800376/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,31832,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800377,ward,S07,,800377,boundaries/in/wards/state=in_s07/ulb=800377/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,21256,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800378,ward,S07,,800378,boundaries/in/wards/state=in_s07/ulb=800378/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,14733,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800379,ward,S07,,800379,boundaries/in/wards/state=in_s07/ulb=800379/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,17178,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800380,ward,S07,,800380,boundaries/in/wards/state=in_s07/ulb=800380/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,25033,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800381,ward,S07,,800381,boundaries/in/wards/state=in_s07/ulb=800381/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,20,20,0,,59730,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800382,ward,S07,,800382,boundaries/in/wards/state=in_s07/ulb=800382/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,19199,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800383,ward,S07,,800383,boundaries/in/wards/state=in_s07/ulb=800383/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,22396,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800384,ward,S07,,800384,boundaries/in/wards/state=in_s07/ulb=800384/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,25350,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800385,ward,S07,,800385,boundaries/in/wards/state=in_s07/ulb=800385/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,26,26,0,,67480,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800386,ward,S07,,800386,boundaries/in/wards/state=in_s07/ulb=800386/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,30134,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800387,ward,S07,,800387,boundaries/in/wards/state=in_s07/ulb=800387/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,23,23,0,,42201,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800388,ward,S07,,800388,boundaries/in/wards/state=in_s07/ulb=800388/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,34370,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800389,ward,S07,,800389,boundaries/in/wards/state=in_s07/ulb=800389/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,24,24,0,,121167,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800390,ward,S07,,800390,boundaries/in/wards/state=in_s07/ulb=800390/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,25442,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800391,ward,S07,,800391,boundaries/in/wards/state=in_s07/ulb=800391/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,23,23,0,,32048,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800392,ward,S07,,800392,boundaries/in/wards/state=in_s07/ulb=800392/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,19595,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800393,ward,S07,,800393,boundaries/in/wards/state=in_s07/ulb=800393/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,99804,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800394,ward,S07,,800394,boundaries/in/wards/state=in_s07/ulb=800394/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,31535,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800395,ward,S07,,800395,boundaries/in/wards/state=in_s07/ulb=800395/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,28363,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800396,ward,S07,,800396,boundaries/in/wards/state=in_s07/ulb=800396/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,20824,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800397,ward,S07,,800397,boundaries/in/wards/state=in_s07/ulb=800397/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,23,23,0,,35434,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800398,ward,S07,,800398,boundaries/in/wards/state=in_s07/ulb=800398/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,42815,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800399,ward,S07,,800399,boundaries/in/wards/state=in_s07/ulb=800399/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,21,21,0,,28999,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800400,ward,S07,,800400,boundaries/in/wards/state=in_s07/ulb=800400/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,21084,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800401,ward,S07,,800401,boundaries/in/wards/state=in_s07/ulb=800401/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,44169,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800402,ward,S07,,800402,boundaries/in/wards/state=in_s07/ulb=800402/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,27316,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800404,ward,S07,,800404,boundaries/in/wards/state=in_s07/ulb=800404/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,33329,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800405,ward,S07,,800405,boundaries/in/wards/state=in_s07/ulb=800405/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,20,20,0,,41459,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800406,ward,S07,,800406,boundaries/in/wards/state=in_s07/ulb=800406/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,11132,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800407,ward,S07,,800407,boundaries/in/wards/state=in_s07/ulb=800407/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,46611,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800408,ward,S07,,800408,boundaries/in/wards/state=in_s07/ulb=800408/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,29968,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800409,ward,S07,,800409,boundaries/in/wards/state=in_s07/ulb=800409/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,63512,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800410,ward,S07,,800410,boundaries/in/wards/state=in_s07/ulb=800410/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,21198,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800411,ward,S07,,800411,boundaries/in/wards/state=in_s07/ulb=800411/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,21984,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800413,ward,S07,,800413,boundaries/in/wards/state=in_s07/ulb=800413/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,23015,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800414,ward,S07,,800414,boundaries/in/wards/state=in_s07/ulb=800414/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,27,27,0,,146616,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800415,ward,S07,,800415,boundaries/in/wards/state=in_s07/ulb=800415/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,26533,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800416,ward,S07,,800416,boundaries/in/wards/state=in_s07/ulb=800416/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,23703,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800417,ward,S07,,800417,boundaries/in/wards/state=in_s07/ulb=800417/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,20039,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800418,ward,S07,,800418,boundaries/in/wards/state=in_s07/ulb=800418/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,32978,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800419,ward,S07,,800419,boundaries/in/wards/state=in_s07/ulb=800419/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,19,19,0,,35148,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800420,ward,S07,,800420,boundaries/in/wards/state=in_s07/ulb=800420/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,18181,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800421,ward,S07,,800421,boundaries/in/wards/state=in_s07/ulb=800421/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,29898,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800422,ward,S07,,800422,boundaries/in/wards/state=in_s07/ulb=800422/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,13262,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800423,ward,S07,,800423,boundaries/in/wards/state=in_s07/ulb=800423/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,101691,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800424,ward,S07,,800424,boundaries/in/wards/state=in_s07/ulb=800424/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,33247,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800425,ward,S07,,800425,boundaries/in/wards/state=in_s07/ulb=800425/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,76209,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800426,ward,S07,,800426,boundaries/in/wards/state=in_s07/ulb=800426/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,25812,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800427,ward,S07,,800427,boundaries/in/wards/state=in_s07/ulb=800427/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,30792,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800428,ward,S07,,800428,boundaries/in/wards/state=in_s07/ulb=800428/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,38058,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800429,ward,S07,,800429,boundaries/in/wards/state=in_s07/ulb=800429/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,35,35,0,,174588,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800430,ward,S07,,800430,boundaries/in/wards/state=in_s07/ulb=800430/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,43891,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800431,ward,S07,,800431,boundaries/in/wards/state=in_s07/ulb=800431/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,21,21,0,,89887,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800432,ward,S07,,800432,boundaries/in/wards/state=in_s07/ulb=800432/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,30198,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800433,ward,S07,,800433,boundaries/in/wards/state=in_s07/ulb=800433/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,30669,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800434,ward,S07,,800434,boundaries/in/wards/state=in_s07/ulb=800434/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,31803,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800435,ward,S07,,800435,boundaries/in/wards/state=in_s07/ulb=800435/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,36316,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800436,ward,S07,,800436,boundaries/in/wards/state=in_s07/ulb=800436/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,40,40,0,,94595,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800437,ward,S07,,800437,boundaries/in/wards/state=in_s07/ulb=800437/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,57280,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800438,ward,S07,,800438,boundaries/in/wards/state=in_s07/ulb=800438/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,28176,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=800440,ward,S07,,800440,boundaries/in/wards/state=in_s07/ulb=800440/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,21,21,0,,34743,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=900115,ward,S07,,900115,boundaries/in/wards/state=in_s07/ulb=900115/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,31710,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=900116,ward,S07,,900116,boundaries/in/wards/state=in_s07/ulb=900116/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,9,9,0,,8571,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=900117,ward,S07,,900117,boundaries/in/wards/state=in_s07/ulb=900117/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,17383,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=900227,ward,S07,,900227,boundaries/in/wards/state=in_s07/ulb=900227/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,35828,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=900228,ward,S07,,900228,boundaries/in/wards/state=in_s07/ulb=900228/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,46267,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=900322,ward,S07,,900322,boundaries/in/wards/state=in_s07/ulb=900322/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,57796,src-a1dd899f902d,,
boundaries.in.wards.state=in_s07.ulb=900513,ward,S07,,900513,boundaries/in/wards/state=in_s07/ulb=900513/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,16039,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800088,ward,S08,,800088,boundaries/in/wards/state=in_s08/ulb=800088/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,9,9,0,,66791,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800090,ward,S08,,800090,boundaries/in/wards/state=in_s08/ulb=800090/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,31002,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800091,ward,S08,,800091,boundaries/in/wards/state=in_s08/ulb=800091/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,37876,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800092,ward,S08,,800092,boundaries/in/wards/state=in_s08/ulb=800092/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,9,9,0,,59324,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800093,ward,S08,,800093,boundaries/in/wards/state=in_s08/ulb=800093/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,62149,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800095,ward,S08,,800095,boundaries/in/wards/state=in_s08/ulb=800095/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,9,9,0,,24959,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800096,ward,S08,,800096,boundaries/in/wards/state=in_s08/ulb=800096/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,26262,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800097,ward,S08,,800097,boundaries/in/wards/state=in_s08/ulb=800097/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,35849,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800098,ward,S08,,800098,boundaries/in/wards/state=in_s08/ulb=800098/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,24287,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800099,ward,S08,,800099,boundaries/in/wards/state=in_s08/ulb=800099/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,69773,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800100,ward,S08,,800100,boundaries/in/wards/state=in_s08/ulb=800100/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,13573,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800101,ward,S08,,800101,boundaries/in/wards/state=in_s08/ulb=800101/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,47899,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800102,ward,S08,,800102,boundaries/in/wards/state=in_s08/ulb=800102/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,17325,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800103,ward,S08,,800103,boundaries/in/wards/state=in_s08/ulb=800103/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,19568,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800104,ward,S08,,800104,boundaries/in/wards/state=in_s08/ulb=800104/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,25044,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800105,ward,S08,,800105,boundaries/in/wards/state=in_s08/ulb=800105/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,33483,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800106,ward,S08,,800106,boundaries/in/wards/state=in_s08/ulb=800106/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,55497,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800107,ward,S08,,800107,boundaries/in/wards/state=in_s08/ulb=800107/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,81734,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800108,ward,S08,,800108,boundaries/in/wards/state=in_s08/ulb=800108/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,13678,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800109,ward,S08,,800109,boundaries/in/wards/state=in_s08/ulb=800109/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,9,9,0,,48092,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800110,ward,S08,,800110,boundaries/in/wards/state=in_s08/ulb=800110/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,34832,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800111,ward,S08,,800111,boundaries/in/wards/state=in_s08/ulb=800111/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,72689,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800112,ward,S08,,800112,boundaries/in/wards/state=in_s08/ulb=800112/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,40463,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800113,ward,S08,,800113,boundaries/in/wards/state=in_s08/ulb=800113/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,27531,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800114,ward,S08,,800114,boundaries/in/wards/state=in_s08/ulb=800114/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,18928,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800115,ward,S08,,800115,boundaries/in/wards/state=in_s08/ulb=800115/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,45632,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800116,ward,S08,,800116,boundaries/in/wards/state=in_s08/ulb=800116/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,9,9,0,,22232,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800117,ward,S08,,800117,boundaries/in/wards/state=in_s08/ulb=800117/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,9,9,0,,23272,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800118,ward,S08,,800118,boundaries/in/wards/state=in_s08/ulb=800118/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,23324,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800119,ward,S08,,800119,boundaries/in/wards/state=in_s08/ulb=800119/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,23851,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800120,ward,S08,,800120,boundaries/in/wards/state=in_s08/ulb=800120/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,13616,src-a1dd899f902d,,
boundaries.in.wards.state=in_s08.ulb=800121,ward,S08,,800121,boundaries/in/wards/state=in_s08/ulb=800121/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,52724,src-a1dd899f902d,,
