layer_id,level,entity_state,entity_district,entity_city,partition_path,format,crs,simplification_algorithm,simplification_tolerance_deg,original_feature_count,retained_feature_count,unkeyed_count,unkeyed_keys_json,size_bytes,source_id,notes,delimitation_vintage
boundaries.in.wards.state=in_s10.ulb=900427,ward,S10,,900427,boundaries/in/wards/state=in_s10/ulb=900427/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,19,19,0,,69785,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900428,ward,S10,,900428,boundaries/in/wards/state=in_s10/ulb=900428/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,30526,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900429,ward,S10,,900429,boundaries/in/wards/state=in_s10/ulb=900429/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,1,1,0,,8896,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900430,ward,S10,,900430,boundaries/in/wards/state=in_s10/ulb=900430/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,20,20,0,,37748,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900434,ward,S10,,900434,boundaries/in/wards/state=in_s10/ulb=900434/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,19,19,0,,65973,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900435,ward,S10,,900435,boundaries/in/wards/state=in_s10/ulb=900435/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,21137,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900436,ward,S10,,900436,boundaries/in/wards/state=in_s10/ulb=900436/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,28099,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900608,ward,S10,,900608,boundaries/in/wards/state=in_s10/ulb=900608/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,24,24,0,,52570,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900666,ward,S10,,900666,boundaries/in/wards/state=in_s10/ulb=900666/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,19,19,0,,40413,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900668,ward,S10,,900668,boundaries/in/wards/state=in_s10/ulb=900668/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,51536,src-a1dd899f902d,,
boundaries.in.wards.state=in_s10.ulb=900777,ward,S10,,900777,boundaries/in/wards/state=in_s10/ulb=900777/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,5,5,0,,21747,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803256,ward,S11,,803256,boundaries/in/wards/state=in_s11/ulb=803256/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,43,43,0,,203178,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803257,ward,S11,,803257,boundaries/in/wards/state=in_s11/ulb=803257/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,33,33,0,,53064,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803261,ward,S11,,803261,boundaries/in/wards/state=in_s11/ulb=803261/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,34,34,0,,102634,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803262,ward,S11,,803262,boundaries/in/wards/state=in_s11/ulb=803262/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,75482,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803263,ward,S11,,803263,boundaries/in/wards/state=in_s11/ulb=803263/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,27,27,0,,40350,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803264,ward,S11,,803264,boundaries/in/wards/state=in_s11/ulb=803264/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,72250,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803265,ward,S11,,803265,boundaries/in/wards/state=in_s11/ulb=803265/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,47,47,0,,85925,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803266,ward,S11,,803266,boundaries/in/wards/state=in_s11/ulb=803266/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,44,44,0,,92455,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803267,ward,S11,,803267,boundaries/in/wards/state=in_s11/ulb=803267/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,2,2,0,,8277,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803268,ward,S11,,803268,boundaries/in/wards/state=in_s11/ulb=803268/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,9,9,0,,27086,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803270,ward,S11,,803270,boundaries/in/wards/state=in_s11/ulb=803270/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,34,34,0,,75701,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803271,ward,S11,,803271,boundaries/in/wards/state=in_s11/ulb=803271/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,38,38,0,,65259,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803272,ward,S11,,803272,boundaries/in/wards/state=in_s11/ulb=803272/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,19780,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803273,ward,S11,,803273,boundaries/in/wards/state=in_s11/ulb=803273/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,33,33,0,,63107,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803274,ward,S11,,803274,boundaries/in/wards/state=in_s11/ulb=803274/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,36,36,0,,77071,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803275,ward,S11,,803275,boundaries/in/wards/state=in_s11/ulb=803275/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,52,52,0,,76157,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803276,ward,S11,,803276,boundaries/in/wards/state=in_s11/ulb=803276/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,29,29,0,,63004,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803277,ward,S11,,803277,boundaries/in/wards/state=in_s11/ulb=803277/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,37,37,0,,50058,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803278,ward,S11,,803278,boundaries/in/wards/state=in_s11/ulb=803278/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,43,43,0,,73083,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803279,ward,S11,,803279,boundaries/in/wards/state=in_s11/ulb=803279/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,25156,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803280,ward,S11,,803280,boundaries/in/wards/state=in_s11/ulb=803280/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,55,55,0,,145137,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803281,ward,S11,,803281,boundaries/in/wards/state=in_s11/ulb=803281/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,34,34,0,,63542,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803282,ward,S11,,803282,boundaries/in/wards/state=in_s11/ulb=803282/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,41,41,0,,68157,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803283,ward,S11,,803283,boundaries/in/wards/state=in_s11/ulb=803283/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,36,36,0,,70832,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803284,ward,S11,,803284,boundaries/in/wards/state=in_s11/ulb=803284/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,27,27,0,,68595,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803285,ward,S11,,803285,boundaries/in/wards/state=in_s11/ulb=803285/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,30,30,0,,80367,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803286,ward,S11,,803286,boundaries/in/wards/state=in_s11/ulb=803286/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,26,26,0,,40469,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803287,ward,S11,,803287,boundaries/in/wards/state=in_s11/ulb=803287/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,37413,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803288,ward,S11,,803288,boundaries/in/wards/state=in_s11/ulb=803288/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,74,74,0,,129956,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803289,ward,S11,,803289,boundaries/in/wards/state=in_s11/ulb=803289/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,42,42,0,,163227,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803290,ward,S11,,803290,boundaries/in/wards/state=in_s11/ulb=803290/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,49,49,0,,70049,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803291,ward,S11,,803291,boundaries/in/wards/state=in_s11/ulb=803291/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,77549,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803292,ward,S11,,803292,boundaries/in/wards/state=in_s11/ulb=803292/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,88665,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803293,ward,S11,,803293,boundaries/in/wards/state=in_s11/ulb=803293/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,21,21,0,,35005,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803294,ward,S11,,803294,boundaries/in/wards/state=in_s11/ulb=803294/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,26,26,0,,50195,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803295,ward,S11,,803295,boundaries/in/wards/state=in_s11/ulb=803295/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,26,26,0,,30484,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803297,ward,S11,,803297,boundaries/in/wards/state=in_s11/ulb=803297/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,37,37,0,,50704,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803298,ward,S11,,803298,boundaries/in/wards/state=in_s11/ulb=803298/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,35,35,0,,43230,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803299,ward,S11,,803299,boundaries/in/wards/state=in_s11/ulb=803299/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,52,52,0,,55493,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803300,ward,S11,,803300,boundaries/in/wards/state=in_s11/ulb=803300/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,44,44,0,,54238,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803302,ward,S11,,803302,boundaries/in/wards/state=in_s11/ulb=803302/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,37748,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803304,ward,S11,,803304,boundaries/in/wards/state=in_s11/ulb=803304/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,32,32,0,,59829,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803305,ward,S11,,803305,boundaries/in/wards/state=in_s11/ulb=803305/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,56760,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803306,ward,S11,,803306,boundaries/in/wards/state=in_s11/ulb=803306/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,55,55,0,,209597,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803307,ward,S11,,803307,boundaries/in/wards/state=in_s11/ulb=803307/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,35,35,0,,76987,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803309,ward,S11,,803309,boundaries/in/wards/state=in_s11/ulb=803309/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,53,53,0,,355479,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803310,ward,S11,,803310,boundaries/in/wards/state=in_s11/ulb=803310/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,32,32,0,,235325,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803311,ward,S11,,803311,boundaries/in/wards/state=in_s11/ulb=803311/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,2,2,0,,18981,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803312,ward,S11,,803312,boundaries/in/wards/state=in_s11/ulb=803312/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,100,100,0,,865238,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=803313,ward,S11,,803313,boundaries/in/wards/state=in_s11/ulb=803313/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,44,44,0,,340124,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900009,ward,S11,,900009,boundaries/in/wards/state=in_s11/ulb=900009/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,43,43,0,,65249,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900011,ward,S11,,900011,boundaries/in/wards/state=in_s11/ulb=900011/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,31,31,0,,41004,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900130,ward,S11,,900130,boundaries/in/wards/state=in_s11/ulb=900130/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,32,32,0,,53697,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900151,ward,S11,,900151,boundaries/in/wards/state=in_s11/ulb=900151/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,33,33,0,,52977,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900175,ward,S11,,900175,boundaries/in/wards/state=in_s11/ulb=900175/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,35,35,0,,76127,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900199,ward,S11,,900199,boundaries/in/wards/state=in_s11/ulb=900199/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,29,29,0,,66724,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900201,ward,S11,,900201,boundaries/in/wards/state=in_s11/ulb=900201/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,29,29,0,,34377,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900202,ward,S11,,900202,boundaries/in/wards/state=in_s11/ulb=900202/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,35,35,0,,60051,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900205,ward,S11,,900205,boundaries/in/wards/state=in_s11/ulb=900205/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,19,19,0,,76589,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900206,ward,S11,,900206,boundaries/in/wards/state=in_s11/ulb=900206/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,41,41,0,,73119,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900207,ward,S11,,900207,boundaries/in/wards/state=in_s11/ulb=900207/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,29,29,0,,55966,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900208,ward,S11,,900208,boundaries/in/wards/state=in_s11/ulb=900208/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,74672,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900209,ward,S11,,900209,boundaries/in/wards/state=in_s11/ulb=900209/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,33,33,0,,66544,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900211,ward,S11,,900211,boundaries/in/wards/state=in_s11/ulb=900211/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,2,2,0,,13864,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900212,ward,S11,,900212,boundaries/in/wards/state=in_s11/ulb=900212/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,46406,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900213,ward,S11,,900213,boundaries/in/wards/state=in_s11/ulb=900213/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,33,33,0,,59305,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900216,ward,S11,,900216,boundaries/in/wards/state=in_s11/ulb=900216/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,40,40,0,,82089,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900218,ward,S11,,900218,boundaries/in/wards/state=in_s11/ulb=900218/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,44,44,0,,52746,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900219,ward,S11,,900219,boundaries/in/wards/state=in_s11/ulb=900219/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,43,43,0,,53087,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900221,ward,S11,,900221,boundaries/in/wards/state=in_s11/ulb=900221/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,16798,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900222,ward,S11,,900222,boundaries/in/wards/state=in_s11/ulb=900222/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,38,38,0,,176695,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900223,ward,S11,,900223,boundaries/in/wards/state=in_s11/ulb=900223/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,36,36,0,,89740,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900224,ward,S11,,900224,boundaries/in/wards/state=in_s11/ulb=900224/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,36,36,0,,64030,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900225,ward,S11,,900225,boundaries/in/wards/state=in_s11/ulb=900225/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,32,32,0,,62595,src-a1dd899f902d,,
boundaries.in.wards.state=in_s11.ulb=900235,ward,S11,,900235,boundaries/in/wards/state=in_s11/ulb=900235/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,36542,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=801579,ward,S12,,801579,boundaries/in/wards/state=in_s12/ulb=801579/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,4,4,0,,6026,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802078,ward,S12,,802078,boundaries/in/wards/state=in_s12/ulb=802078/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,15073,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802079,ward,S12,,802079,boundaries/in/wards/state=in_s12/ulb=802079/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,22,22,0,,25486,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802080,ward,S12,,802080,boundaries/in/wards/state=in_s12/ulb=802080/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,15939,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802081,ward,S12,,802081,boundaries/in/wards/state=in_s12/ulb=802081/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,49904,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802082,ward,S12,,802082,boundaries/in/wards/state=in_s12/ulb=802082/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,64851,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802083,ward,S12,,802083,boundaries/in/wards/state=in_s12/ulb=802083/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,47,47,0,,288464,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802084,ward,S12,,802084,boundaries/in/wards/state=in_s12/ulb=802084/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,14419,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802085,ward,S12,,802085,boundaries/in/wards/state=in_s12/ulb=802085/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,53661,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802086,ward,S12,,802086,boundaries/in/wards/state=in_s12/ulb=802086/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,15102,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802087,ward,S12,,802087,boundaries/in/wards/state=in_s12/ulb=802087/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,11376,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802088,ward,S12,,802088,boundaries/in/wards/state=in_s12/ulb=802088/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,48039,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802089,ward,S12,,802089,boundaries/in/wards/state=in_s12/ulb=802089/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,16495,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802090,ward,S12,,802090,boundaries/in/wards/state=in_s12/ulb=802090/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,39,39,0,,31919,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802091,ward,S12,,802091,boundaries/in/wards/state=in_s12/ulb=802091/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,21242,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802092,ward,S12,,802092,boundaries/in/wards/state=in_s12/ulb=802092/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,13798,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802093,ward,S12,,802093,boundaries/in/wards/state=in_s12/ulb=802093/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,33855,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802094,ward,S12,,802094,boundaries/in/wards/state=in_s12/ulb=802094/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,22391,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802095,ward,S12,,802095,boundaries/in/wards/state=in_s12/ulb=802095/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,20441,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802096,ward,S12,,802096,boundaries/in/wards/state=in_s12/ulb=802096/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,15225,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802097,ward,S12,,802097,boundaries/in/wards/state=in_s12/ulb=802097/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,17,17,0,,18827,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802098,ward,S12,,802098,boundaries/in/wards/state=in_s12/ulb=802098/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,18810,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802099,ward,S12,,802099,boundaries/in/wards/state=in_s12/ulb=802099/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,14277,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802100,ward,S12,,802100,boundaries/in/wards/state=in_s12/ulb=802100/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,66,66,0,,175480,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802102,ward,S12,,802102,boundaries/in/wards/state=in_s12/ulb=802102/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,15623,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802103,ward,S12,,802103,boundaries/in/wards/state=in_s12/ulb=802103/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,20538,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802104,ward,S12,,802104,boundaries/in/wards/state=in_s12/ulb=802104/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,28,28,0,,67976,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802105,ward,S12,,802105,boundaries/in/wards/state=in_s12/ulb=802105/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,15294,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802106,ward,S12,,802106,boundaries/in/wards/state=in_s12/ulb=802106/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,12663,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802107,ward,S12,,802107,boundaries/in/wards/state=in_s12/ulb=802107/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,19411,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802108,ward,S12,,802108,boundaries/in/wards/state=in_s12/ulb=802108/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,16310,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802109,ward,S12,,802109,boundaries/in/wards/state=in_s12/ulb=802109/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,36,36,0,,32876,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802110,ward,S12,,802110,boundaries/in/wards/state=in_s12/ulb=802110/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,18880,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802111,ward,S12,,802111,boundaries/in/wards/state=in_s12/ulb=802111/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,22248,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802112,ward,S12,,802112,boundaries/in/wards/state=in_s12/ulb=802112/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,39,39,0,,160789,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802113,ward,S12,,802113,boundaries/in/wards/state=in_s12/ulb=802113/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,29073,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802114,ward,S12,,802114,boundaries/in/wards/state=in_s12/ulb=802114/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,18538,src-a1dd899f902d,,
boundaries.in.wards.state=in_s12.ulb=802115,ward,S12,,802115,boundaries/in/wards/state=in_s12/ulb=802115/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,18068,src-a1dd899f902d,,
