entity_id,name,parent,entity_kind,aliases,census_2001_code,census_2011_code
madhya-pradesh/anuppur,Anuppur,madhya-pradesh,district,lgd:390,16,461
madhya-pradesh/ashoknagar,Ashoknagar,madhya-pradesh,district,lgd:391,46,459
madhya-pradesh/balaghat,Balaghat,madhya-pradesh,district,lgd:392,45,457
madhya-pradesh/barwani,Barwani,madhya-pradesh,district,lgd:393,28,441
madhya-pradesh/betul,Betul,madhya-pradesh,district,lgd:394,35,447
madhya-pradesh/bhind,Bhind,madhya-pradesh,district,lgd:395,3,420
madhya-pradesh/bhopal,Bhopal,madhya-pradesh,district,lgd:396,32,444
madhya-pradesh/burhanpur,Burhanpur,madhya-pradesh,district,lgd:397,29,467
madhya-pradesh/chhatarpur,Chhatarpur,madhya-pradesh,district,lgd:398,9,425
madhya-pradesh/chhindwara,Chhindwara,madhya-pradesh,district,lgd:399,43,455
madhya-pradesh/damoh,Damoh,madhya-pradesh,district,lgd:400,12,428
madhya-pradesh/datia,Datia,madhya-pradesh,district,lgd:401,5,422
madhya-pradesh/dewas,Dewas,madhya-pradesh,district,lgd:402,23,437
madhya-pradesh/dhar,Dhar,madhya-pradesh,district,lgd:403,25,438
madhya-pradesh/dindori,Dindori,madhya-pradesh,district,lgd:404,41,453
madhya-pradesh/guna,Guna,madhya-pradesh,district,lgd:406,7,458
madhya-pradesh/gwalior,Gwalior,madhya-pradesh,district,lgd:407,4,421
madhya-pradesh/harda,Harda,madhya-pradesh,district,lgd:408,36,448
madhya-pradesh/indore,Indore,madhya-pradesh,district,lgd:410,26,439
madhya-pradesh/jabalpur,Jabalpur,madhya-pradesh,district,lgd:411,39,451
madhya-pradesh/jhabua,Jhabua,madhya-pradesh,district,lgd:412,24,464
madhya-pradesh/katni,Katni,madhya-pradesh,district,lgd:413,38,450
madhya-pradesh/khandwa-east-nimar,Khandwa (East Nimar),madhya-pradesh,district,lgd:405,29,466
madhya-pradesh/khargone-west-nimar,Khargone (West Nimar),madhya-pradesh,district,lgd:414,27,440
madhya-pradesh/maihar,Maihar,madhya-pradesh,district,lgd:784,,
madhya-pradesh/mandla,Mandla,madhya-pradesh,district,lgd:415,42,454
madhya-pradesh/mandsaur,Mandsaur,madhya-pradesh,district,lgd:416,19,433
madhya-pradesh/mauganj,MAUGANJ,madhya-pradesh,district,lgd:766,,
madhya-pradesh/morena,Morena,madhya-pradesh,district,lgd:417,2,419
madhya-pradesh/narmadapuram,Narmadapuram,madhya-pradesh,district,lgd:409,37,449
madhya-pradesh/narsimhapur,Narsimhapur,madhya-pradesh,district,lgd:418,40,452
madhya-pradesh/neemuch,Neemuch,madhya-pradesh,district,lgd:419,18,432
madhya-pradesh/niwari,Niwari,madhya-pradesh,district,lgd:722,,
madhya-pradesh/pandhurna,Pandhurna,madhya-pradesh,district,lgd:785,,
madhya-pradesh/panna,Panna,madhya-pradesh,district,lgd:420,10,426
madhya-pradesh/raisen,Raisen,madhya-pradesh,district,lgd:421,34,446
madhya-pradesh/rajgarh,Rajgarh,madhya-pradesh,district,lgd:422,30,442
madhya-pradesh/ratlam,Ratlam,madhya-pradesh,district,lgd:423,20,434
madhya-pradesh/rewa,Rewa,madhya-pradesh,district,lgd:424,14,430
madhya-pradesh/sagar,Sagar,madhya-pradesh,district,lgd:425,11,427
madhya-pradesh/satna,Satna,madhya-pradesh,district,lgd:426,13,429
madhya-pradesh/sehore,Sehore,madhya-pradesh,district,lgd:427,33,445
madhya-pradesh/seoni,Seoni,madhya-pradesh,district,lgd:428,44,456
madhya-pradesh/shahdol,Shahdol,madhya-pradesh,district,lgd:429,16,460
madhya-pradesh/shajapur,Shajapur,madhya-pradesh,district,lgd:430,22,436
madhya-pradesh/sheopur,Sheopur,madhya-pradesh,district,lgd:431,1,418
madhya-pradesh/shivpuri,Shivpuri,madhya-pradesh,district,lgd:432,6,423
madhya-pradesh/sidhi,Sidhi,madhya-pradesh,district,lgd:433,17,462
madhya-pradesh/singrauli,Singrauli,madhya-pradesh,district,lgd:638,,463
madhya-pradesh/tikamgarh,Tikamgarh,madhya-pradesh,district,lgd:434,8,424
madhya-pradesh/ujjain,Ujjain,madhya-pradesh,district,lgd:435,21,435
madhya-pradesh/umaria,Umaria,madhya-pradesh,district,lgd:436,15,431
madhya-pradesh/vidisha,Vidisha,madhya-pradesh,district,lgd:437,31,443
maharashtra,Maharashtra,IN,state,IN-MH|S13|lgd:27,27,27
maharashtra/ahilyanagar,Ahilyanagar,maharashtra,district,lgd:466,26,522
maharashtra/akola,Akola,maharashtra,district,lgd:467,5,501
maharashtra/amravati,Amravati,maharashtra,district,lgd:468,7,503
maharashtra/beed,Beed,maharashtra,district,lgd:470,27,523
maharashtra/bhandara,Bhandara,maharashtra,district,lgd:471,10,506
maharashtra/buldhana,Buldhana,maharashtra,district,lgd:472,4,500
maharashtra/chandrapur,Chandrapur,maharashtra,district,lgd:473,13,509
maharashtra/chhatrapati-sambhajinagar,Chhatrapati Sambhajinagar,maharashtra,district,lgd:469,19,515
maharashtra/dharashiv,Dharashiv,maharashtra,district,lgd:488,29,525
maharashtra/dhule,Dhule,maharashtra,district,lgd:474,2,498
maharashtra/gadchiroli,Gadchiroli,maharashtra,district,lgd:475,12,508
maharashtra/gondia,Gondia,maharashtra,district,lgd:476,11,507
maharashtra/hingoli,Hingoli,maharashtra,district,lgd:477,16,512
maharashtra/jalgaon,Jalgaon,maharashtra,district,lgd:478,3,499
maharashtra/jalna,Jalna,maharashtra,district,lgd:479,18,514
maharashtra/kolhapur,Kolhapur,maharashtra,district,lgd:480,34,530
maharashtra/latur,Latur,maharashtra,district,lgd:481,28,524
maharashtra/mumbai,Mumbai,maharashtra,district,lgd:482,23,519
maharashtra/mumbai-suburban,Mumbai Suburban,maharashtra,district,lgd:483,22,518
maharashtra/nagpur,Nagpur,maharashtra,district,lgd:484,9,505
maharashtra/nanded,Nanded,maharashtra,district,lgd:485,15,511
maharashtra/nandurbar,Nandurbar,maharashtra,district,lgd:486,1,497
maharashtra/nashik,Nashik,maharashtra,district,lgd:487,20,516
maharashtra/palghar,Palghar,maharashtra,district,lgd:665,,
maharashtra/parbhani,Parbhani,maharashtra,district,lgd:489,17,513
maharashtra/pune,Pune,maharashtra,district,lgd:490,25,521
maharashtra/raigad,Raigad,maharashtra,district,lgd:491,24,520
maharashtra/ratnagiri,Ratnagiri,maharashtra,district,lgd:492,32,528
maharashtra/sangli,Sangli,maharashtra,district,lgd:493,35,531
maharashtra/satara,Satara,maharashtra,district,lgd:494,31,527
maharashtra/sindhudurg,Sindhudurg,maharashtra,district,lgd:495,33,529
maharashtra/solapur,Solapur,maharashtra,district,lgd:496,30,526
maharashtra/thane,Thane,maharashtra,district,lgd:497,21,517
maharashtra/wardha,Wardha,maharashtra,district,lgd:498,8,504
maharashtra/washim,Washim,maharashtra,district,lgd:499,6,502
maharashtra/yavatmal,Yavatmal,maharashtra,district,lgd:500,14,510
manipur,Manipur,IN,state,IN-MN|S14|lgd:14,14,14
manipur/bishnupur,Bishnupur,manipur,district,lgd:252,4,275
manipur/chandel,Chandel,manipur,district,lgd:253,9,280
manipur/churachandpur,Churachandpur,manipur,district,lgd:254,3,274
manipur/imphal-east,Imphal East,manipur,district,lgd:255,7,278
manipur/imphal-west,Imphal West,manipur,district,lgd:256,6,277
manipur/jiribam,Jiribam,manipur,district,lgd:713,,
manipur/kakching,Kakching,manipur,district,lgd:711,,
manipur/kamjong,Kamjong,manipur,district,lgd:717,,
manipur/kangpokpi,Kangpokpi,manipur,district,lgd:712,,
manipur/noney,Noney,manipur,district,lgd:714,,
manipur/pherzawl,Pherzawl,manipur,district,lgd:715,,
manipur/senapati,Senapati,manipur,district,lgd:257,1,272
manipur/tamenglong,Tamenglong,manipur,district,lgd:258,2,273
manipur/tengnoupal,Tengnoupal,manipur,district,lgd:716,,
manipur/thoubal,Thoubal,manipur,district,lgd:259,5,276
manipur/ukhrul,Ukhrul,manipur,district,lgd:260,8,279
meghalaya,Meghalaya,IN,state,IN-ML|S15|lgd:17,17,17
meghalaya/east-garo-hills,East Garo Hills,meghalaya,district,lgd:273,2,294
meghalaya/east-jaintia-hills,East Jaintia Hills,meghalaya,district,lgd:657,,
meghalaya/east-khasi-hills,East Khasi Hills,meghalaya,district,lgd:274,6,298
meghalaya/eastern-west-khasi-hills,Eastern West Khasi Hills,meghalaya,district,lgd:740,,
meghalaya/north-garo-hills,North Garo Hills,meghalaya,district,lgd:656,,
meghalaya/ri-bhoi,Ri Bhoi,meghalaya,district,lgd:276,5,297
meghalaya/south-garo-hills,South Garo Hills,meghalaya,district,lgd:277,3,295
meghalaya/south-west-garo-hills,South West Garo Hills,meghalaya,district,lgd:663,,
meghalaya/south-west-khasi-hills,South West Khasi Hills,meghalaya,district,lgd:658,,
meghalaya/west-garo-hills,West Garo Hills,meghalaya,district,lgd:278,1,293
meghalaya/west-jaintia-hills,West Jaintia Hills,meghalaya,district,lgd:275,7,299
meghalaya/west-khasi-hills,West Khasi Hills,meghalaya,district,lgd:279,4,296
mizoram,Mizoram,IN,state,IN-MZ|S16|lgd:15,15,15
mizoram/aizawl,Aizawl,mizoram,district,lgd:261,3,283
mizoram/champhai,Champhai,mizoram,district,lgd:262,4,284
mizoram/hnahthial,Hnahthial,mizoram,district,lgd:726,,
mizoram/khawzawl,Khawzawl,mizoram,district,lgd:728,,
mizoram/kolasib,Kolasib,mizoram,district,lgd:263,2,282
mizoram/lawngtlai,Lawngtlai,mizoram,district,lgd:264,7,287
mizoram/lunglei,Lunglei,mizoram,district,lgd:265,6,286
mizoram/mamit,Mamit,mizoram,district,lgd:266,1,281
mizoram/saitual,Saitual,mizoram,district,lgd:727,,
mizoram/serchhip,Serchhip,mizoram,district,lgd:268,5,285
mizoram/siaha,Siaha,mizoram,district,lgd:267,8,288
nagaland,Nagaland,IN,state,IN-NL|S17|lgd:13,13,13
nagaland/chumoukedima,Chumoukedima,nagaland,district,lgd:758,,
nagaland/dimapur,Dimapur,nagaland,district,lgd:244,6,265
nagaland/kiphire,Kiphire,nagaland,district,lgd:614,2,269
nagaland/kohima,Kohima,nagaland,district,lgd:245,7,270
nagaland/longleng,Longleng,nagaland,district,lgd:615,2,268
nagaland/meluri,Meluri,nagaland,district,lgd:788,,
nagaland/mokokchung,Mokokchung,nagaland,district,lgd:246,3,262
nagaland/mon,Mon,nagaland,district,lgd:247,1,261
nagaland/niuland,Niuland,nagaland,district,lgd:764,,
nagaland/noklak,Noklak,nagaland,district,lgd:736,,
nagaland/peren,Peren,nagaland,district,lgd:613,7,271
nagaland/phek,Phek,nagaland,district,lgd:248,8,266
nagaland/shamator,Shamator,nagaland,district,lgd:765,,
nagaland/tseminyu,Tseminyu,nagaland,district,lgd:757,,
nagaland/tuensang,Tuensang,nagaland,district,lgd:249,2,267
nagaland/wokha,Wokha,nagaland,district,lgd:250,5,264
nagaland/zunheboto,Zunheboto,nagaland,district,lgd:251,4,263
odisha,Odisha,IN,state,IN-OR|S18|lgd:21,21,21
odisha/angul,Angul,odisha,district,lgd:344,15,384
odisha/balangir,Balangir,odisha,district,lgd:345,24,393
odisha/balasore,Balasore,odisha,district,lgd:346,8,377
odisha/bargarh,Bargarh,odisha,district,lgd:347,1,370
odisha/bhadrak,Bhadrak,odisha,district,lgd:348,9,378
odisha/boudh,Boudh,odisha,district,lgd:349,22,391
odisha/cuttack,Cuttack,odisha,district,lgd:350,12,381
odisha/deogarh,Deogarh,odisha,district,lgd:351,4,373
odisha/dhenkanal,Dhenkanal,odisha,district,lgd:352,14,383
odisha/gajapati,Gajapati,odisha,district,lgd:353,20,389
odisha/ganjam,Ganjam,odisha,district,lgd:354,19,388
odisha/jagatsinghapur,Jagatsinghapur,odisha,district,lgd:355,11,380
odisha/jajpur,Jajpur,odisha,district,lgd:356,13,382
odisha/jharsuguda,Jharsuguda,odisha,district,lgd:357,2,371
odisha/kalahandi,Kalahandi,odisha,district,lgd:358,26,395
odisha/kandhamal,Kandhamal,odisha,district,lgd:359,21,390
odisha/kendrapara,Kendrapara,odisha,district,lgd:360,10,379
odisha/keonjhar,Keonjhar,odisha,district,lgd:361,6,375
odisha/khordha,Khordha,odisha,district,lgd:362,17,386
odisha/koraput,Koraput,odisha,district,lgd:363,29,398
odisha/malkangiri,Malkangiri,odisha,district,lgd:364,30,399
odisha/mayurbhanj,Mayurbhanj,odisha,district,lgd:365,7,376
odisha/nabarangpur,Nabarangpur,odisha,district,lgd:366,28,397
odisha/nayagarh,Nayagarh,odisha,district,lgd:367,16,385
odisha/nuapada,Nuapada,odisha,district,lgd:368,25,394
odisha/puri,Puri,odisha,district,lgd:369,18,387
odisha/rayagada,Rayagada,odisha,district,lgd:370,27,396
odisha/sambalpur,Sambalpur,odisha,district,lgd:371,3,372
odisha/sonepur,Sonepur,odisha,district,lgd:372,23,392
odisha/sundargarh,Sundargarh,odisha,district,lgd:373,5,374
puducherry,Puducherry,IN,state,IN-PY|U07|lgd:34,34,34
puducherry/karaikal,Karaikal,puducherry,district,lgd:598,4,637
puducherry/puducherry,Puducherry,puducherry,district,lgd:600,2,635
punjab,Punjab,IN,state,IN-PB|S19|lgd:3,3,3
punjab/amritsar,Amritsar,punjab,district,lgd:27,2,49
punjab/barnala,Barnala,punjab,district,lgd:605,,54
punjab/bathinda,Bathinda,punjab,district,lgd:28,14,46
punjab/faridkot,Faridkot,punjab,district,lgd:29,13,45
punjab/fatehgarh-sahib,Fatehgarh Sahib,punjab,district,lgd:30,8,40
punjab/fazilka,Fazilka,punjab,district,lgd:651,,
punjab/ferozepur,Ferozepur,punjab,district,lgd:31,11,43
punjab/gurdaspur,Gurdaspur,punjab,district,lgd:32,1,35
punjab/hoshiarpur,Hoshiarpur,punjab,district,lgd:33,5,38
punjab/jalandhar,Jalandhar,punjab,district,lgd:34,4,37
punjab/kapurthala,Kapurthala,punjab,district,lgd:35,3,36
punjab/ludhiana,Ludhiana,punjab,district,lgd:36,9,41
punjab/malerkotla,Malerkotla,punjab,district,lgd:737,,
punjab/mansa,Mansa,punjab,district,lgd:37,15,47
punjab/moga,Moga,punjab,district,lgd:38,10,42
punjab/pathankot,Pathankot,punjab,district,lgd:662,,
punjab/patiala,Patiala,punjab,district,lgd:41,17,48
punjab/rupnagar,Rupnagar,punjab,district,lgd:42,7,51
punjab/s-a-s-nagar,S.A.S Nagar,punjab,district,lgd:608,,52
punjab/sangrur,Sangrur,punjab,district,lgd:43,16,53
punjab/shahid-bhagat-singh-nagar,Shahid Bhagat Singh Nagar,punjab,district,lgd:40,6,39
punjab/sri-muktsar-sahib,Sri Muktsar Sahib,punjab,district,lgd:39,12,44
punjab/tarn-taran,Tarn Taran,punjab,district,lgd:609,,50
rajasthan,Rajasthan,IN,state,IN-RJ|S20|lgd:8,8,8
rajasthan/ajmer,Ajmer,rajasthan,district,lgd:86,21,119
rajasthan/alwar,Alwar,rajasthan,district,lgd:87,6,104
rajasthan/balotra,Balotra,rajasthan,district,lgd:775,,
rajasthan/banswara,Banswara,rajasthan,district,lgd:88,28,125
rajasthan/baran,Baran,rajasthan,district,lgd:89,31,128
rajasthan/barmer,Barmer,rajasthan,district,lgd:90,17,115
rajasthan/beawar,Beawar,rajasthan,district,lgd:774,,
rajasthan/bharatpur,Bharatpur,rajasthan,district,lgd:91,7,105
rajasthan/bhilwara,Bhilwara,rajasthan,district,lgd:92,24,122
rajasthan/bikaner,Bikaner,rajasthan,district,lgd:93,3,101
rajasthan/bundi,Bundi,rajasthan,district,lgd:94,23,121
rajasthan/chittorgarh,Chittorgarh,rajasthan,district,lgd:95,29,126
rajasthan/churu,Churu,rajasthan,district,lgd:96,4,102
rajasthan/dausa,Dausa,rajasthan,district,lgd:97,11,109
rajasthan/deeg,Deeg,rajasthan,district,lgd:767,,
rajasthan/dholpur,Dholpur,rajasthan,district,lgd:98,8,106
rajasthan/didwana-kuchaman,Didwana-Kuchaman,rajasthan,district,lgd:768,,
rajasthan/dungarpur,Dungarpur,rajasthan,district,lgd:99,27,124
rajasthan/ganganagar,Ganganagar,rajasthan,district,lgd:100,1,99
rajasthan/hanumangarh,Hanumangarh,rajasthan,district,lgd:101,2,100
rajasthan/jaipur,Jaipur,rajasthan,district,lgd:102,12,110
rajasthan/jaisalmer,Jaisalmer,rajasthan,district,lgd:103,16,114
rajasthan/jalore,Jalore,rajasthan,district,lgd:104,18,116
rajasthan/jhalawar,Jhalawar,rajasthan,district,lgd:105,32,129
rajasthan/jhunjhunu,Jhunjhunu,rajasthan,district,lgd:106,5,103
rajasthan/jodhpur,Jodhpur,rajasthan,district,lgd:107,15,113
rajasthan/karauli,Karauli,rajasthan,district,lgd:108,9,107
rajasthan/khairthal-tijara,Khairthal-Tijara,rajasthan,district,lgd:770,,
rajasthan/kota,Kota,rajasthan,district,lgd:109,30,127
rajasthan/kotputli-behror,Kotputli-Behror,rajasthan,district,lgd:782,,
rajasthan/nagaur,Nagaur,rajasthan,district,lgd:110,14,112
rajasthan/pali,Pali,rajasthan,district,lgd:111,20,118
rajasthan/phalodi,Phalodi,rajasthan,district,lgd:772,,
rajasthan/pratapgarh,Pratapgarh,rajasthan,district,lgd:629,,131
rajasthan/rajsamand,Rajsamand,rajasthan,district,lgd:112,25,123
rajasthan/salumbar,Salumbar,rajasthan,district,lgd:777,,
rajasthan/sawai-madhopur,Sawai Madhopur,rajasthan,district,lgd:113,10,108
rajasthan/sikar,Sikar,rajasthan,district,lgd:114,13,111
rajasthan/sirohi,Sirohi,rajasthan,district,lgd:115,19,117
rajasthan/tonk,Tonk,rajasthan,district,lgd:116,22,120
rajasthan/udaipur,Udaipur,rajasthan,district,lgd:117,26,130
sikkim,Sikkim,IN,state,IN-SK|S21|lgd:11,11,11
sikkim/gangtok,Gangtok,sikkim,district,lgd:225,4,244
sikkim/gyalshing,Gyalshing,sikkim,district,lgd:228,2,242
sikkim/mangan,Mangan,sikkim,district,lgd:226,1,241
sikkim/namchi,Namchi,sikkim,district,lgd:227,3,243
sikkim/pakyong,Pakyong,sikkim,district,lgd:741,,
sikkim/soreng,Soreng,sikkim,district,lgd:742,,
tamil-nadu,Tamil Nadu,IN,state,IN-TN|S22|lgd:33,33,33
tamil-nadu/ariyalur,Ariyalur,tamil-nadu,district,lgd:610,17,616
tamil-nadu/chengalpattu,Chengalpattu,tamil-nadu,district,lgd:730,,
tamil-nadu/chennai,Chennai,tamil-nadu,district,lgd:568,2,603
tamil-nadu/coimbatore,Coimbatore,tamil-nadu,district,lgd:569,12,632
tamil-nadu/cuddalore,Cuddalore,tamil-nadu,district,lgd:570,18,617
tamil-nadu/dharmapuri,Dharmapuri,tamil-nadu,district,lgd:571,5,630
tamil-nadu/dindigul,Dindigul,tamil-nadu,district,lgd:572,13,612
tamil-nadu/erode,Erode,tamil-nadu,district,lgd:573,10,610
tamil-nadu/kallakurichi,Kallakurichi,tamil-nadu,district,lgd:729,,
tamil-nadu/kancheepuram,Kancheepuram,tamil-nadu,district,lgd:574,3,604
tamil-nadu/kanniyakumari,Kanniyakumari,tamil-nadu,district,lgd:575,30,629
tamil-nadu/karur,Karur,tamil-nadu,district,lgd:576,14,613
tamil-nadu/krishnagiri,Krishnagiri,tamil-nadu,district,lgd:577,5,631
tamil-nadu/madurai,Madurai,tamil-nadu,district,lgd:578,24,623
tamil-nadu/mayiladuthurai,Mayiladuthurai,tamil-nadu,district,lgd:735,,
tamil-nadu/nagapattinam,Nagapattinam,tamil-nadu,district,lgd:579,19,618
tamil-nadu/namakkal,Namakkal,tamil-nadu,district,lgd:580,9,609
tamil-nadu/perambalur,Perambalur,tamil-nadu,district,lgd:581,16,615
tamil-nadu/pudukkottai,Pudukkottai,tamil-nadu,district,lgd:582,22,621
tamil-nadu/ramanathapuram,Ramanathapuram,tamil-nadu,district,lgd:583,27,626
tamil-nadu/ranipet,Ranipet,tamil-nadu,district,lgd:731,,
tamil-nadu/salem,Salem,tamil-nadu,district,lgd:584,8,608
tamil-nadu/sivaganga,Sivaganga,tamil-nadu,district,lgd:585,23,622
tamil-nadu/tenkasi,Tenkasi,tamil-nadu,district,lgd:733,,
tamil-nadu/thanjavur,Thanjavur,tamil-nadu,district,lgd:586,21,620
tamil-nadu/the-nilgiris,The Nilgiris,tamil-nadu,district,lgd:587,11,611
tamil-nadu/theni,Theni,tamil-nadu,district,lgd:588,25,624
tamil-nadu/thiruvallur,Thiruvallur,tamil-nadu,district,lgd:589,1,602
tamil-nadu/thiruvarur,Thiruvarur,tamil-nadu,district,lgd:590,20,619
tamil-nadu/thoothukkudi,Thoothukkudi,tamil-nadu,district,lgd:594,28,627
tamil-nadu/tiruchirappalli,Tiruchirappalli,tamil-nadu,district,lgd:591,15,614
tamil-nadu/tirunelveli,Tirunelveli,tamil-nadu,district,lgd:592,29,628
tamil-nadu/tirupathur,Tirupathur,tamil-nadu,district,lgd:732,,
tamil-nadu/tiruppur,Tiruppur,tamil-nadu,district,lgd:634,,633
tamil-nadu/tiruvannamalai,Tiruvannamalai,tamil-nadu,district,lgd:593,6,606
tamil-nadu/vellore,Vellore,tamil-nadu,district,lgd:595,4,605
tamil-nadu/viluppuram,Viluppuram,tamil-nadu,district,lgd:596,7,607
tamil-nadu/virudhunagar,Virudhunagar,tamil-nadu,district,lgd:597,26,625
telangana,Telangana,IN,state,IN-TG|S29|lgd:36,,
telangana/adilabad,Adilabad,telangana,district,lgd:501,1,532
telangana/bhadradri-kothagudem,Bhadradri Kothagudem,telangana,district,lgd:690,,
telangana/hanumakonda,Hanumakonda,telangana,district,lgd:686,,
telangana/hyderabad,Hyderabad,telangana,district,lgd:507,5,536
telangana/jagitial,Jagitial,telangana,district,lgd:681,,
telangana/jangoan,Jangoan,telangana,district,lgd:689,,
telangana/jayashankar-bhupalapally,Jayashankar Bhupalapally,telangana,district,lgd:687,,
telangana/jogulamba-gadwal,Jogulamba Gadwal,telangana,district,lgd:695,,
telangana/kamareddy,Kamareddy,telangana,district,lgd:685,,
telangana/karimnagar,Karimnagar,telangana,district,lgd:508,3,534
telangana/khammam,Khammam,telangana,district,lgd:509,10,541
telangana/kumuram-bheem-asifabad,Kumuram Bheem Asifabad,telangana,district,lgd:699,,
telangana/mahabubabad,Mahabubabad,telangana,district,lgd:688,,
telangana/mahabubnagar,Mahabubnagar,telangana,district,lgd:512,7,538
telangana/mancherial,Mancherial,telangana,district,lgd:684,,
telangana/medak,Medak,telangana,district,lgd:513,4,535
telangana/medchal-malkajgiri,Medchal Malkajgiri,telangana,district,lgd:700,,
telangana/mulugu,Mulugu,telangana,district,lgd:720,,
telangana/nagarkurnool,Nagarkurnool,telangana,district,lgd:694,,
telangana/nalgonda,Nalgonda,telangana,district,lgd:514,8,539
telangana/narayanpet,Narayanpet,telangana,district,lgd:721,,
telangana/nirmal,Nirmal,telangana,district,lgd:680,,
telangana/nizamabad,Nizamabad,telangana,district,lgd:516,2,533
telangana/peddapalli,Peddapalli,telangana,district,lgd:682,,
telangana/rajanna-sircilla,Rajanna Sircilla,telangana,district,lgd:683,,
telangana/ranga-reddy,Ranga Reddy,telangana,district,lgd:518,6,537
telangana/sangareddy,Sangareddy,telangana,district,lgd:691,,
telangana/siddipet,Siddipet,telangana,district,lgd:692,,
telangana/suryapet,Suryapet,telangana,district,lgd:696,,
telangana/vikarabad,Vikarabad,telangana,district,lgd:698,,
telangana/wanaparthy,Wanaparthy,telangana,district,lgd:693,,
telangana/warangal,Warangal,telangana,district,lgd:522,9,540
telangana/yadadri-bhuvanagiri,Yadadri Bhuvanagiri,telangana,district,lgd:697,,
tripura,Tripura,IN,state,IN-TR|S23|lgd:16,16,16
tripura/dhalai,Dhalai,tripura,district,lgd:269,3,291
tripura/gomati,Gomati,tripura,district,lgd:654,,
tripura/khowai,Khowai,tripura,district,lgd:652,,
tripura/north-tripura,North Tripura,tripura,district,lgd:270,4,292
tripura/sepahijala,Sepahijala,tripura,district,lgd:653,,
tripura/south-tripura,South Tripura,tripura,district,lgd:271,2,290
tripura/unakoti,Unakoti,tripura,district,lgd:655,,
tripura/west-tripura,West Tripura,tripura,district,lgd:272,1,289
uttar-pradesh,Uttar Pradesh,IN,state,IN-UP|S24|lgd:9,9,9
uttar-pradesh/agra,Agra,uttar-pradesh,district,lgd:118,15,146
uttar-pradesh/aligarh,Aligarh,uttar-pradesh,district,lgd:119,12,143
uttar-pradesh/ambedkar-nagar,Ambedkar Nagar,uttar-pradesh,district,lgd:121,48,178
uttar-pradesh/amethi,Amethi,uttar-pradesh,district,lgd:640,,
uttar-pradesh/amroha,Amroha,uttar-pradesh,district,lgd:154,6,137
uttar-pradesh/auraiya,Auraiya,uttar-pradesh,district,lgd:122,32,162
uttar-pradesh/ayodhya,Ayodhya,uttar-pradesh,district,lgd:140,47,177
uttar-pradesh/azamgarh,Azamgarh,uttar-pradesh,district,lgd:123,61,191
uttar-pradesh/baghpat,Baghpat,uttar-pradesh,district,lgd:124,8,139
uttar-pradesh/bahraich,Bahraich,uttar-pradesh,district,lgd:125,50,180
uttar-pradesh/ballia,Ballia,uttar-pradesh,district,lgd:126,63,193
uttar-pradesh/balrampur,Balrampur,uttar-pradesh,district,lgd:127,52,182
uttar-pradesh/banda,Banda,uttar-pradesh,district,lgd:128,40,170
uttar-pradesh/bara-banki,Bara Banki,uttar-pradesh,district,lgd:129,46,176
uttar-pradesh/bareilly,Bareilly,uttar-pradesh,district,lgd:130,20,150
uttar-pradesh/basti,Basti,uttar-pradesh,district,lgd:131,55,185
uttar-pradesh/bhadohi,Bhadohi,uttar-pradesh,district,lgd:179,68,198
uttar-pradesh/bijnor,Bijnor,uttar-pradesh,district,lgd:132,3,134
uttar-pradesh/budaun,Budaun,uttar-pradesh,district,lgd:133,19,149
uttar-pradesh/bulandshahr,Bulandshahr,uttar-pradesh,district,lgd:134,11,142
uttar-pradesh/chandauli,Chandauli,uttar-pradesh,district,lgd:135,66,196
uttar-pradesh/chitrakoot,Chitrakoot,uttar-pradesh,district,lgd:136,41,171
uttar-pradesh/deoria,Deoria,uttar-pradesh,district,lgd:137,60,190
uttar-pradesh/etah,Etah,uttar-pradesh,district,lgd:138,17,201
uttar-pradesh/etawah,Etawah,uttar-pradesh,district,lgd:139,31,161
uttar-pradesh/farrukhabad,Farrukhabad,uttar-pradesh,district,lgd:141,29,159
uttar-pradesh/fatehpur,Fatehpur,uttar-pradesh,district,lgd:142,42,172
uttar-pradesh/firozabad,Firozabad,uttar-pradesh,district,lgd:143,16,147
uttar-pradesh/gautam-buddha-nagar,Gautam Buddha Nagar,uttar-pradesh,district,lgd:144,10,141
uttar-pradesh/ghaziabad,Ghaziabad,uttar-pradesh,district,lgd:145,9,140
uttar-pradesh/ghazipur,Ghazipur,uttar-pradesh,district,lgd:146,65,195
uttar-pradesh/gonda,Gonda,uttar-pradesh,district,lgd:147,53,183
uttar-pradesh/gorakhpur,Gorakhpur,uttar-pradesh,district,lgd:148,58,188
uttar-pradesh/hamirpur,Hamirpur,uttar-pradesh,district,lgd:149,38,168
uttar-pradesh/hapur,Hapur,uttar-pradesh,district,lgd:661,,
uttar-pradesh/hardoi,Hardoi,uttar-pradesh,district,lgd:150,25,155
uttar-pradesh/hathras,Hathras,uttar-pradesh,district,lgd:163,13,144
uttar-pradesh/jalaun,Jalaun,uttar-pradesh,district,lgd:151,35,165
uttar-pradesh/jaunpur,Jaunpur,uttar-pradesh,district,lgd:152,64,194
uttar-pradesh/jhansi,Jhansi,uttar-pradesh,district,lgd:153,36,166
uttar-pradesh/kannauj,Kannauj,uttar-pradesh,district,lgd:155,30,160
uttar-pradesh/kanpur-dehat,Kanpur Dehat,uttar-pradesh,district,lgd:156,33,163
uttar-pradesh/kanpur-nagar,Kanpur Nagar,uttar-pradesh,district,lgd:157,34,164
