election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenApr2016,S03,AC,1,Ratabari,148269,112608,75.95,1,KRIPANATH MALLAH,BJP,,53975,47.93,1,0,M,40,SC
AcGenApr2016,S03,AC,1,Ratabari,148269,112608,75.95,2,AKHIL RANJAN TALUKDAR,INC,,29449,26.15,0,0,M,60,SC
AcGenApr2016,S03,AC,1,Ratabari,148269,112608,75.95,3,RAJIB BISWAS,AIUDF,,23926,21.25,0,0,M,37,SC
AcGenApr2016,S03,AC,1,Ratabari,148269,112608,75.95,4,SETUL CHANDRA NAMASUDRA,IND,,908,0.81,0,0,M,66,SC
AcGenApr2016,S03,AC,1,Ratabari,148269,112608,75.95,5,NIRMAL MALLICK,SP,,542,0.48,0,0,M,42,SC
AcGenApr2016,S03,AC,1,Ratabari,148269,112608,75.95,6,NOTA,NOTA,,889,0.79,0,1,,,
AcGenApr2016,S03,AC,2,Patharkandi,155472,122694,78.92,1,KRISHNENDU PAUL,BJP,,46544,37.94,1,0,M,42,GEN
AcGenApr2016,S03,AC,2,Patharkandi,155472,122694,78.92,2,DEBENDRA KUMAR SINHA,AIUDF,,37276,30.38,0,0,M,62,GEN
AcGenApr2016,S03,AC,2,Patharkandi,155472,122694,78.92,3,MONI LAL GOWALA,INC,,32048,26.12,0,0,M,73,GEN
AcGenApr2016,S03,AC,2,Patharkandi,155472,122694,78.92,4,KRIPESH RANJAN DASGUPTA,CPM,,1638,1.34,0,0,M,65,GEN
AcGenApr2016,S03,AC,2,Patharkandi,155472,122694,78.92,5,KABIR AHMED,IND,,892,0.73,0,0,M,34,GEN
AcGenApr2016,S03,AC,2,Patharkandi,155472,122694,78.92,6,NOTA,NOTA,,1030,0.84,0,1,,,
AcGenApr2016,S03,AC,3,Karimganj North,171548,130781,76.24,1,KAMALAKHYA DEY PURKAYASTHA,INC,,45289,34.63,1,0,M,38,GEN
AcGenApr2016,S03,AC,3,Karimganj North,171548,130781,76.24,2,MISSION RANJAN DAS,BJP,,44821,34.27,0,0,M,54,GEN
AcGenApr2016,S03,AC,3,Karimganj North,171548,130781,76.24,3,SAHABUL ISLAM CHOUDHURY,AIUDF,,34207,26.16,0,0,M,47,GEN
AcGenApr2016,S03,AC,3,Karimganj North,171548,130781,76.24,4,NAZRUL ISLAM CHOUDHURY,IND,,1704,1.3,0,0,M,55,GEN
AcGenApr2016,S03,AC,3,Karimganj North,171548,130781,76.24,5,ABDUL AHAD CHOUDHURY,IND,,1052,0.8,0,0,M,40,GEN
AcGenApr2016,S03,AC,3,Karimganj North,171548,130781,76.24,6,NOTA,NOTA,,674,0.52,0,1,,,
AcGenApr2016,S03,AC,4,Karimganj South,160670,128442,79.94,1,AZIZ AHMED KHAN,AIUDF,,58060,45.2,1,0,M,38,GEN
AcGenApr2016,S03,AC,4,Karimganj South,160670,128442,79.94,2,SIDDEQUE AHMED,INC,,53644,41.77,0,0,M,53,GEN
AcGenApr2016,S03,AC,4,Karimganj South,160670,128442,79.94,3,SIPRA GOON,BJP,,11861,9.23,0,0,F,47,GEN
AcGenApr2016,S03,AC,4,Karimganj South,160670,128442,79.94,4,MONARUL HAQUE,IND,,815,0.63,0,0,M,28,GEN
AcGenApr2016,S03,AC,4,Karimganj South,160670,128442,79.94,5,MOSUD AHMED,IND,,592,0.46,0,0,M,41,GEN
AcGenApr2016,S03,AC,4,Karimganj South,160670,128442,79.94,6,NOTA,NOTA,,173,0.13,0,1,,,
AcGenApr2016,S03,AC,5,Badarpur,139063,112519,80.91,1,JAMAL UDDIN AHMED,INC,,38266,34.01,1,0,M,61,GEN
AcGenApr2016,S03,AC,5,Badarpur,139063,112519,80.91,2,ABDUL AZIZ,AIUDF,,36178,32.15,0,0,M,48,GEN
AcGenApr2016,S03,AC,5,Badarpur,139063,112519,80.91,3,DIPAK DEB,BJP,,35694,31.72,0,0,M,50,GEN
AcGenApr2016,S03,AC,5,Badarpur,139063,112519,80.91,4,SAZIDUL HOQUE,IND,,418,0.37,0,0,M,31,GEN
AcGenApr2016,S03,AC,5,Badarpur,139063,112519,80.91,5,KAMRUL ISLAM,SP,,303,0.27,0,0,M,29,GEN
AcGenApr2016,S03,AC,5,Badarpur,139063,112519,80.91,6,NOTA,NOTA,,596,0.53,0,1,,,
AcGenApr2016,S03,AC,6,Hailakandi,145069,112993,77.89,1,ANWAR HUSSAIN LASKAR,AIUDF,,41647,36.86,1,0,M,45,GEN
AcGenApr2016,S03,AC,6,Hailakandi,145069,112993,77.89,2,SOUMYAJIT DUTTA CHOUDHURY,BJP,,39039,34.55,0,0,M,38,GEN
