election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenNov2022,S08,AC,1,Churah (SC),78823,62327,79.07,1,Hans Raj,BJP,,32095,51.49,1,0,M,39,SC
AcGenNov2022,S08,AC,1,Churah (SC),78823,62327,79.07,2,Yashwant Singh,INC,,29453,47.26,0,0,M,43,SC
AcGenNov2022,S08,AC,1,Churah (SC),78823,62327,79.07,3,Nand Kumar Jaryal,AAAP,,385,0.62,0,0,M,35,SC
AcGenNov2022,S08,AC,1,Churah (SC),78823,62327,79.07,4,NOTA,NOTA,,394,0.63,0,1,,,
AcGenNov2022,S08,AC,2,Bharmour (ST),79000,56509,71.53,1,Dr. Janak Raj,BJP,,30336,53.68,1,0,M,43,ST
AcGenNov2022,S08,AC,2,Bharmour (ST),79000,56509,71.53,2,Thakur Singh Bharmouri,INC,,25164,44.53,0,0,M,75,ST
AcGenNov2022,S08,AC,2,Bharmour (ST),79000,56509,71.53,3,Puja,HIMJKP,,242,0.43,0,0,F,29,ST
AcGenNov2022,S08,AC,2,Bharmour (ST),79000,56509,71.53,4,Parkash Chand,AAAP,,237,0.42,0,0,M,58,ST
AcGenNov2022,S08,AC,2,Bharmour (ST),79000,56509,71.53,5,Rasila Ram,HCHLJP,,187,0.33,0,0,M,48,ST
AcGenNov2022,S08,AC,2,Bharmour (ST),79000,56509,71.53,6,NOTA,NOTA,,343,0.61,0,1,,,
AcGenNov2022,S08,AC,3,Chamba,84616,61528,72.71,1,Neeraj Nayar,INC,,32783,53.28,1,0,M,51,GEN
AcGenNov2022,S08,AC,3,Chamba,84616,61528,72.71,2,Neelam Nayyar,BJP,,25001,40.63,0,0,F,60,GEN
AcGenNov2022,S08,AC,3,Chamba,84616,61528,72.71,3,Indira Kapoor,IND,,2443,3.97,0,0,F,47,ST
AcGenNov2022,S08,AC,3,Chamba,84616,61528,72.71,4,Shasi Kant,AAAP,,356,0.58,0,0,M,39,SC
AcGenNov2022,S08,AC,3,Chamba,84616,61528,72.71,5,Paras Ram,BSP,,247,0.4,0,0,M,49,GEN
AcGenNov2022,S08,AC,3,Chamba,84616,61528,72.71,6,NOTA,NOTA,,539,0.88,0,1,,,
AcGenNov2022,S08,AC,4,Dalhousie,75714,58246,76.93,1,D. S. Thakur,BJP,,33488,57.49,1,0,M,55,GEN
AcGenNov2022,S08,AC,4,Dalhousie,75714,58246,76.93,2,Asha Kumari,INC,,23570,40.47,0,0,F,67,GEN
AcGenNov2022,S08,AC,4,Dalhousie,75714,58246,76.93,3,Ashok Bakaria,RTRYDVBHMP,,358,0.61,0,0,M,54,GEN
AcGenNov2022,S08,AC,4,Dalhousie,75714,58246,76.93,4,Rinku,IND,,241,0.41,0,0,M,35,SC
AcGenNov2022,S08,AC,4,Dalhousie,75714,58246,76.93,5,Manish Sareen,AAAP,,207,0.36,0,0,M,34,GEN
AcGenNov2022,S08,AC,4,Dalhousie,75714,58246,76.93,6,NOTA,NOTA,,382,0.66,0,1,,,
AcGenNov2022,S08,AC,5,Bhattiyat,81594,59424,72.83,1,Kuldeep Singh Pathania,INC,,25989,43.73,1,0,M,65,GEN
AcGenNov2022,S08,AC,5,Bhattiyat,81594,59424,72.83,2,Bikram Singh Jaryal,BJP,,24422,41.1,0,0,M,61,ST
AcGenNov2022,S08,AC,5,Bhattiyat,81594,59424,72.83,3,Nirmal Singh Pandey,IND,,7741,13.03,0,0,M,39,GEN
AcGenNov2022,S08,AC,5,Bhattiyat,81594,59424,72.83,4,Amrita Chaudhry,HSP,,607,1.02,0,0,F,35,GEN
AcGenNov2022,S08,AC,5,Bhattiyat,81594,59424,72.83,5,Naresh Kumar,AAAP,,197,0.33,0,0,M,45,GEN
AcGenNov2022,S08,AC,5,Bhattiyat,81594,59424,72.83,6,NOTA,NOTA,,468,0.79,0,1,,,
AcGenNov2022,S08,AC,6,Nurpur,93717,70664,75.4,1,Ranbir Singh (nikka),BJP,,44132,62.45,1,0,M,44,GEN
AcGenNov2022,S08,AC,6,Nurpur,93717,70664,75.4,2,Ajay Mahajan,INC,,25380,35.92,0,0,M,64,GEN
AcGenNov2022,S08,AC,6,Nurpur,93717,70664,75.4,3,Sali Ram,BSP,,325,0.46,0,0,M,56,SC
AcGenNov2022,S08,AC,6,Nurpur,93717,70664,75.4,4,Manisha Kumari,AAAP,,286,0.4,0,0,F,30,GEN
AcGenNov2022,S08,AC,6,Nurpur,93717,70664,75.4,5,Subhash Singh Dhadwal,IND,,239,0.34,0,0,M,66,GEN
AcGenNov2022,S08,AC,6,Nurpur,93717,70664,75.4,6,NOTA,NOTA,,302,0.43,0,1,,,
AcGenNov2022,S08,AC,7,Indora (SC),93244,67618,72.52,1,Malender Rajan,INC,,30797,45.55,1,0,M,49,SC
AcGenNov2022,S08,AC,7,Indora (SC),93244,67618,72.52,2,Reeta Devi,BJP,,28547,42.22,0,0,F,47,SC
AcGenNov2022,S08,AC,7,Indora (SC),93244,67618,72.52,3,Manohar Lal,IND,,4442,6.57,0,0,M,63,SC
AcGenNov2022,S08,AC,7,Indora (SC),93244,67618,72.52,4,Jagdish Singh,AAAP,,1474,2.18,0,0,M,46,SC
AcGenNov2022,S08,AC,7,Indora (SC),93244,67618,72.52,5,Nirmal Parshad,IND,,1470,2.17,0,0,M,48,SC
AcGenNov2022,S08,AC,7,Indora (SC),93244,67618,72.52,6,NOTA,NOTA,,482,0.71,0,1,,,
AcGenNov2022,S08,AC,8,Fatehpur,90203,64133,71.1,1,Bhawani Singh Pathania,INC,,33238,51.83,1,0,M,48,GEN
AcGenNov2022,S08,AC,8,Fatehpur,90203,64133,71.1,2,Rakesh Pathania,BJP,,25884,40.36,0,0,M,58,GEN
AcGenNov2022,S08,AC,8,Fatehpur,90203,64133,71.1,3,Kripal Singh Parmar,IND,,2811,4.38,0,0,M,63,GEN
AcGenNov2022,S08,AC,8,Fatehpur,90203,64133,71.1,4,Dr. Rajan Sushant,AAAP,,1302,2.03,0,0,M,67,GEN
AcGenNov2022,S08,AC,8,Fatehpur,90203,64133,71.1,5,Tilak Raj,BSP,,298,0.46,0,0,M,30,GEN
AcGenNov2022,S08,AC,8,Fatehpur,90203,64133,71.1,6,NOTA,NOTA,,185,0.29,0,1,,,
AcGenNov2022,S08,AC,9,Jawali,101845,74669,73.32,1,Chander Kumar,INC,,38243,51.22,1,0,M,78,GEN
AcGenNov2022,S08,AC,9,Jawali,101845,74669,73.32,2,Sanjay Guleria,BJP,,35212,47.16,0,0,M,60,GEN
AcGenNov2022,S08,AC,9,Jawali,101845,74669,73.32,3,Arun Kumar,HIMJKP,,306,0.41,0,0,M,42,GEN
AcGenNov2022,S08,AC,9,Jawali,101845,74669,73.32,4,Baldev Raj,AAAP,,277,0.37,0,0,M,62,GEN
AcGenNov2022,S08,AC,9,Jawali,101845,74669,73.32,5,Bir Singh,BSP,,258,0.35,0,0,M,69,SC
AcGenNov2022,S08,AC,9,Jawali,101845,74669,73.32,6,NOTA,NOTA,,373,0.5,0,1,,,
AcGenNov2022,S08,AC,10,Dehra,85263,60575,71.04,1,Hoshyar Singh,IND,,22997,37.96,1,0,M,56,GEN
AcGenNov2022,S08,AC,10,Dehra,85263,60575,71.04,2,Dr. Rajesh Sharma,INC,,19120,31.56,0,0,M,56,GEN
AcGenNov2022,S08,AC,10,Dehra,85263,60575,71.04,3,Ramesh Chand,BJP,,16730,27.62,0,0,M,71,GEN
AcGenNov2022,S08,AC,10,Dehra,85263,60575,71.04,4,Varun Kumar,IND,,560,0.92,0,0,M,26,GEN
AcGenNov2022,S08,AC,10,Dehra,85263,60575,71.04,5,Manish Kumar,AAAP,,483,0.8,0,0,M,46,GEN
AcGenNov2022,S08,AC,10,Dehra,85263,60575,71.04,6,NOTA,NOTA,,472,0.78,0,1,,,
