external_key,party_short_raw,state,year,n_rows,tcpd_party_id,tcpd_party_type,tcpd_party_name,tcpd_frequent_abbrev,current_party_id,proposed_party_id,action,oracle,curator_note
BRPI,BRPI,uttar-pradesh,2014-2019,4,15871,Local Party,Bhartiya Republican Party (Insan),BRPI,parties.IN.UNK,parties.IN.BRPI,mint-new,tcpd-unique,TCPD Party_ID 15871 ('Bhartiya Republican Party (Insan)'); minting new slug 'parties.IN.BRPI' from frequent_abbrev 'BRPI'.
BRRTD,BRRTD,andhra-pradesh|bihar|delhi|jharkhand|maharashtra|punjab,2019-2024,21,24494,,Bhartiya Rashtriya Dal,BRRTD,parties.IN.UNK,parties.IN.BRRTD,mint-new,tcpd-unique,TCPD Party_ID 24494 ('Bhartiya Rashtriya Dal'); minting new slug 'parties.IN.BRRTD' from frequent_abbrev 'BRRTD'.
BRSBD,BRSBD,uttar-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BRTYLKNYKP,BRTYLKNYKP,bihar|uttar-pradesh,2020-2024,5,24946,,Bhartiya Lok Nayak Party,BRTYLKNYKP,parties.IN.UNK,parties.IN.BRTYLKNYKP,mint-new,tcpd-unique,TCPD Party_ID 24946 ('Bhartiya Lok Nayak Party'); minting new slug 'parties.IN.BRTYLKNYKP' from frequent_abbrev 'BRTYLKNYKP'.
BRVP,BRVP,madhya-pradesh|rajasthan|uttar-pradesh,2008-2014,11,9493,Local Party,BHARATIYA VIKASH PARTY,BRVP,parties.IN.UNK,parties.IN.BRVP,mint-new,tcpd-unique,TCPD Party_ID 9493 ('BHARATIYA VIKASH PARTY'); minting new slug 'parties.IN.BRVP' from frequent_abbrev 'BRVP'.
BSD,BSD,uttar-pradesh,2009-2017,10,9500,Local Party,Bharatiya Samaj Dal,BSD,parties.IN.UNK,parties.IN.BSD,mint-new,tcpd-unique,TCPD Party_ID 9500 ('Bharatiya Samaj Dal'); minting new slug 'parties.IN.BSD' from frequent_abbrev 'BSD'.
BSDS,BSDS,madhya-pradesh,2014,1,15878,Local Party,Bhartiya Shramik Dal Socialist,BSDS,parties.IN.UNK,parties.IN.BSDS,mint-new,tcpd-unique,TCPD Party_ID 15878 ('Bhartiya Shramik Dal Socialist'); minting new slug 'parties.IN.BSDS' from frequent_abbrev 'BSDS'.
BSHSP,BSHSP,chhattisgarh,2013-2018,4,1842,,Bharatiya Sarvjan Hitey Samaj Party,BSHSP,parties.IN.UNK,parties.IN.BSHSP,mint-new,tcpd-unique,TCPD Party_ID 1842 ('Bharatiya Sarvjan Hitey Samaj Party'); minting new slug 'parties.IN.BSHSP' from frequent_abbrev 'BSHSP'.
BSK,BSK,uttar-pradesh,2009,1,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (9504|9505); state-disambiguation also failed across our states (uttar-pradesh).
BSKD,BSKD,uttar-pradesh,2012-2017,4,1830,Local Party,Bharatiya Samajik Kranti Dal,BSKD,parties.IN.UNK,parties.IN.BSKD,mint-new,tcpd-unique,TCPD Party_ID 1830 ('Bharatiya Samajik Kranti Dal'); minting new slug 'parties.IN.BSKD' from frequent_abbrev 'BSKD'.
BSKRP,BSKRP,delhi|jammu-and-kashmir|madhya-pradesh|rajasthan|uttar-pradesh,2008-2024,17,1832,Local Party,Bharatiya Sampuran Krantikari Party,BSKRP,parties.IN.UNK,parties.IN.BSKRP,mint-new,tcpd-unique,TCPD Party_ID 1832 ('Bharatiya Sampuran Krantikari Party'); minting new slug 'parties.IN.BSKRP' from frequent_abbrev 'BSKRP'.
BSM,BSM,haryana,2011,1,24636,,NA's,BSM,parties.IN.UNK,parties.IN.BSM,mint-new,tcpd-unique,"TCPD Party_ID 24636 (""NA's""); minting new slug 'parties.IN.BSM' from frequent_abbrev 'BSM'."
BSMP,BSMP,haryana,2011,2,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (17972|24637); state-disambiguation also failed across our states (haryana).
BSNP,BSNP,delhi|haryana,2019-2020,13,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (24495|9512); state-disambiguation also failed across our states (delhi|haryana).
BSNPTY,BSNPTY,uttar-pradesh,2017,1,1860,,Bharatiya Swajivi Nagrik Party,BSNPTY,parties.IN.UNK,parties.IN.BSNPTY,mint-new,tcpd-unique,TCPD Party_ID 1860 ('Bharatiya Swajivi Nagrik Party'); minting new slug 'parties.IN.BSNPTY' from frequent_abbrev 'BSNPTY'.
BSP (K),BSP (K),uttar-pradesh,2009,1,1243,Local Party,Bahujan Sangharsh Party (Kanshiram),BSP(K),parties.IN.UNK,parties.IN.BSP_K,alias-add,tcpd-unique,TCPD Party_ID 1243 ('Bahujan Sangharsh Party (Kanshiram)'); slug 'parties.IN.BSP_K' pre-exists in parties.csv but short / aliases do not carry the TCPD bridge keys ('BSP(K)|BSP(K)|BSP (K)').
BSP(AMBEDKAR),BSP(AMBEDKAR),punjab,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BSP(AP),BSP(AP),andhra-pradesh,2009-2010,15,1226,Local Party,Bahujan Samaj Party (Ambedkar-Phule),BSP(AP),parties.IN.UNK,parties.IN.BSP_AP,mint-new,tcpd-unique,TCPD Party_ID 1226 ('Bahujan Samaj Party (Ambedkar-Phule)'); minting new slug 'parties.IN.BSP_AP' from frequent_abbrev 'BSP(AP)'.
BSP(K),BSP(K),bihar|delhi|haryana|punjab|uttar-pradesh|uttarakhand,2008-2017,40,1243,Local Party,Bahujan Sangharsh Party (Kanshiram),BSP(K),parties.IN.UNK,parties.IN.BSP_K,alias-add,tcpd-unique,TCPD Party_ID 1243 ('Bahujan Sangharsh Party (Kanshiram)'); slug 'parties.IN.BSP_K' pre-exists in parties.csv but short / aliases do not carry the TCPD bridge keys ('BSP(K)|BSP(K)|BSP(K)').
BSPM,BSPM,uttar-pradesh,2019,1,24435,,Bahujan Samyak Party (Mission),BSPM,parties.IN.UNK,parties.IN.BSPM,mint-new,tcpd-unique,TCPD Party_ID 24435 ('Bahujan Samyak Party (Mission)'); minting new slug 'parties.IN.BSPM' from frequent_abbrev 'BSPM'.
BSSP,BSSP,andhra-pradesh|chhattisgarh|jharkhand,2008-2018,17,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 3 Party_IDs (1821|1823|24641); state-disambiguation also failed across our states (andhra-pradesh|chhattisgarh|jharkhand).
BSSPA,BSSPA,bihar|jharkhand|rajasthan|uttar-pradesh,2009-2023,7,9671,Local Party,Bharatiya Samta Samaj Party,BSSPA,parties.IN.UNK,parties.IN.BSSPA,mint-new,tcpd-unique,TCPD Party_ID 9671 ('Bharatiya Samta Samaj Party'); minting new slug 'parties.IN.BSSPA' from frequent_abbrev 'BSSPA'.
BSSSSP,BSSSSP,delhi|rajasthan,2023-2024,4,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BSUD,BSUD,jharkhand,2014,3,1858,,Bharatiya Suraaj Dal,BSUD,parties.IN.UNK,parties.IN.BSUD,mint-new,tcpd-unique,TCPD Party_ID 1858 ('Bharatiya Suraaj Dal'); minting new slug 'parties.IN.BSUD' from frequent_abbrev 'BSUD'.
BSUSP,BSUSP,uttar-pradesh,2019,1,24456,,Bhartiya Kisan Union Samaj Party,BSUSP,parties.IN.UNK,parties.IN.BSUSP,mint-new,tcpd-unique,TCPD Party_ID 24456 ('Bhartiya Kisan Union Samaj Party'); minting new slug 'parties.IN.BSUSP' from frequent_abbrev 'BSUSP'.
BSVPT,BSVPT,delhi,2013,1,1851,,Bharatiya Satya Vijayee Party,BSVPT,parties.IN.UNK,parties.IN.BSVPT,mint-new,tcpd-unique,TCPD Party_ID 1851 ('Bharatiya Satya Vijayee Party'); minting new slug 'parties.IN.BSVPT' from frequent_abbrev 'BSVPT'.
BSVSP,BSVSP,madhya-pradesh,2018,1,2044,,Bhartiya Sarvsamaj Party,BSVSP,parties.IN.UNK,parties.IN.BSVSP,mint-new,tcpd-unique,TCPD Party_ID 2044 ('Bhartiya Sarvsamaj Party'); minting new slug 'parties.IN.BSVSP' from frequent_abbrev 'BSVSP'.
BTARP,BTARP,madhya-pradesh,2019,2,24385,,Bhartiya Amrit Party,BTARP,parties.IN.UNK,parties.IN.BTARP,mint-new,tcpd-unique,TCPD Party_ID 24385 ('Bhartiya Amrit Party'); minting new slug 'parties.IN.BTARP' from frequent_abbrev 'BTARP'.
BTC,BTC,rajasthan,2023-2024,17,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BTJP,BTJP,gujarat,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BTJSP,BTJSP,karnataka,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BTMSP,BTMSP,bihar|delhi,2020-2024,5,24947,,Bhartiya Mahasangh Party,BTMSP,parties.IN.UNK,parties.IN.BTMSP,mint-new,tcpd-unique,TCPD Party_ID 24947 ('Bhartiya Mahasangh Party'); minting new slug 'parties.IN.BTMSP' from frequent_abbrev 'BTMSP'.
BUDM,BUDM,bihar|maharashtra|telangana,2009-2014,3,9674,Local Party,Bharat Uday Mission,BUDM,parties.IN.UNK,parties.IN.BUDM,mint-new,tcpd-unique,TCPD Party_ID 9674 ('Bharat Uday Mission'); minting new slug 'parties.IN.BUDM' from frequent_abbrev 'BUDM'.
BUJNBHRTP,BUJNBHRTP,karnataka|maharashtra,2024,10,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BUM,BUM,uttar-pradesh,2009-2012,6,1270,Local Party,Bahujan Uday Manch,BUM,parties.IN.UNK,parties.IN.BUM,mint-new,tcpd-unique,TCPD Party_ID 1270 ('Bahujan Uday Manch'); minting new slug 'parties.IN.BUM' from frequent_abbrev 'BUM'.
BUMM,BUMM,madhya-pradesh,2018,1,9427,Local Party,Bundelkhand Mukti Morcha,BMM,parties.IN.UNK,parties.IN.BMM,mint-new,tcpd-unique,TCPD Party_ID 9427 ('Bundelkhand Mukti Morcha'); minting new slug 'parties.IN.BMM' from frequent_abbrev 'BMM'.
BUNDELKHAND KRANTI DAL,BUNDELKHAND KRANTI DAL,madhya-pradesh|uttar-pradesh,2021-2022,3,2117,,Bundelkhand Kranti Dal,BUNKD,parties.IN.UNK,parties.IN.BUNKD,mint-new,tcpd-unique,TCPD Party_ID 2117 ('Bundelkhand Kranti Dal'); minting new slug 'parties.IN.BUNKD' from frequent_abbrev 'BUNKD'.
BUNDELKHAND VIKAS  DAL,BUNDELKHAND VIKAS  DAL,uttar-pradesh,2022,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BUNKD,BUNKD,madhya-pradesh|uttar-pradesh,2017-2019,3,2117,,Bundelkhand Kranti Dal,BUNKD,parties.IN.UNK,parties.IN.BUNKD,mint-new,tcpd-unique,TCPD Party_ID 2117 ('Bundelkhand Kranti Dal'); minting new slug 'parties.IN.BUNKD' from frequent_abbrev 'BUNKD'.
BUP,BUP,west-bengal,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BVD,BVD,delhi|haryana,2019-2024,2,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (2061|2121); state-disambiguation also failed across our states (delhi|haryana).
BVDU,BVDU,bihar,2020,1,24952,,Bhartiya Vikash Dal United,BVDU,parties.IN.UNK,parties.IN.BVDU,mint-new,tcpd-unique,TCPD Party_ID 24952 ('Bhartiya Vikash Dal United'); minting new slug 'parties.IN.BVDU' from frequent_abbrev 'BVDU'.
BVHNP,BVHNP,rajasthan,2018,62,1331,,Bharat Vahini Party,BVHNP,parties.IN.UNK,parties.IN.BVHNP,mint-new,tcpd-unique,TCPD Party_ID 1331 ('Bharat Vahini Party'); minting new slug 'parties.IN.BVHNP' from frequent_abbrev 'BVHNP'.
BVLP,BVLP,delhi,2014-2015,2,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (18229|18230); state-disambiguation also failed across our states (delhi).
BVP,BVP,bihar|delhi|punjab,2008-2014,3,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 3 Party_IDs (24643|24644|9679); state-disambiguation also failed across our states (bihar|delhi|punjab).
BVVP,BVVP,delhi|rajasthan|uttar-pradesh,2008-2009,3,2111,Local Party,Buddhiviveki Vikas Party,BVVP,parties.IN.UNK,parties.IN.BVVP,mint-new,tcpd-unique,TCPD Party_ID 2111 ('Buddhiviveki Vikas Party'); minting new slug 'parties.IN.BVVP' from frequent_abbrev 'BVVP'.
BYJEP,BYJEP,rajasthan,2023,4,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BYKD,BYKD,telangana,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
BYPD,BYPD,bihar,2015,4,1863,,Bharatiya Yuva Party (Democratic),BYPD,parties.IN.UNK,parties.IN.BYPD,mint-new,tcpd-unique,TCPD Party_ID 1863 ('Bharatiya Yuva Party (Democratic)'); minting new slug 'parties.IN.BYPD' from frequent_abbrev 'BYPD'.
BYPP,BYPP,andhra-pradesh|bihar|chhattisgarh|jharkhand,2019-2024,9,2011,,Bhartiya Panchyat Party,BPCP,parties.IN.UNK,parties.IN.BPCP,mint-new,tcpd-unique,TCPD Party_ID 2011 ('Bhartiya Panchyat Party'); minting new slug 'parties.IN.BPCP' from frequent_abbrev 'BPCP'.
C(S),C(S),bihar|kerala,2015-2026,4,2881,,Congress  (Secular),C(S),parties.IN.UNK,parties.IN.C_S,mint-new,tcpd-unique,TCPD Party_ID 2881 ('Congress  (Secular)'); minting new slug 'parties.IN.C_S' from frequent_abbrev 'C(S)'.
CAPS,CAPS,sikkim,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
CCP,CCP,bihar|karnataka,2024,4,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
CHALP,CHALP,andhra-pradesh|delhi|karnataka,2019-2024,4,24474,,Challengers Party,CHALP,parties.IN.UNK,parties.IN.CHALP,mint-new,tcpd-unique,TCPD Party_ID 24474 ('Challengers Party'); minting new slug 'parties.IN.CHALP' from frequent_abbrev 'CHALP'.
CHHATTISGARH VIKAS GANGA RASHTRIYA PARTY,CHHATTISGARH VIKAS GANGA RASHTRIYA PARTY,madhya-pradesh,2020,1,18026,,Chhattisgarh Vikas Ganga Rashtriya Party,CVGRP,parties.IN.UNK,parties.IN.CVGRP,mint-new,tcpd-unique,TCPD Party_ID 18026 ('Chhattisgarh Vikas Ganga Rashtriya Party'); minting new slug 'parties.IN.CVGRP' from frequent_abbrev 'CVGRP'.
CHKAP,CHKAP,chandigarh,2019,1,24471,,Chandigarh Ki Aawaz Party,CHKAP,parties.IN.UNK,parties.IN.CHKAP,mint-new,tcpd-unique,TCPD Party_ID 24471 ('Chandigarh Ki Aawaz Party'); minting new slug 'parties.IN.CHKAP' from frequent_abbrev 'CHKAP'.
CHNYUTP,CHNYUTP,tamil-nadu,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
CHP,CHP,chhattisgarh,2014,1,15895,Local Party,Chhattisgarhiya Party,CHP,parties.IN.UNK,parties.IN.CHP,mint-new,tcpd-unique,TCPD Party_ID 15895 ('Chhattisgarhiya Party'); minting new slug 'parties.IN.CHP' from frequent_abbrev 'CHP'.
CHSJP,CHSJP,chhattisgarh,2013,1,2135,,Chhattisgarh Sanyukt Jatiye Party,CHSJP,parties.IN.UNK,parties.IN.CHSJP,mint-new,tcpd-unique,TCPD Party_ID 2135 ('Chhattisgarh Sanyukt Jatiye Party'); minting new slug 'parties.IN.CHSJP' from frequent_abbrev 'CHSJP'.
CMM,CMM,chhattisgarh,2008-2018,6,2127,Local Party,CHATTISGARAH MUKTI MORCHA,CMM,parties.IN.UNK,parties.IN.CMM,mint-new,tcpd-unique,TCPD Party_ID 2127 ('CHATTISGARAH MUKTI MORCHA'); minting new slug 'parties.IN.CMM' from frequent_abbrev 'CMM'.
COAP,COAP,delhi|goa,2019-2024,2,24475,,Corruption Abolition Party,COAP,parties.IN.UNK,parties.IN.COAP,mint-new,tcpd-unique,TCPD Party_ID 24475 ('Corruption Abolition Party'); minting new slug 'parties.IN.COAP' from frequent_abbrev 'COAP'.
COMMUNIST MARXIST PARTY KERALA STATE COMMITTEE,COMMUNIST MARXIST PARTY KERALA STATE COMMITTEE,kerala,2021,1,2152,,Communist Marxist Party Kerala State Committee,CMPKSC,parties.IN.UNK,parties.IN.CMPKSC,alias-add,tcpd-unique,TCPD Party_ID 2152 ('Communist Marxist Party Kerala State Committee'); bridges to existing canonical via abbreviation 'CMPKSC'.
COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) RED STAR,COMMUNIST PARTY OF INDIA (MARXIST-LENINIST) RED STAR,karnataka|kerala|punjab|west-bengal,2021-2023,6,2560,State-based Party,Communist Party of India (Marxist-Leninist) Red star,CPIM,parties.IN.UNK,parties.IN.CPIMLL,alias-add,tcpd-unique,TCPD Party_ID 2560 ('Communist Party of India (Marxist-Leninist) Red star'); bridges to existing canonical via abbreviation 'CPIM'.
COMMUNIST PARTY OF INDIA(MARXIST),COMMUNIST PARTY OF INDIA(MARXIST),gujarat|himachal-pradesh|tripura,2022-2023,63,14635,State-based Party,COMMUNIST MARXIST PARTY OF INDIA,CPM,parties.IN.UNK,parties.IN.CPIM,alias-add,tcpd-unique,TCPD Party_ID 14635 ('COMMUNIST MARXIST PARTY OF INDIA'); bridges to existing canonical via abbreviation 'CPM'.
COMMUNIST PARTY OF INDIA(MARXIST-LENINIST)(LIBERATION),COMMUNIST PARTY OF INDIA(MARXIST-LENINIST)(LIBERATION),gujarat|tripura,2022-2023,4,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (14635|2472); state-disambiguation also failed across our states (gujarat|tripura).
CONGRESS,CONGRESS,maharashtra,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
COUNTRY CITIZEN PARTY,COUNTRY CITIZEN PARTY,karnataka,2023,4,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
CPI (L),CPI (L),bihar,2014,1,24647,,NA's,CPI (L),parties.IN.UNK,parties.IN.CPI_L,mint-new,tcpd-unique,"TCPD Party_ID 24647 (""NA's""); minting new slug 'parties.IN.CPI_L' from frequent_abbrev 'CPI (L)'."
CPI (ML),CPI (ML),uttar-pradesh,2014,1,24649,,NA's,CPI (ML),parties.IN.UNK,parties.IN.CPI_ML,mint-new,tcpd-state,"TCPD Party_ID 24649 (""NA's""); minting new slug 'parties.IN.CPI_ML' from frequent_abbrev 'CPI (ML)'."
CPI(L),CPI(L),bihar|west-bengal,2014,5,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (24651|24652); state-disambiguation also failed across our states (bihar|west-bengal).
CPI(M         (L),CPI(M         (L),odisha,2009,1,2472,Local Party,Communist Party of India  (Marxist-Leninist)  (Liberation),CPI(ML)(L),parties.IN.UNK,parties.IN.CPIMLL,alias-add,tcpd-unique,TCPD Party_ID 2472 ('Communist Party of India  (Marxist-Leninist)  (Liberation)'); bridges to existing canonical via abbreviation 'CPI(ML)(L)'.
CPI(M)RS,CPI(M)RS,chhattisgarh|karnataka,2018,4,2560,State-based Party,Communist Party of India (Marxist-Leninist) Red star,CPIM,parties.IN.UNK,parties.IN.CPIMLL,alias-add,tcpd-unique,TCPD Party_ID 2560 ('Communist Party of India (Marxist-Leninist) Red star'); bridges to existing canonical via abbreviation 'CPIM'.
CPI(M-L),CPI(M-L),uttar-pradesh,2014,1,24653,,NA's,CPI(M-L),parties.IN.UNK,parties.IN.CPI_M_L,mint-new,tcpd-unique,"TCPD Party_ID 24653 (""NA's""); minting new slug 'parties.IN.CPI_M_L' from frequent_abbrev 'CPI(M-L)'."
CPI(MARXIST LENINIST)LIBERATION,CPI(MARXIST LENINIST)LIBERATION,bihar,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
CPI(MAXIST),CPI(MAXIST),west-bengal,2014,1,24654,,NA's,CPI(MAXIST),parties.IN.UNK,parties.IN.CPI_MAXIST,mint-new,tcpd-unique,"TCPD Party_ID 24654 (""NA's""); minting new slug 'parties.IN.CPI_MAXIST' from frequent_abbrev 'CPI(MAXIST)'."
CPI(ML        (L),CPI(ML        (L),odisha,2009,9,2472,Local Party,Communist Party of India  (Marxist-Leninist)  (Liberation),CPI(ML)(L),parties.IN.UNK,parties.IN.CPIMLL,alias-add,tcpd-unique,TCPD Party_ID 2472 ('Communist Party of India  (Marxist-Leninist)  (Liberation)'); bridges to existing canonical via abbreviation 'CPI(ML)(L)'.
CPI(ML)       (L),CPI(ML)       (L),odisha,2009,7,2472,Local Party,Communist Party of India  (Marxist-Leninist)  (Liberation),CPI(ML)(L),parties.IN.UNK,parties.IN.CPIMLL,alias-add,tcpd-unique,TCPD Party_ID 2472 ('Communist Party of India  (Marxist-Leninist)  (Liberation)'); bridges to existing canonical via abbreviation 'CPI(ML)(L)'.
CPI(ML) (L),CPI(ML) (L),rajasthan,2023,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
CPM(MARXIST),CPM(MARXIST),uttarakhand|west-bengal,2018,2,14635,State-based Party,COMMUNIST MARXIST PARTY OF INDIA,CPM,parties.IN.UNK,parties.IN.CPIM,alias-add,tcpd-unique,TCPD Party_ID 14635 ('COMMUNIST MARXIST PARTY OF INDIA'); bridges to existing canonical via abbreviation 'CPM'.
CSBGP,CSBGP,madhya-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
CSJP,CSJP,chhattisgarh,2018,2,2135,,Chhattisgarh Sanyukt Jatiye Party,CHSJP,parties.IN.UNK,parties.IN.CHSJP,mint-new,tcpd-unique,TCPD Party_ID 2135 ('Chhattisgarh Sanyukt Jatiye Party'); minting new slug 'parties.IN.CHSJP' from frequent_abbrev 'CHSJP'.
CSMP,CSMP,chhattisgarh,2011,1,17974,,Expanded Party name not released by the ECI,CSMP,parties.IN.UNK,parties.IN.CSMP,mint-new,tcpd-unique,TCPD Party_ID 17974 ('Expanded Party name not released by the ECI'); minting new slug 'parties.IN.CSMP' from frequent_abbrev 'CSMP'.
CVGRP,CVGRP,chhattisgarh|madhya-pradesh,2018-2024,8,18026,,Chhattisgarh Vikas Ganga Rashtriya Party,CVGRP,parties.IN.UNK,parties.IN.CVGRP,mint-new,tcpd-unique,TCPD Party_ID 18026 ('Chhattisgarh Vikas Ganga Rashtriya Party'); minting new slug 'parties.IN.CVGRP' from frequent_abbrev 'CVGRP'.
CVKP,CVKP,chhattisgarh,2008,1,2125,,Chandigarh Vikas Party,CVKP,parties.IN.UNK,parties.IN.CVKP,mint-new,tcpd-unique,TCPD Party_ID 2125 ('Chandigarh Vikas Party'); minting new slug 'parties.IN.CVKP' from frequent_abbrev 'CVKP'.
CVP,CVP,chhattisgarh,2009,1,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 3 Party_IDs (2124|24657|24658); state-disambiguation also failed across our states (chhattisgarh).
D.P.K.P(S),D.P.K.P(S),karnataka,2012,1,17975,,Expanded Party name not released by the ECI,D.P.K.P(S),parties.IN.UNK,parties.IN.D_P_K_P_S,mint-new,tcpd-unique,TCPD Party_ID 17975 ('Expanded Party name not released by the ECI'); minting new slug 'parties.IN.D_P_K_P_S' from frequent_abbrev 'D.P.K.P(S)'.
DALIT VIKAS PARTY(BHARAT),DALIT VIKAS PARTY(BHARAT),madhya-pradesh,2020,1,15972,Local Party,Dalit Vikas Party(Bharat),DAVP,parties.IN.UNK,parties.IN.DAVP,mint-new,tcpd-unique,TCPD Party_ID 15972 ('Dalit Vikas Party(Bharat)'); minting new slug 'parties.IN.DAVP' from frequent_abbrev 'DAVP'.
DALITA BAHUJANA PARTY,DALITA BAHUJANA PARTY,telangana,2019-2021,2,2895,Local Party,Dalita Bahujana Party,DABAP,parties.IN.UNK,parties.IN.DABAP,alias-add,tcpd-unique,TCPD Party_ID 2895 ('Dalita Bahujana Party'); bridges to existing canonical via abbreviation 'DABAP'.
DAP,DAP,maharashtra,2014-2024,3,15984,Local Party,Dharmarajya Paksha,DAP,parties.IN.UNK,parties.IN.DAP,mint-new,tcpd-unique,TCPD Party_ID 15984 ('Dharmarajya Paksha'); minting new slug 'parties.IN.DAP' from frequent_abbrev 'DAP'.
DAVP,DAVP,madhya-pradesh,2014,1,15972,Local Party,Dalit Vikas Party(Bharat),DAVP,parties.IN.UNK,parties.IN.DAVP,mint-new,tcpd-unique,TCPD Party_ID 15972 ('Dalit Vikas Party(Bharat)'); minting new slug 'parties.IN.DAVP' from frequent_abbrev 'DAVP'.
DBJ,DBJ,uttar-pradesh,2012,1,2941,,Desh Bachao Jan Morcha,DBJ,parties.IN.UNK,parties.IN.DBJ,mint-new,tcpd-unique,TCPD Party_ID 2941 ('Desh Bachao Jan Morcha'); minting new slug 'parties.IN.DBJ' from frequent_abbrev 'DBJ'.
DBP,DBP,andhra-pradesh|delhi,2008-2015,8,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (10139|2895); state-disambiguation also failed across our states (andhra-pradesh|delhi).
DCP,DCP,punjab,2009-2017,4,10147,Local Party,Democratic Congress Party,DCP,parties.IN.UNK,parties.IN.DCP,mint-new,tcpd-unique,TCPD Party_ID 10147 ('Democratic Congress Party'); minting new slug 'parties.IN.DCP' from frequent_abbrev 'DCP'.
DD,DD,jharkhand,2019,1,24497,,Desha Dal,DD,parties.IN.UNK,parties.IN.DD,mint-new,tcpd-unique,TCPD Party_ID 24497 ('Desha Dal'); minting new slug 'parties.IN.DD' from frequent_abbrev 'DD'.
DEMOCRATIC BHARATIYA SAMAJ PARTY,DEMOCRATIC BHARATIYA SAMAJ PARTY,gujarat|punjab,2022,6,2911,Local Party,Democratic Bharatiya Samaj Party,DBSP,parties.IN.UNK,parties.IN.DBSP,alias-add,tcpd-unique,TCPD Party_ID 2911 ('Democratic Bharatiya Samaj Party'); bridges to existing canonical via abbreviation 'DBSP'.
DEMOCRATIC HUMAN RIGHTS MOVEMENT PARTY,DEMOCRATIC HUMAN RIGHTS MOVEMENT PARTY,kerala,2021,1,24336,,Democratic Human Rights Movement Party,,parties.IN.UNK,parties.IN.DEMOCRATIC_HUMAN_RIGHTS_MOVEMENT_PARTY,mint-new,tcpd-unique,TCPD Party_ID 24336 ('Democratic Human Rights Movement Party'); minting new slug 'parties.IN.DEMOCRATIC_HUMAN_RIGHTS_MOVEMENT_PARTY' from frequent_abbrev ''.
