entity_id,time,fuel_type,value,source_id
andaman-and-nicobar,2026,coal,0,src-092a5dc7af3f
andaman-and-nicobar,2026,gas,0,src-092a5dc7af3f
andaman-and-nicobar,2026,hydro,0,src-092a5dc7af3f
andaman-and-nicobar,2026,nuclear,0,src-092a5dc7af3f
andaman-and-nicobar,2026,renewable,37.370000000000005,src-092a5dc7af3f
andhra-pradesh,2026,coal,12730.826060000001,src-092a5dc7af3f
andhra-pradesh,2026,gas,1300.7040000000002,src-092a5dc7af3f
andhra-pradesh,2026,hydro,3353.6,src-092a5dc7af3f
andhra-pradesh,2026,nuclear,127.27,src-092a5dc7af3f
andhra-pradesh,2026,renewable,12690.109999999999,src-092a5dc7af3f
arunachal-pradesh,2026,coal,37.05,src-092a5dc7af3f
arunachal-pradesh,2026,gas,46.82,src-092a5dc7af3f
arunachal-pradesh,2026,hydro,670.99,src-092a5dc7af3f
arunachal-pradesh,2026,nuclear,0,src-092a5dc7af3f
arunachal-pradesh,2026,renewable,156.05,src-092a5dc7af3f
assam,2026,coal,695.516,src-092a5dc7af3f
assam,2026,gas,741.915,src-092a5dc7af3f
assam,2026,hydro,605.5999999999999,src-092a5dc7af3f
assam,2026,nuclear,0,src-092a5dc7af3f
assam,2026,renewable,612.2800000000001,src-092a5dc7af3f
bihar,2026,coal,7974.786,src-092a5dc7af3f
bihar,2026,gas,0,src-092a5dc7af3f
bihar,2026,hydro,72.876,src-092a5dc7af3f
bihar,2026,nuclear,0,src-092a5dc7af3f
bihar,2026,renewable,651.2600000000001,src-092a5dc7af3f
chandigarh,2026,coal,44.83,src-092a5dc7af3f
chandigarh,2026,gas,15.026884999999998,src-092a5dc7af3f
chandigarh,2026,hydro,105.60726999999999,src-092a5dc7af3f
chandigarh,2026,nuclear,10.409,src-092a5dc7af3f
chandigarh,2026,renewable,78.85000000000001,src-092a5dc7af3f
chhattisgarh,2026,coal,12701.866,src-092a5dc7af3f
chhattisgarh,2026,gas,0,src-092a5dc7af3f
chhattisgarh,2026,hydro,332.1,src-092a5dc7af3f
chhattisgarh,2026,nuclear,135.57,src-092a5dc7af3f
chhattisgarh,2026,renewable,2203.56,src-092a5dc7af3f
dadra-and-nagar-haveli-and-daman-and-diu,2026,coal,587.1479999999999,src-092a5dc7af3f
dadra-and-nagar-haveli-and-daman-and-diu,2026,gas,109.68,src-092a5dc7af3f
dadra-and-nagar-haveli-and-daman-and-diu,2026,hydro,0,src-092a5dc7af3f
dadra-and-nagar-haveli-and-daman-and-diu,2026,nuclear,29.220000000000002,src-092a5dc7af3f
dadra-and-nagar-haveli-and-daman-and-diu,2026,renewable,138.65,src-092a5dc7af3f
delhi,2026,coal,3649.4929999999995,src-092a5dc7af3f
delhi,2026,gas,2007.414434,src-092a5dc7af3f
delhi,2026,hydro,1074.0343599999999,src-092a5dc7af3f
delhi,2026,nuclear,153.38199999999998,src-092a5dc7af3f
delhi,2026,renewable,506.36999999999995,src-092a5dc7af3f
goa,2026,coal,492.268,src-092a5dc7af3f
goa,2026,gas,19.67,src-092a5dc7af3f
goa,2026,hydro,5,src-092a5dc7af3f
goa,2026,nuclear,41.68,src-092a5dc7af3f
goa,2026,renewable,83.49,src-092a5dc7af3f
gujarat,2026,coal,16735.582000000002,src-092a5dc7af3f
gujarat,2026,gas,5615.72,src-092a5dc7af3f
gujarat,2026,hydro,970.86,src-092a5dc7af3f
gujarat,2026,nuclear,1034.8899999999999,src-092a5dc7af3f
gujarat,2026,renewable,45188.329999999994,src-092a5dc7af3f
haryana,2026,coal,8638.384,src-092a5dc7af3f
haryana,2026,gas,581.5899999999999,src-092a5dc7af3f
haryana,2026,hydro,2490.82654,src-092a5dc7af3f
haryana,2026,nuclear,123.042,src-092a5dc7af3f
haryana,2026,renewable,3011.72,src-092a5dc7af3f
himachal-pradesh,2026,coal,144.673,src-092a5dc7af3f
himachal-pradesh,2026,gas,0,src-092a5dc7af3f
himachal-pradesh,2026,hydro,3706.8698620000005,src-092a5dc7af3f
himachal-pradesh,2026,nuclear,42.224000000000004,src-092a5dc7af3f
himachal-pradesh,2026,renewable,1381.94,src-092a5dc7af3f
jammu-and-kashmir,2026,coal,577.143,src-092a5dc7af3f
jammu-and-kashmir,2026,gas,129.07488999999998,src-092a5dc7af3f
jammu-and-kashmir,2026,hydro,2345.882404,src-092a5dc7af3f
jammu-and-kashmir,2026,nuclear,95.126,src-092a5dc7af3f
jammu-and-kashmir,2026,renewable,332.22,src-092a5dc7af3f
jharkhand,2026,coal,3421.2799999999997,src-092a5dc7af3f
jharkhand,2026,gas,0,src-092a5dc7af3f
jharkhand,2026,hydro,176.9842,src-092a5dc7af3f
jharkhand,2026,nuclear,0,src-092a5dc7af3f
jharkhand,2026,renewable,279.59000000000003,src-092a5dc7af3f
karnataka,2026,coal,9947.8,src-092a5dc7af3f
karnataka,2026,gas,370.04999999999995,src-092a5dc7af3f
karnataka,2026,hydro,3631.6,src-092a5dc7af3f
karnataka,2026,nuclear,698,src-092a5dc7af3f
karnataka,2026,renewable,23033.56,src-092a5dc7af3f
kerala,2026,coal,2235.816,src-092a5dc7af3f
kerala,2026,gas,359.58000000000004,src-092a5dc7af3f
kerala,2026,hydro,2008.15,src-092a5dc7af3f
kerala,2026,nuclear,362,src-092a5dc7af3f
kerala,2026,renewable,2566.1299999999997,src-092a5dc7af3f
lakshadweep,2026,coal,0,src-092a5dc7af3f
lakshadweep,2026,gas,0,src-092a5dc7af3f
lakshadweep,2026,hydro,0,src-092a5dc7af3f
lakshadweep,2026,nuclear,0,src-092a5dc7af3f
lakshadweep,2026,renewable,6.57,src-092a5dc7af3f
madhya-pradesh,2026,coal,15500.599999999999,src-092a5dc7af3f
madhya-pradesh,2026,gas,332,src-092a5dc7af3f
madhya-pradesh,2026,hydro,3263.0600000000004,src-092a5dc7af3f
madhya-pradesh,2026,nuclear,491.98,src-092a5dc7af3f
madhya-pradesh,2026,renewable,9947.640000000001,src-092a5dc7af3f
maharashtra,2026,coal,24714.238,src-092a5dc7af3f
maharashtra,2026,gas,3124.73,src-092a5dc7af3f
maharashtra,2026,hydro,3400.44,src-092a5dc7af3f
maharashtra,2026,nuclear,1068.66,src-092a5dc7af3f
maharashtra,2026,renewable,28933.630000000005,src-092a5dc7af3f
manipur,2026,coal,47.1,src-092a5dc7af3f
manipur,2026,gas,81.58,src-092a5dc7af3f
manipur,2026,hydro,103.32000000000001,src-092a5dc7af3f
manipur,2026,nuclear,0,src-092a5dc7af3f
manipur,2026,renewable,22.97,src-092a5dc7af3f
meghalaya,2026,coal,51.6,src-092a5dc7af3f
meghalaya,2026,gas,109.69,src-092a5dc7af3f
meghalaya,2026,hydro,435.4,src-092a5dc7af3f
meghalaya,2026,nuclear,0,src-092a5dc7af3f
meghalaya,2026,renewable,73.11,src-092a5dc7af3f
mizoram,2026,coal,31.05,src-092a5dc7af3f
mizoram,2026,gas,60.46,src-092a5dc7af3f
mizoram,2026,hydro,108.34,src-092a5dc7af3f
mizoram,2026,nuclear,0,src-092a5dc7af3f
mizoram,2026,renewable,79.16,src-092a5dc7af3f
nagaland,2026,coal,32.1,src-092a5dc7af3f
nagaland,2026,gas,73.93,src-092a5dc7af3f
nagaland,2026,hydro,76.99000000000001,src-092a5dc7af3f
nagaland,2026,nuclear,0,src-092a5dc7af3f
nagaland,2026,renewable,36.010000000000005,src-092a5dc7af3f
odisha,2026,coal,5972.466,src-092a5dc7af3f
odisha,2026,gas,0,src-092a5dc7af3f
odisha,2026,hydro,2179.229,src-092a5dc7af3f
odisha,2026,nuclear,0,src-092a5dc7af3f
odisha,2026,renewable,1088.29,src-092a5dc7af3f
puducherry,2026,coal,140.8,src-092a5dc7af3f
puducherry,2026,gas,32.5,src-092a5dc7af3f
puducherry,2026,hydro,0,src-092a5dc7af3f
puducherry,2026,nuclear,86,src-092a5dc7af3f
puducherry,2026,renewable,81.51,src-092a5dc7af3f
punjab,2026,coal,8214.004,src-092a5dc7af3f
punjab,2026,gas,150,src-092a5dc7af3f
punjab,2026,hydro,3827.435354,src-092a5dc7af3f
punjab,2026,nuclear,229.08900000000003,src-092a5dc7af3f
punjab,2026,renewable,2343.63,src-092a5dc7af3f
rajasthan,2026,coal,12372.719000000001,src-092a5dc7af3f
rajasthan,2026,gas,774.628573,src-092a5dc7af3f
rajasthan,2026,hydro,2167.068004,src-092a5dc7af3f
rajasthan,2026,nuclear,806.74,src-092a5dc7af3f
rajasthan,2026,renewable,46608.03999999999,src-092a5dc7af3f
sikkim,2026,coal,89.214,src-092a5dc7af3f
sikkim,2026,gas,0,src-092a5dc7af3f
sikkim,2026,hydro,643.2692,src-092a5dc7af3f
sikkim,2026,nuclear,0,src-092a5dc7af3f
sikkim,2026,renewable,62.67,src-092a5dc7af3f
tamil-nadu,2026,coal,14040.4,src-092a5dc7af3f
tamil-nadu,2026,gas,844.58,src-092a5dc7af3f
tamil-nadu,2026,hydro,2203.2,src-092a5dc7af3f
tamil-nadu,2026,nuclear,1448,src-092a5dc7af3f
tamil-nadu,2026,renewable,26954.38,src-092a5dc7af3f
telangana,2026,coal,13198.803940000002,src-092a5dc7af3f
telangana,2026,gas,438.7,src-092a5dc7af3f
telangana,2026,hydro,2479.93,src-092a5dc7af3f
telangana,2026,nuclear,148.73,src-092a5dc7af3f
telangana,2026,renewable,5524.98,src-092a5dc7af3f
tripura,2026,coal,56,src-092a5dc7af3f
tripura,2026,gas,486.94,src-092a5dc7af3f
tripura,2026,hydro,86.47,src-092a5dc7af3f
tripura,2026,nuclear,0,src-092a5dc7af3f
tripura,2026,renewable,51.55,src-092a5dc7af3f
uttar-pradesh,2026,coal,25550.906000000003,src-092a5dc7af3f
uttar-pradesh,2026,gas,1029.509397,src-092a5dc7af3f
uttar-pradesh,2026,hydro,3652.222272,src-092a5dc7af3f
uttar-pradesh,2026,nuclear,370.452,src-092a5dc7af3f
uttar-pradesh,2026,renewable,6503.630000000001,src-092a5dc7af3f
uttarakhand,2026,coal,653.575,src-092a5dc7af3f
