state,event,constituency_no,constituency_name,n_oracles_present,n_oracles_agreeing_party,n_oracles_agreeing_candidate,yen_gov_winner_party_id,yen_gov_winner_candidate_name,yen_gov_winner_votes,other_sources,party_id_alliance,verdict_party,verdict_candidate,verdict,curator_note,curator_source_id
rajasthan,AcGenNov2023,22,CHURU,1,1,1,parties.IN.BJP,HARLAL SAHARAN,99432,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,23,RATANGARH,1,1,1,parties.IN.INC,POOSARAM GODARA,109383,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,24,SUJANGARH,1,1,1,parties.IN.INC,MANOJ KUMAR,86790,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,25,PILANI,1,1,1,parties.IN.INC,Pitram Singh Kala,72835,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,26,SURAJGARH,1,1,1,parties.IN.INC,Sharwan Kumar S/O Gokal Ram,115684,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,27,JHUNJHUNU,1,1,1,parties.IN.INC,Brijendra Singh Ola,86798,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,28,MANDAWA,1,1,1,parties.IN.INC,Kumari Rita Chaudhary,98747,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,29,NAWALGARH,1,1,1,parties.IN.BJP,Vikram Singh Jakhal,112037,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,30,UDAIPURWATI,1,1,1,parties.IN.INC,Bhagawana Ram Saini,68399,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,31,KHETRI,1,1,1,parties.IN.BJP,DHARMPAL,70597,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,32,FATEHPUR,1,1,1,parties.IN.INC,HAKAM ALI KHAN,84194,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,33,LACHHMANGARH,1,1,1,parties.IN.INC,GOVIND SINGH DOTASRA,113304,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,34,DHOD,1,1,1,parties.IN.BJP,GORDHAN,85543,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,35,SIKAR,1,1,1,parties.IN.INC,RAJENDRA PAREEK,97161,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,36,DANTA RAMGARH,1,1,1,parties.IN.INC,VIRENDRA SINGH,99413,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,37,KHANDELA,1,1,1,parties.IN.BJP,SUBHASH MEEL,114236,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,38,NEEM KA THANA,1,1,1,parties.IN.INC,Suresh Modi,105878,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,39,SRIMADHOPUR,1,1,1,parties.IN.BJP,JHABAR SINGH KHARRA,81080,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,40,KOTPUTLI,1,1,1,parties.IN.BJP,HANSRAJ PATEL,67716,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,41,VIRATNAGAR,1,1,1,parties.IN.BJP,KULDEEP,83262,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,42,SHAHPURA,1,1,1,parties.IN.INC,MANISH YADAV,124072,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,43,CHOMU,1,1,1,parties.IN.INC,DR. SHIKHA MEEL BARALA,85746,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,44,PHULERA,1,1,1,parties.IN.INC,VIDHYADHAR SINGH,112244,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,45,DUDU,1,1,1,parties.IN.BJP,DR. PREM CHAND BAIRWA,116561,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,46,JHOTWARA,1,1,1,parties.IN.BJP,COL. RAJYAVARDHAN RATHORE,147913,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,47,AMBER,1,1,1,parties.IN.INC,PRASHANT SHARMA,108914,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,48,JAMWA RAMGARH,1,1,1,parties.IN.BJP,MAHENDRA PAL MEENA,100041,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,49,HAWAMAHAL,1,1,1,parties.IN.BJP,BALMUKUNDACHARY,95989,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,50,VIDHYADHAR NAGAR,1,1,1,parties.IN.BJP,DIYA KUMARI,158516,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,51,CIVIL LINES,1,1,1,parties.IN.BJP,GOPAL SHARMA,98661,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,52,KISHANPOLE,1,1,1,parties.IN.INC,AMIN KAGZI,76611,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,53,ADARSH NAGAR,1,1,1,parties.IN.INC,RAFEEK KHAN,103421,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,54,MALVIYA NAGAR,1,1,1,parties.IN.BJP,KALICHARAN SARAF,92506,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,55,SANGANER,1,1,1,parties.IN.BJP,Bhajan Lal Sharma,145162,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,56,BAGRU,1,1,1,parties.IN.BJP,KAILASH CHAND VERMA,145170,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,57,BASSI,1,1,1,parties.IN.INC,LAXMAN,88043,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,58,CHAKSU,1,1,1,parties.IN.BJP,RAMAVTAR BAIRWA,104064,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,59,TIJARA,1,1,1,parties.IN.BJP,MAHANT BALAK NATH,110209,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,60,KISHANGARH BAS,1,1,1,parties.IN.INC,DEEPCHAND KHAIRIYA,91916,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,61,MUNDAWAR,1,1,1,parties.IN.INC,Lalit Yadav,105735,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,62,BEHROR,1,1,1,parties.IN.BJP,Dr. Jaswant Singh Yadav,70400,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,63,BANSUR,1,1,1,parties.IN.BJP,Devi Singh Shekhawat,61605,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,64,THANAGAZI,1,1,1,parties.IN.INC,KANTI PRASAD,67350,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,65,ALWAR RURAL,1,1,1,parties.IN.INC,Tikaram Jully,108584,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,66,ALWAR URBAN,1,1,1,parties.IN.BJP,SANJAY SHARMA,90504,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,67,RAMGARH,1,1,1,parties.IN.INC,ZUBAIR KHAN,93765,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,68,RAJGARH LAXMANGARH,1,1,1,parties.IN.INC,MANGELAL MEENA,93459,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,69,KATHUMAR,1,1,1,parties.IN.BJP,RAMESH KHINCHI,79756,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,70,KAMAN,1,1,1,parties.IN.BJP,NAUKSHAM,78646,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,71,NAGAR,1,1,1,parties.IN.BJP,JAWAHARSINGH BEDHAM,75579,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,72,DEEG-KUMHER,1,1,1,parties.IN.BJP,DR. SHAILESH SINGH,89063,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,73,BHARATPUR,1,1,1,parties.IN.RLD,DR. SUBHASH GARG,81878,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,74,NADBAI,1,1,1,parties.IN.BJP,JAGAT SINGH,103795,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,75,WEIR,1,1,1,parties.IN.BJP,BAHADUR SINGH,94056,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,76,BAYANA,1,1,1,parties.IN.IND,Dr. RITU BANAWAT,105749,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,77,BASERI,1,1,1,parties.IN.INC,SANJAY KUMAR,86145,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,78,BARI,1,1,1,parties.IN.BSP,JASWANT SINGH GURJAR,106060,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,79,DHOLPUR,1,1,1,parties.IN.INC,SHOBHARANI KUSHWAH,69724,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,80,RAJAKHERA,1,1,1,parties.IN.INC,Rohit Bohra,89120,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,81,TODABHIM,1,1,1,parties.IN.INC,GHANSHYAM,97389,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,82,HINDAUN,1,1,1,parties.IN.INC,ANITA JATAV,91627,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,83,KARAULI,1,1,1,parties.IN.BJP,DARSHAN SINGH,89666,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,84,SAPOTRA,1,1,1,parties.IN.BJP,HANSRAJ MEENA,111385,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,85,BANDIKUI,1,1,1,parties.IN.BJP,BHAGCHAND TANKDA,92067,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,86,MAHUWA,1,1,1,parties.IN.BJP,RAJENDRA,66376,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,87,SIKRAI,1,1,1,parties.IN.BJP,VIKRAM BANSIWAL,91996,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,88,DAUSA,1,1,1,parties.IN.INC,MURARI LAL MEENA,98238,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,89,LALSOT,1,1,1,parties.IN.BJP,RAMBILAS,120962,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,90,GANGAPUR,1,1,1,parties.IN.INC,RAMKESH,83457,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,91,BAMANWAS,1,1,1,parties.IN.INC,INDRA,80378,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,92,SAWAI MADHOPUR,1,1,1,parties.IN.BJP,KIRODI LAL,81087,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,93,KHANDAR,1,1,1,parties.IN.BJP,JITENDRA KUMAR GOTHWAL,92059,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,94,MALPURA,1,1,1,parties.IN.BJP,KANHAIYALAL,85915,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,95,NIWAI,1,1,1,parties.IN.BJP,RAM SAHAY VARMA (REGAR),92775,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,96,TONK,1,1,1,parties.IN.INC,Sachin Pilot,105812,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,97,DEOLI - UNIARA,1,1,1,parties.IN.INC,Harish Chandra Meena,105001,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,98,KISHANGARH,1,1,1,parties.IN.INC,VIKASH CHOUDHARY,83645,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,99,PUSHKAR,1,1,1,parties.IN.BJP,Suresh Singh Rawat,84619,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,100,AJMER NORTH,1,1,1,parties.IN.BJP,VASUDEV DEVNANI,57895,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,101,AJMER SOUTH,1,1,1,parties.IN.BJP,ANITA BHADEL,71319,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,102,NASIRABAD,1,1,1,parties.IN.BJP,RAMSWAROOP LAMBA,79364,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,103,BEAWAR,1,1,1,parties.IN.BJP,SHANKERSINGH RAWAT,67623,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,104,MASUDA,1,1,1,parties.IN.BJP,VIRENDRA SINGH,74266,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,105,KEKRI,1,1,1,parties.IN.BJP,SHATRUGHAN GAUTAM,99671,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,106,LADNUN,1,1,1,parties.IN.INC,MUKESH BHAKAR,97229,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,107,DEEDWANA,1,1,1,parties.IN.IND,YOONUS KHAN,70952,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,108,JAYAL,1,1,1,parties.IN.BJP,Dr. Manju Baghmar,70468,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,109,NAGAUR,1,1,1,parties.IN.INC,HARENDRA MIRDHA,87110,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,110,KHINWSAR,1,1,1,parties.IN.RLP,HANUMAN BENIWAL,79492,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,111,MERTA,1,1,1,parties.IN.BJP,LAXMAN RAM,77493,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,112,DEGANA,1,1,1,parties.IN.BJP,AJAY SINGH,88752,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,113,MAKRANA,1,1,1,parties.IN.INC,JAKIR HUSSAIN GESAWAT,96544,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,114,PARBATSAR,1,1,1,parties.IN.INC,RAMNIWAS GAWRIYA,91530,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,115,NAWAN,1,1,1,parties.IN.BJP,VIJAY SINGH,106159,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,116,JAITARAN,1,1,1,parties.IN.BJP,AVINASH GEHLOT,66277,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,117,SOJAT,1,1,1,parties.IN.BJP,SHOBHA CHAUHAN,94852,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,118,PALI,1,1,1,parties.IN.INC,BHEEM RAJ BHATI,95092,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,119,MARWAR JUNCTION,1,1,1,parties.IN.BJP,KESARAM CHOUDHARY,99604,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,120,BALI,1,1,1,parties.IN.BJP,PUSHPENDRA SINGH,107938,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,121,SUMERPUR,1,1,1,parties.IN.BJP,JORARAM KUMAWAT,104044,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,122,PHALODI,1,1,1,parties.IN.BJP,PABBA RAM BISHNOI,80243,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,123,LOHAWAT,1,1,1,parties.IN.BJP,GAJENDRA SINGH,81415,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,124,SHERGARH,1,1,1,parties.IN.BJP,BABU SINGH RATHOR,102868,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,125,OSIAN,1,1,1,parties.IN.BJP,BHERA RAM CHOUDHARY (SIYOL),103746,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,126,BHOPALGARH,1,1,1,parties.IN.INC,GEETA BARWAR,86224,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,127,SARDARPURA,1,1,1,parties.IN.INC,ASHOK GEHLOT,96859,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,128,JODHPUR,1,1,1,parties.IN.BJP,ATUL BHANSALI,71192,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,129,SOORSAGAR,1,1,1,parties.IN.BJP,DEVENDRA  JOSHI,117065,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,130,LUNI,1,1,1,parties.IN.BJP,JOGARAM PATEL,123498,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,131,BILARA,1,1,1,parties.IN.BJP,ARJUN LAL,90766,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,132,JAISALMER,1,1,1,parties.IN.BJP,CHHOTUSINGH,104636,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,133,POKARAN,1,1,1,parties.IN.BJP,PRATAP PURI,112925,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,134,SHEO,1,1,1,parties.IN.IND,RAVINDRA SINGH BHATI,79495,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,135,BARMER,1,1,1,parties.IN.IND,DR. PRIYANKA CHOWDHARY,106948,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,136,BAYTOO,1,1,1,parties.IN.INC,HARISH CHAUDHARY,76821,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,137,PACHPADRA,1,1,1,parties.IN.BJP,ARUN CHOUDHARY,77997,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,138,SIWANA,1,1,1,parties.IN.BJP,HAMEER SINGH BHAYAL,62875,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,139,GUDHAMALANI,1,1,1,parties.IN.BJP,KRISHAN KUMAR K.K. VISHNOI,107632,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,140,CHOHTAN,1,1,1,parties.IN.BJP,ADU RAM MEGHWAL,103205,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,141,AHORE,1,1,1,parties.IN.BJP,CHHAGAN SINGH RAJPUROHIT,83259,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,142,JALORE,1,1,1,parties.IN.BJP,JOGESHWAR GARG,84519,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,143,BHINMAL,1,1,1,parties.IN.INC,SAMARJIT SINGH,97157,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,144,SANCHORE,1,1,1,parties.IN.IND,JIVA RAM CHOUDHARY,95518,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,145,RANIWARA,1,1,1,parties.IN.INC,RATAN DEVASI,112681,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,146,SIROHI,1,1,1,parties.IN.BJP,OTA RAM DEWASI,114729,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,147,PINDWARA ABU,1,1,1,parties.IN.BJP,SAMARAM,70647,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,148,REODAR,1,1,1,parties.IN.INC,MOTIRAM,93120,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,149,GOGUNDA,1,1,1,parties.IN.BJP,Pratap Lal Bheel,87827,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,150,JHADOL,1,1,1,parties.IN.BJP,Babulal Kharadi,76537,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,151,KHERWARA,1,1,1,parties.IN.INC,Dr. Dayaram Parmar,77342,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,152,UDAIPUR RURAL,1,1,1,parties.IN.BJP,Phool Singh Meena,103039,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,153,UDAIPUR,1,1,1,parties.IN.BJP,Tarachand Jain,97466,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,154,MAVLI,1,1,1,parties.IN.INC,Pushkar Lal Dangi,77696,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,155,VALLABH NAGAR,1,1,1,parties.IN.BJP,Udailal Dangi,83227,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,156,SALUMBER,1,1,1,parties.IN.BJP,Amritlal Meena,80086,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,157,DHARIAWAD,1,1,1,parties.IN.UNK,Thavar Chand,83655,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
rajasthan,AcGenNov2023,158,DUNGARPUR,1,1,1,parties.IN.INC,GANESH GHOGRA,69338,,,UNVERIFIED,UNVERIFIED,UNVERIFIED,,
