election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenOct2019,S07,AC,1,Kalka,176698,128031,72.45752640097794,1,PARDEEP CHAUDHARY,INC,,57948,45.26091337254259,1,0,M,58,GEN
AcGenOct2019,S07,AC,1,Kalka,176698,128031,72.45752640097794,2,LATIKA SHARMA,BJP,,52017,40.62844154931228,0,0,F,54,GEN
AcGenOct2019,S07,AC,1,Kalka,176698,128031,72.45752640097794,3,KIRAN CHAUDHARY,JNJP,,7739,6.044629816216386,0,0,F,38,GEN
AcGenOct2019,S07,AC,1,Kalka,176698,128031,72.45752640097794,4,SATINDER SINGH,INLD,,4963,3.8764049331802455,0,0,M,49,GEN
AcGenOct2019,S07,AC,1,Kalka,176698,128031,72.45752640097794,5,ASHWANI NAGRA,BSP,,2573,2.0096695331599377,0,0,M,35,GEN
AcGenOct2019,S07,AC,1,Kalka,176698,128031,72.45752640097794,6,NOTA,NOTA,,737,0.5756418367426639,0,1,,,
AcGenOct2019,S07,AC,2,Panchkula,210149,125999,59.9569829026072,1,Gian Chand Gupta,BJP,,61537,48.839276502194465,1,0,M,71,GEN
AcGenOct2019,S07,AC,2,Panchkula,210149,125999,59.9569829026072,2,Chander Mohan,INC,,55904,44.36860610004841,0,0,M,54,GEN
AcGenOct2019,S07,AC,2,Panchkula,210149,125999,59.9569829026072,3,Karundeep Chaudhary,INLD,,2342,1.8587449106738942,0,0,M,29,GEN
AcGenOct2019,S07,AC,2,Panchkula,210149,125999,59.9569829026072,4,Roshan Lal Kocher,BSP,,1055,0.8373082326050206,0,0,M,68,GEN
AcGenOct2019,S07,AC,2,Panchkula,210149,125999,59.9569829026072,5,Yogeshwar Sharma,AAAP,,959,0.7611171517234264,0,0,M,43,GEN
AcGenOct2019,S07,AC,2,Panchkula,210149,125999,59.9569829026072,6,NOTA,NOTA,,1195,0.9484202255573457,0,1,,,
AcGenOct2019,S07,AC,3,Naraingarh,182142,135172,74.21242766632628,1,SHALLEY,INC,,53470,39.55700884798627,1,0,F,53,GEN
AcGenOct2019,S07,AC,3,Naraingarh,182142,135172,74.21242766632628,2,SURENDER SINGH,BJP,,32870,24.31716627703962,0,0,M,54,GEN
AcGenOct2019,S07,AC,3,Naraingarh,182142,135172,74.21242766632628,3,Ram Singh Dhillon,JNJP,,18753,13.873435326842836,0,0,M,66,GEN
AcGenOct2019,S07,AC,3,Naraingarh,182142,135172,74.21242766632628,4,GULSHAN KUMAR,LTSP,,15454,11.432841120942207,0,0,M,38,GEN
AcGenOct2019,S07,AC,3,Naraingarh,182142,135172,74.21242766632628,5,MADAN PAL,BSP,,7926,5.8636403988991805,0,0,M,62,GEN
AcGenOct2019,S07,AC,3,Naraingarh,182142,135172,74.21242766632628,6,NOTA,NOTA,,508,0.3758174769922765,0,1,,,
AcGenOct2019,S07,AC,4,Ambala Cantt.,196870,121735,61.83522121196729,1,ANIL VIJ,BJP,,64571,53.0422639339549,1,0,M,66,GEN
AcGenOct2019,S07,AC,4,Ambala Cantt.,196870,121735,61.83522121196729,2,CHITRA SARWARA,IND,,44406,36.47759477553703,0,0,F,44,GEN
AcGenOct2019,S07,AC,4,Ambala Cantt.,196870,121735,61.83522121196729,3,Venu Singla,INC,,8534,7.010309278350515,0,0,F,46,GEN
AcGenOct2019,S07,AC,4,Ambala Cantt.,196870,121735,61.83522121196729,4,RAJESH KUMAR,BSP,,1938,1.5919825851234237,0,0,M,35,SC
AcGenOct2019,S07,AC,4,Ambala Cantt.,196870,121735,61.83522121196729,5,SHAILENDAR KUMAR,LTSP,,641,0.5265535794964472,0,0,M,33,GEN
AcGenOct2019,S07,AC,4,Ambala Cantt.,196870,121735,61.83522121196729,6,NOTA,NOTA,,1013,0.8321353760216865,0,1,,,
AcGenOct2019,S07,AC,5,Ambala City,254168,153772,60.500141638601235,1,Aseem Goel Naneola,BJP,,64896,42.20274172150977,1,0,M,39,GEN
AcGenOct2019,S07,AC,5,Ambala City,254168,153772,60.500141638601235,2,Nirmal Singh Mohra,IND,,55944,36.38113570741097,0,0,M,66,GEN
AcGenOct2019,S07,AC,5,Ambala City,254168,153772,60.500141638601235,3,Jasbir Mallour,INC,,20091,13.065447545717035,0,0,M,53,GEN
AcGenOct2019,S07,AC,5,Ambala City,254168,153772,60.500141638601235,4,Harpal Singh Kamboj,JNJP,,5711,3.7139401191374244,0,0,M,49,GEN
AcGenOct2019,S07,AC,5,Ambala City,254168,153772,60.500141638601235,5,Ravinder Singh,BSP,,2890,1.8794058736310904,0,0,M,58,GEN
AcGenOct2019,S07,AC,5,Ambala City,254168,153772,60.500141638601235,6,NOTA,NOTA,,1484,0.9650651614077986,0,1,,,
AcGenOct2019,S07,AC,6,Mulana (SC),213888,153783,71.89884425493716,1,Varun Chaudhary,INC,,67051,43.60104823029854,1,0,M,39,SC
AcGenOct2019,S07,AC,6,Mulana (SC),213888,153783,71.89884425493716,2,Rajbir Singh,BJP,,65363,42.50339764473316,0,0,M,52,SC
AcGenOct2019,S07,AC,6,Mulana (SC),213888,153783,71.89884425493716,3,Krishan Dass,BSP,,10451,6.795939733260504,0,0,M,60,SC
AcGenOct2019,S07,AC,6,Mulana (SC),213888,153783,71.89884425493716,4,Amar Nath,JNJP,,4790,3.1147786166221234,0,0,M,63,SC
AcGenOct2019,S07,AC,6,Mulana (SC),213888,153783,71.89884425493716,5,Daya Rani,INLD,,4479,2.9125455999687873,0,0,F,41,SC
AcGenOct2019,S07,AC,6,Mulana (SC),213888,153783,71.89884425493716,6,NOTA,NOTA,,581,0.37780508898903004,0,1,,,
AcGenOct2019,S07,AC,7,Sadhaura (SC),212428,164482,77.4295290639652,1,RENU BALA,INC,,65806,40.00802519424618,1,0,F,39,SC
AcGenOct2019,S07,AC,7,Sadhaura (SC),212428,164482,77.4295290639652,2,BALWANT SINGH,BJP,,48786,29.660388370763975,0,0,M,69,SC
AcGenOct2019,S07,AC,7,Sadhaura (SC),212428,164482,77.4295290639652,3,SAHI RAM,BSP,,25874,15.730596661032816,0,0,M,56,SC
AcGenOct2019,S07,AC,7,Sadhaura (SC),212428,164482,77.4295290639652,4,Dr. KUSUM Sherwal,JNJP,,14960,9.095220145669435,0,0,F,48,SC
AcGenOct2019,S07,AC,7,Sadhaura (SC),212428,164482,77.4295290639652,5,NATHI RAM Khera,LTSP,,2880,1.750951471893581,0,0,M,36,SC
AcGenOct2019,S07,AC,7,Sadhaura (SC),212428,164482,77.4295290639652,6,NOTA,NOTA,,452,0.27480210600552035,0,1,,,
AcGenOct2019,S07,AC,8,Jagadhri,216563,170709,78.82648467189685,1,Kanwar Pal,BJP,,66376,38.88254280676473,1,0,M,59,GEN
AcGenOct2019,S07,AC,8,Jagadhri,216563,170709,78.82648467189685,2,Akram Khan,INC,,50003,29.291367180406425,0,0,M,49,GEN
AcGenOct2019,S07,AC,8,Jagadhri,216563,170709,78.82648467189685,3,Adarsh Pal Singh,BSP,,47988,28.110995905312546,0,0,M,51,GEN
AcGenOct2019,S07,AC,8,Jagadhri,216563,170709,78.82648467189685,4,Arjun Singh,JNJP,,2342,1.3719253232108441,0,0,M,63,GEN
AcGenOct2019,S07,AC,8,Jagadhri,216563,170709,78.82648467189685,5,Baljeet Sharma,INLD,,861,0.5043670808217493,0,0,M,54,GEN
AcGenOct2019,S07,AC,8,Jagadhri,216563,170709,78.82648467189685,6,NOTA,NOTA,,1091,0.639099285919313,0,1,,,
AcGenOct2019,S07,AC,9,Yamunanagar,224251,150749,67.22333456706994,1,GHANSHYAM DASS,BJP,,64848,43.01720077745126,1,0,M,67,GEN
AcGenOct2019,S07,AC,9,Yamunanagar,224251,150749,67.22333456706994,2,DILBAG SINGH,INLD,,63393,42.052020245573765,0,0,M,48,GEN
AcGenOct2019,S07,AC,9,Yamunanagar,224251,150749,67.22333456706994,3,NIRMAL CHAUHAN,INC,,9784,6.490258641848371,0,0,F,47,GEN
