external_key,external_short,external_full,proposed_party_id,current_party_id,action,n_oracles_present,n_oracles_agreeing,oracles_agreeing,oracles_disagreeing,verdict,curator_note,curator_source_id
1282,BP,Bam Party,parties.IN.BP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1088,BPA,Bahujan Party,parties.IN.BPA,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2013,BPC,Bhartiya Pragatisheel Congress,parties.IN.BPC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2011,BPCP,Bhartiya Panchyat Party,parties.IN.BPCP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1328,BPD,Bharat Punarnirman Dal,parties.IN.BPD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9458,BPF,BHARAT PENSIONER'S FRONT,parties.IN.BPF,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2099,BPI,Bolshevik Party of India,parties.IN.BPI,parties.IN.BPI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
1758,BPJP,Bharatiya Praja Paksha,parties.IN.BPJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1762,BPKP,Bharatiya Prajagala Kalyana Paksha,parties.IN.BPKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24949,BPL,Bhartiya Party (Loktantrik),parties.IN.BPL,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9462,BPM,Bharatiya Parivartan Morcha,parties.IN.BPM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1766,BPNP,Bharatiya Prajatantra Nirman Party,parties.IN.BPNP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1750,BPNSNP,Bharatiya Peoples and National Security National Party,parties.IN.BPNSNP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1749,BPP,Bharatiya Parivartan Party,parties.IN.BPP,parties.IN.BPP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2085,BPS,Bihar Prantiya Sudharavadi Party,parties.IN.BPS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9465,BPSGKD,Bharatiya Prajatantrik Shudh Gandhiwadi Krish,parties.IN.BPSGKD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17432,BPSJP,Bharatiya Praja Surajya Paksha,parties.IN.BPSJP,parties.IN.BPSJP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
9466,BPSP,Bihar People?s Party,parties.IN.BPSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9468,BPTP,Bharatiya Prajatantra Party,parties.IN.BPTP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2017,BPULP,Bhartiya Public Labour Party,parties.IN.BPULP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1784,BRABSVP,Bharatiya Rashtriya Bahujan Samaj Vikas Party,parties.IN.BRABSVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1089,BRAP,Bahujan Rashtriya Party,parties.IN.BRAP,parties.IN.BRAP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2104,BRAVP,Braj Vikas Party,parties.IN.BRAVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9469,BRC,Bharatiya Rajiv Congress,parties.IN.BRC,parties.IN.BRC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24942,BRCTP,Bhartiya Chetna Party,parties.IN.BRCTP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1783,BRD,Bharatiya Rashtrawadi Dal,parties.IN.BRD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1786,BRED,BHARATIYA RASHTRIYA EKTA DAL,parties.IN.BRED,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1090,BREM,Bahujan Republican Ekta Manch,parties.IN.BREM,parties.IN.BREM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2022,BRJ,Bhartiya Rashtriya Jansatta,parties.IN.BRJ,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24493,BRJNJGGWP,Bhartiya Janjagran Gandhiwadi Party,parties.IN.BRJNJGGWP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2107,BRKD,Brij Kranti Dal,parties.IN.BRKD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24402,BRKP(D),Bharat Rakshak Party (Democratic),parties.IN.BRKP_D,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1792,BRM,Bharatiya Rashtriya Morcha,parties.IN.BRM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1789,BRMD,Bharatiya Rashtriya Mazdoor Dal,parties.IN.BRMD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24948,BRMNP,Bhartiya Manavta Party,parties.IN.BRMNP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1787,BRMSC,Bharatiya Rashtriya Mahila Sarvodaya Congress,parties.IN.BRMSC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
14728,BRP,Chota Nagpur Bhumi Rakshak Party,parties.IN.BRP,parties.IN.BRP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
15871,BRPI,Bhartiya Republican Party (Insan),parties.IN.BRPI,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24494,BRRTD,Bhartiya Rashtriya Dal,parties.IN.BRRTD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1795,BRSCP,Bharatiya Rashtriya Swadeshi Congress,parties.IN.BRSCP,parties.IN.BRSCP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
1777,BRSP,Bharatiya Rashtravadi Samanta Party,parties.IN.BRSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
371,ABRSSD,AKHIL BHARATIYA REVOLUTIONARY SHOSHIT SAMAJ DAL,parties.IN.BRSS,parties.IN.BRSS,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24946,BRTYLKNYKP,Bhartiya Lok Nayak Party,parties.IN.BRTYLKNYKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9493,BRVP,BHARATIYA VIKASH PARTY,parties.IN.BRVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17971,BS,Expanded Party name not released by the ECI,parties.IN.BS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1261,BSA,Bahujan Shakti,parties.IN.BSA,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2033,BSAP,Bhartiya Samajik Party,parties.IN.BSAP,parties.IN.BSAP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
9499,BSC,Bharathiya Sahayog Congress,parties.IN.BSC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2047,BSCP,Bhartiya Shakti Chetna Party,parties.IN.BSCP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9500,BSD,Bharatiya Samaj Dal,parties.IN.BSD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1267,BSDL,Bahujan Suraksha Dal,parties.IN.BSDL,parties.IN.BSDL,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
9502,BSDP,Bharti Sarvadarshi Parishad,parties.IN.BSDP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15878,BSDS,Bhartiya Shramik Dal Socialist,parties.IN.BSDS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1302,BSD(ML),BHARAT KA SAMYAWADI DAL (MARXWADI-LENINWADI),parties.IN.BSD_ML,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1842,BSHSP,Bharatiya Sarvjan Hitey Samaj Party,parties.IN.BSHSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9503,BSJM,Bharatiya Surajya Manch,parties.IN.BSJM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9504,BSK,BHARATIYA SARVKALYAN KRANTIDAL,parties.IN.BSK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1830,BSKD,Bharatiya Samajik Kranti Dal,parties.IN.BSKD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1848,BSKP,Bharatiya Sarvodaya Kranti Party,parties.IN.BSKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9509,BSKPB,Bharatiya Samaj Kalyan Party Bharat,parties.IN.BSKPB,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1832,BSKRP,Bharatiya Sampuran Krantikari Party,parties.IN.BSKRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17972,BSMP,Expanded Party name not released by the ECI,parties.IN.BSMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24495,BSNP,Bhartiya Samajik Nyay Party,parties.IN.BSNP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1860,BSNPty,Bharatiya Swajivi Nagrik Party,parties.IN.BSNPTY,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
16651,BSP,Bahujan Samaj Party,parties.IN.BSP,parties.IN.BSP,conflict,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,abbreviation/slug collision: TCPD party shares a short with a different canonical party. Curator: mint TCPD as a new id (e.g. parties.IN.<UPPER_FULL_PREFIX>) and add the upstream short to canonical's aliases only if both parties genuinely share the publisher's preferred short.,src-4040a970f10c
24435,BSPM,Bahujan Samyak Party (Mission),parties.IN.BSPM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9654,BSP(A),Bahujan Samaj Party  (Ambedkar),parties.IN.BSP_A,parties.IN.BSP_A,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
1226,BSP(AP),Bahujan Samaj Party (Ambedkar-Phule),parties.IN.BSP_AP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1243,BSP(K),Bahujan Sangharsh Party (Kanshiram),parties.IN.BSP_K,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1237,BSP(R),BAHUJAN SAMAJ PARTY (RAJ BAHADUR),parties.IN.BSP_R,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1039,BSRCP,Badavara Shramikara Raitara,parties.IN.BSRCP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9668,BSRD,Bharatiya Subhash Sena,parties.IN.BSRD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1852,BSS,Bharatiya Satyarth Sangathan,parties.IN.BSS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1829,BSSM,BHARATIYA SAMAJ SANGATHAN MORCHA,parties.IN.BSSM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1821,BSSP,Bharatiya Sadbhawana Samaj Party,parties.IN.BSSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9671,BSSPA,Bharatiya Samta Samaj Party,parties.IN.BSSPA,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1858,BSUD,Bharatiya Suraaj Dal,parties.IN.BSUD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24456,BSUSP,Bhartiya Kisan Union Samaj Party,parties.IN.BSUSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9673,BSVP,BHARATIYA SAMAJWADI VIKAS PARTY,parties.IN.BSVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1851,Bsvpt,Bharatiya Satya Vijayee Party,parties.IN.BSVPT,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2044,BSVSP,Bhartiya Sarvsamaj Party,parties.IN.BSVSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24385,BTARP,Bhartiya Amrit Party,parties.IN.BTARP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24947,BTMSP,Bhartiya Mahasangh Party,parties.IN.BTMSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2055,BTP,Bhartiya Tribal Party,parties.IN.BTP,parties.IN.BTP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
9674,BUDM,Bharat Uday Mission,parties.IN.BUDM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1270,BUM,Bahujan Uday Manch,parties.IN.BUM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2117,BUNKD,Bundelkhand Kranti Dal,parties.IN.BUNKD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9677,BVA,Bahujan Vikas Aaghadi,parties.IN.BVA,parties.IN.BVA,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2121,BVD,Bundelkhand Vikas Dal,parties.IN.BVD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24952,BVDU,Bhartiya Vikash Dal United,parties.IN.BVDU,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1331,BVHNP,Bharat Vahini Party,parties.IN.BVHNP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
18229,BVLP,Bharat Vishal Party,parties.IN.BVLP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9678,BVM,Bharat Vikas Morcha,parties.IN.BVM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9679,BVP,Bahujan Vikas Party,parties.IN.BVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2111,BVVP,Buddhiviveki Vikas Party,parties.IN.BVVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1863,BYPD,Bharatiya Yuva Party (Democratic),parties.IN.BYPD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
1864,BYS,Bharatiya Yuva Shakti,parties.IN.BYS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9684,CDF,Christian Democratic Front,parties.IN.CDF,parties.IN.CDF,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2141,CGVP,Chhattisgarh Vikas  Party,parties.IN.CGVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24474,CHALP,Challengers Party,parties.IN.CHALP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24471,CHKAP,Chandigarh Ki Aawaz Party,parties.IN.CHKAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15895,chp,Chhattisgarhiya Party,parties.IN.CHP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2135,CHSJP,Chhattisgarh Sanyukt Jatiye Party,parties.IN.CHSJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17973,CHVP,Expanded Party name not released by the ECI,parties.IN.CHVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2129,CKMSP,Chhatisgarh Kisan Mazdoor Samajwadi Party,parties.IN.CKMSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9686,CKN,Cheluva Kannad Nadu,parties.IN.CKN,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9687,CMK,Christian Mannetra Kazhagam,parties.IN.CMK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2127,CMM,CHATTISGARAH MUKTI MORCHA,parties.IN.CMM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2152,CMPKSC,Communist Marxist Party Kerala State Committee,parties.IN.CMPKSC,parties.IN.CMPKSC,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2883,CNMK,Congunadu Makkal Katchi,parties.IN.CNMK,parties.IN.CNMK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24475,CoAP,Corruption Abolition Party,parties.IN.COAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
9691,COP,CONGRESS OF PEOPLE,parties.IN.COP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2444,CPI,Communist Part of India,parties.IN.CPI,parties.IN.CPI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
14635,CPM,COMMUNIST MARXIST PARTY OF INDIA,parties.IN.CPIM,parties.IN.CPIM,conflict,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,abbreviation/slug collision: TCPD party shares a short with a different canonical party. Curator: mint TCPD as a new id (e.g. parties.IN.<UPPER_FULL_PREFIX>) and add the upstream short to canonical's aliases only if both parties genuinely share the publisher's preferred short.,src-4040a970f10c
2472,CPI(ML)(L),Communist Party of India  (Marxist-Leninist)  (Liberation),parties.IN.CPIMLL,parties.IN.CPIMLL,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
9890,CPI(ML),Communist Party of India  (Marxist-Leninist),parties.IN.CPI_ML,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2128,CRP,CHATTISGARH RAJYA PARTY,parties.IN.CRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2137,CSM,Chhattisgarh Swabhiman Manch,parties.IN.CSM,parties.IN.CSM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
17974,CSMP,Expanded Party name not released by the ECI,parties.IN.CSMP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2146,CSP,Chhattisgarhi Samaj Party,parties.IN.CSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2150,CSP-JSD,Chota Nagpur Santhal Pargana Jan Seva Dal,parties.IN.CSP_JSD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
18026,cvgrp,Chhattisgarh Vikas Ganga Rashtriya Party,parties.IN.CVGRP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2125,CVKP,Chandigarh Vikas Party,parties.IN.CVKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2124,CVP,Champaran Vikas Party,parties.IN.CVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2881,C(S),Congress  (Secular),parties.IN.C_S,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2895,DABAP,Dalita Bahujana Party,parties.IN.DABAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15984,DaP,Dharmarajya Paksha,parties.IN.DAP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15972,DaVP,Dalit Vikas Party(Bharat),parties.IN.DAVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2941,DBJ,Desh Bachao Jan Morcha,parties.IN.DBJ,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10139,DBP,Desh Bhakt Party,parties.IN.DBP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10144,DBSM,Democratic Bahujan Samaj Morcha,parties.IN.DBSM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2911,DBSP,Democratic Bharatiya Samaj Party,parties.IN.DBSP,parties.IN.DBSP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2915,DCLF,Democratic Corruption Liberation Front,parties.IN.DCLF,parties.IN.DCLF,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
10147,DCP,Democratic Congress Party,parties.IN.DCP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24497,DD,Desha Dal,parties.IN.DD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15197,DDP,Door Darshi Party,parties.IN.DDP,parties.IN.DDP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24336,,Democratic Human Rights Movement Party,parties.IN.DEMOCRATIC_HUMAN_RIGHTS_MOVEMENT,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24344,,Democratic Socialist Party of India,parties.IN.DEMOCRATIC_SOCIALIST_PARTY_OF_IN,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24333,,Democratic Social Justice Party,parties.IN.DEMOCRATIC_SOCIAL_JUSTICE_PARTY,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2937,DEMSWP,Democratic Swaraj Party,parties.IN.DEMSWP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2939,DMMK,Desa Makkal Munnetrak Kazhgam,parties.IN.DESA_MAKKAL_MUNNETRAK_KAZHGAM,parties.IN.DESA_MAKKAL_MUNNETRAK_KAZHGAM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
10184,DESEP,Democratic Secular Party,parties.IN.DESEP,parties.IN.DESEP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2953,DMSK,Desiya Makkal Sakthi Katchi,parties.IN.DESIYA_MAKKAL_SAKTHI_KATCHI,parties.IN.DESIYA_MAKKAL_SAKTHI_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
24308,,Desiya Sirupanmayinar Makkal Iyakkam,parties.IN.DESIYA_SIRUPANMAYINAR_MAKKAL_IYAKKAM,parties.IN.DESIYA_SIRUPANMAYINAR_MAKKAL_IYAKKAM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2948,DESP,Desh Shakti Party,parties.IN.DESP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2916,DFB,Democratic Forward Bloc,parties.IN.DFB,parties.IN.DFB,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
15981,DFBL,Desiya Forward Bloc,parties.IN.DFBL,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
3024,DGPP,Duggar Pradesh Party,parties.IN.DGPP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24477,DAMK,Dhesiya Makkal Kazhagam,parties.IN.DHESIYA_MAKKAL_KAZHAGAM,parties.IN.DHESIYA_MAKKAL_KAZHAGAM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2917,DIC,Democratic Indira Congress (Karunakaran),parties.IN.DIC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17213,DJHP,Desh Janhit Party,parties.IN.DJHP,parties.IN.DJHP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2900,DJP,Delhi Janta Party,parties.IN.DJP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2884,DKD,Dalit Kranti Dal,parties.IN.DKD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10186,DKP,Deseeya Karshaka Party,parties.IN.DKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24365,DKSP,Daksha Party,parties.IN.DKSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10188,DLP,BARAT DESAM LABOUR PARTY,parties.IN.DLP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2919,DM,Democratic Movement,parties.IN.DM,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2956,DMDK,Desiya Murpokku Dravida Kazhagam,parties.IN.DMDK,parties.IN.DMDK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
10192,DMK,DRAVIDA MUMMETRA KAZHAGAM,parties.IN.DMK,parties.IN.DMK,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2886,DMKP,Dalit Mazdoor Kisan Party,parties.IN.DMKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10213,DMM,ALL INDIA DALIT MUSLIM MINORITIES SURAKSHA MAHA SANG,parties.IN.DMM,parties.IN.DMM,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2888,DMVP,Dalit Muslim Vikas Party,parties.IN.DMVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10222,DNC,DECCAN CONGRESS,parties.IN.DNC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10223,DND,Akhil Bharatiya Dharmnirpeksh Dal,parties.IN.DND,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15980,DNP,Deshbhakt Nirman Party,parties.IN.DNP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24498,DONP,Digital Organization of Nation Party,parties.IN.DONP,parties.IN.DONP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
10224,DP,DEMOCRATIC PARTY,parties.IN.DP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2938,DPC,DENZONG PEOPLES CHOGPI,parties.IN.DPC,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10225,DPI,Democratic Party of India,parties.IN.DPI,parties.IN.DPI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
18836,DPIN,Democratic Party of India (Ambedkar),parties.IN.DPIN,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10227,DPK,Desia Pathukappu Kazhagam,parties.IN.DPK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10228,DPP,Dalit Panthers Party,parties.IN.DPP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2928,DPPS,Democratic Prajakranthi Party Secularist,parties.IN.DPPS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2940,DPSP,Deseeya Praja Socialist Party,parties.IN.DPSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24307,,Dravida Murpokku Makkal Katchi,parties.IN.DRAVIDA_MURPOKKU_MAKKAL_KATCHI,parties.IN.DRAVIDA_MURPOKKU_MAKKAL_KATCHI,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
2930,DRPP,Democratic Revolutionary Peoples Party,parties.IN.DRPP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2892,DS,Dalit Sena,parties.IN.DS,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2891,DSP,Dalit Samaj Party,parties.IN.DSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2893,DSPVAD,Dalit Soshit Pichhara Varg  Adhikar Dal,parties.IN.DSPVAD,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2936,DSP(P),Democratic Socialist Party (Prabodh Chandra),parties.IN.DSP_P,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24368,DSSP,"Dogra Swabhiman Sangathan Party,",parties.IN.DSSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10230,DTMK,Dhiravida Thelgar Munnetra Kalagam,parties.IN.DTMK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24411,DUUK,Desiya Uzhavar Uzhaipalar Kazhagam,parties.IN.DUUK,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
2903,DVP,Delhi Vikas Party,parties.IN.DVP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
17975,D.P.K.P(S),Expanded Party name not released by the ECI,parties.IN.D_P_K_P_S,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
3036,EDP,Eluchi Desam Party,parties.IN.EDP,parties.IN.EDP,enrich,2,2,tcpd-parties|yen-gov-canonical,,VERIFIED,,
10231,EIT,EASTERN INDIAN TRIBAL UNION,parties.IN.EIT,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10232,EKD(UP),EKTA KRANDI DAL U.P.,parties.IN.EKD_UP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10236,EKSP,Eklavya Samaj Party,parties.IN.EKSP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
24374,EP,Engineers Party,parties.IN.EP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10238,ES,Ekta Shakti,parties.IN.ES,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
15989,ESKP,Ex-Sainik Kissan Party,parties.IN.ESKP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
3032,ESP,Ekta Samaj Party,parties.IN.ESP,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
10240,EU,Ephraim Union,parties.IN.EU,,mint-new,1,1,tcpd-parties,,UNVERIFIED,,
