entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-sikkim-1350,sikkim,2014,ARITHANG,9493,6951,73.22,SHYAM PRADHAN,,4026,57.92,UDAI LAMA,,2420,1606,23.1,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1351,sikkim,2014,BARFUNG,12283,10408,84.73,DORJEE DAZOM BHUTIA,,6639,63.79,PEMA WANGYAL BHUTIA,,3460,3179,30.55,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1352,sikkim,2014,CHUJACHEN,15466,12850,83.09,BIKRAM PRADHAN,,7836,60.98,KHARGA BAHADUR GURUNG,,4425,3411,26.54,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1353,sikkim,2014,DARAMDIN,13452,11387,84.65,DANORBU SHERPA,,6250,54.89,MINGMA NORBU SHERPA,,4646,1604,14.09,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1354,sikkim,2014,DJONGU,8167,7253,88.81,SONAM GYATSO LEPCHA,,4618,63.67,DAWA TSHERING LEPCHA,,2443,2175,29.99,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1356,sikkim,2014,GNATHANG-MACHONG,10080,8619,85.51,DORJEE TSH. LEPCHA,,5017,58.21,SONAM DORJEE,,3101,1916,22.23,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1357,sikkim,2014,GYALSHING-BARNYAK,10469,8905,85.06,SHER BAHADUR SUBEDI,,4529,50.86,LOK NATH SHARMA,,3890,639,7.18,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1358,sikkim,2014,KABI LUNGCHUK,11061,9383,84.83,UGEN NEDUP BHUTIA,,4615,49.18,THENLAY TSHERING BHUTIA,,4489,126,1.34,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1359,sikkim,2014,KHAMDONG-SINGTAM,11444,9604,83.92,SOM NATH POUDYAL,,4718,49.13,MANI KUMAR SHARMA,,4448,270,2.82,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1360,sikkim,2014,LACHEN MANGAN,6874,5852,85.13,TSHERING WANGDI LEPCHA,,3127,53.43,SAMDUP LEPCHA,,2570,557,9.51,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1361,sikkim,2014,MANEYBUNG-DENTAM,12451,10682,85.79,NARENDRA KUMAR SUBBA,,7737,72.43,BIRBAL TAMLING,,2519,5218,48.85,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1362,sikkim,2014,MARTAM-RUMTEK,14512,12053,83.06,MECHUNG BHUTIA,,6055,50.24,MENLOM LEPCHA,,5576,479,3.98,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1363,sikkim,2014,MELLI,13445,11371,84.57,TULSHI DEVI RAI,,7655,67.32,PREM BAHADUR KARKI,,3406,4249,37.37,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1364,sikkim,2014,NAMCHEYBUNG,12906,10995,85.19,BEK BAHADUR RAI,,5577,50.72,DILIP RAI,,4955,622,5.65,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1365,sikkim,2014,NAMCHI-SINGHITHANG,10852,8668,79.87,PAWAN CHAMLING,,4774,55.08,MILAN RAI,,3690,1084,12.51,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1366,sikkim,2014,NAMTHANG-RATEYPANI,13224,11046,83.53,TILU GURUNG,,5947,53.84,PREM SINGH TAMANG,,4792,1155,10.46,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1367,sikkim,2014,POKLOK-KAMRANG,13477,11614,86.18,KEDAR NATH RAI,,7996,68.85,BHOJ RAJ RAI,,3325,4671,40.22,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1368,sikkim,2014,RANGANG-YANGANG,11762,9340,79.41,R.N.Chamling,,4788,51.26,Kumari Manger,,4080,708,7.58,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1369,sikkim,2014,RHENOCK,15175,12818,84.47,HEMENDRA ADHIKARI,,6415,50.05,BHIM PRASAD DHUNGEL,,5461,954,7.45,src-1b7bc1c9d39a
