election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenMay2018,S10,AC,1,Nippani,212456,172251,81.07608163572692,1,JOLLE SHASHIKALA ANNASAHEB,BJP,,87006,50.51117264921539,1,0,F,49,GEN
AcGenMay2018,S10,AC,1,Nippani,212456,172251,81.07608163572692,2,KAKASO PANDURANG PATIL,INC,,78500,45.57303005497792,0,0,M,63,GEN
AcGenMay2018,S10,AC,1,Nippani,212456,172251,81.07608163572692,3,KAMAT RAMESH ISHWAR,BSP,,2476,1.4374372282308956,0,0,M,53,SC
AcGenMay2018,S10,AC,1,Nippani,212456,172251,81.07608163572692,4,ROHINI SHRIMANT DIXIT,AIMEP,,1353,0.7854816517756066,0,0,F,35,GEN
AcGenMay2018,S10,AC,1,Nippani,212456,172251,81.07608163572692,5,SHARAD RAMAGOWDA PATIL,IND,,525,0.30478778062246376,0,0,M,46,GEN
AcGenMay2018,S10,AC,1,Nippani,212456,172251,81.07608163572692,6,NOTA,NOTA,,1447,0.8400531782108667,0,1,,,
AcGenMay2018,S10,AC,2,Chikkodi-Sadalga,211083,179201,84.89598878166409,1,GANESH PRAKASH HUKKERI,INC,,91467,51.041567848393704,1,0,M,40,GEN
AcGenMay2018,S10,AC,2,Chikkodi-Sadalga,211083,179201,84.89598878166409,2,ANNASAHEB SHANKAR JOLLE,BJP,,80898,45.14372129619813,0,0,M,55,GEN
AcGenMay2018,S10,AC,2,Chikkodi-Sadalga,211083,179201,84.89598878166409,3,SADASHIVAPPA MARUTI WALKE,BSP,,2935,1.6378256817763295,0,0,M,64,GEN
AcGenMay2018,S10,AC,2,Chikkodi-Sadalga,211083,179201,84.89598878166409,4,ANNAPURNA CHANNAPPA ASURKAR,AIMEP,,794,0.4430778846100189,0,0,F,42,GEN
AcGenMay2018,S10,AC,2,Chikkodi-Sadalga,211083,179201,84.89598878166409,5,SOMANATH GANGAYYA HIREMATH,IND,,734,0.40959592859414845,0,0,M,30,GEN
AcGenMay2018,S10,AC,2,Chikkodi-Sadalga,211083,179201,84.89598878166409,6,NOTA,NOTA,,1363,0.7605984341605236,0,1,,,
AcGenMay2018,S10,AC,3,Athani,214688,170565,79.44784990311523,1,MAHESH IRANAGOUDA KUMATHALLI,INC,,82094,48.130624688535164,1,0,M,56,GEN
AcGenMay2018,S10,AC,3,Athani,214688,170565,79.44784990311523,2,LAXMAN SANGAPPA SAVADI,BJP,,79763,46.763990267639905,0,0,M,58,GEN
AcGenMay2018,S10,AC,3,Athani,214688,170565,79.44784990311523,3,GIRISH KEDAREPPA BUTALI,JD(S),,3381,1.9822355113886203,0,0,M,51,GEN
