election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenNov2020,S04,AC,1,Valmikinagar,331874,195489,58.90458426993377,1,Dhirendra Pratap Singh alias Rinku singh,JD(U),,74906,38.31724547161222,1,0,M,40,GEN
AcGenNov2020,S04,AC,1,Valmikinagar,331874,195489,58.90458426993377,2,Rajesh Singh,INC,,53321,27.275703492268104,0,0,M,42,GEN
AcGenNov2020,S04,AC,1,Valmikinagar,331874,195489,58.90458426993377,3,Sumant Kumar,JAPL,,18409,9.416898137491112,0,0,M,26,ST
AcGenNov2020,S04,AC,1,Valmikinagar,331874,195489,58.90458426993377,4,Baidyanath Prasad,BSP,,14498,7.416274061456144,0,0,M,61,ST
AcGenNov2020,S04,AC,1,Valmikinagar,331874,195489,58.90458426993377,5,Mahendra Kumar Bharti,LJP,,6612,3.382287494437027,0,0,M,64,GEN
AcGenNov2020,S04,AC,1,Valmikinagar,331874,195489,58.90458426993377,6,NOTA,NOTA,,8090,4.1383402646696235,0,1,,,
AcGenNov2020,S04,AC,2,Ramnagar,295933,190613,64.41086326972659,1,Bhagirathi Devi,BJP,,75423,39.56865481368008,1,0,F,70,SC
AcGenNov2020,S04,AC,2,Ramnagar,295933,190613,64.41086326972659,2,Rajesh Ram,INC,,59627,31.28170691400901,0,0,M,51,SC
AcGenNov2020,S04,AC,2,Ramnagar,295933,190613,64.41086326972659,3,Subodh Kumar,BYPP,,26063,13.673254185181493,0,0,M,55,SC
AcGenNov2020,S04,AC,2,Ramnagar,295933,190613,64.41086326972659,4,Lorik Das,FJKSP,,4331,2.2721430332663566,0,0,M,48,SC
AcGenNov2020,S04,AC,2,Ramnagar,295933,190613,64.41086326972659,5,Lokesh Ram,RLSP,,4051,2.1252485402359755,0,0,M,31,SC
AcGenNov2020,S04,AC,2,Ramnagar,295933,190613,64.41086326972659,6,NOTA,NOTA,,4456,2.3377209319406336,0,1,,,
AcGenNov2020,S04,AC,3,Narkatiaganj,265561,164615,61.98764125756418,1,RASHMI VARMA,BJP,,75484,45.85487349269508,1,0,F,53,GEN
AcGenNov2020,S04,AC,3,Narkatiaganj,265561,164615,61.98764125756418,2,VINAY VARMA,INC,,54350,33.016432281383835,0,0,M,67,GEN
AcGenNov2020,S04,AC,3,Narkatiaganj,265561,164615,61.98764125756418,3,RENU DEVI,IND,,7674,4.661786592959329,0,0,F,39,GEN
AcGenNov2020,S04,AC,3,Narkatiaganj,265561,164615,61.98764125756418,4,NAUSHAD AHMAD,LJP,,5408,3.2852413206572915,0,0,M,44,GEN
AcGenNov2020,S04,AC,3,Narkatiaganj,265561,164615,61.98764125756418,5,MANJEET KUMAR VERMA,RLSP,,2913,1.7695835737933967,0,0,M,54,GEN
AcGenNov2020,S04,AC,3,Narkatiaganj,265561,164615,61.98764125756418,6,NOTA,NOTA,,1647,1.0005163563466268,0,1,,,
AcGenNov2020,S04,AC,4,Bagaha,305226,181799,59.562094972250065,1,RAM SINGH,BJP,,90013,49.51237355541009,1,0,M,68,GEN
AcGenNov2020,S04,AC,4,Bagaha,305226,181799,59.562094972250065,2,JAYESH MANGLAM SINGH,INC,,59993,32.99963146111915,0,0,M,32,GEN
AcGenNov2020,S04,AC,4,Bagaha,305226,181799,59.562094972250065,3,RAGHAW SHARAN PANDEY,IND,,6429,3.53632308208516,0,0,M,70,GEN
AcGenNov2020,S04,AC,4,Bagaha,305226,181799,59.562094972250065,4,PURNMASI RAM,JNSNGHDL,,3649,2.007161755565212,0,0,M,63,SC
AcGenNov2020,S04,AC,4,Bagaha,305226,181799,59.562094972250065,5,KAMRAN AZIZ,IND,,3077,1.692528561763266,0,0,M,36,GEN
AcGenNov2020,S04,AC,4,Bagaha,305226,181799,59.562094972250065,6,NOTA,NOTA,,3456,1.9010005555586116,0,1,,,
AcGenNov2020,S04,AC,5,Lauriya,256277,157495,61.45498815734537,1,Vinay Bihari,BJP,,77927,49.47903108035176,1,0,M,50,GEN
AcGenNov2020,S04,AC,5,Lauriya,256277,157495,61.45498815734537,2,Shambhu Tiwari,RJD,,48923,31.06320835582082,0,0,M,65,GEN
AcGenNov2020,S04,AC,5,Lauriya,256277,157495,61.45498815734537,3,Ran Kaushal Pratap Singh,BSP,,17515,11.120987967871995,0,0,M,39,GEN
AcGenNov2020,S04,AC,5,Lauriya,256277,157495,61.45498815734537,4,Neelam Singh,IND,,1906,1.210197149115845,0,0,F,54,GEN
AcGenNov2020,S04,AC,5,Lauriya,256277,157495,61.45498815734537,5,Doctor Mahto,IND,,1541,0.9784437601193688,0,0,M,50,GEN
AcGenNov2020,S04,AC,5,Lauriya,256277,157495,61.45498815734537,6,NOTA,NOTA,,3368,2.1384805866852914,0,1,,,
AcGenNov2020,S04,AC,6,Nautan,277724,167451,60.294032924774235,1,NARAYAN PRASAD,BJP,,78657,46.973144382535786,1,0,M,62,GEN
AcGenNov2020,S04,AC,6,Nautan,277724,167451,60.294032924774235,2,SHEIKH MOHAMMAD KAMRAN,INC,,52761,31.50832183743304,0,0,M,64,GEN
AcGenNov2020,S04,AC,6,Nautan,277724,167451,60.294032924774235,3,MANORAMA PRASAD,IND,,15421,9.209261216714143,0,0,F,73,GEN
AcGenNov2020,S04,AC,6,Nautan,277724,167451,60.294032924774235,4,NANDKISHOR PRASAD,RLSP,,4587,2.7393088127273053,0,0,M,59,GEN
AcGenNov2020,S04,AC,6,Nautan,277724,167451,60.294032924774235,5,VIKASH KUMAR PRASAD,IND,,3967,2.3690512448417747,0,0,M,30,GEN
AcGenNov2020,S04,AC,6,Nautan,277724,167451,60.294032924774235,6,NOTA,NOTA,,1813,1.0827047912523664,0,1,,,
AcGenNov2020,S04,AC,7,Chanpatia,275439,175774,63.815944728233845,1,Umakant Singh,BJP,,83828,47.69078475770023,1,0,M,46,GEN
AcGenNov2020,S04,AC,7,Chanpatia,275439,175774,63.815944728233845,2,Abhishek Ranjan,INC,,70359,40.02810427025613,0,0,M,30,GEN
AcGenNov2020,S04,AC,7,Chanpatia,275439,175774,63.815944728233845,3,Tripurari Kr. Tiwari @ Manish kasyap,IND,,9239,5.256181232719287,0,0,M,29,GEN
AcGenNov2020,S04,AC,7,Chanpatia,275439,175774,63.815944728233845,4,Santosh Kumar Gupta,RLSP,,3526,2.005984957957377,0,0,M,37,GEN
AcGenNov2020,S04,AC,7,Chanpatia,275439,175774,63.815944728233845,5,Sheshnath Bharti,IND,,1375,0.7822544858739063,0,0,M,56,GEN
AcGenNov2020,S04,AC,7,Chanpatia,275439,175774,63.815944728233845,6,NOTA,NOTA,,2910,1.655534948285867,0,1,,,
AcGenNov2020,S04,AC,8,Bettiah,284268,159932,56.26099314731169,1,Renu Devi,BJP,,84496,52.83245379286197,1,0,F,60,GEN
AcGenNov2020,S04,AC,8,Bettiah,284268,159932,56.26099314731169,2,Madan Mohan Tiwari,INC,,66417,41.52827451666958,0,0,M,53,GEN
AcGenNov2020,S04,AC,8,Bettiah,284268,159932,56.26099314731169,3,Avkash Kumar Gupta,TPLRSP,,1559,0.9747892854463147,0,0,M,32,GEN
AcGenNov2020,S04,AC,8,Bettiah,284268,159932,56.26099314731169,4,Parwez Alam,NCP,,1192,0.7453167596228396,0,0,M,61,GEN
AcGenNov2020,S04,AC,8,Bettiah,284268,159932,56.26099314731169,5,Sitaram Sahani,RMGP,,1012,0.6327689267938874,0,0,M,55,GEN
AcGenNov2020,S04,AC,8,Bettiah,284268,159932,56.26099314731169,6,NOTA,NOTA,,2017,1.2611609934222046,0,1,,,
AcGenNov2020,S04,AC,9,Sikta,274502,170077,61.95838281688294,1,BIRENDRA PRASAD GUPTA,CPI(ML)(L),,49075,28.85457763248411,1,0,M,51,GEN
AcGenNov2020,S04,AC,9,Sikta,274502,170077,61.95838281688294,2,DILIP VARMA,IND,,46773,27.50107304338623,0,0,M,67,GEN
AcGenNov2020,S04,AC,9,Sikta,274502,170077,61.95838281688294,3,KHURSHID FIROZ AHMAD,JD(U),,35798,21.04811350153166,0,0,M,57,GEN
