state_code,constituency_no,constituency_name,n_oracles_present,n_oracles_agreeing,oracles_agreeing,oracles_disagreeing,winner_party_id_consensus,winner_party_id_per_oracle,winner_candidate_per_oracle,verdict,curator_note,curator_source_id
andaman-and-nicobar-islands,name-ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,2,2,bhukyavenkatamahesh-pc|tcpd-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|tcpd-pc=parties.IN.INC,bhukyavenkatamahesh-pc=KULDEEP RAI SHARMA|tcpd-pc=KULDEEP RAI SHARMA,VERIFIED,,
andhra-pradesh,411,NARSAPURAM,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=KANUMURU RAGHU RAMA KRISHNA RAJU|tcpd-pc=KANUMURU RAGHU RAMA KRISHNA RAJU|yen-gov-canonical-pc=KANUMURU RAGHU RAMA KRISHNA RAJU,VERIFIED,,
andhra-pradesh,412,KAKINADA,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=VANGA GEETHAVISWANATH|tcpd-pc=VANGA GEETHAVISWANATH|yen-gov-canonical-pc=VANGA GEETHAVISWANATH,VERIFIED,,
andhra-pradesh,413,CHITTOOR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=N. REDDEPPA|tcpd-pc=N. REDDEPPA|yen-gov-canonical-pc=N. REDDEPPA,VERIFIED,,
andhra-pradesh,415,ONGOLE,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=MAGUNTA SREENIVASULU REDDY|tcpd-pc=MAGUNTA SREENIVASULU REDDY|yen-gov-canonical-pc=MAGUNTA SREENIVASULU REDDY,VERIFIED,,
andhra-pradesh,418,KADAPA,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=Y.S.Avinash Reddy|tcpd-pc=Y.S.Avinash Reddy|yen-gov-canonical-pc=Y.S.Avinash Reddy,VERIFIED,,
andhra-pradesh,419,MACHILIPATNAM,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=BALASHOWRY VALLABHANENI|tcpd-pc=BALASHOWRY VALLABHANENI|yen-gov-canonical-pc=BALASHOWRY VALLABHANENI,VERIFIED,,
andhra-pradesh,420,BAPATLA,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=NANDIGAM SURESH|tcpd-pc=NANDIGAM SURESH|yen-gov-canonical-pc=NANDIGAM SURESH,VERIFIED,,
andhra-pradesh,421,RAJAMPET,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=P.V.MIDHUN REDDY|tcpd-pc=P.V.MIDHUN REDDY|yen-gov-canonical-pc=P.V.MIDHUN REDDY,VERIFIED,,
andhra-pradesh,424,AMALAPURAM,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=CHINTA ANURADHA|tcpd-pc=CHINTA ANURADHA|yen-gov-canonical-pc=CHINTA ANURADHA,VERIFIED,,
andhra-pradesh,428,VIJAYAWADA,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.TDP,bhukyavenkatamahesh-pc=parties.IN.TDP|tcpd-pc=parties.IN.TDP|yen-gov-canonical-pc=parties.IN.TDP,bhukyavenkatamahesh-pc=KESINENI SRINIVAS (NANI)|tcpd-pc=KESINENI SRINIVAS (NANI)|yen-gov-canonical-pc=KESINENI SRINIVAS (NANI),VERIFIED,,
andhra-pradesh,436,NANDYAL,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=POCHA . BRAHMANANDA REDDY|tcpd-pc=POCHA . BRAHMANANDA REDDY|yen-gov-canonical-pc=POCHA . BRAHMANANDA REDDY,VERIFIED,,
andhra-pradesh,437,ELURU,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=KOTAGIRI SRIDHAR|tcpd-pc=KOTAGIRI SRIDHAR|yen-gov-canonical-pc=KOTAGIRI SRIDHAR,VERIFIED,,
andhra-pradesh,438,ANANTAPUR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=TALARI RANGAIAH|tcpd-pc=TALARI RANGAIAH|yen-gov-canonical-pc=TALARI RANGAIAH,VERIFIED,,
andhra-pradesh,440,KURNOOL,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=AYUSHMAN DOCTOR SANJEEV KUMAR|tcpd-pc=AYUSHMAN DOCTOR SANJEEV KUMAR|yen-gov-canonical-pc=AYUSHMAN DOCTOR SANJEEV KUMAR,VERIFIED,,
andhra-pradesh,442,RAJAHMUNDRY,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=MARGANI BHARAT|tcpd-pc=MARGANI BHARAT|yen-gov-canonical-pc=MARGANI BHARAT,VERIFIED,,
andhra-pradesh,443,NELLORE,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=Adala Prabhakara Reddy|tcpd-pc=Adala Prabhakara Reddy|yen-gov-canonical-pc=Adala Prabhakara Reddy,VERIFIED,,
andhra-pradesh,445,ARUKU,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=GODDETI. MADHAVI|tcpd-pc=GODDETI. MADHAVI|yen-gov-canonical-pc=GODDETI. MADHAVI,VERIFIED,,
andhra-pradesh,446,HINDUPUR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=KURUVA GORANTLA MADHAV|tcpd-pc=KURUVA GORANTLA MADHAV|yen-gov-canonical-pc=KURUVA GORANTLA MADHAV,VERIFIED,,
andhra-pradesh,447,GUNTUR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.TDP,bhukyavenkatamahesh-pc=parties.IN.TDP|tcpd-pc=parties.IN.TDP|yen-gov-canonical-pc=parties.IN.TDP,bhukyavenkatamahesh-pc=Jayadev Galla|tcpd-pc=Jayadev Galla|yen-gov-canonical-pc=Jayadev Galla,VERIFIED,,
andhra-pradesh,448,VISAKHAPATNAM,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP|yen-gov-canonical-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=M V V SATYANARAYANA|tcpd-pc=M V V SATYANARAYANA|yen-gov-canonical-pc=M V V SATYANARAYANA,VERIFIED,,
andhra-pradesh,name-ANAKAPALLI,ANAKAPALLI,2,2,bhukyavenkatamahesh-pc|tcpd-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=Dr.Beesetti Venkata Satyavathi|tcpd-pc=Dr.Beesetti Venkata Satyavathi,VERIFIED,,
andhra-pradesh,name-NARASARAOPET,NARASARAOPET,2,2,bhukyavenkatamahesh-pc|tcpd-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=LAVU SRI KRISHNA DEVARAYALU|tcpd-pc=LAVU SRI KRISHNA DEVARAYALU,VERIFIED,,
andhra-pradesh,name-SRIKAKULAM,SRIKAKULAM,2,2,bhukyavenkatamahesh-pc|tcpd-pc,,parties.IN.TDP,bhukyavenkatamahesh-pc=parties.IN.TDP|tcpd-pc=parties.IN.TDP,bhukyavenkatamahesh-pc=KINJARAPU RAM MOHAN NAIDU|tcpd-pc=KINJARAPU RAM MOHAN NAIDU,VERIFIED,,
andhra-pradesh,name-TIRUPATI,TIRUPATI,2,2,bhukyavenkatamahesh-pc|tcpd-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=Balli Durga Prasad Rao|tcpd-pc=Balli Durga Prasad Rao,VERIFIED,,
andhra-pradesh,name-VIZIANAGARAM,VIZIANAGARAM,2,2,bhukyavenkatamahesh-pc|tcpd-pc,,parties.IN.YSRCP,bhukyavenkatamahesh-pc=parties.IN.YSRCP|tcpd-pc=parties.IN.YSRCP,bhukyavenkatamahesh-pc=Bellana Chandra Sekhar|tcpd-pc=Bellana Chandra Sekhar,VERIFIED,,
arunachal-pradesh,193,ARUNACHAL EAST,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=Tapir Gao|tcpd-pc=Tapir Gao|yen-gov-canonical-pc=Tapir Gao,VERIFIED,,
arunachal-pradesh,194,ARUNACHAL WEST,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=KIREN RIJIJU|tcpd-pc=KIREN RIJIJU|yen-gov-canonical-pc=KIREN RIJIJU,VERIFIED,,
assam,203,AUTONOMOUS DISTRICT,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=HOREN SING BEY|tcpd-pc=HOREN SING BEY|yen-gov-canonical-pc=HOREN SING BEY,VERIFIED,,
assam,204,BARPETA,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|tcpd-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=Abdul Khaleque|tcpd-pc=Abdul Khaleque|yen-gov-canonical-pc=Abdul Khaleque,VERIFIED,,
assam,205,DHUBRI,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.AIUDF,bhukyavenkatamahesh-pc=parties.IN.AIUDF|tcpd-pc=parties.IN.AIUDF|yen-gov-canonical-pc=parties.IN.AIUDF,bhukyavenkatamahesh-pc=BADRUDDIN AJMAL|tcpd-pc=BADRUDDIN AJMAL|yen-gov-canonical-pc=BADRUDDIN AJMAL,VERIFIED,,
assam,206,DIBRUGARH,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RAMESWAR TELI|tcpd-pc=RAMESWAR TELI|yen-gov-canonical-pc=RAMESWAR TELI,VERIFIED,,
assam,207,GAUHATI,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=QUEEN OJA|tcpd-pc=QUEEN OJA|yen-gov-canonical-pc=QUEEN OJA,VERIFIED,,
assam,208,JORHAT,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=TOPON KUMAR GOGOI|tcpd-pc=TOPON KUMAR GOGOI|yen-gov-canonical-pc=TOPON KUMAR GOGOI,VERIFIED,,
assam,209,NOWGONG,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|tcpd-pc=parties.IN.INC|yen-gov-canonical-pc=parties.IN.INC,bhukyavenkatamahesh-pc=Pradyut Bordoloi|tcpd-pc=Pradyut Bordoloi|yen-gov-canonical-pc=Pradyut Bordoloi,VERIFIED,,
assam,210,KARIMGANJ,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=KRIPANATH MALLAH|tcpd-pc=KRIPANATH MALLAH|yen-gov-canonical-pc=KRIPANATH MALLAH,VERIFIED,,
assam,211,KOKRAJHAR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.IND,bhukyavenkatamahesh-pc=parties.IN.IND|tcpd-pc=parties.IN.IND|yen-gov-canonical-pc=parties.IN.IND,bhukyavenkatamahesh-pc=Naba Kumar Sarania|tcpd-pc=Naba Kumar Sarania|yen-gov-canonical-pc=Naba Kumar Sarania,VERIFIED,,
assam,212,LAKHIMPUR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=PRADAN BARUAH|tcpd-pc=PRADAN BARUAH|yen-gov-canonical-pc=PRADAN BARUAH,VERIFIED,,
assam,213,MANGALDOI,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=DILIP SAIKIA|tcpd-pc=DILIP SAIKIA|yen-gov-canonical-pc=DILIP SAIKIA,VERIFIED,,
assam,215,SILCHAR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RAJDEEP ROY|tcpd-pc=RAJDEEP ROY|yen-gov-canonical-pc=RAJDEEP ROY,VERIFIED,,
assam,name-KALIABOR,KALIABOR,2,2,bhukyavenkatamahesh-pc|tcpd-pc,,parties.IN.INC,bhukyavenkatamahesh-pc=parties.IN.INC|tcpd-pc=parties.IN.INC,bhukyavenkatamahesh-pc=Gaurav Gogoi|tcpd-pc=Gaurav Gogoi,VERIFIED,,
assam,name-TEZPUR,TEZPUR,2,2,bhukyavenkatamahesh-pc|tcpd-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=PALLAB LOCHAN DAS|tcpd-pc=PALLAB LOCHAN DAS,VERIFIED,,
bihar,152,UJIARPUR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=Nityanand Rai|tcpd-pc=Nityanand Rai|yen-gov-canonical-pc=Nityanand Rai,VERIFIED,,
bihar,153,BUXAR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=Ashwini Kumar Choubey|tcpd-pc=Ashwini Kumar Choubey|yen-gov-canonical-pc=Ashwini Kumar Choubey,VERIFIED,,
bihar,154,AURANGABAD,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=SUSHIL KUMAR SINGH|tcpd-pc=SUSHIL KUMAR SINGH|yen-gov-canonical-pc=SUSHIL KUMAR SINGH,VERIFIED,,
bihar,155,BHAGALPUR,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.JDU,bhukyavenkatamahesh-pc=parties.IN.JDU|tcpd-pc=parties.IN.JDU|yen-gov-canonical-pc=parties.IN.JDU,bhukyavenkatamahesh-pc=AJAY KUMAR MANDAL|tcpd-pc=AJAY KUMAR MANDAL|yen-gov-canonical-pc=AJAY KUMAR MANDAL,VERIFIED,,
bihar,156,PATNA SAHIB,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.BJP,bhukyavenkatamahesh-pc=parties.IN.BJP|tcpd-pc=parties.IN.BJP|yen-gov-canonical-pc=parties.IN.BJP,bhukyavenkatamahesh-pc=RAVI SHANKAR PRASAD|tcpd-pc=RAVI SHANKAR PRASAD|yen-gov-canonical-pc=RAVI SHANKAR PRASAD,VERIFIED,,
bihar,157,BANKA,3,3,bhukyavenkatamahesh-pc|tcpd-pc|yen-gov-canonical-pc,,parties.IN.JDU,bhukyavenkatamahesh-pc=parties.IN.JDU|tcpd-pc=parties.IN.JDU|yen-gov-canonical-pc=parties.IN.JDU,bhukyavenkatamahesh-pc=GIRIDHARI YADAV|tcpd-pc=GIRIDHARI YADAV|yen-gov-canonical-pc=GIRIDHARI YADAV,VERIFIED,,
