entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_votes,margin_votes,margin_pct,source_id
IN-AC-2008-sikkim-1350,sikkim,2019,ARITHANG,11408,7872,69,ARUN KUMAR UPRETI,parties.IN.SKM,3150,40.02,ASHIS RAI,parties.IN.IND,2676,474,6.03,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1351,sikkim,2019,BARFUNG,14875,12083,81.23,TASHI THENDUP BHUTIA,parties.IN.SDF,5936,49.13,LOBZANG BHUTIA,parties.IN.SKM,5839,97,0.81,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1352,sikkim,2019,CHUJACHEN,17776,14213,79.96,KRISHNA BAHADUR RAI,parties.IN.SDF,7266,51.12,DAMBER KUMAR PRADHAN,parties.IN.SKM,5939,1327,9.33,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1353,sikkim,2019,DARAMDIN,15269,12672,82.99,MINGMA NORBU SHERPA,parties.IN.SKM,6219,49.08,PEM NORBU SHERPA,parties.IN.SDF,5883,336,2.65,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1354,sikkim,2019,DJONGU,9595,8483,88.41,PINTSO NAMGYAL LEPCHA,parties.IN.SDF,5613,66.17,CHUNGKIPU LEPCHA,parties.IN.SKM,2612,3001,35.38,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1356,sikkim,2019,GNATHANG-MACHONG,12048,10132,84.1,DORJEE TSHERING LEPCHA,parties.IN.SDF,6380,62.97,TSHERING BHUTIA,parties.IN.SKM,3460,2920,28.82,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1357,sikkim,2019,GYALSHING-BARNYAK,12406,10273,82.81,LOK NATH SHARMA,parties.IN.SKM,5862,57.06,LAXUMAN SHARMA,parties.IN.SDF,4048,1814,17.66,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1358,sikkim,2019,KABI LUNGCHUK,12661,10360,81.83,KARMA LODAY BHUTIA,parties.IN.SKM,5705,55.07,UGEN NEDUP BHUTIA,parties.IN.SDF,4268,1437,13.87,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1359,sikkim,2019,KHAMDONG-SINGTAM,13067,10611,81.2,MANI KUMAR SHARMA,parties.IN.SKM,5347,50.39,GARJAMAN GURUNG,parties.IN.SDF,4474,873,8.23,src-1b7bc1c9d39a
IN-AC-2008-sikkim-1360,sikkim,2019,LACHEN MANGAN,7867,6719,85.41,SAMDUP LEPCHA,parties.IN.SKM,3615,53.8,TSHERING WANGDI LEPCHA,parties.IN.SDF,3031,584,8.69,src-1b7bc1c9d39a
