election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenMay2026,S03,AC,1,GOSSAIGAON,115141,100093,86.93,1,Sabharam Basumatary,BOPF,436,44394,44.35,1,0,,,
AcGenMay2026,S03,AC,1,GOSSAIGAON,115141,100093,86.93,2,Phedricson Hansdak,JMM,,21417,21.4,0,0,,,
AcGenMay2026,S03,AC,1,GOSSAIGAON,115141,100093,86.93,3,Aninda Basumatary,UPPL,,17431,17.41,0,0,,,
AcGenMay2026,S03,AC,1,GOSSAIGAON,115141,100093,86.93,4,Joseph Hasda,INC,742,15128,15.11,0,0,,,
AcGenMay2026,S03,AC,1,GOSSAIGAON,115141,100093,86.93,5,Helen Murmu,IND,,600,0.6,0,0,,,
AcGenMay2026,S03,AC,1,GOSSAIGAON,115141,100093,86.93,6,NOTA,NOTA,,1123,1.12,0,1,,,
AcGenMay2026,S03,AC,2,DOTMA (ST),108448,94274,86.93,1,Rabiram Narzary,BOPF,436,48775,51.74,1,0,,,
AcGenMay2026,S03,AC,2,DOTMA (ST),108448,94274,86.93,2,Raju Kumar Narzary,UPPL,,24492,25.98,0,0,,,
AcGenMay2026,S03,AC,2,DOTMA (ST),108448,94274,86.93,3,Birkhang Boro,INC,742,15410,16.35,0,0,,,
AcGenMay2026,S03,AC,2,DOTMA (ST),108448,94274,86.93,4,Fungkha Brahma,IND,,3740,3.97,0,0,,,
AcGenMay2026,S03,AC,2,DOTMA (ST),108448,94274,86.93,5,Rananjay Narzary,IND,,719,0.76,0,0,,,
AcGenMay2026,S03,AC,2,DOTMA (ST),108448,94274,86.93,6,NOTA,NOTA,,1138,1.21,0,1,,,
AcGenMay2026,S03,AC,3,KOKRAJHAR (ST),146482,122963,83.94,1,Sewli Mohilary,BOPF,436,74816,60.84,1,0,,,
AcGenMay2026,S03,AC,3,KOKRAJHAR (ST),146482,122963,83.94,2,Lawrence Islary,UPPL,,35183,28.61,0,0,,,
AcGenMay2026,S03,AC,3,KOKRAJHAR (ST),146482,122963,83.94,3,Manik Chandra Brahma,INC,742,7011,5.7,0,0,,,
AcGenMay2026,S03,AC,3,KOKRAJHAR (ST),146482,122963,83.94,4,Tonon Daimary,VPI,,1446,1.18,0,0,,,
AcGenMay2026,S03,AC,3,KOKRAJHAR (ST),146482,122963,83.94,5,Ranjoy Kr. Brahma,IND,,1437,1.17,0,0,,,
AcGenMay2026,S03,AC,3,KOKRAJHAR (ST),146482,122963,83.94,6,NOTA,NOTA,,1859,1.51,0,1,,,
AcGenMay2026,S03,AC,4,BAOKHUNGRI,166394,149422,89.8,1,Rupam Chandra Roy,BOPF,436,62677,41.95,1,0,,,
AcGenMay2026,S03,AC,4,BAOKHUNGRI,166394,149422,89.8,2,Sapali Marak,INC,742,38967,26.08,0,0,,,
AcGenMay2026,S03,AC,4,BAOKHUNGRI,166394,149422,89.8,3,Pratibha Brahma,UPPL,,21245,14.22,0,0,,,
AcGenMay2026,S03,AC,4,BAOKHUNGRI,166394,149422,89.8,4,Rajib Brahma,IND,,13037,8.72,0,0,,,
AcGenMay2026,S03,AC,4,BAOKHUNGRI,166394,149422,89.8,5,Raajkar Beck,GGP,,4393,2.94,0,0,,,
AcGenMay2026,S03,AC,4,BAOKHUNGRI,166394,149422,89.8,6,NOTA,NOTA,,1668,1.12,0,1,,,
AcGenMay2026,S03,AC,5,PARBATJHORA,175250,164277,93.74,1,Md Ashraful Islam Sheikh,INC,742,77128,46.95,1,0,,,
AcGenMay2026,S03,AC,5,PARBATJHORA,175250,164277,93.74,2,Rezaul Karim,BOPF,436,68106,41.46,0,0,,,
AcGenMay2026,S03,AC,5,PARBATJHORA,175250,164277,93.74,3,Ayub Hussain Mondal,UPPL,,8920,5.43,0,0,,,
AcGenMay2026,S03,AC,5,PARBATJHORA,175250,164277,93.74,4,Abu Taher Bepari,AIUDF,145,5641,3.43,0,0,,,
AcGenMay2026,S03,AC,5,PARBATJHORA,175250,164277,93.74,5,Ajgar Ali Mondal,TNRMPI,,835,0.51,0,0,,,
