election,state,body,ac_eci_no,constituency_name,electors,votes_polled,turnout_pct,rank,candidate_name,party_short,party_eci_code,votes,vote_share_pct,is_winner,is_nota,gender,age,category
AcGenFeb2018,S23,AC,1,Simna,35967,33567,93.33,1,BRISHAKETU DEBBARMA,IPFT,,15977,47.6,1,0,M,41,ST
AcGenFeb2018,S23,AC,1,Simna,35967,33567,93.33,2,PRANAB DEBBARMA,CPM,,14014,41.75,0,0,M,50,ST
AcGenFeb2018,S23,AC,1,Simna,35967,33567,93.33,3,RABINDRA DEBBARMA,INPT,,1628,4.85,0,0,M,53,ST
AcGenFeb2018,S23,AC,1,Simna,35967,33567,93.33,4,PHANI LAL DEBBARMA,INC,,495,1.47,0,0,M,51,ST
AcGenFeb2018,S23,AC,1,Simna,35967,33567,93.33,5,ANANTA URANG,TRIPP,,388,1.16,0,0,M,27,ST
AcGenFeb2018,S23,AC,1,Simna,35967,33567,93.33,6,NOTA,NOTA,,382,1.14,0,1,,,
AcGenFeb2018,S23,AC,2,Mohanpur,43726,41685,95.33,1,RATAN LAL NATH,BJP,,22516,54.01,1,0,M,67,GEN
AcGenFeb2018,S23,AC,2,Mohanpur,43726,41685,95.33,2,SUBHAS CHANDRA DEBNATH,CPM,,17340,41.6,0,0,M,66,GEN
AcGenFeb2018,S23,AC,2,Mohanpur,43726,41685,95.33,3,HARALAL DEBNATH,AMB,,347,0.83,0,0,M,45,GEN
AcGenFeb2018,S23,AC,2,Mohanpur,43726,41685,95.33,4,DILIP KUMAR GHOSH,INC,,342,0.82,0,0,M,58,GEN
AcGenFeb2018,S23,AC,2,Mohanpur,43726,41685,95.33,5,NOTA,NOTA,,315,0.76,0,1,,,
AcGenFeb2018,S23,AC,3,Bamutia,42777,41068,96.0,1,KRISHNADHAN DAS,BJP,,20014,48.73,1,0,M,41,SC
AcGenFeb2018,S23,AC,3,Bamutia,42777,41068,96.0,2,HARICHARAN SARKAR,CPM,,19042,46.37,0,0,M,69,SC
AcGenFeb2018,S23,AC,3,Bamutia,42777,41068,96.0,3,SWAPANANANDA DAS,INC,,402,0.98,0,0,M,49,SC
AcGenFeb2018,S23,AC,3,Bamutia,42777,41068,96.0,4,BIMAL DAS,AMB,,276,0.67,0,0,M,58,SC
AcGenFeb2018,S23,AC,3,Bamutia,42777,41068,96.0,5,BABUL BAIRAGI,IND,,189,0.46,0,0,M,56,SC
AcGenFeb2018,S23,AC,3,Bamutia,42777,41068,96.0,6,NOTA,NOTA,,348,0.85,0,1,,,
AcGenFeb2018,S23,AC,4,Barjala,42358,40030,94.5,1,DILIP KUMAR DAS,BJP,,22052,55.09,1,0,M,65,SC
AcGenFeb2018,S23,AC,4,Barjala,42358,40030,94.5,2,JHUMU SARKAR,CPM,,15825,39.53,0,0,M,34,SC
AcGenFeb2018,S23,AC,4,Barjala,42358,40030,94.5,3,DIPAK DAS,INC,,650,1.62,0,0,M,45,SC
AcGenFeb2018,S23,AC,4,Barjala,42358,40030,94.5,4,UTPAL DAS,AITC,,293,0.73,0,0,M,42,SC
AcGenFeb2018,S23,AC,4,Barjala,42358,40030,94.5,5,SUJIT MANDAL,IND,,185,0.46,0,0,M,41,SC
AcGenFeb2018,S23,AC,4,Barjala,42358,40030,94.5,6,NOTA,NOTA,,241,0.6,0,1,,,
AcGenFeb2018,S23,AC,5,Khayerpur,47729,45980,96.34,1,RATAN CHAKRABORTY,BJP,,25496,55.45,1,0,M,67,GEN
AcGenFeb2018,S23,AC,5,Khayerpur,47729,45980,96.34,2,PABITRA KAR,CPM,,18457,40.14,0,0,M,69,GEN
AcGenFeb2018,S23,AC,5,Khayerpur,47729,45980,96.34,3,SUKHAMAY SAHA,INC,,482,1.05,0,0,M,46,GEN
AcGenFeb2018,S23,AC,5,Khayerpur,47729,45980,96.34,4,ASHIM SARKAR,IND,,240,0.52,0,0,M,38,GEN
AcGenFeb2018,S23,AC,5,Khayerpur,47729,45980,96.34,5,NOTA,NOTA,,336,0.73,0,1,,,
AcGenFeb2018,S23,AC,6,Agartala,49233,45838,93.1,1,SUDIP ROY BARMAN,BJP,,25234,55.05,1,0,M,54,GEN
AcGenFeb2018,S23,AC,6,Agartala,49233,45838,93.1,2,KRISHNA MAJUMDER,CPM,,17852,38.95,0,0,F,46,GEN
AcGenFeb2018,S23,AC,6,Agartala,49233,45838,93.1,3,PRASHANTA SEN CHOWDHURY,INC,,646,1.41,0,0,M,59,GEN
AcGenFeb2018,S23,AC,6,Agartala,49233,45838,93.1,4,PANNA DEB,AITC,,302,0.66,0,0,F,43,GEN
AcGenFeb2018,S23,AC,6,Agartala,49233,45838,93.1,5,PRABIN SINGHA,TRIPP,,215,0.47,0,0,M,27,GEN
AcGenFeb2018,S23,AC,6,Agartala,49233,45838,93.1,6,NOTA,NOTA,,344,0.75,0,1,,,
AcGenFeb2018,S23,AC,7,Ramnagar,43659,39745,91.04,1,SURAJIT DATTA,BJP,,21092,53.07,1,0,M,64,GEN
AcGenFeb2018,S23,AC,7,Ramnagar,43659,39745,91.04,2,RATAN DAS,CPM,,16237,40.85,0,0,M,60,GEN
AcGenFeb2018,S23,AC,7,Ramnagar,43659,39745,91.04,3,PUJAN BISWAS,INC,,648,1.63,0,0,M,36,GEN
AcGenFeb2018,S23,AC,7,Ramnagar,43659,39745,91.04,4,SOUMEN MAJUMDER,AITC,,274,0.69,0,0,M,47,GEN
AcGenFeb2018,S23,AC,7,Ramnagar,43659,39745,91.04,5,NOTA,NOTA,,329,0.83,0,1,,,
AcGenFeb2018,S23,AC,8,Town Bordowali,45696,40568,88.78,1,ASISH KUMAR SAHA,BJP,,24293,59.88,1,0,M,58,GEN
AcGenFeb2018,S23,AC,8,Town Bordowali,45696,40568,88.78,2,BISWANATH SAHA,AIFB,,13115,32.33,0,0,M,56,GEN
AcGenFeb2018,S23,AC,8,Town Bordowali,45696,40568,88.78,3,RATNA DATTA,INC,,1303,3.21,0,0,F,47,GEN
AcGenFeb2018,S23,AC,8,Town Bordowali,45696,40568,88.78,4,SHIBANI BHOWMIK,SUCI,,202,0.5,0,0,F,58,GEN
